start_time,longShortRatio,time
1709582400000,0.92,1709582400
1709586000000,0.99,1709586000
1709589600000,1.06,1709589600
1709593200000,1.05,1709593200
1709596800000,0.93,1709596800
1709600400000,1.05,1709600400
1709604000000,0.86,1709604000
1709607600000,0.86,1709607600
1709611200000,0.8,1709611200
1709614800000,0.91,1709614800
1709618400000,1.09,1709618400
1709622000000,0.75,1709622000
1709625600000,1.05,1709625600
1709629200000,0.92,1709629200
1709632800000,1.14,1709632800
1709636400000,0.91,1709636400
1709640000000,1.22,1709640000
1709643600000,1.03,1709643600
1709647200000,1.03,1709647200
1709650800000,0.9,1709650800
1709654400000,0.93,1709654400
1709658000000,0.94,1709658000
1709661600000,0.83,1709661600
1709665200000,0.8,1709665200
1709668800000,0.97,1709668800
1709672400000,1.08,1709672400
1709676000000,1.05,1709676000
1709679600000,1.05,1709679600
1709683200000,0.95,1709683200
1709686800000,0.9,1709686800
1709690400000,0.89,1709690400
1709694000000,1.15,1709694000
1709697600000,1.33,1709697600
1709701200000,1.12,1709701200
1709704800000,0.88,1709704800
1709708400000,1.4,1709708400
1709712000000,1.04,1709712000
1709715600000,0.84,1709715600
1709719200000,1.23,1709719200
1709722800000,1.11,1709722800
1709726400000,0.85,1709726400
1709730000000,1.03,1709730000
1709733600000,0.94,1709733600
1709737200000,1.03,1709737200
1709740800000,1.07,1709740800
1709744400000,0.97,1709744400
1709748000000,0.93,1709748000
1709751600000,0.94,1709751600
1709755200000,1.01,1709755200
1709758800000,0.85,1709758800
1709762400000,0.75,1709762400
1709766000000,1.07,1709766000
1709769600000,1.02,1709769600
1709773200000,1.1,1709773200
1709776800000,1.0,1709776800
1709780400000,0.92,1709780400
1709784000000,0.82,1709784000
1709787600000,0.96,1709787600
1709791200000,0.97,1709791200
1709794800000,1.23,1709794800
1709798400000,1.09,1709798400
1709802000000,1.04,1709802000
1709805600000,1.09,1709805600
1709809200000,0.94,1709809200
1709812800000,0.89,1709812800
1709816400000,1.04,1709816400
1709820000000,0.97,1709820000
1709823600000,1.06,1709823600
1709827200000,0.89,1709827200
1709830800000,1.06,1709830800
1709834400000,1.01,1709834400
1709838000000,0.94,1709838000
1709841600000,0.88,1709841600
1709845200000,0.84,1709845200
1709848800000,0.94,1709848800
1709852400000,0.82,1709852400
1709856000000,1.19,1709856000
1709859600000,1.13,1709859600
1709863200000,1.23,1709863200
1709866800000,1.15,1709866800
1709870400000,0.83,1709870400
1709874000000,0.72,1709874000
1709877600000,1.61,1709877600
1709881200000,0.84,1709881200
1709884800000,1.0,1709884800
1709888400000,0.97,1709888400
1709892000000,1.04,1709892000
1709895600000,1.18,1709895600
1709899200000,0.85,1709899200
1709902800000,1.0,1709902800
1709906400000,1.14,1709906400
1709910000000,1.0,1709910000
1709913600000,0.95,1709913600
1709917200000,1.09,1709917200
1709920800000,0.92,1709920800
1709924400000,0.91,1709924400
1709928000000,1.07,1709928000
1709931600000,0.78,1709931600
1709935200000,1.17,1709935200
1709938800000,1.06,1709938800
1709942400000,0.89,1709942400
1709946000000,0.83,1709946000
1709949600000,1.46,1709949600
1709953200000,1.26,1709953200
1709956800000,1.34,1709956800
1709960400000,0.97,1709960400
1709964000000,1.11,1709964000
1709967600000,0.77,1709967600
1709971200000,0.87,1709971200
1709974800000,0.82,1709974800
1709978400000,0.77,1709978400
1709982000000,1.13,1709982000
1709985600000,1.1,1709985600
1709989200000,0.95,1709989200
1709992800000,0.61,1709992800
1709996400000,1.16,1709996400
1710000000000,0.95,1710000000
1710003600000,0.93,1710003600
1710007200000,1.05,1710007200
1710010800000,0.84,1710010800
1710014400000,1.21,1710014400
1710018000000,1.12,1710018000
1710021600000,0.89,1710021600
1710025200000,0.92,1710025200
1710028800000,1.04,1710028800
1710032400000,1.12,1710032400
1710036000000,0.84,1710036000
1710039600000,1.15,1710039600
1710043200000,1.13,1710043200
1710046800000,0.89,1710046800
1710050400000,0.95,1710050400
1710054000000,1.04,1710054000
1710057600000,1.17,1710057600
1710061200000,0.99,1710061200
1710064800000,0.92,1710064800
1710068400000,0.82,1710068400
1710072000000,0.96,1710072000
1710075600000,0.73,1710075600
1710079200000,0.91,1710079200
1710082800000,0.98,1710082800
1710086400000,1.03,1710086400
1710090000000,0.96,1710090000
1710093600000,0.79,1710093600
1710097200000,1.23,1710097200
1710100800000,1.17,1710100800
1710104400000,0.9,1710104400
1710108000000,0.76,1710108000
1710111600000,1.12,1710111600
1710115200000,0.8,1710115200
1710118800000,1.07,1710118800
1710122400000,0.91,1710122400
1710126000000,1.27,1710126000
1710129600000,1.07,1710129600
1710133200000,1.2,1710133200
1710136800000,1.4,1710136800
1710140400000,1.1,1710140400
1710144000000,0.94,1710144000
1710147600000,0.98,1710147600
1710151200000,0.83,1710151200
1710154800000,0.99,1710154800
1710158400000,1.05,1710158400
1710162000000,0.97,1710162000
1710165600000,1.08,1710165600
1710169200000,1.0,1710169200
1710172800000,1.03,1710172800
1710176400000,0.97,1710176400
1710180000000,0.93,1710180000
1710183600000,0.91,1710183600
1710187200000,1.18,1710187200
1710190800000,1.49,1710190800
1710194400000,0.93,1710194400
1710198000000,0.86,1710198000
1710201600000,1.07,1710201600
1710205200000,1.27,1710205200
1710208800000,0.84,1710208800
1710212400000,0.78,1710212400
1710216000000,1.05,1710216000
1710219600000,1.13,1710219600
1710223200000,1.06,1710223200
1710226800000,0.89,1710226800
1710230400000,1.0,1710230400
1710234000000,1.09,1710234000
1710237600000,0.89,1710237600
1710241200000,0.98,1710241200
1710244800000,1.01,1710244800
1710248400000,1.0,1710248400
1710252000000,1.0,1710252000
1710255600000,0.95,1710255600
1710259200000,0.88,1710259200
1710262800000,0.95,1710262800
1710266400000,1.14,1710266400
1710270000000,0.9,1710270000
1710273600000,0.88,1710273600
1710277200000,0.92,1710277200
1710280800000,1.22,1710280800
1710284400000,1.06,1710284400
1710288000000,1.04,1710288000
1710291600000,1.27,1710291600
1710295200000,0.99,1710295200
1710298800000,1.17,1710298800
1710302400000,1.19,1710302400
1710306000000,0.76,1710306000
1710309600000,1.43,1710309600
1710313200000,1.09,1710313200
1710316800000,1.09,1710316800
1710320400000,0.79,1710320400
1710324000000,1.01,1710324000
1710327600000,0.9,1710327600
1710331200000,0.86,1710331200
1710334800000,0.83,1710334800
1710338400000,1.08,1710338400
1710342000000,1.02,1710342000
1710345600000,1.08,1710345600
1710349200000,0.93,1710349200
1710352800000,1.05,1710352800
1710356400000,0.97,1710356400
1710360000000,0.91,1710360000
1710363600000,1.03,1710363600
1710367200000,0.79,1710367200
1710370800000,0.97,1710370800
1710374400000,0.94,1710374400
1710378000000,0.87,1710378000
1710381600000,1.15,1710381600
1710385200000,1.05,1710385200
1710388800000,0.98,1710388800
1710392400000,1.24,1710392400
1710396000000,1.09,1710396000
1710399600000,0.93,1710399600
1710403200000,1.05,1710403200
1710406800000,0.96,1710406800
1710410400000,0.84,1710410400
1710414000000,0.95,1710414000
1710417600000,0.95,1710417600
1710421200000,0.92,1710421200
1710424800000,1.02,1710424800
1710428400000,0.88,1710428400
1710432000000,0.97,1710432000
1710435600000,0.95,1710435600
1710439200000,0.86,1710439200
1710442800000,0.93,1710442800
1710446400000,1.05,1710446400
1710450000000,1.07,1710450000
1710453600000,1.18,1710453600
1710457200000,0.95,1710457200
1710460800000,1.06,1710460800
1710464400000,0.89,1710464400
1710468000000,0.77,1710468000
1710471600000,0.86,1710471600
1710475200000,0.91,1710475200
1710478800000,1.03,1710478800
1710482400000,1.13,1710482400
1710486000000,0.93,1710486000
1710489600000,0.83,1710489600
1710493200000,0.94,1710493200
1710496800000,0.89,1710496800
1710500400000,1.12,1710500400
1710504000000,1.06,1710504000
1710507600000,1.06,1710507600
1710511200000,1.0,1710511200
1710514800000,0.87,1710514800
1710518400000,0.96,1710518400
1710522000000,1.09,1710522000
1710525600000,1.39,1710525600
1710529200000,0.92,1710529200
1710532800000,0.85,1710532800
1710536400000,0.93,1710536400
1710540000000,1.28,1710540000
1710543600000,1.2,1710543600
1710547200000,1.05,1710547200
1710550800000,0.83,1710550800
1710554400000,0.95,1710554400
1710558000000,1.32,1710558000
1710561600000,0.92,1710561600
1710565200000,0.9,1710565200
1710568800000,1.14,1710568800
1710572400000,1.28,1710572400
1710576000000,0.71,1710576000
1710579600000,0.91,1710579600
1710583200000,0.73,1710583200
1710586800000,0.88,1710586800
1710590400000,0.83,1710590400
1710594000000,0.92,1710594000
1710597600000,1.21,1710597600
1710601200000,1.18,1710601200
1710604800000,0.83,1710604800
1710608400000,0.71,1710608400
1710612000000,0.97,1710612000
1710615600000,0.95,1710615600
1710619200000,1.02,1710619200
1710622800000,0.89,1710622800
1710626400000,0.98,1710626400
1710630000000,0.78,1710630000
1710633600000,0.93,1710633600
1710637200000,1.11,1710637200
1710640800000,1.24,1710640800
1710644400000,0.91,1710644400
1710648000000,0.79,1710648000
1710651600000,0.78,1710651600
1710655200000,0.73,1710655200
1710658800000,1.07,1710658800
1710662400000,1.1,1710662400
1710666000000,0.9,1710666000
1710669600000,1.14,1710669600
1710673200000,0.87,1710673200
1710676800000,0.86,1710676800
1710680400000,1.14,1710680400
1710684000000,1.07,1710684000
1710687600000,1.17,1710687600
1710691200000,1.0,1710691200
1710694800000,1.23,1710694800
1710698400000,0.88,1710698400
1710702000000,1.2,1710702000
1710705600000,0.88,1710705600
1710709200000,0.75,1710709200
1710712800000,1.12,1710712800
1710716400000,1.22,1710716400
1710720000000,0.75,1710720000
1710723600000,1.02,1710723600
1710727200000,1.19,1710727200
1710730800000,1.01,1710730800
1710734400000,1.17,1710734400
1710738000000,1.08,1710738000
1710741600000,0.84,1710741600
1710745200000,0.78,1710745200
1710748800000,0.92,1710748800
1710752400000,0.87,1710752400
1710756000000,1.13,1710756000
1710759600000,1.09,1710759600
1710763200000,1.03,1710763200
1710766800000,0.88,1710766800
1710770400000,0.95,1710770400
1710774000000,1.08,1710774000
1710777600000,0.96,1710777600
1710781200000,0.98,1710781200
1710784800000,0.91,1710784800
1710788400000,0.91,1710788400
1710792000000,1.03,1710792000
1710795600000,1.18,1710795600
1710799200000,0.81,1710799200
1710802800000,0.88,1710802800
1710806400000,0.85,1710806400
1710810000000,0.84,1710810000
1710813600000,0.97,1710813600
1710817200000,0.96,1710817200
1710820800000,0.9,1710820800
1710824400000,0.86,1710824400
1710828000000,0.96,1710828000
1710831600000,0.87,1710831600
1710835200000,0.93,1710835200
1710838800000,1.12,1710838800
1710842400000,0.87,1710842400
1710846000000,1.04,1710846000
1710849600000,1.08,1710849600
1710853200000,1.02,1710853200
1710856800000,0.91,1710856800
1710860400000,1.16,1710860400
1710864000000,1.08,1710864000
1710867600000,0.87,1710867600
1710871200000,0.96,1710871200
1710874800000,0.99,1710874800
1710878400000,0.88,1710878400
1710882000000,0.99,1710882000
1710885600000,0.79,1710885600
1710889200000,0.81,1710889200
1710892800000,1.19,1710892800
1710896400000,0.89,1710896400
1710900000000,1.1,1710900000
1710903600000,0.88,1710903600
1710907200000,0.87,1710907200
1710910800000,0.9,1710910800
1710914400000,0.99,1710914400
1710918000000,1.26,1710918000
1710921600000,1.0,1710921600
1710925200000,1.18,1710925200
1710928800000,0.92,1710928800
1710932400000,1.08,1710932400
1710936000000,1.13,1710936000
1710939600000,0.97,1710939600
1710943200000,0.99,1710943200
1710946800000,0.94,1710946800
1710950400000,0.9,1710950400
1710954000000,1.11,1710954000
1710957600000,1.1,1710957600
1710961200000,1.04,1710961200
1710964800000,1.18,1710964800
1710968400000,1.03,1710968400
1710972000000,0.97,1710972000
1710975600000,1.05,1710975600
1710979200000,1.04,1710979200
1710982800000,0.99,1710982800
1710986400000,0.86,1710986400
1710990000000,0.82,1710990000
1710993600000,1.03,1710993600
1710997200000,1.06,1710997200
1711000800000,1.05,1711000800
1711004400000,0.9,1711004400
1711008000000,1.23,1711008000
1711011600000,0.8,1711011600
1711015200000,1.02,1711015200
1711018800000,1.04,1711018800
1711022400000,1.04,1711022400
1711026000000,0.93,1711026000
1711029600000,1.06,1711029600
1711033200000,0.92,1711033200
1711036800000,1.06,1711036800
1711040400000,0.78,1711040400
1711044000000,0.83,1711044000
1711047600000,1.1,1711047600
1711051200000,0.97,1711051200
1711054800000,0.92,1711054800
1711058400000,0.83,1711058400
1711062000000,0.92,1711062000
1711065600000,1.06,1711065600
1711069200000,0.76,1711069200
1711072800000,1.07,1711072800
1711076400000,1.23,1711076400
1711080000000,1.16,1711080000
1711083600000,1.21,1711083600
1711087200000,0.86,1711087200
1711090800000,0.88,1711090800
1711094400000,0.83,1711094400
1711098000000,0.82,1711098000
1711101600000,0.74,1711101600
1711105200000,0.83,1711105200
1711108800000,1.09,1711108800
1711112400000,0.8,1711112400
1711116000000,0.95,1711116000
1711119600000,1.16,1711119600
1711123200000,0.84,1711123200
1711126800000,1.1,1711126800
1711130400000,1.0,1711130400
1711134000000,1.09,1711134000
1711137600000,0.81,1711137600
1711141200000,0.76,1711141200
1711144800000,1.06,1711144800
1711148400000,1.42,1711148400
1711152000000,0.82,1711152000
1711155600000,1.21,1711155600
1711159200000,0.79,1711159200
1711162800000,0.85,1711162800
1711166400000,1.31,1711166400
1711170000000,1.08,1711170000
1711173600000,1.11,1711173600
1711177200000,1.19,1711177200
1711180800000,0.77,1711180800
1711184400000,0.98,1711184400
1711188000000,0.89,1711188000
1711191600000,1.17,1711191600
1711195200000,1.11,1711195200
1711198800000,0.87,1711198800
1711202400000,1.2,1711202400
1711206000000,0.93,1711206000
1711209600000,1.28,1711209600
1711213200000,1.12,1711213200
1711216800000,0.75,1711216800
1711220400000,0.73,1711220400
1711224000000,1.07,1711224000
1711227600000,1.17,1711227600
1711231200000,0.9,1711231200
1711234800000,0.7,1711234800
1711238400000,1.29,1711238400
1711242000000,1.15,1711242000
1711245600000,0.81,1711245600
1711249200000,1.01,1711249200
1711252800000,1.26,1711252800
1711256400000,1.15,1711256400
1711260000000,0.88,1711260000
1711263600000,1.39,1711263600
1711267200000,1.27,1711267200
1711270800000,0.85,1711270800
1711274400000,1.22,1711274400
1711278000000,1.09,1711278000
1711281600000,1.1,1711281600
1711285200000,0.75,1711285200
1711288800000,1.16,1711288800
1711292400000,0.98,1711292400
1711296000000,0.79,1711296000
1711299600000,0.96,1711299600
1711303200000,1.26,1711303200
1711306800000,0.99,1711306800
1711310400000,1.25,1711310400
1711314000000,1.36,1711314000
1711317600000,1.18,1711317600
1711321200000,1.1,1711321200
1711324800000,0.79,1711324800
1711328400000,1.01,1711328400
1711332000000,1.04,1711332000
1711335600000,1.57,1711335600
1711339200000,0.95,1711339200
1711342800000,0.88,1711342800
1711346400000,0.87,1711346400
1711350000000,0.8,1711350000
1711353600000,1.09,1711353600
1711357200000,1.08,1711357200
1711360800000,0.96,1711360800
1711364400000,0.95,1711364400
1711368000000,1.03,1711368000
1711371600000,1.32,1711371600
1711375200000,1.09,1711375200
1711378800000,1.06,1711378800
1711382400000,1.04,1711382400
1711386000000,1.1,1711386000
1711389600000,1.03,1711389600
1711393200000,1.02,1711393200
1711396800000,1.09,1711396800
1711400400000,0.81,1711400400
1711404000000,1.18,1711404000
1711407600000,0.75,1711407600
1711411200000,1.07,1711411200
1711414800000,1.27,1711414800
1711418400000,1.26,1711418400
1711422000000,0.92,1711422000
1711425600000,1.01,1711425600
1711429200000,0.72,1711429200
1711432800000,1.22,1711432800
1711436400000,1.06,1711436400
1711440000000,1.0,1711440000
1711443600000,1.26,1711443600
1711447200000,0.79,1711447200
1711450800000,0.91,1711450800
1711454400000,1.12,1711454400
1711458000000,0.89,1711458000
1711461600000,0.96,1711461600
1711465200000,1.05,1711465200
1711468800000,0.97,1711468800
1711472400000,1.06,1711472400
1711476000000,0.81,1711476000
1711479600000,0.85,1711479600
1711483200000,1.16,1711483200
1711486800000,1.24,1711486800
1711490400000,1.13,1711490400
1711494000000,0.91,1711494000
1711497600000,1.33,1711497600
1711501200000,0.88,1711501200
1711504800000,1.29,1711504800
1711508400000,0.89,1711508400
1711512000000,0.8,1711512000
1711515600000,1.11,1711515600
1711519200000,0.89,1711519200
1711522800000,0.82,1711522800
1711526400000,0.84,1711526400
1711530000000,1.17,1711530000
1711533600000,0.91,1711533600
1711537200000,1.1,1711537200
1711540800000,0.79,1711540800
1711544400000,1.0,1711544400
1711548000000,0.98,1711548000
1711551600000,0.8,1711551600
1711555200000,1.01,1711555200
1711558800000,0.71,1711558800
1711562400000,0.98,1711562400
1711566000000,1.03,1711566000
1711569600000,1.02,1711569600
1711573200000,0.98,1711573200
1711576800000,1.27,1711576800
1711580400000,1.1,1711580400
1711584000000,1.09,1711584000
1711587600000,0.88,1711587600
1711591200000,0.77,1711591200
1711594800000,1.08,1711594800
1711598400000,1.26,1711598400
1711602000000,0.92,1711602000
1711605600000,1.26,1711605600
1711609200000,0.94,1711609200
1711612800000,1.04,1711612800
1711616400000,0.86,1711616400
1711620000000,1.21,1711620000
1711623600000,0.9,1711623600
1711627200000,1.03,1711627200
1711630800000,1.02,1711630800
1711634400000,1.1,1711634400
1711638000000,0.86,1711638000
1711641600000,0.83,1711641600
1711645200000,1.08,1711645200
1711648800000,0.85,1711648800
1711652400000,1.23,1711652400
1711656000000,1.0,1711656000
1711659600000,1.17,1711659600
1711663200000,1.03,1711663200
1711666800000,1.12,1711666800
1711670400000,0.99,1711670400
1711674000000,1.15,1711674000
1711677600000,0.92,1711677600
1711681200000,0.71,1711681200
1711684800000,0.96,1711684800
1711688400000,0.82,1711688400
1711692000000,1.13,1711692000
1711695600000,0.85,1711695600
1711699200000,1.2,1711699200
1711702800000,0.77,1711702800
1711706400000,1.07,1711706400
1711710000000,0.96,1711710000
1711713600000,0.85,1711713600
1711717200000,1.27,1711717200
1711720800000,0.71,1711720800
1711724400000,0.74,1711724400
1711728000000,0.88,1711728000
1711731600000,1.09,1711731600
1711735200000,1.14,1711735200
1711738800000,1.18,1711738800
1711742400000,0.83,1711742400
1711746000000,0.74,1711746000
1711749600000,1.41,1711749600
1711753200000,1.01,1711753200
1711756800000,0.95,1711756800
1711760400000,0.94,1711760400
1711764000000,0.77,1711764000
1711767600000,0.82,1711767600
1711771200000,1.5,1711771200
1711774800000,0.99,1711774800
1711778400000,0.93,1711778400
1711782000000,0.65,1711782000
1711785600000,0.98,1711785600
1711789200000,1.16,1711789200
1711792800000,1.03,1711792800
1711796400000,1.11,1711796400
1711800000000,1.18,1711800000
1711803600000,0.75,1711803600
1711807200000,0.61,1711807200
1711810800000,0.8,1711810800
1711814400000,1.46,1711814400
1711818000000,0.88,1711818000
1711821600000,0.65,1711821600
1711825200000,0.76,1711825200
1711828800000,0.94,1711828800
1711832400000,0.92,1711832400
1711836000000,1.29,1711836000
1711839600000,0.79,1711839600
1711843200000,1.5,1711843200
1711846800000,1.12,1711846800
1711850400000,0.89,1711850400
1711854000000,0.72,1711854000
1711857600000,1.5,1711857600
1711861200000,1.31,1711861200
1711864800000,0.95,1711864800
1711868400000,1.05,1711868400
1711872000000,1.02,1711872000
1711875600000,0.73,1711875600
1711879200000,0.91,1711879200
1711882800000,1.14,1711882800
1711886400000,1.11,1711886400
1711890000000,0.94,1711890000
1711893600000,0.77,1711893600
1711897200000,0.65,1711897200
1711900800000,1.2,1711900800
1711904400000,1.21,1711904400
1711908000000,1.35,1711908000
1711911600000,1.16,1711911600
1711915200000,0.94,1711915200
1711918800000,0.99,1711918800
1711922400000,1.03,1711922400
1711926000000,1.23,1711926000
1711929600000,0.94,1711929600
1711933200000,0.85,1711933200
1711936800000,1.13,1711936800
1711940400000,0.77,1711940400
1711944000000,0.99,1711944000
1711947600000,0.77,1711947600
1711951200000,1.13,1711951200
1711954800000,0.9,1711954800
1711958400000,0.9,1711958400
1711962000000,1.1,1711962000
1711965600000,1.12,1711965600
1711969200000,1.0,1711969200
1711972800000,1.0,1711972800
1711976400000,0.93,1711976400
1711980000000,0.8,1711980000
1711983600000,0.9,1711983600
1711987200000,1.1,1711987200
1711990800000,1.0,1711990800
1711994400000,0.91,1711994400
1711998000000,1.15,1711998000
1712001600000,0.98,1712001600
1712005200000,0.98,1712005200
1712008800000,1.01,1712008800
1712012400000,1.0,1712012400
1712016000000,0.86,1712016000
1712019600000,1.13,1712019600
1712023200000,0.76,1712023200
1712026800000,0.98,1712026800
1712030400000,0.97,1712030400
1712034000000,0.99,1712034000
1712037600000,1.06,1712037600
1712041200000,0.76,1712041200
1712044800000,0.89,1712044800
1712048400000,0.96,1712048400
1712052000000,0.89,1712052000
1712055600000,0.91,1712055600
1712059200000,0.93,1712059200
1712062800000,0.93,1712062800
1712066400000,1.09,1712066400
1712070000000,0.84,1712070000
1712073600000,0.97,1712073600
1712077200000,0.98,1712077200
1712080800000,1.22,1712080800
1712084400000,0.92,1712084400
1712088000000,0.76,1712088000
1712091600000,0.85,1712091600
1712095200000,1.22,1712095200
1712098800000,0.85,1712098800
1712102400000,0.95,1712102400
1712106000000,1.26,1712106000
1712109600000,0.96,1712109600
1712113200000,1.27,1712113200
1712116800000,1.08,1712116800
1712120400000,0.69,1712120400
1712124000000,1.2,1712124000
1712127600000,0.86,1712127600
1712131200000,1.11,1712131200
1712134800000,0.91,1712134800
1712138400000,0.72,1712138400
1712142000000,0.92,1712142000
1712145600000,0.9,1712145600
1712149200000,1.0,1712149200
1712152800000,1.13,1712152800
1712156400000,0.73,1712156400
1712160000000,1.13,1712160000
1712163600000,0.86,1712163600
1712167200000,0.99,1712167200
1712170800000,0.84,1712170800
1712174400000,0.97,1712174400
1712178000000,1.07,1712178000
1712181600000,1.16,1712181600
1712185200000,0.65,1712185200
1712188800000,1.15,1712188800
1712192400000,0.88,1712192400
1712196000000,0.85,1712196000
1712199600000,1.09,1712199600
1712203200000,0.79,1712203200
1712206800000,1.11,1712206800
1712210400000,1.31,1712210400
1712214000000,1.05,1712214000
1712217600000,1.08,1712217600
1712221200000,1.04,1712221200
1712224800000,1.07,1712224800
1712228400000,1.01,1712228400
1712232000000,1.07,1712232000
1712235600000,1.1,1712235600
1712239200000,1.04,1712239200
1712242800000,0.95,1712242800
1712246400000,1.14,1712246400
1712250000000,1.44,1712250000
1712253600000,1.02,1712253600
1712257200000,0.93,1712257200
1712260800000,0.99,1712260800
1712264400000,0.95,1712264400
1712268000000,1.16,1712268000
1712271600000,1.35,1712271600
1712275200000,0.97,1712275200
1712278800000,0.86,1712278800
1712282400000,0.83,1712282400
1712286000000,1.09,1712286000
1712289600000,0.86,1712289600
1712293200000,0.83,1712293200
1712296800000,1.17,1712296800
1712300400000,0.74,1712300400
1712304000000,1.15,1712304000
1712307600000,0.86,1712307600
1712311200000,1.14,1712311200
1712314800000,0.85,1712314800
1712318400000,0.97,1712318400
1712322000000,1.22,1712322000
1712325600000,1.09,1712325600
1712329200000,1.07,1712329200
1712332800000,0.93,1712332800
1712336400000,0.71,1712336400
1712340000000,1.06,1712340000
1712343600000,0.98,1712343600
1712347200000,1.15,1712347200
1712350800000,0.87,1712350800
1712354400000,0.91,1712354400
1712358000000,1.04,1712358000
1712361600000,1.06,1712361600
1712365200000,0.75,1712365200
1712368800000,0.88,1712368800
1712372400000,1.22,1712372400
1712376000000,0.84,1712376000
1712379600000,1.22,1712379600
1712383200000,1.05,1712383200
1712386800000,0.79,1712386800
1712390400000,0.8,1712390400
1712394000000,0.76,1712394000
1712397600000,1.04,1712397600
1712401200000,0.81,1712401200
1712404800000,1.03,1712404800
1712408400000,0.95,1712408400
1712412000000,1.48,1712412000
1712415600000,1.07,1712415600
1712419200000,1.01,1712419200
1712422800000,1.25,1712422800
1712426400000,0.91,1712426400
1712430000000,0.87,1712430000
1712433600000,1.07,1712433600
1712437200000,0.82,1712437200
1712440800000,1.67,1712440800
1712444400000,1.02,1712444400
1712448000000,1.07,1712448000
1712451600000,1.23,1712451600
1712455200000,0.96,1712455200
1712458800000,1.16,1712458800
1712462400000,0.86,1712462400
1712466000000,1.14,1712466000
1712469600000,0.77,1712469600
1712473200000,1.17,1712473200
1712476800000,1.23,1712476800
1712480400000,0.8,1712480400
1712484000000,0.99,1712484000
1712487600000,0.97,1712487600
1712491200000,1.04,1712491200
1712494800000,1.13,1712494800
1712498400000,1.28,1712498400
1712502000000,1.05,1712502000
1712505600000,1.28,1712505600
1712509200000,0.95,1712509200
1712512800000,0.83,1712512800
1712516400000,0.69,1712516400
1712520000000,1.19,1712520000
1712523600000,0.94,1712523600
1712527200000,1.0,1712527200
1712530800000,1.11,1712530800
1712534400000,0.94,1712534400
1712538000000,1.08,1712538000
1712541600000,0.94,1712541600
1712545200000,1.3,1712545200
1712548800000,0.82,1712548800
1712552400000,1.11,1712552400
1712556000000,0.83,1712556000
1712559600000,1.25,1712559600
1712563200000,1.25,1712563200
1712566800000,1.07,1712566800
1712570400000,1.06,1712570400
1712574000000,1.06,1712574000
1712577600000,0.98,1712577600
1712581200000,0.93,1712581200
1712584800000,0.95,1712584800
1712588400000,1.04,1712588400
1712592000000,1.0,1712592000
1712595600000,0.94,1712595600
1712599200000,1.06,1712599200
1712602800000,1.04,1712602800
1712606400000,1.05,1712606400
1712610000000,1.02,1712610000
1712613600000,1.4,1712613600
1712617200000,0.94,1712617200
1712620800000,0.8,1712620800
1712624400000,0.83,1712624400
1712628000000,1.23,1712628000
1712631600000,0.84,1712631600
1712635200000,0.97,1712635200
1712638800000,0.98,1712638800
1712642400000,0.85,1712642400
1712646000000,0.81,1712646000
1712649600000,0.96,1712649600
1712653200000,0.87,1712653200
1712656800000,1.13,1712656800
1712660400000,1.1,1712660400
1712664000000,0.93,1712664000
1712667600000,0.82,1712667600
1712671200000,0.91,1712671200
1712674800000,0.97,1712674800
1712678400000,0.89,1712678400
1712682000000,0.93,1712682000
1712685600000,1.07,1712685600
1712689200000,0.97,1712689200
1712692800000,1.04,1712692800
1712696400000,0.93,1712696400
1712700000000,1.06,1712700000
1712703600000,0.78,1712703600
1712707200000,0.87,1712707200
1712710800000,1.03,1712710800
1712714400000,0.89,1712714400
1712718000000,1.31,1712718000
1712721600000,0.7,1712721600
1712725200000,0.92,1712725200
1712728800000,1.06,1712728800
1712732400000,0.75,1712732400
1712736000000,0.83,1712736000
1712739600000,1.04,1712739600
1712743200000,0.87,1712743200
1712746800000,0.91,1712746800
1712750400000,0.86,1712750400
1712754000000,1.07,1712754000
1712757600000,1.02,1712757600
1712761200000,0.95,1712761200
1712764800000,1.16,1712764800
1712768400000,1.06,1712768400
1712772000000,1.15,1712772000
1712775600000,1.06,1712775600
1712779200000,0.98,1712779200
1712782800000,1.12,1712782800
1712786400000,1.17,1712786400
1712790000000,1.11,1712790000
1712793600000,1.01,1712793600
1712797200000,0.56,1712797200
1712800800000,1.08,1712800800
1712804400000,0.8,1712804400
1712808000000,0.78,1712808000
1712811600000,0.9,1712811600
1712815200000,1.26,1712815200
1712818800000,1.01,1712818800
1712822400000,1.15,1712822400
1712826000000,0.88,1712826000
1712829600000,0.84,1712829600
1712833200000,0.82,1712833200
1712836800000,1.13,1712836800
1712840400000,0.93,1712840400
1712844000000,0.9,1712844000
1712847600000,1.09,1712847600
1712851200000,1.08,1712851200
1712854800000,1.08,1712854800
1712858400000,0.95,1712858400
1712862000000,1.06,1712862000
1712865600000,1.12,1712865600
1712869200000,0.82,1712869200
1712872800000,0.95,1712872800
1712876400000,0.87,1712876400
1712880000000,1.21,1712880000
1712883600000,0.89,1712883600
1712887200000,1.35,1712887200
1712890800000,1.32,1712890800
1712894400000,1.2,1712894400
1712898000000,0.79,1712898000
1712901600000,0.75,1712901600
1712905200000,0.99,1712905200
1712908800000,1.06,1712908800
1712912400000,0.99,1712912400
1712916000000,1.35,1712916000
1712919600000,1.28,1712919600
1712923200000,0.86,1712923200
1712926800000,0.85,1712926800
1712930400000,0.86,1712930400
1712934000000,1.08,1712934000
