start_time,datetime,netflow_total,is_shutdown,exchange_supply_ratio,flow_mean,flow_total,transactions_count_flow,reserve,reserve_usd,open_interest,inflow_mean,inflow_mean_ma7,inflow_top10,inflow_total,exchange_whale_ratio,funding_rates,outflow_mean,outflow_mean_ma7,outflow_top10,outflow_total,long_liquidations,long_liquidations_usd,short_liquidations,short_liquidations_usd,transactions_count_inflow,transactions_count_outflow,close,high,low,open,volume,taker_buy_ratio,taker_buy_sell_ratio,taker_buy_volume,taker_sell_ratio,taker_sell_volume
1683756000000,2023-05-10 22:00:00,8.76852765000001,0,0.03315866,24.12037615,1230.13918371,51,642274.44602168,17774410553.936344,3619547998.603601,0.34613432,0.45832214,239.15412055,351.67246481,0.6800479,0.00137237,6.72360661,13.01169113,306.75322783,342.90393716,0.0,0.0,5.93725839,164706.41074,1016,51,27670.34,27699.0,27490.62,27508.57,1448.78244,0.55467313,1.24554158,241317071.3071,0.44532687,193744692.845
1683759600000,2023-05-10 23:00:00,151.11071127,0,0.0331664,11.84323862,450.04306761,38,642425.55673295,17741861361.31989,3618733380.7896,0.39948535,0.45216197,214.30190056,293.62173499,0.72985707,0.00149235,3.7502901,12.06448873,125.43795685,142.51102372,0.583,16019.21944,2.177,60534.84132,735,38,27598.75,27723.99,27572.85,27670.35,1284.18242,0.47083616,0.88977388,171048091.8815,0.52916384,192237707.8768
1683763200000,2023-05-11 00:00:00,91.02370846,0,0.03317106,2.7365107,51.99370325,19,642516.58044141,17693486449.73636,3597496399.0955,0.58494617,0.46425482,144.36024364,191.27739894,0.75471668,0.00245805,5.27651003,9.69078558,98.31160373,100.25369048,6.19304441,169479.42161,0.001,27.63883,327,19,27515.09,27622.68,27426.99,27598.74,1631.16638,0.45176188,0.82402493,235412514.8936,0.54823812,285686155.7927
1683766800000,2023-05-11 01:00:00,141.30509005,0,0.03317828,6.5222991,280.45886118,43,642657.88553146,17711957839.903717,3619253522.7993,0.77723889,0.51952973,351.34770899,433.69929829,0.81011823,0.00459055,6.79986531,9.35301833,255.18916895,292.39420824,0.011,301.00853,0.217,6003.02597,558,43,27554.12,27579.67,27474.21,27515.09,960.18361,0.52892357,1.12279776,179779002.2404,0.47107643,160116993.7656
1683770400000,2023-05-11 02:00:00,-316.0943687,0,0.0331619,6.54795551,235.72639836,36,642341.79116276,17645678681.556927,3621767127.686,0.28711535,0.50020782,85.65178144,128.91479433,0.66440614,0.00506197,12.36136564,9.82194472,424.49613076,445.00916303,0.028,767.40031,0.0,0.0,449,36,27503.66,27577.82,27498.48,27554.12,994.183,0.45210723,0.82517465,109510754.3556,0.54789277,132712213.1036
1683774000000,2023-05-11 03:00:00,130.85552792,0,0.03316861,4.25738948,110.69212661,26,642472.64669068,17655686367.394283,3636952413.9479,0.64273845,0.4855063,197.56454075,228.17214939,0.86585739,0.00663327,3.74294698,8.2401725,90.228459,97.31662147,2.30308465,62867.59928,0.106,2893.35056,355,26,27446.9,27503.66,27367.76,27503.66,2165.81389,0.48126699,0.92777398,217347535.5833,0.51873301,234267763.45176
1683777600000,2023-05-11 04:00:00,380.81267359,0,0.03318818,6.38513059,236.24983166,37,642853.45936427,17649625456.136986,3637249521.9171,1.12178284,0.59420591,499.83511386,564.25676718,0.88582919,0.0071087,4.95794848,6.23036188,156.99895758,183.44409359,0.001,27.30599,0.081,2234.68227,503,37,27493.55,27494.99,27395.88,27446.9,1031.82105,0.5259646,1.10954708,146276372.2198,0.4740354,131834308.9925
1683781200000,2023-05-11 05:00:00,-15.333665819999991,0,0.03318731,8.15871688,277.39637401,34,642838.12569845,17680234089.44739,3647027856.4694,0.39803013,0.6016196,173.33782285,201.00521573,0.86235485,0.00790298,6.36290828,6.17883355,175.11602349,216.33888155,0.019,519.21186,0.682,18842.82269,505,34,27528.85,27536.96,27422.03,27493.56,996.91245,0.53995275,1.17368975,136635835.0269,0.46004725,116415632.9885
1683784800000,2023-05-11 06:00:00,876.7109217299999,0,0.03323246,7.7822276,256.81351071,33,643714.83662018,17676460054.70071,3660866261.2464,1.38532618,0.742454,934.65611018,1129.04083649,0.82783198,0.00815357,7.64636105,6.73541511,216.93987768,252.32991476,0.041,1124.36469,0.0,0.0,815,33,27504.52,27536.18,27457.3,27528.86,922.87647,0.48574307,0.94455327,95660972.7898,0.51425693,101276419.2179
1683788400000,2023-05-11 07:00:00,-134.87282987,0,0.03322544,15.9724711,543.06401748,34,643579.96379031,17684712250.613136,3646380205.471,0.24507161,0.69390049,147.69400753,211.49680168,0.69832738,0.00760733,10.1873421,7.43696255,282.66214198,346.36963155,1.09115399,29797.54108,0.449,12412.70128,863,34,27450.07,27553.21,27416.02,27504.53,1116.63395,0.46959478,0.88535098,162797609.5233,0.53040522,183879177.9914
1683792000000,2023-05-11 08:00:00,1981.71830027,0,0.03332767,72.15846707,2669.86328154,37,645561.68209058,17689971980.941902,3667504238.115,2.73597925,0.97372054,2561.66977424,2746.92316768,0.93255967,0.00710413,20.68121263,9.42001217,632.89835685,765.20486741,13.2054042,359839.41946,0.343,9430.57192,1004,37,27390.46,27450.07,27257.98,27450.07,2204.99244,0.4836955,0.93684154,322820332.7278,0.5163045,344583708.9148
1683795600000,2023-05-11 09:00:00,248.20882763,0,0.03334039,23.17135828,834.16889816,36,645809.89091821,17698881789.35043,3691995021.3416,0.45895614,0.99826923,394.66913349,442.89267542,0.89111687,0.00896177,5.40788466,8.42665774,171.79326061,194.68384779,0.026,708.45555,0.0,0.0,965,36,27417.47,27448.95,27345.07,27390.47,1277.08676,0.52469823,1.10392654,165056784.1778,0.47530177,149517905.6319
1683799200000,2023-05-11 10:00:00,29.72940180999996,0,0.03334189,21.6396247,735.74723965,34,645839.62032002,17762525383.96648,3709739265.9524,0.41330401,0.96549288,239.09038085,302.12523041,0.79136185,0.00898882,8.01164202,9.03647132,225.88475391,272.3958286,0.0,0.0,2.397,66086.93392,731,34,27459.86,27490.29,27408.93,27417.47,964.14628,0.53616556,1.15594166,125926521.9178,0.46383444,108938474.9966
1683802800000,2023-05-11 11:00:00,65.40918675,0,0.03334519,11.22378855,370.38502222,33,645905.02950677,17677252624.82174,3694294587.6866,0.32566022,0.85176108,264.21176078,382.32509892,0.6910657,0.00868927,9.60351249,9.70012332,286.63799734,316.91591217,0.087,2371.41564,0.0,0.0,1174,33,27405.61,27482.56,27375.02,27459.87,918.71881,0.42317805,0.73363723,122953727.9104,0.57682195,167594722.8972
1683806400000,2023-05-11 12:00:00,-371.44344371000005,0,0.03332598,20.7174778,642.24181185,31,645533.58606306,17680199318.00433,3683297113.9135,0.36373709,0.84686207,178.54543052,274.25776326,0.65101322,0.00737162,20.82907119,11.76671802,602.19153139,645.70120697,8.80602846,240530.27381,8.04340342,222361.52849,754,31,27399.0,27630.14,27300.82,27405.62,3105.5244,0.49943492,0.99774223,649434392.39708,0.50056508,650903986.61876
1683810000000,2023-05-11 13:00:00,233.91883717,0,0.03333798,8.29199227,207.29980666,25,645767.50490023,17643657177.761345,3716997390.7869,0.51232022,0.72214693,414.82196925,455.45267128,0.91079051,0.00577818,8.86135336,11.94028835,199.21898876,221.53383411,18.31692518,495619.83078,1.64807255,45217.13133,889,25,27206.61,27494.94,27099.98,27399.0,3882.50831,0.46076207,0.85446897,632211669.0783,0.53923793,739888390.05035
1683813600000,2023-05-11 14:00:00,697.38588855,0,0.03337388,21.7324388,956.22730721,44,646464.89078878,17575368668.736927,3710633878.2489,1.05704693,0.83814341,1240.75259922,1490.43617193,0.83247617,0.00423102,18.02387008,13.05979235,681.81004109,793.05028338,29.69123238,800779.62745,7.24510954,198056.97293,1410,44,27121.19,27343.37,26952.0,27206.62,4296.13557,0.49103655,0.96477763,802057913.7079,0.50896345,831339666.4864
1683817200000,2023-05-11 15:00:00,302.57983642,0,0.03338946,32.39873906,1457.94325762,45,646767.4706252,17588159225.788124,3738937749.2832,0.76833026,0.5570507,795.49201977,949.65620115,0.83766317,0.00428502,14.37947477,12.15954408,573.32501417,647.07636473,0.67825958,18278.76118,11.54726899,314918.72022,1236,45,27179.42,27223.81,27046.49,27121.19,2869.6044,0.52124228,1.08873916,386726997.40268,0.47875772,355206288.3817
1683820800000,2023-05-11 16:00:00,0.0,1,0.03338945,0.0,0.0,0,646767.4706252,17588159225.788124,3760166670.0264006,0.0,0.49148553,0.0,0.0,0.0,0.00628445,0.0,11.38698913,0.0,0.0,0.93040731,25115.35187,0.25,6820.31119,0,0,27129.17,27219.52,27097.25,27179.43,2346.59703,0.51253542,1.05143109,264061153.4503,0.48746458,251144517.2107
1683824400000,2023-05-11 17:00:00,523.0678677699999,0,0.03341637,21.71869573,1216.24696068,56,647290.53849297,17412761813.206493,3778423771.8365,0.59207058,0.51702361,765.95952506,1066.91118573,0.71792248,0.00627913,9.71148782,11.62982424,411.58203491,543.84331796,78.00308709,2083541.62209,2.76014806,74572.57025,1802,56,26907.28,27148.58,26742.9,27129.17,5876.68371,0.46364617,0.86444087,825698436.1546,0.53635383,955182091.76762
1683828000000,2023-05-11 18:00:00,404.50998457,0,0.03343717,18.43677712,700.59753063,38,647695.04847754,17436217987.919056,3796311069.1782,0.47220508,0.53795859,516.93150196,752.69490085,0.68677428,0.00692523,9.16276095,11.56685974,308.04022861,348.18491628,8.06604841,215133.01416,16.58418223,448431.79109,1594,38,26963.73,26993.19,26770.26,26907.27,2873.47032,0.5008465,1.00339173,369750683.6484,0.4991535,368500828.8819
1683831600000,2023-05-11 19:00:00,4.086197249999998,0,0.03343733,5.63032357,208.32197205,37,647699.13467479,17375508205.692654,3771146883.3826,0.46999207,0.55313788,342.83877066,406.54314094,0.84330231,0.00696443,10.87721469,10.14516595,356.18409972,402.45694369,8.76143557,233891.03648,3.1932848,86212.34519,865,37,26843.05,27055.0,26702.05,26963.74,2471.46579,0.47525625,0.90569207,421361086.7988,0.52474375,465236584.84822
1683835200000,2023-05-11 20:00:00,264.96249969,0,0.03345093,12.04153888,421.45386088,35,647964.09717448,17491762493.194187,3782856286.437899,0.49687919,0.55093202,406.92032154,530.666978,0.7668092,0.0069667,7.59155652,9.9637664,234.56767483,265.70447831,0.061,1634.81618,6.32916665,171187.02919,1068,35,26996.18,27037.61,26807.22,26843.06,1419.53922,0.53681808,1.15897891,230287745.7342,0.46318192,198698823.2735
1683838800000,2023-05-11 21:00:00,-50.96862952999999,0,0.03344823,36.52474586,1387.94034283,38,647913.12854495,17518484541.72158,3779603891.834,0.15071191,0.42145558,88.23190047,129.00939481,0.68391841,0.00667932,4.7362638,8.06553694,158.92098675,179.97802434,0.103,2763.18718,0.783,21237.11414,856,38,26977.99,27060.47,26941.51,26996.17,821.53189,0.48504463,0.94191584,133708907.8483,0.51495537,141954198.0941
1683842400000,2023-05-11 22:00:00,153.91700449,0,0.0334561,10.42755936,396.24725566,38,648067.04554944,17452396134.741802,3776688261.615,0.41851026,0.3714813,317.83021582,424.78791438,0.74820918,0.00574078,7.12818184,7.02963795,254.4244038,270.87090989,1.60331168,42976.83592,0.18,4879.67859,1015,38,26903.81,27056.44,26900.0,26978.0,1043.33136,0.46001132,0.85189068,145776886.6224,0.53998868,171121588.761
1683846000000,2023-05-11 23:00:00,-13.25797934000002,0,0.03345534,16.49677824,643.37435145,39,648053.7875701,17480692106.804268,3766218800.7382,0.28157975,0.41170698,172.047624,229.48749406,0.7497037,0.0041137,6.22424291,7.9188155,231.62730572,242.7454734,3.10951472,83149.47322,4.82514748,130543.53936,815,39,26968.62,27056.18,26820.0,26903.8,1444.38656,0.54290743,1.18774064,226012956.3202,0.45709257,190288138.7018
1683849600000,2023-05-12 00:00:00,27.460362360000005,0,0.0334567,9.92383601,337.41042436,34,648081.24793246,17508695567.561737,3783566549.6928,0.37102361,0.38012884,134.74352011,192.19023199,0.70109453,0.0037385,4.84499617,7.22360241,150.1529883,164.72986963,1.00714916,27023.5306,1.989,53944.49613,518,34,27033.78,27042.96,26922.54,26968.61,1095.41646,0.53470495,1.14917397,150659663.0834,0.46529505,131102572.0103
1683853200000,2023-05-12 01:00:00,-61.63039834000001,0,0.0334535,3.69647583,66.53656497,18,648019.61753412,17405772890.28687,3772471065.6371,0.40662308,0.37075998,83.73351384,94.3365534,0.88760412,0.00403257,8.66483065,7.15246951,151.64937046,155.96695174,8.76799814,234670.48887,0.326,8853.47393,232,18,26878.48,27091.12,26850.0,27033.78,1558.83797,0.47841068,0.91721716,227677576.5563,0.52158932,248226469.768
1683856800000,2023-05-12 02:00:00,-418.84033803000005,0,0.03343185,6.82646043,266.23195666,39,647600.77719609,17366943624.006763,3768157069.8008,0.70296495,0.40404182,193.4325197,239.71104877,0.80694036,0.00416785,16.88593299,8.01085784,634.55367162,658.5513868,37.94906882,1007225.04961,0.803,21451.2417,341,39,26646.7,26889.99,26539.28,26878.48,3672.2498,0.43111224,0.75781599,397808685.0588,0.56888776,524941004.74665
1683860400000,2023-05-12 03:00:00,560.3999374,0,0.0334607,9.2498939,379.24564971,41,648161.17713349,17204658929.00756,3800661984.599001,1.38726529,0.53123984,684.07992696,1050.15982228,0.65140554,0.00428882,11.94536305,8.6328302,417.49054831,489.75988488,3.88845435,102861.96489,0.85548532,22856.63559,757,41,26584.32,26707.96,26528.01,26646.7,3288.95433,0.47841987,0.91725095,352282530.0695,0.52158013,384063412.7816
1683864000000,2023-05-12 04:00:00,-233.03531205,0,0.03344862,15.66556942,501.29822141,32,647928.14182144,17267493630.590385,3818767962.9458,0.41001091,0.56828255,118.8955558,163.1843439,0.72859659,0.0062191,12.38186425,9.72505884,377.03812803,396.21965595,1.85845629,49204.45592,4.2934184,114840.54217,398,32,26654.19,26710.0,26513.18,26584.33,2925.73321,0.52352014,1.0987246,303348635.1285,0.47647986,276091602.4226
1683867600000,2023-05-12 05:00:00,-652.66502945,0,0.03341488,45.47794922,1955.55181626,43,647275.47679199,17260924038.86974,3737854658.051,1.70400559,0.75192474,925.56765994,1013.88332878,0.91289366,0.00788497,38.75693856,14.24345265,1585.70490145,1666.54835823,15.12599573,397211.38144,2.002,52925.66203,595,43,26276.67,26667.89,26177.0,26654.19,5076.54058,0.39907945,0.66411349,513642118.9675,0.60092055,773425210.80202
1683871200000,2023-05-12 06:00:00,515.7891445299999,0,0.03344145,6.15418448,196.93390342,32,647791.26593652,17008511065.098171,3754957694.5728,1.08465095,0.8666492,633.699314,1004.38678036,0.63093156,0.00660988,15.26867612,15.53551454,434.38979051,488.59763583,42.12239313,1093187.20686,3.74018932,98641.43123,926,32,26299.75,26318.62,26120.74,26276.68,4904.76776,0.50020545,1.00082214,533691671.1807,0.49979455,533253262.52112
1683874800000,2023-05-12 07:00:00,-14.27471360000004,0,0.03344065,4.8422419,198.53191785,41,647776.99122292,17024938703.06138,3760048690.4465,0.55406426,0.89279786,385.68468779,624.43042209,0.61765839,0.00515708,15.57817404,17.06882567,512.35737671,638.70513569,0.11115289,2906.46781,8.042,212625.59759,1127,41,26311.52,26390.14,26265.18,26299.74,3057.22916,0.49125687,0.96562851,257786192.3832,0.50874313,266962075.4143
1683878400000,2023-05-12 08:00:00,891.5768341800001,0,0.03348658,22.67080862,1088.19881359,48,648668.5680571,17070317802.354445,3786599579.8478,1.02451407,0.981068,964.29813257,1357.48113684,0.7103584,0.00330437,9.70633964,17.21761266,337.05797568,465.90430266,0.71486588,18686.3659,0.3341546,8838.15705,1325,48,26289.12,26374.99,26234.79,26311.51,1829.06985,0.47106775,0.89060129,176879214.7893,0.52893225,198606511.4413
1683882000000,2023-05-12 09:00:00,409.32116109,0,0.0335076,28.1489743,2392.66281512,85,649077.88921819,17119265637.84543,3809802837.5354,0.66077747,0.97504122,537.28651843,674.6537976,0.79638849,0.004548,3.12156043,15.25127373,205.45826097,265.33263651,2.127,55726.77448,6.13756587,162453.11987,1021,85,26380.93,26437.0,26289.12,26289.12,2189.28699,0.53926693,1.17045414,289422850.8915,0.46073307,247273977.2825
1683885600000,2023-05-12 10:00:00,-500.31274863,0,0.03348172,31.28796369,1126.36669285,36,648577.57646956,17071510665.692244,3821062672.5369,0.68453327,0.87465093,403.66114608,541.46581904,0.745497,0.00419303,28.93829355,17.67883523,997.09593819,1041.77856767,0.0,0.0,0.002,52.9844,791,36,26343.27,26430.22,26334.17,26380.92,1311.8232,0.47006423,0.88702113,133516487.644,0.52993577,150522331.1076
1683889200000,2023-05-12 11:00:00,-123.72366812999996,0,0.03347529,2.8792786,92.13691505,32,648453.85280143,17090954887.597445,3819996493.7707,0.20460348,0.84530701,120.2480661,161.43214187,0.74488305,0.00291033,8.91111906,17.18301449,238.79152258,285.15581,0.141,3698.79509,0.0,0.0,789,32,26348.01,26423.26,26322.01,26343.28,1097.83791,0.48448307,0.93980052,119762721.7958,0.51551693,127434193.8235
1683892800000,2023-05-12 12:00:00,323.96048938,0,0.03349197,2.37192369,83.01732902,35,648777.81329081,17185452544.810883,3809596716.6449,0.63835457,0.69307115,449.43654742,535.57948139,0.83915938,0.0020351,6.04625691,12.51005996,177.72273621,211.61899201,0.02003805,526.32495,2.37061369,62975.14521,839,35,26412.22,26486.48,26324.02,26348.02,1965.6531,0.52558309,1.10785066,279291995.0359,0.47441691,252102567.7684
1683896400000,2023-05-12 13:00:00,-795.4956978800001,0,0.03345086,14.24450166,470.06855475,33,647982.31759293,17110222247.750122,3820693345.031299,0.50764219,0.61064133,340.97001805,454.84740461,0.74963606,0.00108737,37.88918492,15.74156122,1181.43725231,1250.34310249,0.896,23524.89724,4.23443037,112560.7774,896,33,26450.0,26556.96,26358.89,26412.23,2481.73655,0.50605553,1.02451905,306122617.76276,0.49394447,298796412.3437
1683900000000,2023-05-12 14:00:00,210.46829897,0,0.03346166,18.08677453,741.55775557,41,648192.7858919,17037765741.721228,3796000828.5019,0.61335828,0.6191119,641.20037841,812.69972028,0.78897576,0.00030487,14.68857125,15.61447511,487.16069505,602.23142131,30.34920029,796732.49837,8.02132524,213757.10753,1325,41,26313.85,26614.67,26292.1,26450.0,3958.98542,0.48458039,0.94016676,477573564.35423,0.51541961,507966869.8426
1683903600000,2023-05-12 15:00:00,127.71302336999996,0,0.03346819,5.34443027,176.36619883,33,648320.49891527,17028620251.757263,3798108814.974,0.57143372,0.55438614,497.00962491,622.8627574,0.79794404,0.00155257,15.00453739,16.3713605,441.82912638,495.14973403,2.90753491,76117.11312,0.014,370.13454,1090,33,26320.84,26394.8,26271.65,26313.84,2061.52029,0.52447481,1.10293801,252035631.42,0.47552519,228512962.8114
1683907200000,2023-05-12 16:00:00,231.01908506,0,0.03348001,21.35236584,875.44699942,41,648551.51800033,17043884145.21702,3803715566.7162,0.34221025,0.50887654,435.09790802,565.33133476,0.76963345,0.0039424,8.15395731,17.09027434,213.01578046,334.3122497,5.32741448,139337.02595,1.164151,30827.32121,1652,41,26290.98,26408.19,26241.07,26320.83,1999.89361,0.51109699,1.04539548,264891484.2907,0.48890301,253388778.29014
1683910800000,2023-05-12 17:00:00,227.91384371,0,0.03349172,20.07602166,481.82451995,24,648779.43184404,17081155894.626335,3808882815.4198,0.67342389,0.50728948,345.84874685,401.36063869,0.86169074,0.00552368,7.22694979,13.9886538,150.18212535,173.44679498,0.447,11731.63864,1.083,28654.84843,596,24,26304.49,26403.49,26277.21,26290.99,1714.97285,0.51963075,1.08173191,156951083.6477,0.48036925,145092404.157
1683914400000,2023-05-12 18:00:00,287.66654331,0,0.03350649,15.1503274,621.16342357,41,649067.09838735,17084318818.068022,3814831954.3512,0.45725882,0.5433831,385.53313436,459.08785905,0.83978072,0.00652015,4.1810077,13.31292361,131.55292825,171.42131574,0.0,0.0,0.059,1561.16065,1004,41,26299.3,26365.7,26299.29,26304.48,1649.14121,0.53055759,1.13018676,117691265.1005,0.46944241,104134351.1176
1683918000000,2023-05-12 19:00:00,273.40475401000003,0,0.03352053,16.79733284,604.70398231,36,649340.50314136,17147472591.050308,3691068265.0788,0.33889182,0.50060271,289.75843541,463.26511362,0.62547001,0.00712583,5.27389888,13.20258675,149.38413225,189.86035961,29.28107673,758454.38664,34.86688492,917296.57432,1367,36,26459.62,26500.0,25811.46,26299.29,8559.66341,0.47020921,0.88753752,1120942720.11757,0.52979079,1262980657.9582
1683921600000,2023-05-12 20:00:00,564.05323067,0,0.03354959,27.54717522,853.96243197,31,649904.55637203,17174149468.59652,3708246182.0998,0.77779373,0.53919579,635.97901445,779.3493149,0.81603846,0.0056354,6.94503498,8.7819939,189.07204875,215.29608423,0.71911247,18877.83304,2.093,55594.16524,1002,31,26438.42,26500.0,26360.85,26459.63,3310.02132,0.50653169,1.02647258,373615790.1032,0.49346831,363980290.9295
1683925200000,2023-05-12 21:00:00,191.45729401,0,0.03355938,16.47127743,675.32237467,41,650096.01366604,17391617100.41007,3724657176.4112,0.27409151,0.49072911,275.69377164,458.28100149,0.60158237,0.0038793,6.5078953,7.61332591,228.22397035,266.82370748,2.25611312,59880.46282,31.35793422,840669.69187,1672,41,26750.09,26810.58,26438.41,26438.42,4356.95279,0.52973431,1.12645748,602731813.81485,0.47026569,535068410.2787
1683928800000,2023-05-12 22:00:00,173.53955956,0,0.03356826,28.05094636,981.78312257,35,650269.5532256,17356549855.12273,3683750145.6931,0.4323297,0.4708571,330.61553567,479.02131182,0.69018962,0.0016216,8.72805006,6.71668486,262.89360368,305.48175226,4.68468233,124539.97593,10.6687671,287171.65343,1108,35,26684.77,26894.9,26637.42,26750.1,2097.69072,0.48128476,0.92784004,296288215.2068,0.51871524,319331138.5511
1683932400000,2023-05-12 23:00:00,-256.63316913000006,0,0.03355495,8.68377767,286.56466301,33,650012.92005647,17423579638.882072,3678557046.236,0.35074108,0.47207579,227.29183509,265.86173763,0.85492496,0.00055213,15.83317899,7.81371653,485.78631297,522.49490676,0.736,19676.17479,36.735,990248.3382,758,33,26795.01,26806.5,26657.04,26684.78,1043.95645,0.57163266,1.33444503,198879149.3085,0.42836734,149035100.1976
1683936000000,2023-05-13 00:00:00,40.06438807000001,0,0.03355694,9.2474376,305.16544068,33,650052.98444454,17406738250.638195,3679049636.0434,0.34156937,0.424668,183.06304548,238.07385269,0.76893386,1.352e-05,6.00028681,7.63847896,185.95817379,198.00946462,0.284,7550.20247,1.55129688,41734.98227,697,33,26838.99,26850.0,26692.03,26795.01,1272.65293,0.538204,1.16545833,190572468.1703,0.461796,163517187.9167
1683939600000,2023-05-13 01:00:00,-0.3601618100000223,0,0.03355685,3.10595441,105.60244977,34,650052.62428273,17457104796.302673,3685242303.534801,0.32389618,0.4056162,120.85307168,161.62419332,0.74774122,8.112e-05,4.76424574,7.72179868,153.14690456,161.98435513,3.59411226,96091.55679,6.89720631,186296.39384,499,34,26827.2,26983.98,26785.66,26838.99,2460.82265,0.51805474,1.07492446,390206249.4472,0.48194526,363008065.4088
1683943200000,2023-05-13 02:00:00,46.706461640000015,0,0.03355924,5.81126918,151.09299856,26,650099.33074437,17410668618.409428,3677531976.8496,0.64849505,0.44984523,156.65067172,173.79667445,0.90134447,0.00056208,4.88808511,7.66668243,119.95556848,127.09021281,1.6859865,44966.92075,0.007,186.95082,268,26,26779.94,26840.0,26764.17,26827.2,935.28246,0.47778843,0.91493267,116963706.1489,0.52221157,127838594.2389
1683946800000,2023-05-13 03:00:00,-9.561600830000003,0,0.03355861,5.53615566,232.51853779,42,650089.76914354,17431043785.86325,3691141006.0818,0.30054025,0.38166616,142.3534139,190.24198014,0.74827551,0.00161115,4.75722812,7.35413859,159.16259081,199.80358097,0.067,1838.96206,0.085,2284.04395,633,42,26808.27,26855.23,26772.58,26779.95,657.98033,0.55252131,1.23474329,85818586.1037,0.44747869,69503180.7831
1683950400000,2023-05-13 04:00:00,82.90272007000002,0,0.03356284,22.03017089,1608.20247524,73,650172.67186361,17436722938.719223,3694355567.2504,0.37186627,0.39563399,162.6347659,195.22979319,0.83304276,0.00150255,1.53872703,6.64425741,105.94726696,112.32707312,1.42001266,37838.76703,0.0,0.0,525,73,26797.75,26845.59,26752.83,26808.27,610.98658,0.46440288,0.86707502,81681394.3875,0.53559712,94203376.4625
1683954000000,2023-05-13 05:00:00,204.48469723,0,0.03357335,8.70154693,495.98817496,57,650377.15656084,17397216571.59856,3700271754.0767,0.449303,0.39805874,255.14433575,296.53998195,0.8604045,0.00249678,1.615005,5.62810811,72.32251054,92.05528472,1.64207507,43737.72557,0.096,2588.11776,660,57,26741.03,26870.19,26737.59,26797.75,1020.99556,0.483,0.93423596,132084039.3035,0.517,141381882.9071
1683957600000,2023-05-13 06:00:00,-24.36321061999999,0,0.03357205,1.87683737,63.81247044,34,650352.79335022,17394799337.39216,3700161817.4407,0.18359596,0.37418087,65.69301441,111.62634086,0.58850818,0.00489153,3.99969269,3.93761007,123.93743963,135.98955148,1.11805844,29756.62186,0.0,0.0,608,34,26731.59,26766.84,26712.87,26741.02,804.56031,0.48709251,0.94966931,86135589.2545,0.51290749,90700613.5909
1683961200000,2023-05-13 07:00:00,-556.55839311,0,0.03354324,6.42717219,212.0966823,33,649796.23495711,17403881417.377487,3699016493.1847,0.17069376,0.34977007,93.3506383,121.19256878,0.77026702,0.00592193,20.53790794,6.01441309,648.5925152,677.75096189,0.46411279,12344.69627,0.014,376.01676,710,33,26771.88,26796.1,26695.41,26731.58,888.20033,0.47889406,0.91899559,110854674.1555,0.52110594,120625903.8285
1683964800000,2023-05-13 08:00:00,-425.65406068,0,0.03352123,10.21801222,326.97639109,32,649370.58089643,17388247349.84884,3721727421.3707,0.05711299,0.31165818,13.57307584,36.83787684,0.36845435,0.00503878,14.45287305,7.39850271,445.46634219,462.49193752,0.001,26.65683,0.136,3660.0456,645,32,26799.73,26815.03,26746.53,26771.87,741.05432,0.54742425,1.20957487,96624537.9775,0.45257575,79883056.9065
1683968400000,2023-05-13 09:00:00,223.83435988,0,0.03353267,5.72876486,189.04924043,33,649594.41525631,17435429539.21872,3725084913.606,0.3806639,0.27339659,309.11812925,452.228718,0.68354378,0.0044988,6.92104116,7.688925,178.56471048,228.39435812,0.154,4112.28356,3.085,83063.57966,1188,33,26842.05,26849.81,26790.0,26799.74,634.51416,0.53786535,1.1638715,102527239.0587,0.46213465,88091545.5052
1683972000000,2023-05-13 10:00:00,-71.72473317999999,0,0.03352892,3.47491576,104.24747269,30,649522.69052313,17410497085.007046,3718494793.7667,0.16192207,0.25359399,97.77111493,138.76721696,0.70456926,0.00353312,7.01639834,8.0116636,192.800572,210.49195014,0.901,24037.73711,3.875,104415.57835,857,30,26830.69,26877.0,26765.61,26842.05,755.03356,0.48851557,0.95509373,108031574.3662,0.51148443,113110966.4423
1683975600000,2023-05-13 11:00:00,-28.86428175,0,0.03352741,9.70333768,194.06675363,20,649493.82624138,17443779296.38328,3721873609.2415,0.11738618,0.21723969,39.64008913,51.53253188,0.76922456,0.002886,4.01984068,8.36610841,71.44663056,80.39681363,0.083,2218.22295,0.183,4926.55228,439,20,26823.94,26863.0,26796.92,26830.68,750.06559,0.48126292,0.92775885,75648529.9492,0.51873708,81539001.0527
1683979200000,2023-05-13 12:00:00,70.53964189000001,0,0.03353097,7.02114604,329.99386408,47,649564.36588327,17442194480.84029,3713038345.4926,0.22120221,0.18465387,185.08076155,261.2398157,0.70847072,0.00269027,4.05745051,8.7150292,162.93586809,190.70017381,0.209,5580.06735,0.99818514,26917.67894,1181,47,26824.6,26904.98,26763.51,26823.93,996.91357,0.53456499,1.14852767,183475494.421,0.46543501,159748432.2196
1683982800000,2023-05-13 13:00:00,-443.89497824,0,0.03350801,8.42907458,236.01408828,28,649120.47090503,17378580865.759346,3740856410.9398,0.17253971,0.1830744,93.02235384,110.77049424,0.83977556,0.0021537,19.80948116,10.97357041,541.4275877,554.66547248,0.091,2429.79731,0.043,1160.15559,642,28,26821.38,26888.68,26782.58,26824.6,1081.27868,0.5076324,1.03100284,145058650.257,0.4923676,140696653.7379
