start_time,c,h,l,o,t,buy,sell,time,longAccount,longShortRatio,shortAccount
1681603200000,101620.11,101620.11,101314.6,101319.12,1681603200,2401.789,1926.312,1681603200,46.54,0.87,53.46
1681606800000,101610.09,101780.21,101152.07,101620.11,1681606800,6988.972,7992.783,1681606800,46.77,0.88,53.23
1681610400000,101640.04,101654.04,101478.24,101610.09,1681610400,2191.615,1829.544,1681610400,46.65,0.87,53.35
1681614000000,101780.79,101786.18,101640.04,101640.04,1681614000,1580.313,1597.408,1681614000,46.65,0.87,53.35
1681617600000,101676.45,101783.31,101515.06,101780.79,1681617600,2689.337,2147.124,1681617600,46.53,0.87,53.47
1681621200000,101386.43,101739.6,101262.67,101676.45,1681621200,2474.081,3742.85,1681621200,46.96,0.89,53.04
1681624800000,101579.97,101581.64,101377.43,101386.43,1681624800,1796.259,1601.745,1681624800,47.15,0.89,52.85
1681628400000,101288.54,101650.55,101226.45,101579.97,1681628400,3736.463,3115.311,1681628400,47.24,0.9,52.76
1681632000000,101404.01,101405.5,101281.32,101288.54,1681632000,1460.028,1760.163,1681632000,47.51,0.91,52.49
1681635600000,101122.89,101462.0,100928.71,101404.01,1681635600,3992.976,4580.598,1681635600,47.54,0.91,52.46
1681639200000,101392.89,101440.72,101099.24,101122.89,1681639200,2161.834,2249.263,1681639200,47.4,0.9,52.6
1681642800000,101309.12,101438.51,101250.69,101392.89,1681642800,3243.616,3589.095,1681642800,47.67,0.91,52.33
1681646400000,101171.18,101313.29,101090.28,101309.12,1681646400,4060.82,3832.55,1681646400,47.5,0.91,52.5
1681650000000,101628.02,101628.02,101103.28,101171.18,1681650000,6356.66,6458.686,1681650000,47.83,0.92,52.17
1681653600000,101651.79,102012.67,101628.02,101628.02,1681653600,5554.017,4395.957,1681653600,47.94,0.92,52.06
1681657200000,101728.26,101923.14,101574.81,101651.79,1681657200,4835.656,4635.858,1681657200,48.13,0.93,51.87
1681660800000,101741.5,101824.27,101540.3,101728.26,1681660800,3860.449,4385.926,1681660800,47.87,0.92,52.13
1681664400000,101999.48,102012.0,101632.79,101741.5,1681664400,3358.689,3273.47,1681664400,47.98,0.92,52.02
1681668000000,101370.86,102238.86,101370.86,101999.48,1681668000,5996.888,3586.902,1681668000,47.96,0.92,52.04
1681671600000,100115.67,101910.6,100115.67,101370.86,1681671600,16189.413,16960.408,1681671600,48.3,0.93,51.7
1681675200000,100018.69,100232.81,99746.72,100115.67,1681675200,10677.094,11105.628,1681675200,47.9,0.92,52.1
1681678800000,99930.72,100056.4,99753.39,100018.69,1681678800,3676.691,3899.582,1681678800,48.52,0.94,51.48
1681682400000,100028.0,100115.65,99930.72,99930.72,1681682400,2696.529,3217.592,1681682400,48.64,0.95,51.36
1681686000000,100077.65,100161.58,100015.62,100028.0,1681686000,2910.177,3449.16,1681686000,48.81,0.95,51.19
1681689600000,98091.86,100358.62,97354.44,100077.65,1681689600,26309.863,35323.563,1681689600,49.06,0.96,50.94
1681693200000,98619.56,98702.65,98030.18,98091.86,1681693200,13184.249,13666.274,1681693200,49.84,0.99,50.16
1681696800000,98616.24,99000.93,98342.02,98619.56,1681696800,7934.224,7385.313,1681696800,51.18,1.05,48.82
1681700400000,99090.53,99109.57,98616.24,98616.24,1681700400,3780.715,3988.607,1681700400,51.66,1.07,48.34
1681704000000,99201.15,99368.62,99090.53,99090.53,1681704000,3842.382,3890.609,1681704000,51.74,1.07,48.26
1681707600000,99348.03,99348.03,99072.61,99201.15,1681707600,3225.183,2907.491,1681707600,51.76,1.07,48.24
1681711200000,99923.91,99923.91,99348.03,99348.03,1681711200,3452.051,4218.589,1681711200,52.09,1.09,47.91
1681714800000,100230.72,100268.78,99838.75,99923.91,1681714800,5487.739,6252.205,1681714800,51.89,1.08,48.11
1681718400000,100462.64,100555.69,100199.2,100230.72,1681718400,7509.368,6633.004,1681718400,51.9,1.08,48.1
1681722000000,100801.82,100883.43,100409.0,100462.64,1681722000,3096.312,3747.576,1681722000,52.77,1.12,47.23
1681725600000,100981.43,101394.85,100801.82,100801.82,1681725600,8317.381,8205.461,1681725600,52.71,1.12,47.29
1681729200000,98968.03,101924.65,98427.19,100981.43,1681729200,24837.465,31569.065,1681729200,53.05,1.13,46.95
1681732800000,99564.6,100440.23,98968.03,98968.03,1681732800,15585.942,16247.668,1681732800,52.72,1.12,47.28
1681736400000,99720.53,100014.53,99124.42,99564.6,1681736400,23577.041,26576.01,1681736400,52.96,1.13,47.04
1681740000000,100342.1,100455.99,99670.63,99720.53,1681740000,12516.213,11406.728,1681740000,53.39,1.15,46.61
1681743600000,100775.3,101027.54,100341.56,100342.1,1681743600,12187.815,13756.875,1681743600,54.42,1.19,45.58
1681747200000,100756.68,101502.35,100441.5,100775.3,1681747200,11985.365,9794.552,1681747200,54.54,1.2,45.46
1681750800000,100763.44,101123.11,100722.01,100756.68,1681750800,5336.75,6071.102,1681750800,55.5,1.25,44.5
1681754400000,100873.87,101011.46,100589.1,100763.44,1681754400,5632.334,5869.251,1681754400,55.88,1.27,44.12
1681758000000,100945.77,101089.14,100843.1,100873.87,1681758000,4584.079,5770.646,1681758000,56.36,1.29,43.64
1681761600000,100197.84,101059.45,100197.84,100945.77,1681761600,4152.769,5109.127,1681761600,56.24,1.29,43.76
1681765200000,100206.76,100377.59,99824.29,100197.84,1681765200,3877.734,3330.285,1681765200,55.88,1.27,44.12
1681768800000,100559.39,100710.51,100206.76,100206.76,1681768800,3300.422,3028.426,1681768800,56.0,1.27,44.0
1681772400000,100617.89,100649.81,100460.9,100559.39,1681772400,2687.772,4354.022,1681772400,56.48,1.3,43.52
1681776000000,100364.77,100828.79,100332.52,100617.89,1681776000,6225.662,7581.915,1681776000,56.11,1.28,43.89
1681779600000,99405.63,100653.49,98962.32,100364.77,1681779600,16038.89,18099.113,1681779600,55.94,1.27,44.06
1681783200000,99049.06,99405.63,98716.59,99405.63,1681783200,6522.378,5425.141,1681783200,55.68,1.26,44.32
1681786800000,99578.68,99578.68,99041.13,99049.06,1681786800,2660.263,3110.817,1681786800,56.42,1.3,43.58
1681790400000,99572.75,99761.44,99363.56,99578.68,1681790400,3174.662,2865.718,1681790400,56.31,1.29,43.69
1681794000000,100157.79,100157.79,99475.66,99572.75,1681794000,7349.68,7197.694,1681794000,56.61,1.31,43.39
1681797600000,99901.84,100288.21,99398.26,100157.79,1681797600,12772.868,11378.443,1681797600,57.13,1.33,42.87
1681801200000,101024.09,101056.27,99901.84,99901.84,1681801200,7729.98,7392.594,1681801200,57.84,1.37,42.16
1681804800000,100638.91,101321.73,100589.75,101024.09,1681804800,7075.682,8618.493,1681804800,57.86,1.37,42.14
1681808400000,100345.37,100638.91,99929.6,100638.91,1681808400,12818.119,10150.978,1681808400,56.52,1.3,43.48
1681812000000,100367.78,100522.92,100133.02,100345.37,1681812000,8381.821,8987.434,1681812000,56.32,1.29,43.68
1681815600000,98465.96,100612.13,97872.52,100367.78,1681815600,35777.93,28558.781,1681815600,55.85,1.27,44.15
1681819200000,99261.94,99656.33,98384.02,98465.96,1681819200,24504.075,25668.515,1681819200,53.86,1.17,46.14
1681822800000,100305.01,100305.01,99146.26,99261.94,1681822800,12775.627,11269.249,1681822800,50.0,1.0,50.0
1681826400000,99881.34,100393.83,99025.85,100305.01,1681826400,19654.619,22232.739,1681826400,50.43,1.02,49.57
1681830000000,99577.56,100245.44,99557.81,99881.34,1681830000,13719.559,13964.662,1681830000,49.73,0.99,50.27
1681833600000,99538.37,99777.75,99282.91,99577.56,1681833600,8051.838,7975.896,1681833600,49.85,0.99,50.15
1681837200000,98930.08,99655.96,98930.08,99538.37,1681837200,8924.951,11609.269,1681837200,50.07,1.0,49.93
1681840800000,98348.21,98981.87,98097.36,98930.08,1681840800,20383.236,20027.749,1681840800,49.81,0.99,50.19
1681844400000,98785.42,98785.42,98307.2,98348.21,1681844400,6472.748,5650.131,1681844400,50.28,1.01,49.72
1681848000000,98568.29,98933.58,98153.47,98785.42,1681848000,12999.837,10556.757,1681848000,50.59,1.02,49.41
1681851600000,98489.83,98734.7,98248.49,98568.29,1681851600,6189.493,6980.116,1681851600,50.6,1.02,49.4
1681855200000,98948.59,98948.59,98408.99,98489.83,1681855200,3916.278,4320.164,1681855200,49.77,0.99,50.23
1681858800000,99077.68,99091.33,98691.52,98948.59,1681858800,4491.641,4935.389,1681858800,49.47,0.98,50.53
1681862400000,99417.52,99417.52,98941.48,99077.68,1681862400,5619.715,6388.824,1681862400,49.34,0.97,50.66
1681866000000,98971.67,99514.12,98971.67,99417.52,1681866000,4118.125,5849.958,1681866000,49.0,0.96,51.0
1681869600000,98593.06,98971.67,98384.6,98971.67,1681869600,6739.793,7435.113,1681869600,48.57,0.94,51.43
1681873200000,98596.47,98607.5,98388.69,98593.06,1681873200,3412.813,2728.501,1681873200,48.81,0.95,51.19
1681876800000,98779.86,98784.52,98426.31,98596.47,1681876800,3954.881,4193.3,1681876800,49.23,0.97,50.77
1681880400000,98772.99,99025.49,98699.03,98779.86,1681880400,5146.511,4187.259,1681880400,49.44,0.98,50.56
1681884000000,99201.46,99373.02,98727.78,98772.99,1681884000,10593.446,14451.44,1681884000,49.95,1.0,50.05
1681887600000,99239.84,99239.84,98667.88,99201.46,1681887600,7857.651,7286.192,1681887600,50.61,1.03,49.39
1681891200000,96799.34,99587.24,94510.63,99239.84,1681891200,63143.967,75567.465,1681891200,51.21,1.05,48.79
1681894800000,98630.51,98650.48,96799.34,96799.34,1681894800,21153.656,22988.782,1681894800,56.34,1.29,43.66
1681898400000,99406.08,99549.64,98578.68,98630.51,1681898400,11993.541,11936.738,1681898400,59.14,1.45,40.86
1681902000000,99908.19,99992.43,99406.08,99406.08,1681902000,8833.514,9009.554,1681902000,60.16,1.51,39.84
1681905600000,100197.1,100264.99,99742.32,99908.19,1681905600,6860.926,7903.195,1681905600,61.18,1.58,38.82
1681909200000,101077.69,101077.69,100197.1,100197.1,1681909200,8736.379,7866.125,1681909200,60.72,1.55,39.28
1681912800000,102577.87,102580.87,100766.47,101077.69,1681912800,16810.585,16049.893,1681912800,61.3,1.58,38.7
1681916400000,101798.31,102810.83,101619.4,102577.87,1681916400,15029.918,19072.422,1681916400,62.15,1.64,37.85
1681920000000,102300.9,102300.9,101752.82,101798.31,1681920000,7114.943,6903.012,1681920000,60.85,1.55,39.15
1681923600000,100953.8,102376.64,100950.72,102300.9,1681923600,10634.521,12110.187,1681923600,60.96,1.56,39.04
1681927200000,100889.92,101224.06,100889.92,100953.8,1681927200,6480.443,7521.295,1681927200,60.78,1.55,39.22
1681930800000,100998.33,101130.28,100765.51,100889.92,1681930800,5230.051,5624.39,1681930800,60.61,1.54,39.39
1681934400000,100655.8,101114.11,100633.09,100998.33,1681934400,7029.332,6899.18,1681934400,60.7,1.55,39.3
1681938000000,97909.12,100655.8,97837.59,100655.8,1681938000,25752.064,30468.918,1681938000,60.89,1.56,39.11
1681941600000,98260.68,98293.81,97611.03,97909.12,1681941600,9243.386,9367.703,1681941600,59.51,1.47,40.49
1681945200000,96417.72,98703.58,96036.54,98260.68,1681945200,33364.969,37114.405,1681945200,59.86,1.49,40.14
1681948800000,96527.15,96876.2,96182.72,96417.72,1681948800,13567.332,13635.843,1681948800,60.78,1.55,39.22
1681952400000,96632.18,96848.04,96412.92,96527.15,1681952400,7978.857,7661.511,1681952400,61.51,1.6,38.49
1681956000000,96731.04,96818.2,96374.1,96632.18,1681956000,7943.012,9552.437,1681956000,61.76,1.62,38.24
1681959600000,96721.43,96797.55,96301.85,96731.04,1681959600,15806.384,15754.203,1681959600,61.23,1.58,38.77
1681963200000,97737.03,97737.03,96717.84,96721.43,1681963200,7406.979,7431.422,1681963200,61.83,1.62,38.17
1681966800000,98269.43,98332.17,97708.87,97737.03,1681966800,4857.067,4867.605,1681966800,62.51,1.67,37.49
1681970400000,98167.42,98306.53,97603.8,98269.43,1681970400,11958.208,10957.625,1681970400,62.38,1.66,37.62
1681974000000,98330.01,98445.36,98028.32,98167.42,1681974000,5535.871,5945.804,1681974000,63.34,1.73,36.66
1681977600000,98009.27,98369.86,97756.74,98330.01,1681977600,8945.24,10915.32,1681977600,63.03,1.71,36.97
1681981200000,98416.35,98416.35,98009.27,98009.27,1681981200,4582.641,4303.838,1681981200,63.11,1.71,36.89
1681984800000,98868.43,98907.54,98416.35,98416.35,1681984800,4958.719,4931.311,1681984800,63.32,1.73,36.68
1681988400000,99988.04,99988.04,98868.43,98868.43,1681988400,13241.085,16290.057,1681988400,63.25,1.72,36.75
1681992000000,99311.2,100708.83,98655.06,99988.04,1681992000,38038.161,37301.693,1681992000,62.57,1.67,37.43
1681995600000,99577.61,99698.87,99288.25,99311.2,1681995600,14183.645,14407.06,1681995600,63.55,1.74,36.45
1681999200000,99763.25,99979.35,99577.61,99577.61,1681999200,9593.651,11248.182,1681999200,63.09,1.71,36.91
1682002800000,100340.58,100695.61,99623.36,99763.25,1682002800,18647.275,20872.184,1682002800,62.97,1.7,37.03
1682006400000,99081.43,100340.58,98500.36,100340.58,1682006400,29520.296,30132.215,1682006400,62.89,1.7,37.11
1682010000000,98699.23,99081.43,98408.68,99081.43,1682010000,16294.733,16710.077,1682010000,62.72,1.68,37.28
1682013600000,99213.31,99239.34,98535.05,98699.23,1682013600,15574.739,15380.877,1682013600,62.3,1.65,37.7
1682017200000,98200.5,99251.51,97369.37,99213.31,1682017200,27679.969,34905.312,1682017200,62.89,1.7,37.11
1682020800000,98656.68,99093.55,98119.45,98200.5,1682020800,14826.927,13662.004,1682020800,63.33,1.73,36.67
1682024400000,99048.8,99299.07,98656.68,98656.68,1682024400,7324.073,6004.019,1682024400,63.81,1.76,36.19
1682028000000,99218.1,99635.22,99048.8,99048.8,1682028000,8910.931,8747.197,1682028000,64.0,1.78,36.0
1682031600000,99071.82,99312.39,98913.53,99218.1,1682031600,4923.72,5198.009,1682031600,64.68,1.83,35.32
1682035200000,99941.2,100205.83,99071.82,99071.82,1682035200,14295.566,13688.524,1682035200,64.95,1.85,35.05
1682038800000,100179.08,100179.08,99803.35,99941.2,1682038800,4933.268,5443.893,1682038800,65.07,1.86,34.93
1682042400000,100903.64,100903.64,100179.08,100179.08,1682042400,5220.473,4897.641,1682042400,65.14,1.87,34.86
1682046000000,101900.66,101900.66,100903.64,100903.64,1682046000,5455.411,4460.717,1682046000,65.16,1.87,34.84
1682049600000,101879.93,102070.76,101793.09,101900.66,1682049600,3626.225,5607.581,1682049600,65.59,1.91,34.41
1682053200000,101815.36,102018.74,101666.63,101879.93,1682053200,6090.324,5742.597,1682053200,65.2,1.87,34.8
1682056800000,102590.87,102590.87,101000.61,101815.36,1682056800,27466.325,30800.886,1682056800,65.37,1.89,34.63
1682060400000,102806.55,103409.16,102511.07,102590.87,1682060400,21005.932,19445.655,1682060400,64.29,1.8,35.71
1682064000000,103741.09,103741.09,102806.55,102806.55,1682064000,12925.704,13612.449,1682064000,64.65,1.83,35.35
1682067600000,104070.06,104080.63,103633.44,103741.09,1682067600,8125.597,8306.589,1682067600,64.04,1.78,35.96
1682071200000,104144.81,104219.64,103969.45,104070.06,1682071200,8507.816,8668.852,1682071200,63.92,1.77,36.08
1682074800000,103907.42,104432.45,103725.51,104144.81,1682074800,11082.843,9598.246,1682074800,64.11,1.79,35.89
1682078400000,104929.14,104929.14,103907.42,103907.42,1682078400,15442.151,13533.772,1682078400,63.93,1.77,36.07
1682082000000,105132.79,105607.32,104414.14,104929.14,1682082000,18496.443,19115.15,1682082000,63.74,1.76,36.26
1682085600000,105602.64,105873.43,105043.53,105132.79,1682085600,17548.759,17341.783,1682085600,64.03,1.78,35.97
1682089200000,105809.87,106222.77,105457.24,105602.64,1682089200,12428.802,12757.326,1682089200,64.45,1.81,35.55
1682092800000,105860.39,106209.01,105616.88,105809.87,1682092800,13295.317,12294.771,1682092800,64.84,1.84,35.16
1682096400000,104982.7,106099.83,104922.63,105860.39,1682096400,20936.653,23266.473,1682096400,64.71,1.83,35.29
1682100000000,105728.95,105728.95,104427.4,104982.7,1682100000,13210.437,16917.641,1682100000,64.66,1.83,35.34
1682103600000,102355.36,105771.25,101624.69,105728.95,1682103600,50714.083,60477.589,1682103600,64.2,1.79,35.8
1682107200000,102808.49,103616.35,102284.93,102355.36,1682107200,19415.484,19723.774,1682107200,63.4,1.73,36.6
1682110800000,102823.03,103001.17,102701.09,102808.49,1682110800,7538.199,7251.612,1682110800,63.62,1.75,36.38
1682114400000,102418.92,103282.65,101836.46,102823.03,1682114400,11296.58,13561.629,1682114400,64.01,1.78,35.99
1682118000000,102377.22,102527.01,102067.59,102418.92,1682118000,6329.113,5901.306,1682118000,63.64,1.75,36.36
1682121600000,102989.99,102989.99,102377.22,102377.22,1682121600,5684.481,5296.489,1682121600,63.78,1.76,36.22
1682125200000,104043.66,104125.11,102989.99,102989.99,1682125200,8178.354,7865.653,1682125200,63.68,1.75,36.32
1682128800000,104535.95,104578.58,104043.66,104043.66,1682128800,4188.418,5020.518,1682128800,63.81,1.76,36.19
1682132400000,104716.31,104861.09,104508.24,104535.95,1682132400,5557.817,3937.654,1682132400,63.82,1.76,36.18
1682136000000,104717.22,104792.31,104646.68,104716.31,1682136000,4093.149,3842.668,1682136000,64.44,1.81,35.56
1682139600000,104588.85,104732.58,104418.67,104717.22,1682139600,3476.15,3787.499,1682139600,64.56,1.82,35.44
1682143200000,104891.53,104898.38,104544.23,104588.85,1682143200,3897.221,4683.049,1682143200,65.02,1.86,34.98
1682146800000,103839.78,104940.51,103795.85,104891.53,1682146800,5219.414,7071.326,1682146800,64.79,1.84,35.21
1682150400000,104033.69,104276.17,103526.82,103839.78,1682150400,5914.395,7473.715,1682150400,64.5,1.82,35.5
1682154000000,104503.86,104503.86,104033.69,104033.69,1682154000,4344.426,3678.676,1682154000,64.48,1.82,35.52
1682157600000,104795.41,105138.94,104450.29,104503.86,1682157600,6061.161,5730.458,1682157600,64.53,1.82,35.47
1682161200000,105357.21,105357.21,104795.41,104795.41,1682161200,5549.017,4137.694,1682161200,64.38,1.81,35.62
1682164800000,106514.77,106516.16,105357.21,105357.21,1682164800,5727.267,4579.267,1682164800,64.67,1.83,35.33
1682168400000,106376.87,106570.28,106002.86,106514.77,1682168400,5413.201,7194.328,1682168400,64.97,1.86,35.03
1682172000000,106365.12,106841.2,105573.93,106376.87,1682172000,15660.386,11190.672,1682172000,64.64,1.83,35.36
1682175600000,106932.02,106951.86,105768.54,106365.12,1682175600,16065.621,16372.954,1682175600,65.93,1.94,34.07
1682179200000,105889.01,107227.3,105412.27,106932.02,1682179200,19899.584,17174.526,1682179200,66.66,2.0,33.34
1682182800000,106562.77,106562.77,105666.2,105889.01,1682182800,12621.477,11905.938,1682182800,67.33,2.06,32.67
1682186400000,106216.43,106682.37,106005.65,106562.77,1682186400,7325.165,8818.125,1682186400,67.23,2.05,32.77
1682190000000,106425.99,106428.28,106207.39,106216.43,1682190000,4515.266,4224.693,1682190000,66.44,1.98,33.56
1682193600000,106852.79,106937.75,106389.19,106425.99,1682193600,4492.881,4091.581,1682193600,66.69,2.0,33.31
1682197200000,106709.14,106875.88,106575.98,106852.79,1682197200,3401.787,3607.575,1682197200,66.66,2.0,33.34
1682200800000,105346.36,106783.76,105281.1,106709.14,1682200800,12551.737,10158.656,1682200800,66.47,1.98,33.53
1682204400000,104767.34,105373.05,104437.02,105346.36,1682204400,7033.08,6805.789,1682204400,67.33,2.06,32.67
1682208000000,103490.95,104898.78,103146.7,104767.34,1682208000,13195.355,17904.25,1682208000,66.82,2.01,33.18
1682211600000,103727.09,103768.79,103357.73,103490.95,1682211600,8479.171,9014.893,1682211600,66.12,1.95,33.88
1682215200000,103815.82,104144.87,103612.62,103727.09,1682215200,4540.312,4446.55,1682215200,66.1,1.95,33.9
1682218800000,104337.02,104344.93,103815.82,103815.82,1682218800,4594.605,4480.167,1682218800,65.92,1.93,34.08
1682222400000,104494.5,104511.86,104328.34,104337.02,1682222400,2711.478,2345.962,1682222400,65.98,1.94,34.02
1682226000000,104716.73,104716.73,104494.5,104494.5,1682226000,3122.503,3511.459,1682226000,66.0,1.94,34.0
1682229600000,104961.27,104977.77,104716.73,104716.73,1682229600,2632.939,2891.108,1682229600,65.59,1.91,34.41
1682233200000,105507.49,105512.97,104950.63,104961.27,1682233200,8616.792,6779.616,1682233200,65.49,1.9,34.51
1682236800000,106027.4,106039.05,105413.37,105507.49,1682236800,6043.584,6907.126,1682236800,65.97,1.94,34.03
1682240400000,105774.65,106372.3,105570.7,106027.4,1682240400,4569.225,5750.873,1682240400,65.57,1.9,34.43
1682244000000,105781.41,106136.86,105288.37,105774.65,1682244000,7291.001,8605.052,1682244000,65.35,1.89,34.65
1682247600000,106137.97,106137.97,105781.41,105781.41,1682247600,6404.986,4370.835,1682247600,65.01,1.86,34.99
1682251200000,105966.67,106634.48,105966.67,106137.97,1682251200,7855.864,7900.461,1682251200,65.65,1.91,34.35
1682254800000,106036.51,106104.18,105834.83,105966.67,1682254800,3881.735,3745.62,1682254800,65.18,1.87,34.82
1682258400000,105938.53,106119.14,105631.39,106036.51,1682258400,6422.579,7224.602,1682258400,65.0,1.86,35.0
1682262000000,104893.81,106305.55,104389.86,105938.53,1682262000,15535.511,17906.052,1682262000,65.05,1.86,34.95
1682265600000,104391.94,105216.62,104057.32,104893.81,1682265600,13719.667,12736.117,1682265600,64.28,1.8,35.72
1682269200000,104275.23,104512.54,104218.99,104391.94,1682269200,5278.151,6450.943,1682269200,64.18,1.79,35.82
1682272800000,103273.44,104303.64,103126.36,104275.23,1682272800,12561.196,13108.413,1682272800,63.98,1.78,36.02
1682276400000,103512.92,103627.51,103253.83,103273.44,1682276400,5559.626,5405.479,1682276400,64.15,1.79,35.85
1682280000000,103602.08,103690.99,103398.03,103512.92,1682280000,5167.03,4866.372,1682280000,63.98,1.78,36.02
1682283600000,103671.75,103714.94,103398.52,103602.08,1682283600,2885.139,2638.648,1682283600,64.03,1.78,35.97
1682287200000,103267.62,103714.69,103159.91,103671.75,1682287200,6621.41,5765.808,1682287200,64.07,1.78,35.93
1682290800000,103424.45,103555.78,103267.62,103267.62,1682290800,4692.435,4932.428,1682290800,64.31,1.8,35.69
1682294400000,101595.82,103785.57,101494.05,103424.45,1682294400,17990.321,15313.207,1682294400,64.21,1.79,35.79
1682298000000,101759.98,102564.46,101342.6,101595.82,1682298000,21557.468,21632.965,1682298000,64.74,1.84,35.26
1682301600000,101763.17,102058.12,101610.47,101759.98,1682301600,6295.161,6931.483,1682301600,64.84,1.84,35.16
1682305200000,102270.79,102301.05,101763.17,101763.17,1682305200,5130.837,4719.769,1682305200,64.69,1.83,35.31
1682308800000,102535.24,102619.8,102270.79,102270.79,1682308800,3208.511,3621.81,1682308800,64.65,1.83,35.35
1682312400000,102501.7,102629.98,102298.48,102535.24,1682312400,5208.597,5304.817,1682312400,64.5,1.82,35.5
1682316000000,102236.27,102647.33,102082.82,102501.7,1682316000,8525.624,10494.684,1682316000,64.44,1.81,35.56
1682319600000,103824.88,103824.88,102236.27,102236.27,1682319600,14027.739,15491.027,1682319600,64.66,1.83,35.34
1682323200000,104481.99,104987.04,103824.88,103824.88,1682323200,18761.52,24983.028,1682323200,65.59,1.91,34.41
1682326800000,103980.02,104515.33,103892.88,104481.99,1682326800,13441.805,11649.83,1682326800,65.13,1.87,34.87
1682330400000,103659.21,103992.97,103659.21,103980.02,1682330400,7690.052,6234.039,1682330400,65.98,1.94,34.02
1682334000000,103458.98,103871.88,103369.82,103659.21,1682334000,10185.764,8791.377,1682334000,66.36,1.97,33.64
1682337600000,103865.85,103901.2,103330.73,103458.98,1682337600,7930.246,9384.912,1682337600,66.43,1.98,33.57
1682341200000,103655.69,104391.17,103424.51,103865.85,1682341200,20900.027,19325.408,1682341200,65.1,1.87,34.9
1682344800000,103904.34,104005.07,103040.21,103655.69,1682344800,22104.828,24592.664,1682344800,64.81,1.84,35.19
1682348400000,105418.83,105594.83,103854.44,103904.34,1682348400,14781.232,16174.9,1682348400,65.48,1.9,34.52
1682352000000,105977.6,105977.6,105002.68,105418.83,1682352000,21707.801,25883.919,1682352000,65.7,1.92,34.3
1682355600000,104507.3,106318.95,103995.21,105977.6,1682355600,24999.406,25063.966,1682355600,65.54,1.9,34.46
1682359200000,102193.55,104561.15,102191.92,104507.3,1682359200,17202.538,15887.23,1682359200,64.78,1.84,35.22
1682362800000,101980.52,102222.72,101910.96,102193.55,1682362800,5861.934,4956.354,1682362800,64.72,1.83,35.28
1682366400000,102080.2,102184.42,101980.52,101980.52,1682366400,5922.807,5568.154,1682366400,64.64,1.83,35.36
1682370000000,101897.89,102080.2,101761.89,102080.2,1682370000,3402.377,4119.344,1682370000,64.8,1.84,35.2
1682373600000,102068.5,102190.1,101897.89,101897.89,1682373600,4566.75,3533.957,1682373600,64.73,1.84,35.27
1682377200000,102573.04,102616.64,102060.25,102068.5,1682377200,5520.838,4678.723,1682377200,64.58,1.82,35.42
1682380800000,101769.14,102627.51,101718.8,102573.04,1682380800,6921.424,8376.276,1682380800,64.5,1.82,35.5
1682384400000,101610.85,101905.68,101578.82,101769.14,1682384400,4620.14,5379.727,1682384400,64.0,1.78,36.0
1682388000000,101501.61,101672.05,101381.17,101610.85,1682388000,5309.764,4901.389,1682388000,63.59,1.75,36.41
1682391600000,101359.44,101573.99,101288.85,101501.61,1682391600,4029.547,4368.18,1682391600,63.61,1.75,36.39
1682395200000,101489.83,101611.2,101359.44,101359.44,1682395200,4378.644,3470.959,1682395200,63.68,1.75,36.32
1682398800000,101401.15,101628.11,101237.33,101489.83,1682398800,5329.401,4508.858,1682398800,63.92,1.77,36.08
1682402400000,101553.25,101767.92,101401.15,101401.15,1682402400,3538.711,4005.519,1682402400,63.88,1.77,36.12
1682406000000,101609.39,101936.56,101257.03,101553.25,1682406000,9365.554,10684.911,1682406000,63.79,1.76,36.21
1682409600000,101978.84,102364.06,101609.39,101609.39,1682409600,14229.269,12671.946,1682409600,63.89,1.77,36.11
1682413200000,102344.08,102458.31,101978.84,101978.84,1682413200,6249.713,7552.582,1682413200,64.37,1.81,35.63
1682416800000,102642.29,102684.94,102344.08,102344.08,1682416800,4632.979,4450.92,1682416800,64.14,1.79,35.86
1682420400000,102624.69,102699.86,101927.58,102642.29,1682420400,8850.753,7900.429,1682420400,64.3,1.8,35.7
1682424000000,102629.82,102756.26,102564.41,102624.69,1682424000,6098.149,5903.314,1682424000,63.73,1.76,36.27
1682427600000,103033.94,103459.81,102629.82,102629.82,1682427600,8642.111,8973.359,1682427600,63.65,1.75,36.35
1682431200000,103359.32,103496.83,103005.78,103033.94,1682431200,11540.237,11927.727,1682431200,63.7,1.76,36.3
1682434800000,103365.58,103483.98,103233.83,103359.32,1682434800,11438.213,10441.638,1682434800,64.56,1.82,35.44
1682438400000,104312.46,104312.46,103323.19,103365.58,1682438400,6980.623,6746.775,1682438400,63.94,1.77,36.06
1682442000000,103686.81,104456.61,103629.04,104312.46,1682442000,20890.958,16472.284,1682442000,63.6,1.75,36.4
1682445600000,103497.64,104063.12,103440.36,103686.81,1682445600,20504.69,20632.068,1682445600,63.73,1.76,36.27
1682449200000,103094.21,103497.64,102801.8,103497.64,1682449200,12343.858,10810.462,1682449200,62.05,1.64,37.95
1682452800000,101891.72,103095.53,100705.18,103094.21,1682452800,31423.591,26735.384,1682452800,62.66,1.68,37.34
1682456400000,102385.86,102591.3,100344.66,101891.72,1682456400,26873.488,21830.181,1682456400,60.96,1.56,39.04
1682460000000,101967.32,102385.86,101449.59,102385.86,1682460000,17859.84,16694.14,1682460000,61.21,1.58,38.79
1682463600000,101865.37,102024.45,101382.69,101967.32,1682463600,10379.489,10375.263,1682463600,60.09,1.51,39.91
