start_time,longAccount,longShortRatio,shortAccount,time
1719608400000,74.97,3.0,25.03,1719608400
1719612000000,75.1,3.02,24.9,1719612000
1719615600000,75.1,3.02,24.9,1719615600
1719619200000,75.26,3.04,24.74,1719619200
1719622800000,75.05,3.01,24.95,1719622800
1719626400000,74.89,2.98,25.11,1719626400
1719630000000,73.66,2.8,26.34,1719630000
1719633600000,73.7,2.8,26.3,1719633600
1719637200000,73.65,2.8,26.35,1719637200
1719640800000,73.6,2.79,26.4,1719640800
1719644400000,73.6,2.79,26.4,1719644400
1719648000000,72.35,2.62,27.65,1719648000
1719651600000,72.24,2.6,27.76,1719651600
1719655200000,72.21,2.6,27.79,1719655200
1719658800000,72.21,2.6,27.79,1719658800
1719662400000,71.7,2.53,28.3,1719662400
1719666000000,71.46,2.5,28.54,1719666000
1719669600000,71.27,2.48,28.73,1719669600
1719673200000,70.93,2.44,29.07,1719673200
1719676800000,71.08,2.46,28.92,1719676800
1719680400000,71.02,2.45,28.98,1719680400
1719684000000,71.02,2.45,28.98,1719684000
1719687600000,70.88,2.43,29.12,1719687600
1719691200000,70.81,2.43,29.19,1719691200
1719694800000,70.81,2.43,29.19,1719694800
1719698400000,70.71,2.41,29.29,1719698400
1719702000000,70.66,2.41,29.34,1719702000
1719705600000,70.66,2.41,29.34,1719705600
1719709200000,70.66,2.41,29.34,1719709200
1719712800000,70.81,2.43,29.19,1719712800
1719716400000,70.81,2.43,29.19,1719716400
1719720000000,71.08,2.46,28.92,1719720000
1719723600000,71.08,2.46,28.92,1719723600
1719727200000,71.21,2.47,28.79,1719727200
1719730800000,71.21,2.47,28.79,1719730800
1719734400000,69.73,2.3,30.27,1719734400
1719738000000,69.73,2.3,30.27,1719738000
1719741600000,69.93,2.33,30.07,1719741600
1719745200000,69.73,2.3,30.27,1719745200
1719748800000,69.66,2.3,30.34,1719748800
1719752400000,69.66,2.3,30.34,1719752400
1719756000000,69.62,2.29,30.38,1719756000
1719759600000,69.34,2.26,30.66,1719759600
1719763200000,69.27,2.25,30.73,1719763200
1719766800000,69.25,2.25,30.75,1719766800
1719770400000,69.46,2.27,30.54,1719770400
1719774000000,69.4,2.27,30.6,1719774000
1719777600000,69.03,2.23,30.97,1719777600
1719781200000,68.66,2.19,31.34,1719781200
1719784800000,68.54,2.18,31.46,1719784800
1719788400000,68.07,2.13,31.93,1719788400
1719792000000,67.54,2.08,32.46,1719792000
1719795600000,67.54,2.08,32.46,1719795600
1719799200000,66.53,1.99,33.47,1719799200
1719802800000,66.53,1.99,33.47,1719802800
1719806400000,67.42,2.07,32.58,1719806400
1719810000000,67.42,2.07,32.58,1719810000
1719813600000,67.44,2.07,32.56,1719813600
1719817200000,67.34,2.06,32.66,1719817200
1719820800000,67.21,2.05,32.79,1719820800
1719824400000,67.37,2.07,32.63,1719824400
1719828000000,67.37,2.07,32.63,1719828000
1719831600000,67.74,2.1,32.26,1719831600
1719835200000,67.74,2.1,32.26,1719835200
1719838800000,68.69,2.19,31.31,1719838800
1719842400000,68.01,2.13,31.99,1719842400
1719846000000,67.94,2.12,32.06,1719846000
1719849600000,67.82,2.11,32.18,1719849600
1719853200000,67.36,2.06,32.64,1719853200
1719856800000,66.89,2.02,33.11,1719856800
1719860400000,66.02,1.94,33.98,1719860400
1719864000000,66.02,1.94,33.98,1719864000
1719867600000,66.04,1.95,33.96,1719867600
1719871200000,66.04,1.95,33.96,1719871200
1719874800000,66.22,1.96,33.78,1719874800
1719878400000,66.22,1.96,33.78,1719878400
1719882000000,66.34,1.97,33.66,1719882000
1719885600000,66.3,1.97,33.7,1719885600
1719889200000,65.92,1.93,34.08,1719889200
1719892800000,65.92,1.93,34.08,1719892800
1719896400000,66.13,1.95,33.87,1719896400
1719900000000,66.13,1.95,33.87,1719900000
1719903600000,66.03,1.94,33.97,1719903600
1719907200000,66.03,1.94,33.97,1719907200
1719910800000,67.15,2.04,32.85,1719910800
1719914400000,67.15,2.04,32.85,1719914400
1719918000000,67.65,2.09,32.35,1719918000
1719921600000,67.61,2.09,32.39,1719921600
1719925200000,67.66,2.09,32.34,1719925200
1719928800000,67.66,2.09,32.34,1719928800
1719932400000,70.85,2.43,29.15,1719932400
1719936000000,70.85,2.43,29.15,1719936000
1719939600000,71.71,2.54,28.29,1719939600
1719943200000,71.71,2.54,28.29,1719943200
1719946800000,71.68,2.53,28.32,1719946800
1719950400000,71.63,2.53,28.37,1719950400
1719954000000,71.63,2.53,28.37,1719954000
1719957600000,71.84,2.55,28.16,1719957600
1719961200000,71.84,2.55,28.16,1719961200
1719964800000,72.25,2.6,27.75,1719964800
1719968400000,72.09,2.58,27.91,1719968400
1719972000000,72.09,2.58,27.91,1719972000
1719975600000,72.51,2.64,27.49,1719975600
1719979200000,72.51,2.64,27.49,1719979200
1719982800000,74.13,2.87,25.87,1719982800
1719986400000,74.13,2.87,25.87,1719986400
1719990000000,74.6,2.94,25.4,1719990000
1719993600000,74.6,2.94,25.4,1719993600
1719997200000,74.98,3.0,25.02,1719997200
1720000800000,74.98,3.0,25.02,1720000800
1720004400000,75.93,3.16,24.07,1720004400
1720008000000,75.63,3.1,24.37,1720008000
1720011600000,75.35,3.06,24.65,1720011600
1720015200000,75.35,3.06,24.65,1720015200
1720018800000,75.37,3.06,24.63,1720018800
1720022400000,75.37,3.06,24.63,1720022400
1720026000000,75.75,3.12,24.25,1720026000
1720029600000,75.73,3.12,24.27,1720029600
1720033200000,75.8,3.13,24.2,1720033200
1720036800000,75.8,3.13,24.2,1720036800
1720040400000,76.03,3.17,23.97,1720040400
1720044000000,76.03,3.17,23.97,1720044000
1720047600000,76.3,3.22,23.7,1720047600
1720051200000,75.49,3.08,24.51,1720051200
1720054800000,75.58,3.1,24.42,1720054800
1720058400000,75.58,3.1,24.42,1720058400
1720062000000,76.04,3.17,23.96,1720062000
1720065600000,75.94,3.16,24.06,1720065600
1720069200000,75.73,3.12,24.27,1720069200
1720072800000,75.59,3.1,24.41,1720072800
1720076400000,75.3,3.05,24.7,1720076400
1720080000000,74.92,2.99,25.08,1720080000
1720083600000,76.52,3.26,23.48,1720083600
1720087200000,76.39,3.24,23.61,1720087200
1720090800000,75.77,3.13,24.23,1720090800
1720094400000,75.57,3.09,24.43,1720094400
1720098000000,75.38,3.06,24.62,1720098000
1720101600000,75.38,3.06,24.62,1720101600
1720105200000,75.73,3.12,24.27,1720105200
1720108800000,75.73,3.12,24.27,1720108800
1720112400000,75.71,3.12,24.29,1720112400
1720116000000,75.54,3.09,24.46,1720116000
1720119600000,75.23,3.04,24.77,1720119600
1720123200000,75.23,3.04,24.77,1720123200
1720126800000,75.34,3.06,24.66,1720126800
1720130400000,75.42,3.07,24.58,1720130400
1720134000000,75.16,3.03,24.84,1720134000
1720137600000,75.49,3.08,24.51,1720137600
1720141200000,74.8,2.97,25.2,1720141200
1720144800000,74.79,2.97,25.21,1720144800
1720148400000,72.57,2.65,27.43,1720148400
1720152000000,73.04,2.71,26.96,1720152000
1720155600000,73.04,2.71,26.96,1720155600
1720159200000,73.72,2.81,26.28,1720159200
1720162800000,73.03,2.71,26.97,1720162800
1720166400000,72.82,2.68,27.18,1720166400
1720170000000,72.95,2.7,27.05,1720170000
1720173600000,72.88,2.69,27.12,1720173600
1720177200000,73.28,2.74,26.72,1720177200
1720180800000,73.28,2.74,26.72,1720180800
1720184400000,72.61,2.65,27.39,1720184400
1720188000000,72.44,2.63,27.56,1720188000
1720191600000,71.94,2.56,28.06,1720191600
1720195200000,71.03,2.45,28.97,1720195200
1720198800000,70.75,2.42,29.25,1720198800
1720202400000,70.34,2.37,29.66,1720202400
1720206000000,70.17,2.35,29.83,1720206000
1720209600000,69.99,2.33,30.01,1720209600
1720213200000,69.9,2.32,30.1,1720213200
1720216800000,69.81,2.31,30.19,1720216800
1720220400000,69.73,2.3,30.27,1720220400
1720224000000,69.73,2.3,30.27,1720224000
1720227600000,69.89,2.32,30.11,1720227600
1720231200000,69.89,2.32,30.11,1720231200
1720234800000,70.15,2.35,29.85,1720234800
1720238400000,70.04,2.34,29.96,1720238400
1720242000000,69.97,2.33,30.03,1720242000
1720245600000,70.1,2.34,29.9,1720245600
1720249200000,70.1,2.34,29.9,1720249200
1720252800000,70.39,2.38,29.61,1720252800
1720256400000,70.39,2.38,29.61,1720256400
1720260000000,70.44,2.38,29.56,1720260000
1720263600000,70.1,2.34,29.9,1720263600
1720267200000,70.08,2.34,29.92,1720267200
1720270800000,69.85,2.32,30.15,1720270800
1720274400000,70.34,2.37,29.66,1720274400
1720278000000,70.34,2.37,29.66,1720278000
1720281600000,69.71,2.3,30.29,1720281600
1720285200000,69.05,2.23,30.95,1720285200
1720288800000,68.75,2.2,31.25,1720288800
1720292400000,68.64,2.19,31.36,1720292400
1720296000000,68.52,2.18,31.48,1720296000
1720299600000,68.52,2.18,31.48,1720299600
1720303200000,68.49,2.17,31.51,1720303200
1720306800000,68.33,2.16,31.67,1720306800
1720310400000,68.17,2.14,31.83,1720310400
1720314000000,68.17,2.14,31.83,1720314000
1720317600000,67.96,2.12,32.04,1720317600
1720321200000,67.96,2.12,32.04,1720321200
1720324800000,69.06,2.23,30.94,1720324800
1720328400000,68.16,2.14,31.84,1720328400
1720332000000,68.39,2.16,31.61,1720332000
1720335600000,68.39,2.16,31.61,1720335600
1720339200000,69.29,2.26,30.71,1720339200
1720342800000,69.14,2.24,30.86,1720342800
1720346400000,69.27,2.25,30.73,1720346400
1720350000000,69.27,2.25,30.73,1720350000
1720353600000,69.43,2.27,30.57,1720353600
1720357200000,69.43,2.27,30.57,1720357200
1720360800000,69.41,2.27,30.59,1720360800
1720364400000,69.41,2.27,30.59,1720364400
1720368000000,69.98,2.33,30.02,1720368000
1720371600000,69.98,2.33,30.02,1720371600
1720375200000,70.25,2.36,29.75,1720375200
1720378800000,70.23,2.36,29.77,1720378800
1720382400000,70.24,2.36,29.76,1720382400
1720386000000,70.24,2.36,29.76,1720386000
1720389600000,70.14,2.35,29.86,1720389600
1720393200000,69.73,2.3,30.27,1720393200
1720396800000,69.97,2.33,30.03,1720396800
1720400400000,69.97,2.33,30.03,1720400400
1720404000000,69.84,2.32,30.16,1720404000
1720407600000,69.49,2.28,30.51,1720407600
1720411200000,69.32,2.26,30.68,1720411200
1720414800000,69.32,2.26,30.68,1720414800
1720418400000,69.73,2.3,30.27,1720418400
1720422000000,69.73,2.3,30.27,1720422000
1720425600000,69.48,2.28,30.52,1720425600
1720429200000,68.7,2.2,31.3,1720429200
1720432800000,68.05,2.13,31.95,1720432800
1720436400000,68.05,2.13,31.95,1720436400
1720440000000,68.79,2.2,31.21,1720440000
1720443600000,68.79,2.2,31.21,1720443600
1720447200000,68.85,2.21,31.15,1720447200
1720450800000,68.85,2.21,31.15,1720450800
1720454400000,69.65,2.3,30.35,1720454400
1720458000000,69.65,2.3,30.35,1720458000
1720461600000,70.28,2.37,29.72,1720461600
1720465200000,70.09,2.34,29.91,1720465200
1720468800000,70.04,2.34,29.96,1720468800
1720472400000,70.04,2.34,29.96,1720472400
1720476000000,70.28,2.37,29.72,1720476000
1720479600000,70.28,2.37,29.72,1720479600
1720483200000,70.4,2.38,29.6,1720483200
1720486800000,69.96,2.33,30.04,1720486800
1720490400000,69.99,2.33,30.01,1720490400
1720494000000,69.37,2.27,30.63,1720494000
1720497600000,69.37,2.27,30.63,1720497600
1720501200000,69.17,2.24,30.83,1720501200
1720504800000,68.81,2.21,31.19,1720504800
1720508400000,68.68,2.19,31.32,1720508400
1720512000000,68.11,2.14,31.89,1720512000
1720515600000,66.65,2.0,33.35,1720515600
1720519200000,66.54,1.99,33.46,1720519200
1720522800000,66.55,1.99,33.45,1720522800
1720526400000,66.55,1.99,33.45,1720526400
1720530000000,66.29,1.97,33.71,1720530000
1720533600000,66.74,2.01,33.26,1720533600
1720537200000,66.52,1.99,33.48,1720537200
1720540800000,66.87,2.02,33.13,1720540800
1720544400000,65.71,1.92,34.29,1720544400
1720548000000,65.63,1.91,34.37,1720548000
1720551600000,65.06,1.86,34.94,1720551600
1720555200000,65.07,1.86,34.93,1720555200
1720558800000,65.07,1.86,34.93,1720558800
1720562400000,64.88,1.85,35.12,1720562400
1720566000000,64.57,1.82,35.43,1720566000
1720569600000,64.47,1.82,35.53,1720569600
1720573200000,64.47,1.82,35.53,1720573200
1720576800000,64.94,1.85,35.06,1720576800
1720580400000,64.94,1.85,35.06,1720580400
1720584000000,64.46,1.81,35.54,1720584000
1720587600000,63.41,1.73,36.59,1720587600
1720591200000,62.68,1.68,37.32,1720591200
1720594800000,62.56,1.67,37.44,1720594800
1720598400000,62.52,1.67,37.48,1720598400
1720602000000,62.52,1.67,37.48,1720602000
1720605600000,63.76,1.76,36.24,1720605600
1720609200000,63.76,1.76,36.24,1720609200
1720612800000,64.92,1.85,35.08,1720612800
1720616400000,64.92,1.85,35.08,1720616400
1720620000000,67.0,2.03,33.0,1720620000
1720623600000,67.42,2.07,32.58,1720623600
1720627200000,67.42,2.07,32.58,1720627200
1720630800000,68.18,2.14,31.82,1720630800
1720634400000,68.18,2.14,31.82,1720634400
1720638000000,68.4,2.17,31.6,1720638000
1720641600000,68.33,2.16,31.67,1720641600
1720645200000,68.24,2.15,31.76,1720645200
1720648800000,68.24,2.15,31.76,1720648800
1720652400000,68.69,2.19,31.31,1720652400
1720656000000,68.69,2.19,31.31,1720656000
1720659600000,68.9,2.22,31.1,1720659600
1720663200000,68.64,2.19,31.36,1720663200
1720666800000,68.15,2.14,31.85,1720666800
1720670400000,68.13,2.14,31.87,1720670400
1720674000000,68.16,2.14,31.84,1720674000
1720677600000,67.44,2.07,32.56,1720677600
1720681200000,67.19,2.05,32.81,1720681200
1720684800000,66.71,2.0,33.29,1720684800
1720688400000,66.05,1.95,33.95,1720688400
1720692000000,65.94,1.94,34.06,1720692000
1720695600000,65.86,1.93,34.14,1720695600
1720699200000,65.34,1.89,34.66,1720699200
1720702800000,64.12,1.79,35.88,1720702800
1720706400000,64.1,1.79,35.9,1720706400
1720710000000,66.88,2.02,33.12,1720710000
1720713600000,66.88,2.02,33.12,1720713600
1720717200000,67.46,2.07,32.54,1720717200
1720720800000,67.04,2.03,32.96,1720720800
1720724400000,67.04,2.03,32.96,1720724400
1720728000000,67.04,2.03,32.96,1720728000
1720731600000,67.31,2.06,32.69,1720731600
1720735200000,67.28,2.06,32.72,1720735200
1720738800000,67.56,2.08,32.44,1720738800
1720742400000,67.09,2.04,32.91,1720742400
1720746000000,67.48,2.08,32.52,1720746000
1720749600000,67.48,2.08,32.52,1720749600
1720753200000,67.27,2.06,32.73,1720753200
1720756800000,67.24,2.05,32.76,1720756800
1720760400000,67.45,2.07,32.55,1720760400
1720764000000,67.39,2.07,32.61,1720764000
1720767600000,67.44,2.07,32.56,1720767600
1720771200000,67.44,2.07,32.56,1720771200
1720774800000,67.29,2.06,32.71,1720774800
1720778400000,67.66,2.09,32.34,1720778400
1720782000000,67.66,2.09,32.34,1720782000
1720785600000,67.55,2.08,32.45,1720785600
1720789200000,67.43,2.07,32.57,1720789200
1720792800000,66.06,1.95,33.94,1720792800
1720796400000,65.53,1.9,34.47,1720796400
1720800000000,64.92,1.85,35.08,1720800000
1720803600000,64.58,1.82,35.42,1720803600
1720807200000,64.07,1.78,35.93,1720807200
1720810800000,63.6,1.75,36.4,1720810800
1720814400000,64.77,1.84,35.23,1720814400
1720818000000,64.77,1.84,35.23,1720818000
1720821600000,66.48,1.98,33.52,1720821600
1720825200000,66.48,1.98,33.52,1720825200
1720828800000,66.72,2.01,33.28,1720828800
1720832400000,66.7,2.0,33.3,1720832400
1720836000000,66.67,2.0,33.33,1720836000
1720839600000,66.67,2.0,33.33,1720839600
1720843200000,67.02,2.03,32.98,1720843200
1720846800000,66.9,2.02,33.1,1720846800
1720850400000,66.86,2.02,33.14,1720850400
1720854000000,66.57,1.99,33.43,1720854000
1720857600000,66.54,1.99,33.46,1720857600
1720861200000,66.42,1.98,33.58,1720861200
1720864800000,64.47,1.82,35.53,1720864800
1720868400000,63.33,1.73,36.67,1720868400
1720872000000,63.46,1.74,36.54,1720872000
1720875600000,62.72,1.68,37.28,1720875600
1720879200000,62.22,1.65,37.78,1720879200
1720882800000,62.02,1.63,37.98,1720882800
1720886400000,61.94,1.63,38.06,1720886400
1720890000000,61.58,1.6,38.42,1720890000
1720893600000,61.68,1.61,38.32,1720893600
1720897200000,61.57,1.6,38.43,1720897200
1720900800000,61.78,1.62,38.22,1720900800
1720904400000,61.68,1.61,38.32,1720904400
1720908000000,61.65,1.61,38.35,1720908000
1720911600000,60.76,1.55,39.24,1720911600
1720915200000,59.95,1.5,40.05,1720915200
1720918800000,59.81,1.49,40.19,1720918800
1720922400000,59.52,1.47,40.48,1720922400
1720926000000,59.52,1.47,40.48,1720926000
1720929600000,60.04,1.5,39.96,1720929600
1720933200000,59.55,1.47,40.45,1720933200
1720936800000,58.74,1.42,41.26,1720936800
1720940400000,58.72,1.42,41.28,1720940400
1720944000000,58.73,1.42,41.27,1720944000
1720947600000,58.28,1.4,41.72,1720947600
1720951200000,58.15,1.39,41.85,1720951200
1720954800000,57.76,1.37,42.24,1720954800
1720958400000,57.76,1.37,42.24,1720958400
1720962000000,57.57,1.36,42.43,1720962000
1720965600000,57.57,1.36,42.43,1720965600
1720969200000,58.57,1.41,41.43,1720969200
1720972800000,58.49,1.41,41.51,1720972800
1720976400000,58.38,1.4,41.62,1720976400
1720980000000,57.67,1.36,42.33,1720980000
1720983600000,57.57,1.36,42.43,1720983600
1720987200000,57.52,1.35,42.48,1720987200
1720990800000,57.49,1.35,42.51,1720990800
1720994400000,57.49,1.35,42.51,1720994400
1720998000000,57.75,1.37,42.25,1720998000
1721001600000,57.66,1.36,42.34,1721001600
1721005200000,57.66,1.36,42.34,1721005200
1721008800000,58.78,1.43,41.22,1721008800
1721012400000,57.16,1.33,42.84,1721012400
1721016000000,56.38,1.29,43.62,1721016000
1721019600000,55.56,1.25,44.44,1721019600
1721023200000,55.48,1.25,44.52,1721023200
1721026800000,55.09,1.23,44.91,1721026800
1721030400000,54.75,1.21,45.25,1721030400
1721034000000,54.38,1.19,45.62,1721034000
1721037600000,54.51,1.2,45.49,1721037600
1721041200000,54.28,1.19,45.72,1721041200
1721044800000,54.81,1.21,45.19,1721044800
1721048400000,54.81,1.21,45.19,1721048400
1721052000000,54.92,1.22,45.08,1721052000
1721055600000,54.29,1.19,45.71,1721055600
1721059200000,53.92,1.17,46.08,1721059200
1721062800000,53.89,1.17,46.11,1721062800
1721066400000,53.54,1.15,46.46,1721066400
1721070000000,53.54,1.15,46.46,1721070000
1721073600000,54.35,1.19,45.65,1721073600
1721077200000,53.91,1.17,46.09,1721077200
1721080800000,53.82,1.17,46.18,1721080800
1721084400000,53.82,1.17,46.18,1721084400
1721088000000,54.1,1.18,45.9,1721088000
1721091600000,54.0,1.17,46.0,1721091600
1721095200000,56.64,1.31,43.36,1721095200
1721098800000,56.16,1.28,43.84,1721098800
1721102400000,56.13,1.28,43.87,1721102400
1721106000000,55.5,1.25,44.5,1721106000
1721109600000,56.59,1.3,43.41,1721109600
1721113200000,56.59,1.3,43.41,1721113200
1721116800000,58.1,1.39,41.9,1721116800
1721120400000,58.1,1.39,41.9,1721120400
1721124000000,60.69,1.54,39.31,1721124000
1721127600000,60.69,1.54,39.31,1721127600
1721131200000,59.93,1.5,40.07,1721131200
1721134800000,58.98,1.44,41.02,1721134800
1721138400000,59.39,1.46,40.61,1721138400
1721142000000,59.39,1.46,40.61,1721142000
1721145600000,58.03,1.38,41.97,1721145600
1721149200000,57.91,1.38,42.09,1721149200
1721152800000,58.3,1.4,41.7,1721152800
1721156400000,57.83,1.37,42.17,1721156400
1721160000000,57.33,1.34,42.67,1721160000
1721163600000,56.83,1.32,43.17,1721163600
1721167200000,56.74,1.31,43.26,1721167200
1721170800000,56.74,1.31,43.26,1721170800
1721174400000,56.42,1.3,43.58,1721174400
1721178000000,56.02,1.27,43.98,1721178000
1721181600000,55.5,1.25,44.5,1721181600
1721185200000,53.69,1.16,46.31,1721185200
1721188800000,54.34,1.19,45.66,1721188800
1721192400000,53.36,1.14,46.64,1721192400
1721196000000,53.19,1.14,46.81,1721196000
1721199600000,53.07,1.13,46.93,1721199600
1721203200000,53.07,1.13,46.93,1721203200
1721206800000,54.09,1.18,45.91,1721206800
1721210400000,54.09,1.18,45.91,1721210400
1721214000000,54.39,1.19,45.61,1721214000
1721217600000,54.39,1.19,45.61,1721217600
1721221200000,55.71,1.26,44.29,1721221200
1721224800000,55.71,1.26,44.29,1721224800
1721228400000,56.73,1.31,43.27,1721228400
1721232000000,56.92,1.32,43.08,1721232000
1721235600000,56.92,1.32,43.08,1721235600
1721239200000,58.3,1.4,41.7,1721239200
1721242800000,58.3,1.4,41.7,1721242800
1721246400000,58.44,1.41,41.56,1721246400
1721250000000,58.18,1.39,41.82,1721250000
1721253600000,58.27,1.4,41.73,1721253600
1721257200000,58.23,1.39,41.77,1721257200
1721260800000,58.25,1.4,41.75,1721260800
1721264400000,58.25,1.4,41.75,1721264400
1721268000000,56.53,1.3,43.47,1721268000
1721271600000,56.34,1.29,43.66,1721271600
1721275200000,56.25,1.29,43.75,1721275200
1721278800000,56.24,1.29,43.76,1721278800
1721282400000,55.4,1.24,44.6,1721282400
1721286000000,55.2,1.23,44.8,1721286000
1721289600000,55.09,1.23,44.91,1721289600
1721293200000,55.22,1.23,44.78,1721293200
1721296800000,55.12,1.23,44.88,1721296800
1721300400000,55.36,1.24,44.64,1721300400
1721304000000,55.36,1.24,44.64,1721304000
1721307600000,55.33,1.24,44.67,1721307600
1721311200000,55.33,1.24,44.67,1721311200
1721314800000,57.93,1.38,42.07,1721314800
1721318400000,57.93,1.38,42.07,1721318400
1721322000000,59.95,1.5,40.05,1721322000
1721325600000,59.95,1.5,40.05,1721325600
1721329200000,60.19,1.51,39.81,1721329200
1721332800000,60.15,1.51,39.85,1721332800
1721336400000,60.34,1.52,39.66,1721336400
1721340000000,60.25,1.52,39.75,1721340000
1721343600000,60.23,1.51,39.77,1721343600
1721347200000,60.22,1.51,39.78,1721347200
1721350800000,59.82,1.49,40.18,1721350800
1721354400000,59.82,1.49,40.18,1721354400
1721358000000,59.57,1.47,40.43,1721358000
1721361600000,59.53,1.47,40.47,1721361600
1721365200000,58.89,1.43,41.11,1721365200
1721368800000,58.73,1.42,41.27,1721368800
1721372400000,58.45,1.41,41.55,1721372400
1721376000000,58.45,1.41,41.55,1721376000
1721379600000,59.45,1.47,40.55,1721379600
1721383200000,58.99,1.44,41.01,1721383200
1721386800000,58.45,1.41,41.55,1721386800
1721390400000,58.21,1.39,41.79,1721390400
1721394000000,56.91,1.32,43.09,1721394000
1721397600000,55.55,1.25,44.45,1721397600
1721401200000,53.72,1.16,46.28,1721401200
1721404800000,53.2,1.14,46.8,1721404800
1721408400000,52.23,1.09,47.77,1721408400
1721412000000,52.01,1.08,47.99,1721412000
1721415600000,51.5,1.06,48.5,1721415600
1721419200000,51.09,1.05,48.91,1721419200
1721422800000,50.87,1.04,49.13,1721422800
1721426400000,50.46,1.02,49.54,1721426400
1721430000000,50.07,1.0,49.93,1721430000
1721433600000,50.07,1.0,49.93,1721433600
1721437200000,50.7,1.03,49.3,1721437200
1721440800000,50.7,1.03,49.3,1721440800
1721444400000,52.36,1.1,47.64,1721444400
1721448000000,52.36,1.1,47.64,1721448000
1721451600000,52.79,1.12,47.21,1721451600
1721455200000,52.78,1.12,47.22,1721455200
1721458800000,52.78,1.12,47.22,1721458800
1721462400000,53.06,1.13,46.94,1721462400
1721466000000,53.06,1.13,46.94,1721466000
1721469600000,53.14,1.13,46.86,1721469600
1721473200000,53.33,1.14,46.67,1721473200
1721476800000,53.33,1.14,46.67,1721476800
1721480400000,53.53,1.15,46.47,1721480400
1721484000000,53.53,1.15,46.47,1721484000
1721487600000,53.79,1.16,46.21,1721487600
1721491200000,53.79,1.16,46.21,1721491200
1721494800000,53.67,1.16,46.33,1721494800
1721498400000,53.57,1.15,46.43,1721498400
1721502000000,53.37,1.15,46.63,1721502000
1721505600000,53.11,1.13,46.89,1721505600
1721509200000,53.3,1.14,46.7,1721509200
1721512800000,53.28,1.14,46.72,1721512800
1721516400000,53.11,1.13,46.89,1721516400
1721520000000,53.11,1.13,46.89,1721520000
1721523600000,53.0,1.13,47.0,1721523600
1721527200000,53.0,1.13,47.0,1721527200
1721530800000,53.02,1.13,46.98,1721530800
1721534400000,52.92,1.12,47.08,1721534400
1721538000000,52.96,1.13,47.04,1721538000
1721541600000,52.96,1.13,47.04,1721541600
1721545200000,53.06,1.13,46.94,1721545200
1721548800000,53.06,1.13,46.94,1721548800
1721552400000,53.53,1.15,46.47,1721552400
1721556000000,53.53,1.15,46.47,1721556000
1721559600000,53.68,1.16,46.32,1721559600
1721563200000,53.65,1.16,46.35,1721563200
1721566800000,53.61,1.16,46.39,1721566800
1721570400000,53.68,1.16,46.32,1721570400
1721574000000,53.44,1.15,46.56,1721574000
1721577600000,53.53,1.15,46.47,1721577600
1721581200000,53.17,1.14,46.83,1721581200
1721584800000,54.14,1.18,45.86,1721584800
1721588400000,54.14,1.18,45.86,1721588400
1721592000000,54.64,1.21,45.36,1721592000
1721595600000,54.2,1.18,45.8,1721595600
1721599200000,54.16,1.18,45.84,1721599200
1721602800000,54.0,1.17,46.0,1721602800
1721606400000,53.9,1.17,46.1,1721606400
1721610000000,53.69,1.16,46.31,1721610000
1721613600000,53.53,1.15,46.47,1721613600
1721617200000,54.06,1.18,45.94,1721617200
1721620800000,53.87,1.17,46.13,1721620800
1721624400000,54.16,1.18,45.84,1721624400
1721628000000,54.16,1.18,45.84,1721628000
1721631600000,55.17,1.23,44.83,1721631600
1721635200000,55.17,1.23,44.83,1721635200
1721638800000,55.76,1.26,44.24,1721638800
1721642400000,55.76,1.26,44.24,1721642400
1721646000000,56.7,1.31,43.3,1721646000
1721649600000,56.7,1.31,43.3,1721649600
1721653200000,56.68,1.31,43.32,1721653200
1721656800000,56.42,1.3,43.58,1721656800
1721660400000,57.09,1.33,42.91,1721660400
1721664000000,57.09,1.33,42.91,1721664000
1721667600000,57.68,1.36,42.32,1721667600
1721671200000,57.35,1.35,42.65,1721671200
1721674800000,56.89,1.32,43.11,1721674800
1721678400000,55.97,1.27,44.03,1721678400
1721682000000,55.51,1.25,44.49,1721682000
1721685600000,55.79,1.26,44.21,1721685600
1721689200000,55.74,1.26,44.26,1721689200
1721692800000,55.8,1.26,44.2,1721692800
1721696400000,55.8,1.26,44.2,1721696400
1721700000000,54.47,1.2,45.53,1721700000
1721703600000,54.42,1.19,45.58,1721703600
1721707200000,54.15,1.18,45.85,1721707200
1721710800000,54.15,1.18,45.85,1721710800
1721714400000,56.36,1.29,43.64,1721714400
1721718000000,56.36,1.29,43.64,1721718000
1721721600000,56.57,1.3,43.43,1721721600
1721725200000,56.57,1.3,43.43,1721725200
1721728800000,56.7,1.31,43.3,1721728800
1721732400000,56.5,1.3,43.5,1721732400
1721736000000,56.96,1.32,43.04,1721736000
1721739600000,56.96,1.32,43.04,1721739600
1721743200000,58.37,1.4,41.63,1721743200
1721746800000,56.34,1.29,43.66,1721746800
1721750400000,57.18,1.34,42.82,1721750400
1721754000000,57.18,1.34,42.82,1721754000
1721757600000,59.36,1.46,40.64,1721757600
1721761200000,59.75,1.48,40.25,1721761200
1721764800000,59.75,1.48,40.25,1721764800
1721768400000,60.28,1.52,39.72,1721768400
1721772000000,59.87,1.49,40.13,1721772000
1721775600000,59.84,1.49,40.16,1721775600
1721779200000,59.84,1.49,40.16,1721779200
1721782800000,59.85,1.49,40.15,1721782800
1721786400000,58.74,1.42,41.26,1721786400
1721790000000,59.23,1.45,40.77,1721790000
