start_time,longAccount,longShortRatio,shortAccount,time
1704067200000,57.77,1.37,42.23,1704067200
1704070800000,57.3,1.34,42.7,1704070800
1704074400000,57.09,1.33,42.91,1704074400
1704078000000,57.09,1.33,42.91,1704078000
1704081600000,57.59,1.36,42.41,1704081600
1704085200000,57.59,1.36,42.41,1704085200
1704088800000,57.9,1.38,42.1,1704088800
1704092400000,57.9,1.38,42.1,1704092400
1704096000000,57.75,1.37,42.25,1704096000
1704099600000,57.17,1.34,42.83,1704099600
1704103200000,56.54,1.3,43.46,1704103200
1704106800000,55.81,1.26,44.19,1704106800
1704110400000,55.1,1.23,44.9,1704110400
1704114000000,54.87,1.22,45.13,1704114000
1704117600000,54.83,1.21,45.17,1704117600
1704121200000,54.83,1.21,45.17,1704121200
1704124800000,54.82,1.21,45.18,1704124800
1704128400000,54.87,1.22,45.13,1704128400
1704132000000,54.5,1.2,45.5,1704132000
1704135600000,53.8,1.17,46.2,1704135600
1704139200000,53.18,1.14,46.82,1704139200
1704142800000,51.59,1.07,48.41,1704142800
1704146400000,51.27,1.05,48.73,1704146400
1704150000000,51.01,1.04,48.99,1704150000
1704153600000,50.51,1.02,49.49,1704153600
1704157200000,49.98,1.0,50.02,1704157200
1704160800000,49.98,1.0,50.02,1704160800
1704164400000,51.48,1.06,48.52,1704164400
1704168000000,50.85,1.04,49.15,1704168000
1704171600000,50.08,1.0,49.92,1704171600
1704175200000,49.93,1.0,50.07,1704175200
1704178800000,49.97,1.0,50.03,1704178800
1704182400000,49.88,1.0,50.12,1704182400
1704186000000,49.86,0.99,50.14,1704186000
1704189600000,49.86,0.99,50.14,1704189600
1704193200000,50.32,1.01,49.68,1704193200
1704196800000,50.32,1.01,49.68,1704196800
1704200400000,50.38,1.02,49.62,1704200400
1704204000000,50.25,1.01,49.75,1704204000
1704207600000,50.15,1.01,49.85,1704207600
1704211200000,50.15,1.01,49.85,1704211200
1704214800000,51.01,1.04,48.99,1704214800
1704218400000,51.01,1.04,48.99,1704218400
1704222000000,51.26,1.05,48.74,1704222000
1704225600000,51.76,1.07,48.24,1704225600
1704229200000,51.76,1.07,48.24,1704229200
1704232800000,52.37,1.1,47.63,1704232800
1704236400000,52.37,1.1,47.63,1704236400
1704240000000,53.22,1.14,46.78,1704240000
1704243600000,53.56,1.15,46.44,1704243600
1704247200000,52.9,1.12,47.1,1704247200
1704250800000,52.82,1.12,47.18,1704250800
1704254400000,52.66,1.11,47.34,1704254400
1704258000000,52.83,1.12,47.17,1704258000
1704261600000,52.83,1.12,47.17,1704261600
1704265200000,52.94,1.13,47.06,1704265200
1704268800000,52.94,1.13,47.06,1704268800
1704272400000,53.55,1.15,46.45,1704272400
1704276000000,52.76,1.12,47.24,1704276000
1704279600000,53.58,1.15,46.42,1704279600
1704283200000,53.58,1.15,46.42,1704283200
1704286800000,62.66,1.68,37.34,1704286800
1704290400000,62.39,1.66,37.61,1704290400
1704294000000,62.45,1.66,37.55,1704294000
1704297600000,62.45,1.66,37.55,1704297600
1704301200000,61.84,1.62,38.16,1704301200
1704304800000,61.84,1.62,38.16,1704304800
1704308400000,62.47,1.67,37.53,1704308400
1704312000000,62.21,1.65,37.79,1704312000
1704315600000,62.33,1.66,37.67,1704315600
1704319200000,62.16,1.64,37.84,1704319200
1704322800000,61.91,1.63,38.09,1704322800
1704326400000,61.84,1.62,38.16,1704326400
1704330000000,61.66,1.61,38.34,1704330000
1704333600000,61.32,1.59,38.68,1704333600
1704337200000,58.99,1.44,41.01,1704337200
1704340800000,58.62,1.42,41.38,1704340800
1704344400000,58.57,1.41,41.43,1704344400
1704348000000,58.27,1.4,41.73,1704348000
1704351600000,58.31,1.4,41.69,1704351600
1704355200000,58.31,1.4,41.69,1704355200
1704358800000,58.31,1.4,41.69,1704358800
1704362400000,58.56,1.41,41.44,1704362400
1704366000000,57.7,1.36,42.3,1704366000
1704369600000,57.08,1.33,42.92,1704369600
1704373200000,56.49,1.3,43.51,1704373200
1704376800000,56.34,1.29,43.66,1704376800
1704380400000,55.84,1.26,44.16,1704380400
1704384000000,53.94,1.17,46.06,1704384000
1704387600000,53.69,1.16,46.31,1704387600
1704391200000,53.46,1.15,46.54,1704391200
1704394800000,53.2,1.14,46.8,1704394800
1704398400000,53.44,1.15,46.56,1704398400
1704402000000,53.1,1.13,46.9,1704402000
1704405600000,52.7,1.11,47.3,1704405600
1704409200000,53.1,1.13,46.9,1704409200
1704412800000,53.02,1.13,46.98,1704412800
1704416400000,52.93,1.12,47.07,1704416400
1704420000000,52.93,1.12,47.07,1704420000
1704423600000,55.52,1.25,44.48,1704423600
1704427200000,55.52,1.25,44.48,1704427200
1704430800000,55.83,1.26,44.17,1704430800
1704434400000,55.78,1.26,44.22,1704434400
1704438000000,55.45,1.25,44.55,1704438000
1704441600000,55.35,1.24,44.65,1704441600
1704445200000,55.38,1.24,44.62,1704445200
1704448800000,55.05,1.23,44.95,1704448800
1704452400000,55.12,1.23,44.88,1704452400
1704456000000,55.07,1.23,44.93,1704456000
1704459600000,55.14,1.23,44.86,1704459600
1704463200000,55.14,1.23,44.86,1704463200
1704466800000,56.71,1.31,43.29,1704466800
1704470400000,56.71,1.31,43.29,1704470400
1704474000000,57.64,1.36,42.36,1704474000
1704477600000,57.64,1.36,42.36,1704477600
1704481200000,57.8,1.37,42.2,1704481200
1704484800000,57.67,1.36,42.33,1704484800
1704488400000,56.76,1.31,43.24,1704488400
1704492000000,57.06,1.33,42.94,1704492000
1704495600000,56.59,1.3,43.41,1704495600
1704499200000,55.66,1.26,44.34,1704499200
1704502800000,55.21,1.23,44.79,1704502800
1704506400000,54.96,1.22,45.04,1704506400
1704510000000,54.96,1.22,45.04,1704510000
1704513600000,55.04,1.22,44.96,1704513600
1704517200000,54.99,1.22,45.01,1704517200
1704520800000,54.74,1.21,45.26,1704520800
1704524400000,54.74,1.21,45.26,1704524400
1704528000000,56.46,1.3,43.54,1704528000
1704531600000,56.46,1.3,43.54,1704531600
1704535200000,56.76,1.31,43.24,1704535200
1704538800000,56.52,1.3,43.48,1704538800
1704542400000,56.7,1.31,43.3,1704542400
1704546000000,56.8,1.32,43.2,1704546000
1704549600000,56.54,1.3,43.46,1704549600
1704553200000,56.69,1.31,43.31,1704553200
1704556800000,56.56,1.3,43.44,1704556800
1704560400000,56.48,1.3,43.52,1704560400
1704564000000,56.23,1.29,43.77,1704564000
1704567600000,56.01,1.27,43.99,1704567600
1704571200000,55.94,1.27,44.06,1704571200
1704574800000,56.24,1.29,43.76,1704574800
1704578400000,56.07,1.28,43.93,1704578400
1704582000000,56.06,1.28,43.94,1704582000
1704585600000,56.0,1.27,44.0,1704585600
1704589200000,55.24,1.23,44.76,1704589200
1704592800000,54.56,1.2,45.44,1704592800
1704596400000,54.08,1.18,45.92,1704596400
1704600000000,54.18,1.18,45.82,1704600000
1704603600000,53.75,1.16,46.25,1704603600
1704607200000,54.18,1.18,45.82,1704607200
1704610800000,53.69,1.16,46.31,1704610800
1704614400000,53.61,1.16,46.39,1704614400
1704618000000,53.42,1.15,46.58,1704618000
1704621600000,53.69,1.16,46.31,1704621600
1704625200000,54.02,1.18,45.98,1704625200
1704628800000,53.73,1.16,46.27,1704628800
1704632400000,53.47,1.15,46.53,1704632400
1704636000000,52.17,1.09,47.83,1704636000
1704639600000,51.65,1.07,48.35,1704639600
1704643200000,53.09,1.13,46.91,1704643200
1704646800000,53.09,1.13,46.91,1704646800
1704650400000,53.6,1.16,46.4,1704650400
1704654000000,53.46,1.15,46.54,1704654000
1704657600000,53.01,1.13,46.99,1704657600
1704661200000,53.16,1.14,46.84,1704661200
1704664800000,53.07,1.13,46.93,1704664800
1704668400000,53.66,1.16,46.34,1704668400
1704672000000,53.66,1.16,46.34,1704672000
1704675600000,54.06,1.18,45.94,1704675600
1704679200000,54.06,1.18,45.94,1704679200
1704682800000,54.68,1.21,45.32,1704682800
1704686400000,54.95,1.22,45.05,1704686400
1704690000000,54.95,1.22,45.05,1704690000
1704693600000,55.13,1.23,44.87,1704693600
1704697200000,54.29,1.19,45.71,1704697200
1704700800000,54.17,1.18,45.83,1704700800
1704704400000,54.01,1.17,45.99,1704704400
1704708000000,54.74,1.21,45.26,1704708000
1704711600000,53.74,1.16,46.26,1704711600
1704715200000,51.46,1.06,48.54,1704715200
1704718800000,50.35,1.01,49.65,1704718800
1704722400000,49.34,0.97,50.66,1704722400
1704726000000,49.2,0.97,50.8,1704726000
1704729600000,49.32,0.97,50.68,1704729600
1704733200000,49.32,0.97,50.68,1704733200
1704736800000,48.55,0.94,51.45,1704736800
1704740400000,47.35,0.9,52.65,1704740400
1704744000000,46.37,0.87,53.63,1704744000
1704747600000,45.87,0.85,54.13,1704747600
1704751200000,45.41,0.83,54.59,1704751200
1704754800000,45.41,0.83,54.59,1704754800
1704758400000,45.08,0.82,54.92,1704758400
1704762000000,44.59,0.81,55.41,1704762000
1704765600000,45.11,0.82,54.89,1704765600
1704769200000,45.11,0.82,54.89,1704769200
1704772800000,47.24,0.9,52.76,1704772800
1704776400000,47.24,0.9,52.76,1704776400
1704780000000,47.52,0.91,52.48,1704780000
1704783600000,47.46,0.9,52.54,1704783600
1704787200000,47.51,0.91,52.49,1704787200
1704790800000,47.51,0.91,52.49,1704790800
1704794400000,48.22,0.93,51.78,1704794400
1704798000000,48.22,0.93,51.78,1704798000
1704801600000,49.52,0.98,50.48,1704801600
1704805200000,49.43,0.98,50.57,1704805200
1704808800000,49.43,0.98,50.57,1704808800
1704812400000,50.43,1.02,49.57,1704812400
1704816000000,49.47,0.98,50.53,1704816000
1704819600000,49.35,0.97,50.65,1704819600
1704823200000,49.76,0.99,50.24,1704823200
1704826800000,49.76,0.99,50.24,1704826800
1704830400000,50.13,1.01,49.87,1704830400
1704834000000,49.9,1.0,50.1,1704834000
1704837600000,54.26,1.19,45.74,1704837600
1704841200000,54.26,1.19,45.74,1704841200
1704844800000,55.16,1.23,44.84,1704844800
1704848400000,55.16,1.23,44.84,1704848400
1704852000000,55.07,1.23,44.93,1704852000
1704855600000,54.89,1.22,45.11,1704855600
1704859200000,54.82,1.21,45.18,1704859200
1704862800000,54.82,1.21,45.18,1704862800
1704866400000,55.4,1.24,44.6,1704866400
1704870000000,55.4,1.24,44.6,1704870000
1704873600000,55.85,1.27,44.15,1704873600
1704877200000,55.85,1.27,44.15,1704877200
1704880800000,58.13,1.39,41.87,1704880800
1704884400000,58.13,1.39,41.87,1704884400
1704888000000,59.01,1.44,40.99,1704888000
1704891600000,59.01,1.44,40.99,1704891600
1704895200000,60.1,1.51,39.9,1704895200
1704898800000,60.1,1.51,39.9,1704898800
1704902400000,60.08,1.51,39.92,1704902400
1704906000000,60.08,1.51,39.92,1704906000
1704909600000,59.81,1.49,40.19,1704909600
1704913200000,58.42,1.41,41.58,1704913200
1704916800000,58.7,1.42,41.3,1704916800
1704920400000,58.7,1.42,41.3,1704920400
1704924000000,60.57,1.54,39.43,1704924000
1704927600000,59.23,1.45,40.77,1704927600
1704931200000,59.01,1.44,40.99,1704931200
1704934800000,59.33,1.46,40.67,1704934800
1704938400000,59.24,1.45,40.76,1704938400
1704942000000,60.97,1.56,39.03,1704942000
1704945600000,60.94,1.56,39.06,1704945600
1704949200000,60.95,1.56,39.05,1704949200
1704952800000,60.95,1.56,39.05,1704952800
1704956400000,61.5,1.6,38.5,1704956400
1704960000000,61.5,1.6,38.5,1704960000
1704963600000,61.53,1.6,38.47,1704963600
1704967200000,61.41,1.59,38.59,1704967200
1704970800000,60.17,1.51,39.83,1704970800
1704974400000,58.7,1.42,41.3,1704974400
1704978000000,57.11,1.33,42.89,1704978000
1704981600000,56.06,1.28,43.94,1704981600
1704985200000,51.64,1.07,48.36,1704985200
1704988800000,51.64,1.07,48.36,1704988800
1704992400000,61.35,1.59,38.65,1704992400
1704996000000,61.35,1.59,38.65,1704996000
1704999600000,61.94,1.63,38.06,1704999600
1705003200000,61.77,1.62,38.23,1705003200
1705006800000,61.7,1.61,38.3,1705006800
1705010400000,61.7,1.61,38.3,1705010400
1705014000000,62.02,1.63,37.98,1705014000
1705017600000,61.95,1.63,38.05,1705017600
1705021200000,61.66,1.61,38.34,1705021200
1705024800000,61.66,1.61,38.34,1705024800
1705028400000,61.67,1.61,38.33,1705028400
1705032000000,61.67,1.61,38.33,1705032000
1705035600000,61.79,1.62,38.21,1705035600
1705039200000,61.79,1.62,38.21,1705039200
1705042800000,62.43,1.66,37.57,1705042800
1705046400000,62.43,1.66,37.57,1705046400
1705050000000,63.26,1.72,36.74,1705050000
1705053600000,63.08,1.71,36.92,1705053600
1705057200000,63.38,1.73,36.62,1705057200
1705060800000,63.38,1.73,36.62,1705060800
1705064400000,63.93,1.77,36.07,1705064400
1705068000000,63.93,1.77,36.07,1705068000
1705071600000,65.17,1.87,34.83,1705071600
1705075200000,65.17,1.87,34.83,1705075200
1705078800000,69.59,2.29,30.41,1705078800
1705082400000,69.59,2.29,30.41,1705082400
1705086000000,71.68,2.53,28.32,1705086000
1705089600000,71.68,2.53,28.32,1705089600
1705093200000,71.76,2.54,28.24,1705093200
1705096800000,71.76,2.54,28.24,1705096800
1705100400000,71.71,2.54,28.29,1705100400
1705104000000,71.71,2.54,28.29,1705104000
1705107600000,71.69,2.53,28.31,1705107600
1705111200000,71.57,2.52,28.43,1705111200
1705114800000,69.96,2.33,30.04,1705114800
1705118400000,70.07,2.34,29.93,1705118400
1705122000000,69.96,2.33,30.04,1705122000
1705125600000,70.15,2.35,29.85,1705125600
1705129200000,70.15,2.35,29.85,1705129200
1705132800000,70.16,2.35,29.84,1705132800
1705136400000,69.93,2.33,30.07,1705136400
1705140000000,69.56,2.29,30.44,1705140000
1705143600000,69.56,2.29,30.44,1705143600
1705147200000,70.3,2.37,29.7,1705147200
1705150800000,70.3,2.37,29.7,1705150800
1705154400000,70.82,2.43,29.18,1705154400
1705158000000,70.47,2.39,29.53,1705158000
1705161600000,69.78,2.31,30.22,1705161600
1705165200000,69.78,2.31,30.22,1705165200
1705168800000,70.18,2.35,29.82,1705168800
1705172400000,70.18,2.35,29.82,1705172400
1705176000000,70.5,2.39,29.5,1705176000
1705179600000,70.45,2.38,29.55,1705179600
1705183200000,70.22,2.36,29.78,1705183200
1705186800000,70.13,2.35,29.87,1705186800
1705190400000,70.14,2.35,29.86,1705190400
1705194000000,70.05,2.34,29.95,1705194000
1705197600000,70.76,2.42,29.24,1705197600
1705201200000,70.72,2.42,29.28,1705201200
1705204800000,70.75,2.42,29.25,1705204800
1705208400000,70.75,2.42,29.25,1705208400
1705212000000,71.02,2.45,28.98,1705212000
1705215600000,70.88,2.43,29.12,1705215600
1705219200000,70.32,2.37,29.68,1705219200
1705222800000,70.25,2.36,29.75,1705222800
1705226400000,70.19,2.36,29.81,1705226400
1705230000000,70.19,2.36,29.81,1705230000
1705233600000,70.47,2.39,29.53,1705233600
1705237200000,70.47,2.39,29.53,1705237200
1705240800000,70.34,2.37,29.66,1705240800
1705244400000,70.34,2.37,29.66,1705244400
1705248000000,70.31,2.37,29.69,1705248000
1705251600000,70.31,2.37,29.69,1705251600
1705255200000,70.3,2.37,29.7,1705255200
1705258800000,70.3,2.37,29.7,1705258800
1705262400000,70.18,2.35,29.82,1705262400
1705266000000,70.18,2.35,29.82,1705266000
1705269600000,70.77,2.42,29.23,1705269600
1705273200000,70.77,2.42,29.23,1705273200
1705276800000,70.61,2.4,29.39,1705276800
1705280400000,70.61,2.4,29.39,1705280400
1705284000000,70.79,2.42,29.21,1705284000
1705287600000,69.19,2.25,30.81,1705287600
1705291200000,69.04,2.23,30.96,1705291200
1705294800000,69.04,2.23,30.96,1705294800
1705298400000,69.23,2.25,30.77,1705298400
1705302000000,69.08,2.23,30.92,1705302000
1705305600000,68.8,2.21,31.2,1705305600
1705309200000,68.8,2.21,31.2,1705309200
1705312800000,68.76,2.2,31.24,1705312800
1705316400000,68.76,2.2,31.24,1705316400
1705320000000,68.8,2.21,31.2,1705320000
1705323600000,68.66,2.19,31.34,1705323600
1705327200000,69.08,2.23,30.92,1705327200
1705330800000,68.92,2.22,31.08,1705330800
1705334400000,68.92,2.22,31.08,1705334400
1705338000000,69.12,2.24,30.88,1705338000
1705341600000,68.84,2.21,31.16,1705341600
1705345200000,68.11,2.14,31.89,1705345200
1705348800000,67.99,2.12,32.01,1705348800
1705352400000,67.96,2.12,32.04,1705352400
1705356000000,67.96,2.12,32.04,1705356000
1705359600000,68.36,2.16,31.64,1705359600
1705363200000,68.36,2.16,31.64,1705363200
1705366800000,68.76,2.2,31.24,1705366800
1705370400000,69.74,2.31,30.26,1705370400
1705374000000,69.94,2.33,30.06,1705374000
1705377600000,69.92,2.32,30.08,1705377600
1705381200000,69.81,2.31,30.19,1705381200
1705384800000,69.78,2.31,30.22,1705384800
1705388400000,69.78,2.31,30.22,1705388400
1705392000000,70.01,2.33,29.99,1705392000
1705395600000,69.67,2.3,30.33,1705395600
1705399200000,69.23,2.25,30.77,1705399200
1705402800000,68.83,2.21,31.17,1705402800
1705406400000,68.89,2.21,31.11,1705406400
1705410000000,68.19,2.14,31.81,1705410000
1705413600000,68.43,2.17,31.57,1705413600
1705417200000,68.43,2.17,31.57,1705417200
1705420800000,67.28,2.06,32.72,1705420800
1705424400000,67.06,2.04,32.94,1705424400
1705428000000,66.94,2.03,33.06,1705428000
1705431600000,66.94,2.03,33.06,1705431600
1705435200000,66.88,2.02,33.12,1705435200
1705438800000,66.5,1.99,33.5,1705438800
1705442400000,65.88,1.93,34.12,1705442400
1705446000000,65.88,1.93,34.12,1705446000
1705449600000,66.06,1.95,33.94,1705449600
1705453200000,66.06,1.95,33.94,1705453200
1705456800000,66.89,2.02,33.11,1705456800
1705460400000,66.89,2.02,33.11,1705460400
1705464000000,67.18,2.05,32.82,1705464000
1705467600000,67.12,2.04,32.88,1705467600
1705471200000,67.67,2.09,32.33,1705471200
1705474800000,67.67,2.09,32.33,1705474800
1705478400000,68.11,2.14,31.89,1705478400
1705482000000,68.11,2.14,31.89,1705482000
1705485600000,68.83,2.21,31.17,1705485600
1705489200000,68.83,2.21,31.17,1705489200
1705492800000,69.23,2.25,30.77,1705492800
1705496400000,69.23,2.25,30.77,1705496400
1705500000000,69.76,2.31,30.24,1705500000
1705503600000,69.66,2.3,30.34,1705503600
1705507200000,69.84,2.32,30.16,1705507200
1705510800000,69.84,2.32,30.16,1705510800
1705514400000,70.51,2.39,29.49,1705514400
1705518000000,70.2,2.36,29.8,1705518000
1705521600000,69.75,2.31,30.25,1705521600
1705525200000,69.75,2.31,30.25,1705525200
1705528800000,69.61,2.29,30.39,1705528800
1705532400000,69.61,2.29,30.39,1705532400
1705536000000,69.37,2.27,30.63,1705536000
1705539600000,69.37,2.27,30.63,1705539600
1705543200000,69.28,2.26,30.72,1705543200
1705546800000,69.21,2.25,30.79,1705546800
1705550400000,69.34,2.26,30.66,1705550400
1705554000000,68.76,2.2,31.24,1705554000
1705557600000,68.6,2.19,31.4,1705557600
1705561200000,68.21,2.15,31.79,1705561200
1705564800000,67.97,2.12,32.03,1705564800
1705568400000,67.97,2.12,32.03,1705568400
1705572000000,67.8,2.11,32.2,1705572000
1705575600000,67.8,2.11,32.2,1705575600
1705579200000,69.92,2.32,30.08,1705579200
1705582800000,69.92,2.32,30.08,1705582800
1705586400000,69.79,2.31,30.21,1705586400
1705590000000,69.79,2.31,30.21,1705590000
1705593600000,69.32,2.26,30.68,1705593600
1705597200000,69.32,2.26,30.68,1705597200
1705600800000,70.9,2.44,29.1,1705600800
1705604400000,70.9,2.44,29.1,1705604400
1705608000000,71.22,2.48,28.78,1705608000
1705611600000,71.22,2.48,28.78,1705611600
1705615200000,72.19,2.6,27.81,1705615200
1705618800000,72.19,2.6,27.81,1705618800
1705622400000,72.82,2.68,27.18,1705622400
1705626000000,72.67,2.66,27.33,1705626000
1705629600000,72.55,2.64,27.45,1705629600
1705633200000,71.01,2.45,28.99,1705633200
1705636800000,71.32,2.49,28.68,1705636800
1705640400000,71.32,2.49,28.68,1705640400
1705644000000,71.47,2.51,28.53,1705644000
1705647600000,71.03,2.45,28.97,1705647600
1705651200000,70.83,2.43,29.17,1705651200
1705654800000,70.83,2.43,29.17,1705654800
1705658400000,71.1,2.46,28.9,1705658400
1705662000000,70.92,2.44,29.08,1705662000
1705665600000,70.56,2.4,29.44,1705665600
1705669200000,70.23,2.36,29.77,1705669200
1705672800000,70.2,2.36,29.8,1705672800
1705676400000,70.2,2.36,29.8,1705676400
1705680000000,70.21,2.36,29.79,1705680000
1705683600000,70.21,2.36,29.79,1705683600
1705687200000,70.53,2.39,29.47,1705687200
1705690800000,69.72,2.3,30.28,1705690800
1705694400000,69.17,2.24,30.83,1705694400
1705698000000,69.06,2.23,30.94,1705698000
1705701600000,68.88,2.21,31.12,1705701600
1705705200000,68.43,2.17,31.57,1705705200
1705708800000,68.52,2.18,31.48,1705708800
1705712400000,68.61,2.19,31.39,1705712400
1705716000000,68.61,2.19,31.39,1705716000
1705719600000,69.76,2.31,30.24,1705719600
1705723200000,69.64,2.29,30.36,1705723200
1705726800000,69.62,2.29,30.38,1705726800
1705730400000,69.59,2.29,30.41,1705730400
1705734000000,69.74,2.31,30.26,1705734000
1705737600000,69.43,2.27,30.57,1705737600
1705741200000,69.93,2.33,30.07,1705741200
1705744800000,69.79,2.31,30.21,1705744800
1705748400000,69.83,2.32,30.17,1705748400
1705752000000,69.75,2.31,30.25,1705752000
1705755600000,69.29,2.26,30.71,1705755600
1705759200000,69.11,2.24,30.89,1705759200
1705762800000,69.43,2.27,30.57,1705762800
1705766400000,69.05,2.23,30.95,1705766400
1705770000000,69.06,2.23,30.94,1705770000
1705773600000,69.06,2.23,30.94,1705773600
1705777200000,69.3,2.26,30.7,1705777200
1705780800000,69.28,2.26,30.72,1705780800
1705784400000,68.67,2.19,31.33,1705784400
1705788000000,68.67,2.19,31.33,1705788000
1705791600000,68.77,2.2,31.23,1705791600
1705795200000,68.77,2.2,31.23,1705795200
1705798800000,68.78,2.2,31.22,1705798800
1705802400000,68.72,2.2,31.28,1705802400
1705806000000,68.62,2.19,31.38,1705806000
1705809600000,68.62,2.19,31.38,1705809600
1705813200000,68.65,2.19,31.35,1705813200
1705816800000,68.65,2.19,31.35,1705816800
1705820400000,68.82,2.21,31.18,1705820400
1705824000000,68.82,2.21,31.18,1705824000
1705827600000,68.94,2.22,31.06,1705827600
1705831200000,68.75,2.2,31.25,1705831200
1705834800000,68.7,2.2,31.3,1705834800
1705838400000,68.61,2.19,31.39,1705838400
1705842000000,68.47,2.17,31.53,1705842000
1705845600000,68.47,2.17,31.53,1705845600
1705849200000,68.51,2.18,31.49,1705849200
1705852800000,68.51,2.18,31.49,1705852800
1705856400000,69.21,2.25,30.79,1705856400
1705860000000,69.15,2.24,30.85,1705860000
1705863600000,68.74,2.2,31.26,1705863600
1705867200000,68.74,2.2,31.26,1705867200
1705870800000,69.06,2.23,30.94,1705870800
1705874400000,68.84,2.21,31.16,1705874400
1705878000000,68.84,2.21,31.16,1705878000
1705881600000,69.04,2.23,30.96,1705881600
1705885200000,68.65,2.19,31.35,1705885200
1705888800000,69.0,2.23,31.0,1705888800
1705892400000,68.6,2.19,31.4,1705892400
1705896000000,68.97,2.22,31.03,1705896000
1705899600000,68.97,2.22,31.03,1705899600
1705903200000,70.97,2.45,29.03,1705903200
1705906800000,70.69,2.41,29.31,1705906800
1705910400000,70.83,2.43,29.17,1705910400
1705914000000,70.76,2.42,29.24,1705914000
1705917600000,70.88,2.43,29.12,1705917600
1705921200000,70.88,2.43,29.12,1705921200
1705924800000,70.66,2.41,29.34,1705924800
1705928400000,70.56,2.4,29.44,1705928400
1705932000000,70.61,2.4,29.39,1705932000
1705935600000,70.61,2.4,29.39,1705935600
1705939200000,70.88,2.43,29.12,1705939200
1705942800000,70.88,2.43,29.12,1705942800
1705946400000,71.11,2.46,28.89,1705946400
1705950000000,71.11,2.46,28.89,1705950000
1705953600000,71.6,2.52,28.4,1705953600
1705957200000,71.3,2.48,28.7,1705957200
1705960800000,71.65,2.53,28.35,1705960800
1705964400000,71.65,2.53,28.35,1705964400
1705968000000,71.99,2.57,28.01,1705968000
1705971600000,71.99,2.57,28.01,1705971600
1705975200000,72.09,2.58,27.91,1705975200
1705978800000,69.55,2.28,30.45,1705978800
1705982400000,69.22,2.25,30.78,1705982400
1705986000000,69.06,2.23,30.94,1705986000
1705989600000,68.87,2.21,31.13,1705989600
1705993200000,68.54,2.18,31.46,1705993200
1705996800000,68.93,2.22,31.07,1705996800
1706000400000,68.93,2.22,31.07,1706000400
1706004000000,69.18,2.25,30.82,1706004000
1706007600000,69.18,2.25,30.82,1706007600
1706011200000,69.17,2.24,30.83,1706011200
1706014800000,69.17,2.24,30.83,1706014800
1706018400000,69.03,2.23,30.97,1706018400
1706022000000,69.02,2.23,30.98,1706022000
1706025600000,68.56,2.18,31.44,1706025600
1706029200000,68.51,2.18,31.49,1706029200
1706032800000,68.35,2.16,31.65,1706032800
1706036400000,67.93,2.12,32.07,1706036400
1706040000000,68.05,2.13,31.95,1706040000
1706043600000,68.05,2.13,31.95,1706043600
1706047200000,68.29,2.15,31.71,1706047200
1706050800000,67.98,2.12,32.02,1706050800
1706054400000,68.27,2.15,31.73,1706054400
1706058000000,68.26,2.15,31.74,1706058000
1706061600000,67.66,2.09,32.34,1706061600
1706065200000,67.66,2.09,32.34,1706065200
1706068800000,68.66,2.19,31.34,1706068800
1706072400000,68.66,2.19,31.34,1706072400
1706076000000,69.08,2.23,30.92,1706076000
1706079600000,69.01,2.23,30.99,1706079600
1706083200000,68.1,2.14,31.9,1706083200
1706086800000,68.09,2.13,31.91,1706086800
1706090400000,68.09,2.13,31.91,1706090400
1706094000000,68.0,2.13,32.0,1706094000
1706097600000,67.74,2.1,32.26,1706097600
1706101200000,67.48,2.08,32.52,1706101200
1706104800000,67.13,2.04,32.87,1706104800
1706108400000,67.13,2.04,32.87,1706108400
1706112000000,67.59,2.09,32.41,1706112000
1706115600000,67.48,2.08,32.52,1706115600
1706119200000,67.05,2.04,32.95,1706119200
1706122800000,67.05,2.04,32.95,1706122800
1706126400000,67.43,2.07,32.57,1706126400
1706130000000,67.43,2.07,32.57,1706130000
1706133600000,67.69,2.1,32.31,1706133600
1706137200000,67.69,2.1,32.31,1706137200
1706140800000,67.63,2.09,32.37,1706140800
1706144400000,67.46,2.07,32.54,1706144400
1706148000000,67.31,2.06,32.69,1706148000
1706151600000,67.28,2.06,32.72,1706151600
1706155200000,67.32,2.06,32.68,1706155200
1706158800000,67.28,2.06,32.72,1706158800
1706162400000,67.43,2.07,32.57,1706162400
1706166000000,67.32,2.06,32.68,1706166000
1706169600000,67.22,2.05,32.78,1706169600
1706173200000,66.98,2.03,33.02,1706173200
1706176800000,66.65,2.0,33.35,1706176800
1706180400000,66.65,2.0,33.35,1706180400
1706184000000,66.26,1.96,33.74,1706184000
1706187600000,66.26,1.96,33.74,1706187600
1706191200000,67.36,2.06,32.64,1706191200
1706194800000,67.11,2.04,32.89,1706194800
1706198400000,67.45,2.07,32.55,1706198400
1706202000000,67.45,2.07,32.55,1706202000
1706205600000,68.15,2.14,31.85,1706205600
1706209200000,68.05,2.13,31.95,1706209200
1706212800000,67.86,2.11,32.14,1706212800
1706216400000,67.86,2.11,32.14,1706216400
1706220000000,68.02,2.13,31.98,1706220000
1706223600000,67.92,2.12,32.08,1706223600
1706227200000,67.83,2.11,32.17,1706227200
1706230800000,67.81,2.11,32.19,1706230800
1706234400000,67.28,2.06,32.72,1706234400
1706238000000,65.79,1.92,34.21,1706238000
1706241600000,65.66,1.91,34.34,1706241600
1706245200000,65.46,1.9,34.54,1706245200
1706248800000,65.29,1.88,34.71,1706248800
