start_time,active_addresses,exchange_inflow,exchange_outflow,price,transaction_count,exchange_whale_ratio,reserve_usd
2024-01-01 00:00:00,0.2676681305582453,-0.7487768455993905,-0.2887654548502211,-1.6023129279423842,0.6413105417174614,0.51120859,-1.7336548979434878
2024-01-01 01:00:00,5.30140380149627,-0.6465159497581127,-0.9198293917595556,-1.5928430497717097,2.2875749058968493,0.95471639,-1.7233928682281323
2024-01-01 02:00:00,0.7346169509581001,-0.7373624232166253,-0.6552360977664169,-1.595065215935377,0.5683747787474884,0.75172291,-1.7295509171239976
2024-01-01 03:00:00,-0.07740841706862689,-0.0790376627272426,-0.4107745038069727,-1.612221625740574,0.05782443795767825,0.98824953,-1.7395188877122938
2024-01-01 04:00:00,0.5894657047340983,-0.5757421206882026,-0.4799426753306438,-1.6074637530241571,0.5996329628774768,0.93615114,-1.7425656270256067
2024-01-01 05:00:00,-0.31430620571723356,-0.7262425801422614,0.1673194153231838,-1.6188265114913631,-0.38499983721715714,0.86668355,-1.7471360512861134
2024-01-01 06:00:00,0.5360610009347014,-0.5460851046129541,-0.21183815081415994,-1.6076896664049363,0.4902293184225175,0.96242704,-1.7413838545581657
2024-01-01 07:00:00,1.695901619347244,-0.6778859790943483,0.07570899824992369,-1.6011333862603148,0.8861663174023703,0.90847442,-1.7382432211051528
2024-01-01 08:00:00,1.508300480359619,-0.5118539616096113,-0.3324486788444551,-1.5971949629887257,1.6155239471020992,0.95718797,-1.7321104561768275
2024-01-01 09:00:00,0.6784735443997597,-0.7437355851747778,-1.0544478827267343,-1.590369640545175,1.4436039343871632,0.56530697,-1.722895061516847
2024-01-01 10:00:00,0.4744401888584742,-0.6879188809450046,-0.537572878039806,-1.5875347699093938,1.6259433418120954,0.91050908,-1.7225803626786382
2024-01-01 11:00:00,0.20878602124096154,-0.743378352653591,0.3965670152627001,-1.5875963826496065,1.7040888021370664,0.66665776,-1.7251541479773091
2024-01-01 12:00:00,0.931803549602027,-0.5779092483993136,-0.234879152219554,-1.5904593213114848,1.8499603280770123,0.96457529,-1.7225106350399693
2024-01-01 13:00:00,0.4278822419564359,-0.7461731071036385,-0.32590103184152314,-1.5858616417196207,1.6103142497471012,0.54808726,-1.723708416935736
2024-01-01 14:00:00,3.502076088870436,-0.5358247688696802,-0.5474912199411331,-1.5929334151240215,2.245897327056865,0.95115832,-1.7279708194322625
2024-01-01 15:00:00,0.2868390498708493,-0.7453158471380331,-0.5718225747266759,-1.581240001617674,1.500910605292142,0.56761838,-1.716406039404139
2024-01-01 16:00:00,0.3607840243623219,-0.6578621927852932,-0.13183857770358684,-1.5852037545713507,1.2300063428322425,0.92316147,-1.7194033613502324
2024-01-01 17:00:00,1.037243605821349,-0.7288826329295588,-0.22359706424183123,-1.5792102041206706,1.745766380977051,0.72390847,-1.7175403137705736
2024-01-01 18:00:00,2.3614063897704973,-0.5803831882664968,0.7124406224996304,-1.5587821578101853,2.4699143133217816,0.86623247,-1.695954665427009
2024-01-01 19:00:00,0.46759343196111564,-0.744104906449335,0.530567495050057,-1.5309270379600735,1.5373784867771283,0.51120859,-1.672123182237714
2024-01-01 20:00:00,1.3864282075866363,-0.5420672094901503,0.15641861273037147,-1.5192979755379483,2.0322997355019443,0.9383471,-1.6616139791718876
2024-01-01 21:00:00,-0.10205674189911776,-0.612556968023671,-0.2111451320497974,-1.5239976584441641,-0.1505634562422443,0.95028193,-1.6567450739875045
2024-01-01 22:00:00,2.540791420481292,-0.5910962683000603,-0.24190386212210496,-1.530109642273253,3.4493374160614176,0.8725529,-1.674536878026945
2024-01-01 23:00:00,1.4521570738012788,-0.749273725720943,0.2973322345024751,-1.4856375663878056,0.8288596464973916,0.51120859,-1.6358142360502765
2024-01-02 00:00:00,-0.12122766121172178,-0.7454498169173887,0.5894652432916385,-1.425637026210779,-0.07241799591727334,0.56477101,-1.599760447290295
2024-01-02 01:00:00,1.9259526510984921,-0.6141042601999209,1.4324278807428128,-1.4393314846020306,3.3086755874764697,0.79595506,-1.5956300451364172
2024-01-02 02:00:00,2.093013519394041,-0.14783097884426472,0.15224472357312058,-1.4035276366784923,0.8392790412073877,0.94264104,-1.5612044232779516
2024-01-02 03:00:00,0.42651289057696423,-0.7078862960471562,2.7974930499974175,-1.4019243362609604,0.35998688454756594,0.65983793,-1.5550766380520378
2024-01-02 04:00:00,2.324433902524761,-0.6844363770413794,0.20812229066817606,-1.4171618515015358,1.3967166581921806,0.80860151,-1.5657006925897745
2024-01-02 05:00:00,0.523736838519456,-0.3284657503101887,1.1244930447627643,-1.4171837582536113,1.7926536571720335,0.91274952,-1.570706531735556
2024-01-02 06:00:00,1.5603358327795442,-0.3897841594520134,-0.005068123402410991,-1.417918319034146,1.2456354348972367,0.94861129,-1.5685528584847168
2024-01-02 07:00:00,0.15675066882103636,-0.7381154423321178,0.4288477377848429,-1.3982857616584057,0.9330535935973528,0.51120859,-1.5547234646433983
2024-01-02 08:00:00,0.29642450952715127,-0.7152770873427937,1.562643646772369,-1.3774900926646516,2.0114609460819524,0.74062121,-1.548297026997079
2024-01-02 09:00:00,0.8701827375257999,-0.6307215536125339,1.380257494324763,-1.3833652097369231,2.7199797863616886,0.87786956,-1.54498069117377
2024-01-02 10:00:00,1.086540255482331,-0.5764465319931952,-0.6032872691810675,-1.3894231112718258,2.433446431836795,0.79716889,-1.5504376564592468
2024-01-02 11:00:00,0.5976818130109286,0.17094021033705106,0.6780222362644877,-1.3997603599074937,3.313885284831468,0.58686784,-1.5517907187216848
