start_time,active_addresses,exchange_inflow,exchange_outflow,price,transaction_count,exchange_whale_ratio,reserve_usd,SSR_v,open_interest,high_open_interest,low_open_interest,open_value_of_open_interest,funding_rate,high_funding_rate,low_funding_rate,open_funding_rate,long_account,long_short_ratio,short_account
2024-01-01 00:00:00,0.2676681305582453,-0.7487768455993905,-0.2887654548502211,-1.6023129279423842,0.6413105417174614,0.51120859,-1.7336548979434878,-1.459253736631705,-1.1375135655169517,-1.1284576157633432,-1.099448007992902,-1.0915456326412163,2.11904093874171,2.078833739093392,2.2346871527856007,2.181136041548839,0.2942816427350172,0.0640383817674889,-0.2942816427350172
2024-01-01 01:00:00,5.30140380149627,-0.6465159497581127,-0.9198293917595556,-1.5928430497717097,2.2875749058968493,0.95471639,-1.7233928682281323,-1.432186792290274,-1.1127942381441034,-1.130482078917498,-1.126787035663303,-1.1372506606738697,2.0285966293638933,2.013621218743432,2.1411006190806248,2.1182128463296834,0.2427452019650439,0.0139124554223076,-0.2427452019650439
2024-01-01 02:00:00,0.7346169509581001,-0.7373624232166253,-0.6552360977664169,-1.595065215935377,0.5683747787474884,0.75172291,-1.7295509171239976,-1.4513598589379402,-1.134443845124246,-1.1506896866266758,-1.1019584475354507,-1.1125304572458188,1.973173678137852,1.9260043969235472,2.068539005276492,2.027791719341528,0.2180077103954566,-0.0195048288078132,-0.2180077103954566
2024-01-01 03:00:00,-0.0774084170686268,-0.0790376627272426,-0.4107745038069727,-1.612221625740574,0.0578244379576782,0.98824953,-1.7395188877122938,-1.4618839923547189,-1.1708951072669047,-1.165838357880406,-1.1547874077140814,-1.134180831489995,1.8578675083739855,1.8819159322452303,1.9614486612286977,1.972382973945132,0.2252228121032529,-0.0027961866927527,-0.2252228121032529
2024-01-01 04:00:00,0.5894657047340983,-0.5757421206882026,-0.4799426753306438,-1.6074637530241571,0.5996329628774768,0.93615114,-1.7425656270256067,-1.475364663965604,-1.1379478620283303,-1.1728714050779796,-1.1512360180481591,-1.170633385468688,1.7746917827635178,1.7606126428580655,1.878289120320075,1.857106359081692,0.2582061341960358,0.030621097537368,-0.2582061341960358
2024-01-01 05:00:00,-0.3143062057172335,-0.7262425801422614,0.1673194153231838,-1.6188265114913631,-0.3849998372171571,0.86668355,-1.7471360512861134,-1.4790767805818898,-1.147720274654653,-1.1713489850908023,-1.1116458081565246,-1.1376849725767562,1.6645066606539212,1.682357618438114,1.7564984257725031,1.7739519528012595,0.2911894562888187,0.0640383817674889,-0.2911894562888187
2024-01-01 06:00:00,0.5360610009347014,-0.5460851046129541,-0.2118381508141599,-1.6076896664049365,0.4902293184225175,0.96242704,-1.7413838545581657,-1.467836718521245,-1.1654938223267677,-1.174947701597455,-1.128158657976864,-1.147457731538268,1.5112882187399013,1.5733766948594077,1.605819833149788,1.6637950729818984,0.2932509139196179,0.0640383817674889,-0.2932509139196179
2024-01-01 07:00:00,1.695901619347244,-0.6778859790943483,0.0757089982499236,-1.6011333862603148,0.8861663174023703,0.90847442,-1.7382432211051528,-1.460552414923149,-1.1405788391877,-1.1729262003498908,-1.132719858232555,-1.1652319091065229,1.332381941011725,1.4248681822587628,1.420697977437479,1.5106159035179436,0.321080591935403,0.0807470238825494,-0.321080591935403
2024-01-01 08:00:00,1.508300480359619,-0.5118539616096113,-0.3324486788444551,-1.5971949629887257,1.6155239471020992,0.95718797,-1.7321104561768277,-1.4508015098082765,-1.119290898926928,-1.1561588471448123,-1.1091264716043747,-1.1403160429781949,1.4177052027352737,1.3342107766679594,1.420697977437479,1.3317554824619189,0.2994352868120142,0.0640383817674889,-0.2994352868120142
2024-01-01 09:00:00,0.6784735443997597,-0.7437355851747778,-1.0544478827267345,-1.590369640545175,1.4436039343871632,0.56530697,-1.722895061516847,-1.434206753913422,-1.076440803884552,-1.1142241736458722,-1.0805196200657607,-1.1190273482708906,1.5991720042905846,1.5100045278444776,1.50898554759021,1.417056874405997,0.2437759307804432,0.0139124554223076,-0.2437759307804432
