start_time,open_interest,high_open_interest,low_open_interest,open_value_of_open_interest,funding_rate,high_funding_rate,low_funding_rate,open_funding_rate,long_account,long_short_ratio,short_account
2024-01-01 00:46:40,-1.1375135655169517,-1.1284576157633432,-1.0994480079929019,-1.0915456326412163,2.1190409387417106,2.078833739093392,2.2346871527856007,2.181136041548839,0.2942816427350172,0.06403838176748898,-0.2942816427350172
2024-01-01 00:46:40,-1.1127942381441034,-1.1304820789174979,-1.126787035663303,-1.1372506606738697,2.0285966293638933,2.013621218743432,2.1411006190806248,2.1182128463296834,0.24274520196504398,0.01391245542230766,-0.24274520196504398
2024-01-01 00:46:40,-1.134443845124246,-1.1506896866266758,-1.1019584475354507,-1.1125304572458188,1.9731736781378517,1.9260043969235472,2.068539005276492,2.0277917193415274,0.21800771039545666,-0.019504828807813217,-0.21800771039545666
2024-01-01 03:33:20,-1.1708951072669047,-1.1658383578804061,-1.1547874077140814,-1.134180831489995,1.8578675083739857,1.8819159322452303,1.9614486612286977,1.972382973945132,0.22522281210325293,-0.00279618669275278,-0.22522281210325293
2024-01-01 03:33:20,-1.1379478620283305,-1.1728714050779796,-1.1512360180481593,-1.1706333854686881,1.7746917827635178,1.7606126428580657,1.878289120320075,1.857106359081692,0.25820613419603583,0.030621097537368098,-0.25820613419603583
2024-01-01 06:20:00,-1.147720274654653,-1.1713489850908025,-1.1116458081565246,-1.1376849725767562,1.6645066606539212,1.682357618438114,1.7564984257725031,1.7739519528012595,0.2911894562888187,0.06403838176748898,-0.2911894562888187
2024-01-01 06:20:00,-1.1654938223267675,-1.174947701597455,-1.1281586579768639,-1.147457731538268,1.5112882187399013,1.5733766948594075,1.605819833149788,1.6637950729818984,0.29325091391961794,0.06403838176748898,-0.29325091391961794
2024-01-01 06:20:00,-1.1405788391877,-1.1729262003498908,-1.132719858232555,-1.1652319091065229,1.332381941011725,1.4248681822587628,1.420697977437479,1.5106159035179436,0.32108059193540306,0.08074702388254941,-0.32108059193540306
2024-01-01 09:06:40,-1.1192908989269281,-1.1561588471448123,-1.1091264716043747,-1.1403160429781949,1.4177052027352735,1.3342107766679594,1.420697977437479,1.3317554824619189,0.29943528681201426,0.06403838176748898,-0.29943528681201426
2024-01-01 09:06:40,-1.076440803884552,-1.1142241736458722,-1.0805196200657607,-1.1190273482708906,1.5991720042905846,1.5100045278444776,1.5089855475902099,1.417056874405997,0.24377593078044327,0.01391245542230766,-0.24377593078044327
2024-01-01 09:06:40,-0.9662762318192941,-1.0042989343771802,-1.037894047065091,-1.0761757346172622,1.7532990191755224,1.659313194069048,1.6967568850786419,1.598477162984061,0.14173377805589682,-0.08633939726805498,-0.14173377805589682
2024-01-01 11:53:20,-0.889346459679325,-0.9123909728944769,-0.9274436042025024,-0.966007258309585,1.8904109402414377,1.7921386956407457,1.8562385945704092,1.7525646725364807,0.048968184669944466,-0.1698826078433568,-0.048968184669944466
2024-01-01 11:53:20,-0.897854521028497,-0.889331049139287,-0.8600532049761233,-0.8890747597715183,2.038343139415567,1.9354462096858727,1.9972593987833875,1.8896414495230924,-0.07265781554719228,-0.2868431026487799,0.07265781554719228
