start_time,open_interest,high open interest,low open interest,open value of open interest,funding_rate,high funding rate,low funding rate,open funding rate,long_short_ratio,longShortRatio,shortAccount,active_address,exchange_inflow_x,exchange_outflow_x,price_x,transaction_count_x,active_addresses,exchange_inflow_y,exchange_outflow_y,price_y,transaction_count_y
1711710000000.0,82412.8,82760.47,82350.41,82717.65,0.02919,0.030842,0.02919,0.030735,57.11,1.33,42.89,356,0.3022786,8.31213019,70142.78,265,40559,0.6514833356063618,0.9501222263226364,70174.12348706495,18750
1711710000000.0,82660.35,82683.66,82294.98,82412.8,0.028928,0.02919,0.028594,0.02919,57.09,1.33,42.91,356,0.3022786,8.31213019,70142.78,265,40559,0.6514833356063618,0.9501222263226364,70174.12348706495,18750
1711800000000.0,80664.8,80840.4,80663.81,80749.55,0.037186,0.037305,0.037054,0.037165,58.13,1.39,41.87,1219,3.49743539,8.02502906,70218.89,235,53387,0.2371894438401048,0.3725181236074074,70220.07476645263,20478
1711800000000.0,80948.82,80948.82,80635.49,80664.8,0.037111,0.037285,0.036948,0.037186,58.19,1.39,41.81,1219,3.49743539,8.02502906,70218.89,235,53387,0.2371894438401048,0.3725181236074074,70220.07476645263,20478
1711800000000.0,81060.61,81060.61,80944.67,80948.82,0.035963,0.037132,0.035898,0.037111,57.78,1.37,42.22,1219,3.49743539,8.02502906,70218.89,235,53387,0.2371894438401048,0.3725181236074074,70220.07476645263,20478
1711890000000.0,82470.32,82483.17,81927.84,81927.84,0.048992,0.048992,0.045587,0.045611,56.12,1.28,43.88,669,0.09256615,5.67445203,70585.99,105,26097,0.3096575355349795,0.3489712392655367,70604.29092473736,6468
1711890000000.0,82459.05,82555.14,82412.38,82470.32,0.047243,0.049121,0.047243,0.048992,55.62,1.25,44.38,669,0.09256615,5.67445203,70585.99,105,26097,0.3096575355349795,0.3489712392655367,70604.29092473736,6468
1711890000000.0,82586.38,82586.38,82268.27,82459.05,0.043107,0.047243,0.043107,0.047243,54.99,1.22,45.01,669,0.09256615,5.67445203,70585.99,105,26097,0.3096575355349795,0.3489712392655367,70604.29092473736,6468
1711980000000.0,83754.6,83963.71,83721.5,83732.29,0.032067,0.033137,0.032053,0.033114,61.01,1.57,38.99,104,2.07795716,20.43499063,68906.07,149,23784,13.096393826791948,1.0576743743040136,68970.125692856,6044
1711980000000.0,84290.03,84503.7,83353.92,83754.6,0.029862,0.032067,0.029726,0.032067,60.69,1.54,39.31,104,2.07795716,20.43499063,68906.07,149,23784,13.096393826791948,1.0576743743040136,68970.125692856,6044
1711980000000.0,84597.69,84644.31,84073.7,84290.03,0.027559,0.029862,0.027559,0.029862,61.73,1.61,38.27,104,2.07795716,20.43499063,68906.07,149,23784,13.096393826791948,1.0576743743040136,68970.125692856,6044
1712070000000.0,78929.69,81062.37,78880.69,80806.96,0.02025,0.02325,0.02025,0.023059,67.62,2.09,32.38,384,2.01592297,39.85175211,64890.0,186,30962,2.5912598316805218,1.1356924952251606,65064.55617680299,9252
1712070000000.0,79802.78,79802.78,78868.69,78929.69,0.016456,0.02025,0.016456,0.02025,68.34,2.16,31.66,384,2.01592297,39.85175211,64890.0,186,30962,2.5912598316805218,1.1356924952251606,65064.55617680299,9252
1712070000000.0,80054.1,80545.51,79777.99,79802.78,0.013134,0.016468,0.013134,0.016456,68.96,2.22,31.04,384,2.01592297,39.85175211,64890.0,186,30962,2.5912598316805218,1.1356924952251606,65064.55617680299,9252
1712160000000.0,79199.86,79199.86,78645.18,78912.91,0.01,0.01,0.01,0.01,66.61,2.0,33.39,26,0.0155193,12.39282724,66194.5,23,8491,1.0871635329661016,1.6992763048031498,66287.07556499196,4362
1712160000000.0,79197.76,79391.12,78949.95,79199.86,0.01,0.01,0.01,0.01,68.12,2.14,31.88,26,0.0155193,12.39282724,66194.5,23,8491,1.0871635329661016,1.6992763048031498,66287.07556499196,4362
1712160000000.0,79370.44,79370.44,78929.76,79197.76,0.01,0.01,0.01,0.01,68.19,2.14,31.81,26,0.0155193,12.39282724,66194.5,23,8491,1.0871635329661016,1.6992763048031498,66287.07556499196,4362
1712250000000.0,81059.22,81108.88,80429.4,80646.92,0.01,0.01,0.01,0.01,61.92,1.63,38.08,1343,0.55058952,15.31237487,68849.18,448,99157,0.4637608529740646,1.8026965780356177,68863.08149261546,24551
1712250000000.0,81999.62,82055.71,80693.66,81059.22,0.01,0.01,0.01,0.01,61.44,1.59,38.56,1343,0.55058952,15.31237487,68849.18,448,99157,0.4637608529740646,1.8026965780356177,68863.08149261546,24551
1712250000000.0,81966.98,82458.95,81675.71,81999.62,0.01,0.01,0.01,0.01,60.87,1.56,39.13,1343,0.55058952,15.31237487,68849.18,448,99157,0.4637608529740646,1.8026965780356177,68863.08149261546,24551
1712340000000.0,75750.42,76100.1,75750.42,76043.62,0.01,0.01,0.01,0.01,61.32,1.59,38.68,203,0.05657346,8.63636361,67629.02,153,43204,0.5550195474388824,1.183727191914894,67566.63407340927,9847
1712340000000.0,75677.15,75774.4,75596.04,75750.42,0.01,0.01,0.01,0.01,61.28,1.58,38.72,203,0.05657346,8.63636361,67629.02,153,43204,0.5550195474388824,1.183727191914894,67566.63407340927,9847
1712340000000.0,75271.52,75677.15,75032.24,75677.15,0.01,0.01,0.01,0.01,61.63,1.61,38.37,203,0.05657346,8.63636361,67629.02,153,43204,0.5550195474388824,1.183727191914894,67566.63407340927,9847
1712430000000.0,75792.51,75792.51,75642.98,75642.98,0.01,0.01,0.01,0.01,60.2,1.51,39.8,189,0.08625378,10.37846056,68259.98,218,74069,0.5150515747588217,0.883984294568158,68313.81186715256,38023
1712430000000.0,76511.6,76587.82,75792.51,75792.51,0.01,0.01,0.01,0.01,59.92,1.5,40.08,189,0.08625378,10.37846056,68259.98,218,74069,0.5150515747588217,0.883984294568158,68313.81186715256,38023
1712430000000.0,76425.33,76523.18,76425.33,76511.6,0.01,0.01,0.01,0.01,59.39,1.46,40.61,189,0.08625378,10.37846056,68259.98,218,74069,0.5150515747588217,0.883984294568158,68313.81186715256,38023
1712520000000.0,80394.44,80894.27,80214.66,80863.22,0.01,0.01,0.01,0.01,53.84,1.17,46.16,373,0.32651279,5.429955,69309.69,189,52117,0.5777281731258024,0.8836882302044791,69349.2115210647,25530
1712520000000.0,80282.87,80478.12,80280.26,80394.44,0.01,0.01,0.01,0.01,54.15,1.18,45.85,373,0.32651279,5.429955,69309.69,189,52117,0.5777281731258024,0.8836882302044791,69349.2115210647,25530
1712520000000.0,80138.81,80282.87,80046.25,80282.87,0.01,0.01,0.01,0.01,54.24,1.19,45.76,373,0.32651279,5.429955,69309.69,189,52117,0.5777281731258024,0.8836882302044791,69349.2115210647,25530
1712610000000.0,80358.67,80542.21,80358.67,80542.21,0.020499,0.021513,0.020446,0.021513,50.5,1.02,49.5,157,0.04785009,5.98266533,71692.01,177,38355,0.2931250293654667,0.2910687244435798,71653.79319391851,10014
1712610000000.0,80299.33,80378.82,80299.33,80358.67,0.02092,0.02092,0.020385,0.020499,50.84,1.03,49.16,157,0.04785009,5.98266533,71692.01,177,38355,0.2931250293654667,0.2910687244435798,71653.79319391851,10014
1712610000000.0,80335.58,80426.38,80299.33,80299.33,0.021828,0.021828,0.02092,0.02092,51.06,1.04,48.94,157,0.04785009,5.98266533,71692.01,177,38355,0.2931250293654667,0.2910687244435798,71653.79319391851,10014
1712700000000.0,80638.98,80638.98,80425.03,80522.23,0.016355,0.01808,0.016351,0.01808,64.47,1.82,35.53,263,2.58433974,15.18047965,69325.65,168,39355,0.4094470550168728,0.890497495886598,69304.88476309986,12875
1712700000000.0,80532.38,80710.35,80502.22,80638.98,0.013415,0.016355,0.013415,0.016355,64.22,1.8,35.78,263,2.58433974,15.18047965,69325.65,168,39355,0.4094470550168728,0.890497495886598,69304.88476309986,12875
1712700000000.0,80187.16,80539.08,80127.42,80532.38,0.011959,0.013415,0.011694,0.013415,64.55,1.82,35.45,263,2.58433974,15.18047965,69325.65,168,39355,0.4094470550168728,0.890497495886598,69304.88476309986,12875
1712790000000.0,79428.17,79792.34,78412.07,79792.34,0.011481,0.011481,0.01,0.01,61.46,1.6,38.54,137,0.0345696,1.97257459,70631.08,163,36666,0.3558105046159123,0.3480069543622449,70514.28371120086,12980
1712790000000.0,79460.0,79623.62,79416.79,79428.17,0.013976,0.014002,0.011481,0.011481,58.67,1.42,41.33,137,0.0345696,1.97257459,70631.08,163,36666,0.3558105046159123,0.3480069543622449,70514.28371120086,12980
1712790000000.0,79853.06,79853.06,79321.5,79460.0,0.017762,0.017762,0.013976,0.013976,58.37,1.4,41.63,137,0.0345696,1.97257459,70631.08,163,36666,0.3558105046159123,0.3480069543622449,70514.28371120086,12980
1712880000000.0,81697.86,81962.73,81685.85,81947.47,0.011258,0.011308,0.01,0.01,56.53,1.3,43.47,163,0.36280258,1.8142508,70301.63,121,41962,0.7966809117931549,1.086155882833843,70304.43594183969,25899
1712880000000.0,81743.92,81799.28,81683.15,81697.86,0.012204,0.012341,0.011258,0.011258,56.62,1.31,43.38,163,0.36280258,1.8142508,70301.63,121,41962,0.7966809117931549,1.086155882833843,70304.43594183969,25899
1712880000000.0,81740.01,81747.01,81658.41,81743.92,0.013364,0.013364,0.012175,0.012204,56.52,1.3,43.48,163,0.36280258,1.8142508,70301.63,121,41962,0.7966809117931549,1.086155882833843,70304.43594183969,25899
1712970000000.0,79866.25,80089.28,79738.93,80082.93,0.01,0.01,0.01,0.01,66.75,2.01,33.25,140,0.80609682,10.19025398,65886.63,158,37249,0.7462607042027398,1.3584150619814503,66061.05317621924,16154
1712970000000.0,79448.07,79939.77,79195.54,79866.25,0.01,0.01,0.01,0.01,66.86,2.02,33.14,140,0.80609682,10.19025398,65886.63,158,37249,0.7462607042027398,1.3584150619814503,66061.05317621924,16154
1712970000000.0,79894.42,79915.68,79448.07,79448.07,0.01,0.01,0.01,0.01,66.52,1.99,33.48,140,0.80609682,10.19025398,65886.63,158,37249,0.7462607042027398,1.3584150619814503,66061.05317621924,16154
1713060000000.0,66608.78,67306.17,66591.02,67188.15,0.01,0.01,0.01,0.01,65.8,1.92,34.2,940,5.67115043,7.81841453,63084.18,216,58888,0.5179265682119378,1.0418297407055213,63151.47186760741,22569
1713060000000.0,66712.5,66757.76,66411.01,66608.78,0.01,0.01,0.01,0.01,66.37,1.97,33.63,940,5.67115043,7.81841453,63084.18,216,58888,0.5179265682119378,1.0418297407055213,63151.47186760741,22569
1713060000000.0,66240.89,66712.5,66128.53,66712.5,0.01,0.01,0.01,0.01,66.13,1.95,33.87,940,5.67115043,7.81841453,63084.18,216,58888,0.5179265682119378,1.0418297407055213,63151.47186760741,22569
1713150000000.0,68169.37,68301.63,68053.5,68279.25,0.006585,0.006794,0.006374,0.006678,62.59,1.67,37.41,107,0.15541718,9.05422034,65138.19,96,41626,0.7624127090010092,1.8663673662726488,65225.527310911726,26316
1713150000000.0,68125.02,68208.26,68125.02,68169.37,0.00439,0.006585,0.00439,0.006585,62.4,1.66,37.6,107,0.15541718,9.05422034,65138.19,96,41626,0.7624127090010092,1.8663673662726488,65225.527310911726,26316
1713150000000.0,68183.24,68247.87,67987.75,68125.02,0.002837,0.00439,0.002782,0.00439,62.96,1.7,37.04,107,0.15541718,9.05422034,65138.19,96,41626,0.7624127090010092,1.8663673662726488,65225.527310911726,26316
1713240000000.0,66318.54,66501.05,66279.28,66501.05,0.004863,0.004863,0.003973,0.003973,69.04,2.23,30.96,40,2.28277975,23.04077392,62487.0,52,16927,0.7501482267748479,1.147741624954955,62392.319331194056,6698
1713240000000.0,65747.6,66446.49,65356.26,66318.54,0.00872,0.00872,0.004863,0.004863,68.56,2.18,31.44,40,2.28277975,23.04077392,62487.0,52,16927,0.7501482267748479,1.147741624954955,62392.319331194056,6698
1713240000000.0,65909.34,65987.72,65691.04,65747.6,0.01,0.01,0.00872,0.00872,67.93,2.12,32.07,40,2.28277975,23.04077392,62487.0,52,16927,0.7501482267748479,1.147741624954955,62392.319331194056,6698
1713330000000.0,65034.8,65039.66,64848.94,64854.52,0.002635,0.004565,0.002635,0.004488,65.08,1.86,34.92,114,4.7482532,20.99613562,63928.01,128,42898,0.6627231924224692,1.296313441822565,63926.38095108133,16174
1713330000000.0,65072.26,65158.74,64899.67,65034.8,0.000446,0.002635,0.000446,0.002635,64.8,1.84,35.2,114,4.7482532,20.99613562,63928.01,128,42898,0.6627231924224692,1.296313441822565,63926.38095108133,16174
1713330000000.0,65463.99,65463.99,65072.26,65072.26,0.001369,0.001369,0.00035,0.000446,64.68,1.83,35.32,114,4.7482532,20.99613562,63928.01,128,42898,0.6627231924224692,1.296313441822565,63926.38095108133,16174
1713420000000.0,67097.83,67196.11,66445.87,66571.47,0.003471,0.003551,0.003024,0.003042,68.89,2.21,31.11,112,6.84755194,19.58984697,61147.83,131,25408,0.6454092584111312,0.9408196093665158,61060.32839666524,9101
1713420000000.0,68174.86,68465.5,67097.83,67097.83,0.004829,0.004829,0.003444,0.003471,68.83,2.21,31.17,112,6.84755194,19.58984697,61147.83,131,25408,0.6454092584111312,0.9408196093665158,61060.32839666524,9101
1713420000000.0,68428.96,68487.8,68174.32,68174.86,0.005951,0.005951,0.004829,0.004829,68.39,2.16,31.61,112,6.84755194,19.58984697,61147.83,131,25408,0.6454092584111312,0.9408196093665158,61060.32839666524,9101
1713510000000.0,65155.05,67025.91,65155.05,66696.78,0.007502,0.007516,0.00559,0.00639,64.35,1.81,35.65,100,0.08718797,16.20229497,64547.18,123,33769,0.7965681054257427,0.8600108874408059,64513.34417475312,12370
1713510000000.0,64953.75,65523.5,64234.35,65155.05,0.006678,0.007669,0.006678,0.007502,61.41,1.59,38.59,100,0.08718797,16.20229497,64547.18,123,33769,0.7965681054257427,0.8600108874408059,64513.34417475312,12370
1713510000000.0,66281.82,66281.82,64953.75,64953.75,0.004863,0.007129,0.004863,0.006678,58.49,1.41,41.51,100,0.08718797,16.20229497,64547.18,123,33769,0.7965681054257427,0.8600108874408059,64513.34417475312,12370
1713600000000.0,66298.95,66329.27,66160.25,66160.25,-0.000766,-0.000712,-0.001623,-0.000938,60.99,1.56,39.01,54,0.24542372,3.72186366,63729.45,74,22067,0.237768440608931,0.4323155703888024,63778.737601569104,33949
1713600000000.0,66448.96,66463.9,66219.02,66298.95,0.000585,0.000585,-0.000891,-0.000766,60.48,1.53,39.52,54,0.24542372,3.72186366,63729.45,74,22067,0.237768440608931,0.4323155703888024,63778.737601569104,33949
1713600000000.0,65754.23,66543.44,65754.23,66448.96,0.001295,0.001295,0.000585,0.000585,60.26,1.52,39.74,54,0.24542372,3.72186366,63729.45,74,22067,0.237768440608931,0.4323155703888024,63778.737601569104,33949
1713690000000.0,67092.34,67143.9,66934.82,66976.81,-0.002675,-0.002093,-0.002692,-0.002093,59.21,1.45,40.79,225,0.44553629,7.09991977,64900.32,113,32522,0.6005914726159232,1.1486826623224569,64897.694451892,41538
1713690000000.0,67141.2,67212.0,67024.0,67092.34,-0.001934,-0.001934,-0.002675,-0.002675,59.21,1.45,40.79,225,0.44553629,7.09991977,64900.32,113,32522,0.6005914726159232,1.1486826623224569,64897.694451892,41538
1713690000000.0,67115.22,67142.06,67040.39,67141.2,-0.000888,-0.000731,-0.001934,-0.001934,59.35,1.46,40.65,225,0.44553629,7.09991977,64900.32,113,32522,0.6005914726159232,1.1486826623224569,64897.694451892,41538
1713780000000.0,67840.52,67889.32,67816.6,67843.92,0.0035,0.003719,0.002988,0.003026,55.32,1.24,44.68,179,4.33798636,18.40069555,66048.18,135,27220,0.5635007935916062,1.3330230029868422,66062.89297836403,24258
1713780000000.0,67714.15,67845.89,67680.09,67840.52,0.002637,0.003604,0.002637,0.0035,55.67,1.26,44.33,179,4.33798636,18.40069555,66048.18,135,27220,0.5635007935916062,1.3330230029868422,66062.89297836403,24258
1713780000000.0,67501.1,67833.07,67425.91,67714.15,0.002354,0.002637,0.001974,0.002637,56.31,1.29,43.69,179,4.33798636,18.40069555,66048.18,135,27220,0.5635007935916062,1.3330230029868422,66062.89297836403,24258
1713870000000.0,69168.94,69347.99,69168.94,69265.56,0.00687,0.007031,0.006015,0.006015,56.89,1.32,43.11,190,2.9922718,6.48844883,66043.99,163,33508,0.8820211523734733,1.3155973501259184,66048.97432238208,77076
1713870000000.0,69399.44,69812.82,69160.98,69168.94,0.006098,0.00687,0.006098,0.00687,57.64,1.36,42.36,190,2.9922718,6.48844883,66043.99,163,33508,0.8820211523734733,1.3155973501259184,66048.97432238208,77076
1713870000000.0,69454.59,69500.46,69351.15,69399.44,0.00574,0.006177,0.005453,0.006098,57.64,1.36,42.36,190,2.9922718,6.48844883,66043.99,163,33508,0.8820211523734733,1.3155973501259184,66048.97432238208,77076
1713960000000.0,68775.45,68975.99,68714.13,68936.51,0.004179,0.004235,0.003623,0.003949,58.48,1.41,41.52,466,5.27410414,12.68414474,66353.02,192,112265,0.9452171865280778,1.0519782815205223,66383.95968091827,13472
1713960000000.0,69017.85,69017.85,68729.92,68775.45,0.002779,0.004252,0.002779,0.004179,58.48,1.41,41.52,466,5.27410414,12.68414474,66353.02,192,112265,0.9452171865280778,1.0519782815205223,66383.95968091827,13472
1713960000000.0,69546.43,69996.72,69017.85,69017.85,0.002879,0.002986,0.002376,0.002779,58.63,1.42,41.37,466,5.27410414,12.68414474,66353.02,192,112265,0.9452171865280778,1.0519782815205223,66383.95968091827,13472
1714050000000.0,69522.0,70090.42,69240.89,69981.15,0.009562,0.01,0.009562,0.01,65.24,1.88,34.76,450,4.01663219,16.51046895,63428.97,130,29704,0.3474423691522157,1.2232093954131054,63229.2766934883,10717
1714050000000.0,69904.83,70505.53,69522.0,69522.0,0.007156,0.009562,0.007104,0.009562,65.76,1.92,34.24,450,4.01663219,16.51046895,63428.97,130,29704,0.3474423691522157,1.2232093954131054,63229.2766934883,10717
1714050000000.0,69344.33,69957.84,69344.33,69904.83,0.003801,0.007165,0.003801,0.007156,65.76,1.92,34.24,450,4.01663219,16.51046895,63428.97,130,29704,0.3474423691522157,1.2232093954131054,63229.2766934883,10717
1714140000000.0,66900.62,67802.8,66900.62,67103.19,0.004105,0.004105,0.003236,0.003236,64.19,1.79,35.81,198,1.72676111,5.48346086,63854.16,238,52934,0.8968610051280229,0.6639408789111747,63850.53660546274,20926
1714140000000.0,66639.89,66959.98,66416.84,66900.62,0.00438,0.004398,0.003985,0.004105,63.76,1.76,36.24,198,1.72676111,5.48346086,63854.16,238,52934,0.8968610051280229,0.6639408789111747,63850.53660546274,20926
1714140000000.0,67711.81,67711.81,66236.09,66639.89,0.005563,0.005575,0.004295,0.00438,65.35,1.89,34.65,198,1.72676111,5.48346086,63854.16,238,52934,0.8968610051280229,0.6639408789111747,63850.53660546274,20926
1714230000000.0,68059.73,68160.97,68026.7,68047.96,0.00391,0.006414,0.00391,0.006414,69.05,2.23,30.95,178,1.69958687,6.38338921,62951.75,226,37144,0.4465729849966238,0.5707521262786884,62856.39257714311,14916
1714230000000.0,68098.59,68114.39,68032.96,68059.73,0.002759,0.00391,0.002648,0.00391,68.72,2.2,31.28,178,1.69958687,6.38338921,62951.75,226,37144,0.4465729849966238,0.5707521262786884,62856.39257714311,14916
1714230000000.0,68046.9,68109.74,67885.71,68098.59,0.002268,0.002889,0.002232,0.002759,68.7,2.2,31.3,178,1.69958687,6.38338921,62951.75,226,37144,0.4465729849966238,0.5707521262786884,62856.39257714311,14916
1714320000000.0,67399.05,67399.05,67264.49,67273.8,0.002784,0.002832,0.00139,0.00139,67.71,2.1,32.29,382,2.81381453,6.01802526,63705.38,161,39569,0.3897920249641227,0.8310470747358665,63649.193255066384,20244
1714320000000.0,67358.31,67546.57,67333.93,67399.05,0.002509,0.003013,0.002375,0.002784,67.71,2.1,32.29,382,2.81381453,6.01802526,63705.38,161,39569,0.3897920249641227,0.8310470747358665,63649.193255066384,20244
1714320000000.0,67424.85,67568.35,67358.31,67358.31,0.002134,0.002509,0.002062,0.002509,67.84,2.11,32.16,382,2.81381453,6.01802526,63705.38,161,39569,0.3897920249641227,0.8310470747358665,63649.193255066384,20244
1714410000000.0,68240.72,68446.9,68054.64,68054.64,0.005055,0.006841,0.005055,0.00679,69.15,2.24,30.85,176,0.08262295,4.35909627,63033.23,193,50298,2.538247349304524,0.5832742405161292,63017.69482330295,16340
1714410000000.0,67974.8,68275.1,67893.14,68240.72,0.004699,0.005123,0.004699,0.005055,67.86,2.11,32.14,176,0.08262295,4.35909627,63033.23,193,50298,2.538247349304524,0.5832742405161292,63017.69482330295,16340
1714410000000.0,67610.68,67988.49,67579.11,67974.8,0.005435,0.005435,0.004558,0.004699,67.7,2.1,32.3,176,0.08262295,4.35909627,63033.23,193,50298,2.538247349304524,0.5832742405161292,63017.69482330295,16340
1714500000000.0,73753.66,73776.33,73007.02,73078.15,0.01,0.01,0.01,0.01,74.65,2.95,25.35,180,3.79459122,5.85617548,60403.67,179,34209,1.3223079776072235,0.5182951302292769,60156.041824317785,9999
1714500000000.0,73978.09,74057.95,73753.66,73753.66,0.01,0.01,0.01,0.01,74.68,2.95,25.32,180,3.79459122,5.85617548,60403.67,179,34209,1.3223079776072235,0.5182951302292769,60156.041824317785,9999
1714500000000.0,73624.62,74226.5,73624.62,73978.09,0.01,0.01,0.01,0.01,75.23,3.04,24.77,180,3.79459122,5.85617548,60403.67,179,34209,1.3223079776072235,0.5182951302292769,60156.041824317785,9999
1714590000000.0,69525.58,72141.7,69525.58,71940.93,0.007095,0.01,0.007095,0.01,74.29,2.89,25.71,294,1.19712375,30.44443084,56954.47,342,77650,0.6987242497963865,1.1199034073725105,57195.21176752834,34778
1714590000000.0,69394.28,69581.06,68783.6,69525.58,0.005714,0.007095,0.005714,0.007095,73.6,2.79,26.4,294,1.19712375,30.44443084,56954.47,342,77650,0.6987242497963865,1.1199034073725105,57195.21176752834,34778
1714590000000.0,69034.6,69854.25,69034.6,69394.28,0.006346,0.006576,0.005714,0.005714,73.6,2.79,26.4,294,1.19712375,30.44443084,56954.47,342,77650,0.6987242497963865,1.1199034073725105,57195.21176752834,34778
1714680000000.0,68970.73,69271.1,68927.36,69188.21,-0.004283,-0.004283,-0.004973,-0.004479,67.21,2.05,32.79,1048,1.63873983,8.56346782,58727.45,293,85453,0.3538551235617183,0.7779685143673695,58781.73737018663,26680
1714680000000.0,68796.01,69047.18,68445.37,68970.73,-0.004281,-0.003811,-0.004388,-0.004283,66.98,2.03,33.02,1048,1.63873983,8.56346782,58727.45,293,85453,0.3538551235617183,0.7779685143673695,58781.73737018663,26680
1714680000000.0,67318.37,68796.01,67157.0,68796.01,-0.003699,-0.003554,-0.004371,-0.004281,66.48,1.98,33.52,1048,1.63873983,8.56346782,58727.45,293,85453,0.3538551235617183,0.7779685143673695,58781.73737018663,26680
1714770000000.0,71252.24,71708.87,71062.0,71388.06,0.000665,0.000665,-0.00023,0.00026,56.33,1.29,43.67,358,0.90768218,9.49898856,62738.0,247,74128,0.259524638051771,0.7944454658698941,62539.84958466116,22293
1714770000000.0,71065.23,71355.32,70807.84,71252.24,0.002264,0.002264,0.000665,0.000665,56.33,1.29,43.67,358,0.90768218,9.49898856,62738.0,247,74128,0.259524638051771,0.7944454658698941,62539.84958466116,22293
1714770000000.0,72032.33,72090.66,71065.23,71065.23,0.001659,0.002428,0.001532,0.002264,56.41,1.29,43.59,358,0.90768218,9.49898856,62738.0,247,74128,0.259524638051771,0.7944454658698941,62539.84958466116,22293
1714860000000.0,73285.51,74126.69,73274.66,74100.03,0.00966,0.01,0.009656,0.009763,53.72,1.16,46.28,85,0.00696148,4.79589753,63613.92,114,29858,0.3799123827083334,0.3730338478545781,63641.05124678928,12742
1714860000000.0,73560.37,73560.37,73285.51,73285.51,0.007614,0.00966,0.007584,0.00966,53.54,1.15,46.46,85,0.00696148,4.79589753,63613.92,114,29858,0.3799123827083334,0.3730338478545781,63641.05124678928,12742
1714860000000.0,73775.18,73814.43,73552.89,73560.37,0.006927,0.007614,0.006927,0.007614,53.37,1.15,46.63,85,0.00696148,4.79589753,63613.92,114,29858,0.3799123827083334,0.3730338478545781,63641.05124678928,12742
1714950000000.0,72689.16,72691.15,72454.07,72456.28,0.000171,0.000188,-0.000358,-0.000358,52.55,1.11,47.45,71,0.32486277,8.17997846,64012.0,104,32686,0.2940444908076514,0.4413172551523947,64044.04745645259,29473
1714950000000.0,72613.42,72703.64,72524.41,72689.16,0.000578,0.000583,-6.6e-05,0.000171,52.87,1.12,47.13,71,0.32486277,8.17997846,64012.0,104,32686,0.2940444908076514,0.4413172551523947,64044.04745645259,29473
1714950000000.0,72833.71,72844.74,72589.71,72613.42,0.001857,0.001937,0.000578,0.000578,53.01,1.13,46.99,71,0.32486277,8.17997846,64012.0,104,32686,0.2940444908076514,0.4413172551523947,64044.04745645259,29473
1715040000000.0,70800.01,71013.39,70784.92,71008.49,0.006076,0.008247,0.006073,0.008247,57.54,1.36,42.46,207,1.30939991,4.8220932,63545.45,119,38529,0.3792140098824593,0.4852971843680982,63485.14896690187,9168
1715040000000.0,70801.73,70923.5,70782.15,70800.01,0.00514,0.00621,0.00514,0.006076,57.16,1.33,42.84,207,1.30939991,4.8220932,63545.45,119,38529,0.3792140098824593,0.4852971843680982,63485.14896690187,9168
1715040000000.0,71104.11,71104.11,70650.32,70801.73,0.002399,0.00514,0.002399,0.00514,57.13,1.33,42.87,207,1.30939991,4.8220932,63545.45,119,38529,0.3792140098824593,0.4852971843680982,63485.14896690187,9168
1715130000000.0,70858.3,71213.83,70776.48,70978.33,0.005863,0.006099,0.004891,0.004891,60.2,1.51,39.8,460,4.3546479,5.09507177,62530.31,188,48427,0.540271786473137,0.6334598634427966,62539.76405232073,19768
1715130000000.0,70946.63,70946.63,70800.08,70858.3,0.006329,0.006379,0.005863,0.005863,61.33,1.59,38.67,460,4.3546479,5.09507177,62530.31,188,48427,0.540271786473137,0.6334598634427966,62539.76405232073,19768
1715130000000.0,71136.49,71139.12,70739.38,70946.63,0.007156,0.007167,0.006329,0.006329,61.22,1.58,38.78,460,4.3546479,5.09507177,62530.31,188,48427,0.540271786473137,0.6334598634427966,62539.76405232073,19768
1715220000000.0,69984.4,70172.48,69813.02,69813.02,0.004552,0.004552,0.003995,0.004415,66.45,1.98,33.55,191,5.97577117,7.42805442,61664.64,98,33832,0.4042437470032223,0.5000915714814815,61643.56895301497,25254
1715220000000.0,69741.58,69984.4,69736.31,69984.4,0.004954,0.005372,0.004552,0.004552,66.35,1.97,33.65,191,5.97577117,7.42805442,61664.64,98,33832,0.4042437470032223,0.5000915714814815,61643.56895301497,25254
1715220000000.0,69493.91,69745.57,69405.51,69741.58,0.004726,0.005115,0.004502,0.004954,66.35,1.97,33.65,191,5.97577117,7.42805442,61664.64,98,33832,0.4042437470032223,0.5000915714814815,61643.56895301497,25254
1715310000000.0,69525.02,69555.56,69298.82,69298.82,0.003335,0.004438,0.003335,0.004418,63.99,1.78,36.01,131,0.07136309,3.82926399,62916.16,105,36144,0.4138368433110368,0.4462832158173077,62916.93269324453,13908
1715310000000.0,69626.0,69660.12,69525.02,69525.02,0.002119,0.003335,0.00202,0.003335,63.91,1.77,36.09,131,0.07136309,3.82926399,62916.16,105,36144,0.4138368433110368,0.4462832158173077,62916.93269324453,13908
1715310000000.0,69847.92,69848.82,69587.29,69626.0,0.002675,0.002675,0.002091,0.002119,63.64,1.75,36.36,131,0.07136309,3.82926399,62916.16,105,36144,0.4138368433110368,0.4462832158173077,62916.93269324453,13908
1715400000000.0,71446.41,71487.33,71365.55,71481.92,0.003032,0.004865,0.003012,0.004865,70.82,2.43,29.18,322,3.3109893,3.07571077,60766.01,102,28715,0.2945531901408451,0.4662587329640287,60818.86733605007,69633
