start_time,active_addresses,exchange_inflow,exchange_outflow,price,transaction_count
1704067200000,0.2676681305582453,-0.7487768455993905,-0.2887654548502211,-1.6023129279423842,0.6413105417174614
1704070800000,5.30140380149627,-0.6465159497581127,-0.9198293917595556,-1.5928430497717097,2.2875749058968493
1704074400000,0.7346169509581001,-0.7373624232166253,-0.6552360977664169,-1.595065215935377,0.5683747787474884
1704078000000,-0.07740841706862689,-0.0790376627272426,-0.4107745038069727,-1.612221625740574,0.05782443795767825
1704081600000,0.5894657047340983,-0.5757421206882026,-0.4799426753306438,-1.6074637530241571,0.5996329628774768
1704085200000,-0.31430620571723356,-0.7262425801422614,0.1673194153231838,-1.6188265114913631,-0.38499983721715714
1704088800000,0.5360610009347014,-0.5460851046129541,-0.21183815081415994,-1.6076896664049363,0.4902293184225175
1704092400000,1.695901619347244,-0.6778859790943483,0.07570899824992369,-1.6011333862603148,0.8861663174023703
1704096000000,1.508300480359619,-0.5118539616096113,-0.3324486788444551,-1.5971949629887257,1.6155239471020992
1704099600000,0.6784735443997597,-0.7437355851747778,-1.0544478827267343,-1.590369640545175,1.4436039343871632
1704103200000,0.4744401888584742,-0.6879188809450046,-0.537572878039806,-1.5875347699093938,1.6259433418120954
1704106800000,0.20878602124096154,-0.743378352653591,0.3965670152627001,-1.5875963826496065,1.7040888021370664
1704110400000,0.931803549602027,-0.5779092483993136,-0.234879152219554,-1.5904593213114848,1.8499603280770123
1704114000000,0.4278822419564359,-0.7461731071036385,-0.32590103184152314,-1.5858616417196207,1.6103142497471012
1704117600000,3.502076088870436,-0.5358247688696802,-0.5474912199411331,-1.5929334151240215,2.245897327056865
1704121200000,0.2868390498708493,-0.7453158471380331,-0.5718225747266759,-1.581240001617674,1.500910605292142
1704124800000,0.3607840243623219,-0.6578621927852932,-0.13183857770358684,-1.5852037545713507,1.2300063428322425
1704128400000,1.037243605821349,-0.7288826329295588,-0.22359706424183123,-1.5792102041206706,1.745766380977051
1704132000000,2.3614063897704973,-0.5803831882664968,0.7124406224996304,-1.5587821578101853,2.4699143133217816
1704135600000,0.46759343196111564,-0.744104906449335,0.530567495050057,-1.5309270379600735,1.5373784867771283
1704139200000,1.3864282075866363,-0.5420672094901503,0.15641861273037147,-1.5192979755379483,2.0322997355019443
1704142800000,-0.10205674189911776,-0.612556968023671,-0.2111451320497974,-1.5239976584441641,-0.1505634562422443
1704146400000,2.540791420481292,-0.5910962683000603,-0.24190386212210496,-1.530109642273253,3.4493374160614176
1704150000000,1.4521570738012788,-0.749273725720943,0.2973322345024751,-1.4856375663878056,0.8288596464973916
1704153600000,-0.12122766121172178,-0.7454498169173887,0.5894652432916385,-1.425637026210779,-0.07241799591727334
1704157200000,1.9259526510984921,-0.6141042601999209,1.4324278807428128,-1.4393314846020306,3.3086755874764697
1704160800000,2.093013519394041,-0.14783097884426472,0.15224472357312058,-1.4035276366784923,0.8392790412073877
1704164400000,0.42651289057696423,-0.7078862960471562,2.7974930499974175,-1.4019243362609604,0.35998688454756594
1704168000000,2.324433902524761,-0.6844363770413794,0.20812229066817606,-1.4171618515015358,1.3967166581921806
1704171600000,0.523736838519456,-0.3284657503101887,1.1244930447627643,-1.4171837582536113,1.7926536571720335
1704175200000,1.5603358327795442,-0.3897841594520134,-0.005068123402410991,-1.417918319034146,1.2456354348972367
1704178800000,0.15675066882103636,-0.7381154423321178,0.4288477377848429,-1.3982857616584057,0.9330535935973528
1704182400000,0.29642450952715127,-0.7152770873427937,1.562643646772369,-1.3774900926646516,2.0114609460819524
1704186000000,0.8701827375257999,-0.6307215536125339,1.380257494324763,-1.3833652097369231,2.7199797863616886
1704189600000,1.086540255482331,-0.5764465319931952,-0.6032872691810675,-1.3894231112718258,2.433446431836795
1704193200000,0.5976818130109286,0.17094021033705106,0.6780222362644877,-1.3997603599074937,3.313885284831468
1704196800000,3.0323885657116376,0.6124629825919623,0.29251414208353266,-1.4087968951386736,3.7983871388462878
1704200400000,3.4226537088610764,-0.7327294148072447,0.9206865517664139,-1.3857989129753208,3.6056283367113595
1704204000000,0.3635227271212653,-0.3457479377980389,2.4937165629005467,-1.4117584141848916,1.672830618007078
1704207600000,0.48539499989424795,-0.7359153498899417,1.3233982342153126,-1.4168181893283502,2.0375094328569423
1704211200000,2.8132923449961633,-0.26900499982675025,-0.3417402446761773,-1.4049734823154814,3.7983871388462878
1704214800000,0.8893536568384038,-0.667962745645768,1.7068379942237428,-1.4317880314420024,2.3136233926718397
1704218400000,2.425765904605668,-0.6429675442000292,0.3786625493378977,-1.418880846953467,2.47512401067678
1704222000000,0.8907230082178755,-0.4671112127396087,1.8385079781122011,-1.4267672777006788,2.5480597736467527
1704225600000,1.7561530800439995,-0.6495002488838144,-0.052292763997532875,-1.4439647626660173,3.7567095600063034
1704229200000,0.5566012716267771,-0.5429351829933519,0.22043792098594034,-1.4212734750317229,1.7145081968470626
1704232800000,1.5028230748417322,-0.6845707487679925,-0.2865903789820809,-1.430721446450322,1.750976078332049
1704236400000,0.5757721909393811,-0.5969931252859043,-0.20314945125341438,-1.4331051749105468,1.912476696336989
1704240000000,1.8328367572944155,-0.626286839183579,0.03135585842214255,-1.4201870370459742,2.0218803407919483
1704243600000,-0.09520998500175919,-0.6466699435892141,0.6530095000537786,-1.4077296255609908,0.1515989903476434
1704247200000,1.7219192955572065,-0.7214726518123329,-0.2588153285091193,-1.4106740299571503,0.8965857121123665
1704250800000,0.5086739733452671,-0.5070231218383472,-0.14010178589729866,-1.4114873181279564,1.5321687894221303
1704254400000,0.011599422597034578,2.947295056992512,-0.5083708380386179,-1.416911977610674,0.5475359893274963
1704258000000,2.4819093111640083,-0.45900612071965924,-0.43499109663084123,-1.417686928965348,0.9747311724373374
1704261600000,1.2960510165415031,-0.6531955067572587,0.26851505661594444,-1.4070895376487822,1.7874439598170355
1704265200000,0.23069564331250897,-0.605931752271379,-0.2357992777618318,-1.4286649500992268,1.18311906663726
1704268800000,0.1334716953700172,-0.6647929213169881,1.1696681442893888,-1.4157789877767646,1.282103316382223
1704272400000,0.38132429505439763,-0.7034488969138769,-0.33534028329968446,-1.405875082080592,1.9437348804669774
1704276000000,1.1043418234154632,-0.4457721842204586,-0.6980378567132861,-1.4190711618621237,3.1784331536015182
1704279600000,0.63876235439508,-0.5746791218700101,1.377719186162688,-1.5182697273624006,3.2617883112814874
1704283200000,1.998528274210493,-0.5775170515226544,2.878642063940654,-1.580806658678179,3.3711919557364465
1704286800000,0.6250688406003628,-0.4916703089947411,3.776578341392281,-1.598604525567589,2.381349458286815
1704290400000,2.757148938437823,-0.422367048206309,0.3402090148659048,-1.6225246450761235,3.5222731790313904
1704294000000,1.2029351227374265,-0.6989641084517212,1.075767061770472,-1.5663872237104257,3.7983871388462878
1704297600000,5.04670444491453,-0.04290098889433399,-0.07217238699984457,-1.5668897098361598,3.386821047801441
1704301200000,0.7236621399223263,-0.6813448363649687,0.3741483256425698,-1.5728230167186321,1.7092984994920646
1704304800000,0.9646679827093482,-0.6317761014264356,0.055234500425986356,-1.617340275280235,2.5115918921617664
1704308400000,2.487386716681895,-0.6486295426448551,-0.16904748745238404,-1.5939993155296992,2.568898563066745
1704312000000,0.2224795350356787,-0.7232023850680489,-0.13479252076602855,-1.5854864885903266,0.6517299364274575
1704315600000,3.007740240881147,-0.536018628790421,-0.6423781485383439,-1.572027527783887,3.7983871388462878
1704319200000,1.7862788103923772,-0.4155088572507784,-0.16308053399293485,-1.5835244651075564,2.245897327056865
1704322800000,1.0057485240934996,-0.5902623010516356,-0.4766562658439673,-1.5769832458549864,2.3657203662218205
1704326400000,2.325803253904233,-0.49669909135857654,-0.5335621548443159,-1.5750130073401882,1.0580863301173065
1704330000000,0.4360983502332662,-0.6170648747730652,-0.1640892547737198,-1.5863771349793994,1.3550390793521963
1704333600000,2.7119603429152566,-0.7475519884348862,-0.8651124452270433,-1.5569070767497155,2.6157858392617275
1704337200000,0.8386876557979505,-0.1838841942698586,0.3880249777589398,-1.5593503641921456,1.3029421058022155
1704340800000,0.7209234371633829,-0.3699051474668362,0.4977178327431266,-1.5561198028469991,0.8340693438523897
1704344400000,0.384062997813341,-0.5341134721004409,-0.41248722597572,-1.553809325089027,0.6517299364274575
1704348000000,2.814661696375635,-0.6931750491700245,-0.7040696823448797,-1.5557453343037069,1.0685057248273024
1704351600000,0.5100433247247388,-0.5655670938264106,-0.21054230266420637,-1.5826071198643912,2.0635579196319327
1704355200000,1.5233633455338078,-0.30243886654076946,-0.7496519550338521,-1.5766799742559399,2.1208645905369115
1704358800000,0.8208860878648181,-0.688429717989886,0.2976647205220711,-1.5658580387306,2.886690101721627
1704362400000,1.3699959910329758,-0.589973033008569,0.1842628117748848,-1.5613726312431233,3.324304679541464
1704366000000,0.5387997036936448,-0.522616291558099,-0.43819844229321553,-1.5543172879027796,2.7824961546216653
1704369600000,4.011474802033914,-0.6152008026543482,-0.166719978117061,-1.540502342375112,2.9596258646915996
1704373200000,0.34161310504971787,-0.6890200040813866,-0.2584871696063364,-1.5426546807665387,1.6207336444570974
1704376800000,2.2231019004438544,-0.5307421483250553,1.6068824718737778,-1.5201051024347332,3.7983871388462878
1704380400000,1.06189193065184,-0.5419945682672089,4.001286123789449,-1.4944310735881472,3.2930464954114758
1704384000000,4.5866023814120345,-0.2873483634662976,0.4423514256287884,-1.5036996834741276,3.7983871388462878
1704387600000,0.715446031645496,-0.5926525878578006,0.8229431266851746,-1.498613209476577,1.7718148677520413
1704391200000,1.921844596960077,-0.7152244271961052,0.6675844870407286,-1.4945775749926526,3.7983871388462878
1704394800000,1.0290274975445188,-0.49592622262128,1.2912863787523614,-1.500908626342497,2.9387870752716077
1704398400000,1.7369821607313953,-0.4579695568855732,0.8382412401325853,-1.490146934385365,3.782758046781294
1704402000000,0.4100806740233036,-0.5770382059403212,0.9088580194785231,-1.4684332355624437,1.427974842322169
1704405600000,1.219367339291087,-0.7214684604377848,1.2739425314998611,-1.4761594731851024,1.8760088148520024
1704409200000,0.5333222981757579,-0.5785196697732479,-0.09502844047053885,-1.487585213564526,1.99062215666196
1704412800000,0.21700212951779183,-0.65716606816653,0.7935456413990428,-1.4834776975503534,0.4068741607425485
1704416400000,2.718807099812615,-0.28544793155257225,0.7349516581409289,-1.5406474746076129,2.9544161673366016
1704420000000,0.5579706230062489,-0.7406901116988425,0.5279236278300463,-1.5317478565769056,0.18285717447763178
1704423600000,0.46759343196111564,-0.6841838682126086,0.502405212576405,-1.5345402828805406,1.037247540697314
1704427200000,1.7602611341824146,-0.1886195728314233,0.05917026905967794,-1.5260055491890925,1.2039578560572521
1704430800000,0.3238115371165856,-0.38793977010906894,-0.2030448166354584,-1.522290300954273,0.5840038708124826
1704434400000,2.184760061818646,-0.6891179047823037,0.28411932913888976,-1.5085527136448726,1.271683921672227
1704438000000,0.7592652757885909,-0.3519493342947688,-0.307012225223232,-1.5131634003707815,1.5321687894221303
1704441600000,1.7575224314234712,-0.4430095830230505,-0.4426044488774988,-1.5039920016971362,1.9385251831119792
1704445200000,0.14579585778526263,-0.5820544950755582,-0.016728416835336005,-1.4878515175194449,1.2247966454772445
1704448800000,0.9071552247715362,-0.6903589207321583,1.751483208673053,-1.5233835848000452,2.7824961546216653
1704452400000,0.8441650613158372,-0.6092226486756882,2.9294294293629304,-1.5135830515902295,3.1628040615365243
1704456000000,1.1016031206565198,-0.44563620470481496,0.09248715739492203,-1.5059718244159677,2.7095603916516926
1704459600000,2.5394220691018203,-0.5801597738464552,0.8509178665677745,-1.498887043877522,2.2979943006068457
1704463200000,1.9752493007594738,-0.4717942168151145,-0.06202846906410971,-1.5331142902376202,3.7983871388462878
1704466800000,0.9071552247715362,-0.6100208603139761,0.9434770518379965,-1.5321579235923204,2.9648355620465976
1704470400000,1.5562277786411292,-0.603323473541195,-0.3294981476801929,-1.550916949229047,3.7983871388462878
1704474000000,0.2868390498708493,-0.6921487716465753,-0.7417295021021485,-1.5246603376944508,0.6881978179124439
1704477600000,4.757771303845999,-0.5678403887009067,-0.5902859971760857,-1.5246233700503231,3.7983871388462878
