start_time,datetime,flow_mean,flow_total,transactions_count_flow
1704862800000,2024-01-10 05:00:00,0.00250223,0.05755132,23
1704866400000,2024-01-10 06:00:00,0.00495215,0.20303828,41
1704870000000,2024-01-10 07:00:00,0.14866633,8.17664794,55
1704873600000,2024-01-10 08:00:00,0.00252082,0.13360331,53
1704877200000,2024-01-10 09:00:00,0.14963578,3.1423514,21
1704880800000,2024-01-10 10:00:00,0.00426821,0.28170164,66
1704884400000,2024-01-10 11:00:00,0.00383144,0.22605499,59
1704888000000,2024-01-10 12:00:00,0.03306879,2.01719611,61
1704891600000,2024-01-10 13:00:00,0.00489735,0.09304971,19
1704895200000,2024-01-10 14:00:00,0.0185347,1.4086375,76
1704898800000,2024-01-10 15:00:00,0.02037907,1.3450186,66
1704902400000,2024-01-10 16:00:00,0.01668743,0.70087226,42
1704906000000,2024-01-10 17:00:00,0.01450113,0.34802722,24
1704909600000,2024-01-10 18:00:00,0.10739195,0.21478389,2
1704913200000,2024-01-10 19:00:00,0.01486329,0.28240258,19
1704916800000,2024-01-10 20:00:00,0.00799248,0.18382715,23
1704920400000,2024-01-10 21:00:00,0.00648714,0.14920421,23
1704924000000,2024-01-10 22:00:00,0.0395421,1.10717886,28
1704927600000,2024-01-10 23:00:00,0.02315366,0.34730492,15
1704931200000,2024-01-11 00:00:00,0.01872873,0.63677683,34
1704934800000,2024-01-11 01:00:00,0.04885403,1.856453,38
1704938400000,2024-01-11 02:00:00,0.0033046,0.12557491,38
1704942000000,2024-01-11 03:00:00,0.02628013,1.28772616,49
1704945600000,2024-01-11 04:00:00,0.00262345,0.0734565,28
1704949200000,2024-01-11 05:00:00,0.03950817,1.06672056,27
1704952800000,2024-01-11 06:00:00,0.00438519,0.4034371,92
1704956400000,2024-01-11 07:00:00,0.00271552,0.35301809,130
1704960000000,2024-01-11 08:00:00,0.10722346,8.68509987,81
1704963600000,2024-01-11 09:00:00,0.00294738,0.25936922,88
1704967200000,2024-01-11 10:00:00,0.00511118,0.51622879,101
1704970800000,2024-01-11 11:00:00,0.00816075,0.26114393,32
1704974400000,2024-01-11 12:00:00,0.00447135,0.62151755,139
1704978000000,2024-01-11 13:00:00,0.0045324,0.09064798,20
1704981600000,2024-01-11 14:00:00,0.02193649,1.86460206,85
