start_time,datetime,reserve,reserve_usd
1712296800000,2024-04-05 06:00:00,574994.15489613,38587871138.16428
1712300400000,2024-04-05 07:00:00,574952.75176681,38478428108.665215
1712304000000,2024-04-05 08:00:00,575313.13820881,38590718647.95184
1712307600000,2024-04-05 09:00:00,571316.46695891,38123940233.592064
1712311200000,2024-04-05 10:00:00,575172.00966512,38622276572.29815
1712314800000,2024-04-05 11:00:00,575139.16193812,38413358326.39011
1712318400000,2024-04-05 12:00:00,574754.89931816,38379791056.452415
1712322000000,2024-04-05 13:00:00,574716.79500305,38830777624.151
1712325600000,2024-04-05 14:00:00,575210.49672332,39390954899.87983
1712329200000,2024-04-05 15:00:00,574520.77262981,39122964315.33723
1712332800000,2024-04-05 16:00:00,575140.37368651,39037106048.11706
1712336400000,2024-04-05 17:00:00,575026.83541928,38834323741.413605
1712340000000,2024-04-05 18:00:00,574861.63241779,38914227084.34626
1712343600000,2024-04-05 19:00:00,574192.10935276,38799284094.91546
1712347200000,2024-04-05 20:00:00,573950.26097677,38868253776.17608
1712350800000,2024-04-05 21:00:00,574235.59695844,38832201746.178406
1712354400000,2024-04-05 22:00:00,574222.01798844,38837660670.61975
1712358000000,2024-04-05 23:00:00,574477.63740268,38977336930.719055
1712361600000,2024-04-06 00:00:00,575122.75918503,39085435142.22202
1712365200000,2024-04-06 01:00:00,574981.38761677,38956153957.35488
1712368800000,2024-04-06 02:00:00,574882.80857234,38853252464.04736
1712372400000,2024-04-06 03:00:00,574708.63104935,38927065490.10249
1712376000000,2024-04-06 04:00:00,574720.97921846,38923134479.92708
1712379600000,2024-04-06 05:00:00,574293.20320763,39097858875.42439
1712383200000,2024-04-06 06:00:00,574823.48822172,39194133405.06145
1712386800000,2024-04-06 07:00:00,574539.76034568,39137987572.03838
1712390400000,2024-04-06 08:00:00,574161.61390559,39036207573.219
1712394000000,2024-04-06 09:00:00,574389.23294966,38995258282.2628
1712397600000,2024-04-06 10:00:00,574248.67620011,38941711727.87276
1712401200000,2024-04-06 11:00:00,574181.4350288,38898609297.55157
1712404800000,2024-04-06 12:00:00,574112.56619974,38906178694.66686
1712408400000,2024-04-06 13:00:00,573934.20527925,38847332378.4719
1712412000000,2024-04-06 14:00:00,574040.69039104,39047439377.19176
1712415600000,2024-04-06 15:00:00,573988.61846425,39136251174.9655
1712419200000,2024-04-06 16:00:00,574316.26053863,39088751748.82795
1712422800000,2024-04-06 17:00:00,574174.27375131,39241195573.536835
1712426400000,2024-04-06 18:00:00,574650.77787185,39228556105.9748
1712430000000,2024-04-06 19:00:00,574303.31619304,39239960930.27578
1712433600000,2024-04-06 20:00:00,574205.71913183,39284675490.8092
1712437200000,2024-04-06 21:00:00,574129.40335205,39247091944.10664
1712440800000,2024-04-06 22:00:00,574109.7178058,39451057188.56068
1712444400000,2024-04-06 23:00:00,574028.73762238,39581379910.48975
1712448000000,2024-04-07 00:00:00,574250.24361998,39684605068.89757
1712451600000,2024-04-07 01:00:00,574378.21808034,39865086621.85767
1712455200000,2024-04-07 02:00:00,574659.01137052,39840039821.75395
1712458800000,2024-04-07 03:00:00,574287.63892925,39868519847.09012
1712462400000,2024-04-07 04:00:00,574485.02916854,39831461824.991974
1712466000000,2024-04-07 05:00:00,574232.04397266,39844373621.77045
1712469600000,2024-04-07 06:00:00,574410.30551196,39775630385.51528
1712473200000,2024-04-07 07:00:00,574160.22424035,39838873690.812096
1712476800000,2024-04-07 08:00:00,574211.38455937,39931144820.807526
1712480400000,2024-04-07 09:00:00,573909.71316178,39751243216.98248
1712484000000,2024-04-07 10:00:00,574183.02135001,39879140263.27631
1712487600000,2024-04-07 11:00:00,574204.80519223,39816351258.96273
1712491200000,2024-04-07 12:00:00,573991.84367617,39816131744.037315
1712494800000,2024-04-07 13:00:00,574110.09981786,39834003580.884865
1712498400000,2024-04-07 14:00:00,573912.65178898,39981769479.25348
1712502000000,2024-04-07 15:00:00,573978.46718412,39917508051.111496
1712505600000,2024-04-07 16:00:00,574248.80753722,40291914545.66911
1712509200000,2024-04-07 17:00:00,574191.09927661,40030584115.80536
1712512800000,2024-04-07 18:00:00,574942.93257613,39896907951.78357
1712516400000,2024-04-07 19:00:00,574847.5919276,39660886132.98781
1712520000000,2024-04-07 20:00:00,574673.28766562,39837159994.13212
1712523600000,2024-04-07 21:00:00,575117.9270807,39762046775.36928
1712527200000,2024-04-07 22:00:00,575128.93465464,39833901059.16757
1712530800000,2024-04-07 23:00:00,575005.46910435,39946297852.77299
1712534400000,2024-04-08 00:00:00,574831.45417019,39829183405.64995
1712538000000,2024-04-08 01:00:00,574886.14381974,39870204629.34903
1712541600000,2024-04-08 02:00:00,574798.60079855,39776210963.75695
1712545200000,2024-04-08 03:00:00,574663.2683341,39819733472.83195
1712548800000,2024-04-08 04:00:00,574412.60927307,39818549161.92161
1712552400000,2024-04-08 05:00:00,574536.20917808,40090547616.4847
1712556000000,2024-04-08 06:00:00,574552.47731778,40087875112.00334
1712559600000,2024-04-08 07:00:00,573806.7937949,40514587004.116905
1712563200000,2024-04-08 08:00:00,574035.64838469,41365243088.236534
1712566800000,2024-04-08 09:00:00,573528.95746269,41401124602.92928
1712570400000,2024-04-08 10:00:00,573309.5905076,41458281490.98438
1712574000000,2024-04-08 11:00:00,572928.97675817,41409591239.06116
1712577600000,2024-04-08 12:00:00,573293.43646494,41456768710.417885
1712581200000,2024-04-08 13:00:00,574383.12167232,41277941758.27539
1712584800000,2024-04-08 14:00:00,577133.90334121,41354221978.58613
1712588400000,2024-04-08 15:00:00,576762.56348204,41404270280.832436
1712592000000,2024-04-08 16:00:00,576877.24919383,41414462142.74847
1712595600000,2024-04-08 17:00:00,576691.71336404,41362150814.27216
1712599200000,2024-04-08 18:00:00,576615.12556403,41496897223.242485
1712602800000,2024-04-08 19:00:00,576964.59042089,41427568394.0379
1712606400000,2024-04-08 20:00:00,577409.8584422,41377461060.535965
1712610000000,2024-04-08 21:00:00,577225.35141541,41348119849.43108
1712613600000,2024-04-08 22:00:00,577688.68824534,41449841287.90411
1712617200000,2024-04-08 23:00:00,577489.80655024,41366559828.10027
1712620800000,2024-04-09 00:00:00,577359.80684068,41271058751.826385
1712624400000,2024-04-09 01:00:00,577384.113414,41174141785.0155
1712628000000,2024-04-09 02:00:00,577608.94543289,41292777671.161835
1712631600000,2024-04-09 03:00:00,577280.74323418,41109175828.021866
1712635200000,2024-04-09 04:00:00,577284.41247555,41148178516.34631
1712638800000,2024-04-09 05:00:00,577992.31228609,41063416940.43808
1712642400000,2024-04-09 06:00:00,578287.60283394,40932604461.91707
1712646000000,2024-04-09 07:00:00,577940.2235695,40829040171.31699
1712649600000,2024-04-09 08:00:00,577805.86637397,40605346691.49163
1712653200000,2024-04-09 09:00:00,577645.80092749,40797659235.23881
1712656800000,2024-04-09 10:00:00,577193.40391275,40769108702.57097
1712660400000,2024-04-09 11:00:00,577178.76951367,40838411877.6142
1712664000000,2024-04-09 12:00:00,577355.40014803,40955839782.0368
1712667600000,2024-04-09 13:00:00,578250.04867292,40685742593.27837
1712671200000,2024-04-09 14:00:00,578418.21345465,40052607193.310715
1712674800000,2024-04-09 15:00:00,578451.59240997,39967066882.15225
1712678400000,2024-04-09 16:00:00,578290.18780855,39758519178.061935
1712682000000,2024-04-09 17:00:00,579509.9558347,39895107641.08409
1712685600000,2024-04-09 18:00:00,579377.38896913,39911544076.730934
1712689200000,2024-04-09 19:00:00,579118.69656026,39923614528.17802
1712692800000,2024-04-09 20:00:00,580636.15316971,40094805538.57473
1712696400000,2024-04-09 21:00:00,580548.0807419,40177210138.962776
1712700000000,2024-04-09 22:00:00,580467.0700555,40273949640.723434
1712703600000,2024-04-09 23:00:00,580032.44125526,40107181807.390686
1712707200000,2024-04-10 00:00:00,580432.61694304,40121653923.62018
1712710800000,2024-04-10 01:00:00,580220.4126638,40147590198.77163
1712714400000,2024-04-10 02:00:00,580321.25277358,39897348121.676125
1712718000000,2024-04-10 03:00:00,580212.19544591,40023192941.43599
1712721600000,2024-04-10 04:00:00,580231.81318071,40090984243.39325
1712725200000,2024-04-10 05:00:00,580097.29146133,40224282621.63393
1712728800000,2024-04-10 06:00:00,580762.48265286,40306892088.28283
1712732400000,2024-04-10 07:00:00,580605.62420099,40248490656.81791
1712736000000,2024-04-10 08:00:00,580688.43035247,40048204464.85849
1712739600000,2024-04-10 09:00:00,580407.27164753,40030618217.7607
1712743200000,2024-04-10 10:00:00,580277.39030284,39851978070.8392
1712746800000,2024-04-10 11:00:00,580209.07848292,40069454203.59232
1712750400000,2024-04-10 12:00:00,580469.11650041,39527467831.40829
1712754000000,2024-04-10 13:00:00,580064.25497429,39296932058.29078
1712757600000,2024-04-10 14:00:00,579272.74262942,39838707118.88514
1712761200000,2024-04-10 15:00:00,580450.08948832,39846434613.00261
1712764800000,2024-04-10 16:00:00,580840.5982081,40271185394.45192
1712768400000,2024-04-10 17:00:00,580060.49231262,40261050665.60699
1712772000000,2024-04-10 18:00:00,579667.09896163,40173595005.045235
1712775600000,2024-04-10 19:00:00,580021.07609068,40408027692.313805
1712779200000,2024-04-10 20:00:00,579616.03153384,40523988567.2365
1712782800000,2024-04-10 21:00:00,579653.91616749,40578287749.87005
1712786400000,2024-04-10 22:00:00,579791.26605462,40963497572.19843
1712790000000,2024-04-10 23:00:00,579724.64370827,40933684129.36392
1712793600000,2024-04-11 00:00:00,579816.53837345,40860842792.916725
1712797200000,2024-04-11 01:00:00,580153.2915369,40937436834.494255
1712800800000,2024-04-11 02:00:00,579807.27154692,41121903752.6019
1712804400000,2024-04-11 03:00:00,579608.4430708,41039627616.084785
1712808000000,2024-04-11 04:00:00,579964.81743379,40888549739.71711
1712811600000,2024-04-11 05:00:00,579774.69141376,40913578705.62352
1712815200000,2024-04-11 06:00:00,580166.7838681,41014028516.51351
1712818800000,2024-04-11 07:00:00,579877.52859403,41104852173.01692
1712822400000,2024-04-11 08:00:00,580088.04831996,41204430018.38249
1712826000000,2024-04-11 09:00:00,579472.33230099,41008326647.81946
1712829600000,2024-04-11 10:00:00,579160.42831259,40854913011.14268
1712833200000,2024-04-11 11:00:00,579046.24839579,40812950664.21224
1712836800000,2024-04-11 12:00:00,579000.6259655,41046062839.57072
1712840400000,2024-04-11 13:00:00,578952.84376656,40949139212.55373
1712844000000,2024-04-11 14:00:00,578618.55218996,40487130110.54012
1712847600000,2024-04-11 15:00:00,578330.31692036,40426131286.66602
1712851200000,2024-04-11 16:00:00,578263.17147387,40498846149.96301
1712854800000,2024-04-11 17:00:00,578670.98524898,40640529844.0457
1712858400000,2024-04-11 18:00:00,579128.08738374,40665720221.90375
1712862000000,2024-04-11 19:00:00,578824.28062844,40679022710.808754
1712865600000,2024-04-11 20:00:00,578752.58429188,40808355035.653046
1712869200000,2024-04-11 21:00:00,578659.98020149,40637496660.81532
1712872800000,2024-04-11 22:00:00,578775.71708654,40637439942.22946
1712876400000,2024-04-11 23:00:00,578688.3825572,40550106021.78666
1712880000000,2024-04-12 00:00:00,578651.73069396,40675102886.08255
1712883600000,2024-04-12 01:00:00,579011.98496746,40702779414.649864
1712887200000,2024-04-12 02:00:00,578766.12505508,40905406358.214096
1712890800000,2024-04-12 03:00:00,578457.40382833,41026524886.26613
1712894400000,2024-04-12 04:00:00,579365.47181536,41244979747.471725
1712898000000,2024-04-12 05:00:00,579224.08324025,41104857414.43481
1712901600000,2024-04-12 06:00:00,578964.467534,41050249524.51775
1712905200000,2024-04-12 07:00:00,578615.13153263,40926998249.52506
1712908800000,2024-04-12 08:00:00,579533.01607068,40972932849.58987
1712912400000,2024-04-12 09:00:00,579531.20606858,40954147773.626335
1712916000000,2024-04-12 10:00:00,579486.8263301,41002949476.028015
1712919600000,2024-04-12 11:00:00,579364.56841196,41090839845.2644
1712923200000,2024-04-12 12:00:00,579253.95356508,40826923873.77341
1712926800000,2024-04-12 13:00:00,578905.02475097,40490103114.92863
1712930400000,2024-04-12 14:00:00,578678.54135641,40253160886.50015
1712934000000,2024-04-12 15:00:00,578726.81296547,40301838362.67207
1712937600000,2024-04-12 16:00:00,579973.59930859,39870722976.72174
1712941200000,2024-04-12 17:00:00,579626.43413781,39498673940.81964
1712944800000,2024-04-12 18:00:00,580796.25153164,38563919214.27442
1712948400000,2024-04-12 19:00:00,580831.94121326,38969164057.77264
1712952000000,2024-04-12 20:00:00,582022.12538579,39154388699.04887
1712955600000,2024-04-12 21:00:00,581820.37622063,38898716251.00138
1712959200000,2024-04-12 22:00:00,582144.62630263,38998804721.90353
1712962800000,2024-04-12 23:00:00,582000.3042398,39134962289.01049
1712966400000,2024-04-13 00:00:00,582748.94551652,38980524658.15925
1712970000000,2024-04-13 01:00:00,582535.42193945,38458307788.20633
1712973600000,2024-04-13 02:00:00,582324.14391253,38683342453.19348
1712977200000,2024-04-13 03:00:00,582746.55888253,39140924986.29927
1712980800000,2024-04-13 04:00:00,583127.58600889,39410165897.67205
1712984400000,2024-04-13 05:00:00,583599.10526804,39361167665.41953
1712988000000,2024-04-13 06:00:00,583444.01365335,39381062815.67687
1712991600000,2024-04-13 07:00:00,583260.12911167,39297696061.812065
1712995200000,2024-04-13 08:00:00,583863.27886263,39232498727.21352
1712998800000,2024-04-13 09:00:00,583886.49434342,39391484008.92466
1713002400000,2024-04-13 10:00:00,583474.86528885,39325558189.6518
1713006000000,2024-04-13 11:00:00,583713.56493861,39310238073.9719
1713009600000,2024-04-13 12:00:00,583863.60146974,39440924207.19974
1713013200000,2024-04-13 13:00:00,583888.52753101,39455563772.19605
1713016800000,2024-04-13 14:00:00,583948.39299506,39407146305.813896
1713020400000,2024-04-13 15:00:00,583724.55206409,39525266810.62586
1713024000000,2024-04-13 16:00:00,583460.36276473,39344389535.518074
1713027600000,2024-04-13 17:00:00,583627.54031769,39054478490.07771
1713031200000,2024-04-13 18:00:00,583339.10589649,39178724001.74066
1713034800000,2024-04-13 19:00:00,583470.88494134,37495342716.84269
1713038400000,2024-04-13 20:00:00,581366.19611966,35984795426.00714
1713042000000,2024-04-13 21:00:00,580544.92135416,36569452548.19797
1713045600000,2024-04-13 22:00:00,580379.70780922,37428829656.02861
1713049200000,2024-04-13 23:00:00,582609.34869221,37526917043.37607
1713052800000,2024-04-14 00:00:00,581920.86074198,37382500745.12137
1713056400000,2024-04-14 01:00:00,582484.72319005,37210551723.771355
1713060000000,2024-04-14 02:00:00,582927.29691517,36778332442.169525
1713063600000,2024-04-14 03:00:00,582783.0412188,36971752371.96634
1713067200000,2024-04-14 04:00:00,582831.72535553,37300214999.24079
1713070800000,2024-04-14 05:00:00,582274.39620036,37502065179.90757
1713074400000,2024-04-14 06:00:00,584038.10350768,37752869209.230095
1713078000000,2024-04-14 07:00:00,583783.75339356,37588031395.353485
1713081600000,2024-04-14 08:00:00,583856.56105133,37670460764.69506
1713085200000,2024-04-14 09:00:00,583630.87735688,37469733531.59739
1713088800000,2024-04-14 10:00:00,583937.60971084,37677030296.80762
1713092400000,2024-04-14 11:00:00,583833.27276057,37331106607.98888
1713096000000,2024-04-14 12:00:00,585105.17835531,37753392104.756096
1713099600000,2024-04-14 13:00:00,584926.85614954,37712020607.83263
1713103200000,2024-04-14 14:00:00,585405.16762085,37294355381.89846
1713106800000,2024-04-14 15:00:00,585036.02168434,37498979893.120926
1713110400000,2024-04-14 16:00:00,585395.7449678,37711977585.983955
1713114000000,2024-04-14 17:00:00,585262.41499328,37501937396.756134
1713117600000,2024-04-14 18:00:00,585283.05789454,37684544130.49876
1713121200000,2024-04-14 19:00:00,584990.838453,37577409634.52382
1713124800000,2024-04-14 20:00:00,584902.78671283,37507551476.75378
1713128400000,2024-04-14 21:00:00,584761.1166386,37278730879.98876
1713132000000,2024-04-14 22:00:00,585126.57590109,38174260212.20648
1713135600000,2024-04-14 23:00:00,585021.93950645,38458364905.84135
1713139200000,2024-04-15 00:00:00,584242.63531032,38330442640.49933
1713142800000,2024-04-15 01:00:00,584048.8002782,38170258037.360275
1713146400000,2024-04-15 02:00:00,583872.46412776,38023872653.89353
1713150000000,2024-04-15 03:00:00,583583.46613899,38116175332.4059
1713153600000,2024-04-15 04:00:00,584077.53611123,37927440198.63789
1713157200000,2024-04-15 05:00:00,583750.94970791,38211741876.25553
1713160800000,2024-04-15 06:00:00,583679.15879255,38549530461.9525
1713164400000,2024-04-15 07:00:00,583538.94239961,38753533260.346405
1713168000000,2024-04-15 08:00:00,583158.640013,38665987423.25768
1713171600000,2024-04-15 09:00:00,582907.24591036,38919094779.992966
1713175200000,2024-04-15 10:00:00,583678.37882097,38860450787.38314
1713178800000,2024-04-15 11:00:00,583310.59415482,38490874099.05775
1713182400000,2024-04-15 12:00:00,583268.51788516,38585618039.94665
1713186000000,2024-04-15 13:00:00,582808.25072986,38528383528.83447
1713189600000,2024-04-15 14:00:00,583306.72807996,37647957757.5221
1713193200000,2024-04-15 15:00:00,582885.26657123,37669641370.89996
1713196800000,2024-04-15 16:00:00,583948.6996377,37496668169.63778
1713200400000,2024-04-15 17:00:00,583823.15911015,37358115003.686966
1713204000000,2024-04-15 18:00:00,584197.00249487,36994867011.60679
1713207600000,2024-04-15 19:00:00,584041.58484961,36933154612.669426
1713211200000,2024-04-15 20:00:00,583768.83501508,36884320898.20278
1713214800000,2024-04-15 21:00:00,583916.88349219,36823399860.32002
1713218400000,2024-04-15 22:00:00,583545.94089883,36901333217.1972
1713222000000,2024-04-15 23:00:00,583758.76782211,37012899922.34867
1713225600000,2024-04-16 00:00:00,583396.24668026,36891436466.435425
1713229200000,2024-04-16 01:00:00,583823.81076345,36895543736.412605
1713232800000,2024-04-16 02:00:00,583912.25123583,37034761867.110054
1713236400000,2024-04-16 03:00:00,583687.11960548,36737238593.24759
1713240000000,2024-04-16 04:00:00,583375.3237401,36376667625.94725
1713243600000,2024-04-16 05:00:00,583552.3019381,36554080066.8394
1713247200000,2024-04-16 06:00:00,585959.32584579,37013085319.79353
1713250800000,2024-04-16 07:00:00,585790.25019196,37178079690.19993
1713254400000,2024-04-16 08:00:00,585526.58584456,37091174472.48712
1713258000000,2024-04-16 09:00:00,585895.23186815,37094202614.47486
1713261600000,2024-04-16 10:00:00,586737.9467303,36589655968.02065
1713265200000,2024-04-16 11:00:00,586513.51287011,36659036946.78381
1713268800000,2024-04-16 12:00:00,586736.96179932,37123211508.17291
1713272400000,2024-04-16 13:00:00,586181.62538949,36754448739.63256
1713276000000,2024-04-16 14:00:00,585914.34768712,36524181151.26009
1713279600000,2024-04-16 15:00:00,585822.96478506,36326282398.22187
1713283200000,2024-04-16 16:00:00,585465.75502509,36303162459.51139
1713286800000,2024-04-16 17:00:00,585782.73891584,36577139310.93351
1713290400000,2024-04-16 18:00:00,586307.53850619,36919680047.83164
1713294000000,2024-04-16 19:00:00,586169.34865144,36773404991.044205
1713297600000,2024-04-16 20:00:00,586731.93906088,36933685432.72602
1713301200000,2024-04-16 21:00:00,586554.25176198,37568320659.09196
1713304800000,2024-04-16 22:00:00,586452.80208568,37404779198.1144
1713308400000,2024-04-16 23:00:00,586286.04240629,37359283196.684456
1713312000000,2024-04-17 00:00:00,586253.97556628,37423048724.652885
1713315600000,2024-04-17 01:00:00,586015.79287707,37393206438.86829
1713319200000,2024-04-17 02:00:00,585960.50900419,37438499951.66057
1713322800000,2024-04-17 03:00:00,585755.49102797,37511140067.65861
1713326400000,2024-04-17 04:00:00,585790.37425213,37615041035.61479
1713330000000,2024-04-17 05:00:00,585625.81899693,37401078269.70054
1713333600000,2024-04-17 06:00:00,585399.38062026,37454069782.86358
1713337200000,2024-04-17 07:00:00,585180.8114389,37183474734.45752
1713340800000,2024-04-17 08:00:00,585148.97869817,37153823700.743835
1713344400000,2024-04-17 09:00:00,584159.23149845,37016223421.49096
1713348000000,2024-04-17 10:00:00,583831.13242556,36709098850.86967
1713351600000,2024-04-17 11:00:00,582574.62566285,36720387635.420525
1713355200000,2024-04-17 12:00:00,582485.6838529,36534471507.434814
1713358800000,2024-04-17 13:00:00,582057.01574424,36450464211.113266
1713362400000,2024-04-17 14:00:00,583353.94892603,35778793674.937546
1713366000000,2024-04-17 15:00:00,582604.98441691,35295240220.26381
1713369600000,2024-04-17 16:00:00,582794.06011556,34964214286.84095
1713373200000,2024-04-17 17:00:00,582975.85665105,35390780540.73003
1713376800000,2024-04-17 18:00:00,582516.24571892,35881040732.392105
1713380400000,2024-04-17 19:00:00,584365.81420368,35791129291.17826
1713384000000,2024-04-17 20:00:00,584533.49407408,35552259085.73768
1713387600000,2024-04-17 21:00:00,584435.74659625,35824656687.594315
1713391200000,2024-04-17 22:00:00,584783.88920848,36028419180.96235
1713394800000,2024-04-17 23:00:00,584787.23957872,35865107179.80745
1713398400000,2024-04-18 00:00:00,584712.17258223,35669767476.12454
1713402000000,2024-04-18 01:00:00,584783.94325035,36008184931.5347
1713405600000,2024-04-18 02:00:00,585507.46242796,36145809487.020226
1713409200000,2024-04-18 03:00:00,569077.59535915,35282854462.20502
1713412800000,2024-04-18 04:00:00,585985.35060136,36121690210.131935
1713416400000,2024-04-18 05:00:00,585620.07053614,35899631615.838165
1713420000000,2024-04-18 06:00:00,585829.72746846,35759702188.57426
1713423600000,2024-04-18 07:00:00,585714.73178508,35748628446.487686
1713427200000,2024-04-18 08:00:00,585184.111051,35904896804.61507
1713430800000,2024-04-18 09:00:00,586119.14739437,35974105148.72965
1713434400000,2024-04-18 10:00:00,586540.24864459,36287002183.3686
1713438000000,2024-04-18 11:00:00,585896.9669174,36736375780.82833
1713441600000,2024-04-18 12:00:00,585827.62979693,36421495019.97383
1713445200000,2024-04-18 13:00:00,585245.3121283,36628507935.54908
1713448800000,2024-04-18 14:00:00,583777.79547206,37202294655.627655
1713452400000,2024-04-18 15:00:00,582496.03188747,36998992792.53189
1713456000000,2024-04-18 16:00:00,583406.62070908,37111047773.13745
1713459600000,2024-04-18 17:00:00,582935.64865713,36606243133.54489
1713463200000,2024-04-18 18:00:00,582805.76922528,36827513528.11909
1713466800000,2024-04-18 19:00:00,582830.33071003,36912166326.22709
1713470400000,2024-04-18 20:00:00,582496.51694955,36997862760.95731
1713474000000,2024-04-18 21:00:00,582422.62582081,37025014406.57801
1713477600000,2024-04-18 22:00:00,582452.63445321,37002144789.566475
1713481200000,2024-04-18 23:00:00,582321.45563856,36954666589.0748
1713484800000,2024-04-19 00:00:00,583232.22488052,36821060811.93727
1713488400000,2024-04-19 01:00:00,582923.80272986,35655106710.31018
1713492000000,2024-04-19 02:00:00,583187.44743271,35314763122.066216
1713495600000,2024-04-19 03:00:00,582921.24828385,36034016535.670006
1713499200000,2024-04-19 04:00:00,584735.51278243,36508254668.34615
1713502800000,2024-04-19 05:00:00,584354.06146449,36259641343.86768
1713506400000,2024-04-19 06:00:00,583961.08729086,37735158536.63156
1713510000000,2024-04-19 07:00:00,583450.54795715,37720341293.14589
1713513600000,2024-04-19 08:00:00,582612.91332782,37624987370.593285
1713517200000,2024-04-19 09:00:00,582273.93052407,37766380717.96944
1713520800000,2024-04-19 10:00:00,582461.37737683,37616414902.85318
1713524400000,2024-04-19 11:00:00,582535.28909847,37793244440.4225
1713528000000,2024-04-19 12:00:00,581932.17390569,37992617148.36
1713531600000,2024-04-19 13:00:00,581123.617655,37796286844.1938
1713535200000,2024-04-19 14:00:00,581254.60534209,37383928187.11946
1713538800000,2024-04-19 15:00:00,580954.85304495,37475130300.6397
1713542400000,2024-04-19 16:00:00,582199.57872888,37265129448.916016
1713546000000,2024-04-19 17:00:00,582394.13604817,37637177754.11383
1713549600000,2024-04-19 18:00:00,582387.69485475,37435507302.3622
1713553200000,2024-04-19 19:00:00,582817.16883573,37436865329.49287
1713556800000,2024-04-19 20:00:00,583260.31449823,37313398221.13396
1713560400000,2024-04-19 21:00:00,583187.89382783,37529107231.03983
1713564000000,2024-04-19 22:00:00,583121.29853423,37392104364.79592
1713567600000,2024-04-19 23:00:00,582968.2012859,37209115107.03295
1713571200000,2024-04-20 00:00:00,582957.85046829,37237365888.71644
1713574800000,2024-04-20 01:00:00,582890.92563309,37130579258.37112
1713578400000,2024-04-20 02:00:00,582681.75752557,37217627508.3607
1713582000000,2024-04-20 03:00:00,582563.05803215,37274200138.417564
1713585600000,2024-04-20 04:00:00,582533.58951138,37379679431.50158
1713589200000,2024-04-20 05:00:00,582385.53934443,37392708488.86378
1713592800000,2024-04-20 06:00:00,582254.75251847,37354437945.79129
1713596400000,2024-04-20 07:00:00,582078.2145969,37243114580.749275
1713600000000,2024-04-20 08:00:00,581961.4881812,37122538220.21434
1713603600000,2024-04-20 09:00:00,581792.87853103,36956169606.39322
1713607200000,2024-04-20 10:00:00,581712.42897268,36961655345.67968
1713610800000,2024-04-20 11:00:00,581566.06310968,37072162038.98164
1713614400000,2024-04-20 12:00:00,581365.54461923,37122869612.961685
1713618000000,2024-04-20 13:00:00,581335.90105094,37135550716.074936
1713621600000,2024-04-20 14:00:00,581314.91728812,37192965298.06381
1713625200000,2024-04-20 15:00:00,581294.72967946,37284110529.550934
1713628800000,2024-04-20 16:00:00,581222.94876645,37644048096.21183
1713632400000,2024-04-20 17:00:00,580936.17530033,37907940620.59264
1713636000000,2024-04-20 18:00:00,580693.89101249,37774610545.74175
1713639600000,2024-04-20 19:00:00,581313.86591591,37720494196.02592
1713643200000,2024-04-20 20:00:00,581205.90981029,37640757342.90023
1713646800000,2024-04-20 21:00:00,581304.04693762,37625533474.1688
1713650400000,2024-04-20 22:00:00,582218.5134759,37653747162.658775
1713654000000,2024-04-20 23:00:00,582402.56353032,37790479495.59863
1713657600000,2024-04-21 00:00:00,582313.89738914,37733904839.251884
1713661200000,2024-04-21 01:00:00,582244.78147801,37853013490.17386
1713664800000,2024-04-21 02:00:00,582157.2974166,37943536145.44261
1713668400000,2024-04-21 03:00:00,581765.42305716,37913244577.16822
1713672000000,2024-04-21 04:00:00,581684.73714343,37864325886.13848
1713675600000,2024-04-21 05:00:00,581602.57263563,37808420895.97286
1713679200000,2024-04-21 06:00:00,581223.39179996,37853114962.556206
1713682800000,2024-04-21 07:00:00,581174.24049988,37846963787.493965
1713686400000,2024-04-21 08:00:00,581860.60975464,37816462454.268135
1713690000000,2024-04-21 09:00:00,581654.40984917,37780073119.62335
1713693600000,2024-04-21 10:00:00,581526.15486513,37778170486.56849
1713697200000,2024-04-21 11:00:00,580870.00059521,37913248473.96227
1713700800000,2024-04-21 12:00:00,581115.08612394,37889737391.10815
1713704400000,2024-04-21 13:00:00,581307.0109794,37755194037.9576
1713708000000,2024-04-21 14:00:00,581162.0091173,37690735139.781586
1713711600000,2024-04-21 15:00:00,581105.46659289,37801070123.07002
1713715200000,2024-04-21 16:00:00,580892.75575112,37502142526.32045
1713718800000,2024-04-21 17:00:00,580728.91088902,37667261899.453384
1713722400000,2024-04-21 18:00:00,581026.96627523,37631368128.895645
1713726000000,2024-04-21 19:00:00,581159.73373682,37625246574.942795
1713729600000,2024-04-21 20:00:00,581256.46415195,37509135962.437386
1713733200000,2024-04-21 21:00:00,581432.07545453,37692246273.32969
1713736800000,2024-04-21 22:00:00,581362.58758228,37819690639.32762
1713740400000,2024-04-21 23:00:00,581640.63671214,37781029733.79782
1713744000000,2024-04-22 00:00:00,581714.37415626,37741025984.13886
1713747600000,2024-04-22 01:00:00,581581.62135381,37754144272.38438
1713751200000,2024-04-22 02:00:00,581329.29097309,37659594247.2097
1713754800000,2024-04-22 03:00:00,580888.00751301,38296066874.641594
1713758400000,2024-04-22 04:00:00,580771.56000192,38183338846.91308
1713762000000,2024-04-22 05:00:00,580520.50859728,38429056202.47735
1713765600000,2024-04-22 06:00:00,580312.44442679,38488000766.44227
1713769200000,2024-04-22 07:00:00,579163.2187173,38277000506.98718
1713772800000,2024-04-22 08:00:00,579536.71866399,38246306232.27955
