start_time,datetime,taker_buy_ratio,taker_buy_sell_ratio,taker_buy_volume,taker_sell_ratio,taker_sell_volume
1709197200000,2024-02-29 09:00:00,0.49245006,0.97024947,453912031.23617,0.50754994,467830229.4832
1709200800000,2024-02-29 10:00:00,0.48783285,0.95248757,462487459.91413,0.51216715,485557473.47349
1709204400000,2024-02-29 11:00:00,0.50524397,1.02119822,606140307.03401,0.49475603,593557937.81702
1709208000000,2024-02-29 12:00:00,0.46068611,0.85420776,558439319.08663,0.53931389,653751167.09096
1709211600000,2024-02-29 13:00:00,0.49608768,0.98447222,919101860.61647,0.50391232,933598570.77204
1709215200000,2024-02-29 14:00:00,0.49090782,0.96428083,1114672923.99662,0.50909218,1155962967.12871
1709218800000,2024-02-29 15:00:00,0.46897442,0.88314845,578177886.56162,0.53102558,654678027.58504
1709222400000,2024-02-29 16:00:00,0.47368095,0.89998822,1221381786.71531,0.52631905,1357108631.81415
1709226000000,2024-02-29 17:00:00,0.48481688,0.94105738,1676658416.24639,0.51518312,1781675001.49412
1709229600000,2024-02-29 18:00:00,0.49633787,0.985458,1058137757.69041,0.50366213,1073752263.46598
1709233200000,2024-02-29 19:00:00,0.5151276,1.06239826,537766137.4348,0.4848724,506181307.0547
1709236800000,2024-02-29 20:00:00,0.4908464,0.96404384,685273780.89057,0.5091536,710832590.33026
1709240400000,2024-02-29 21:00:00,0.48841628,0.95471427,1050271220.38119,0.51158372,1100089577.5591
1709244000000,2024-02-29 22:00:00,0.48767823,0.95189832,402681398.03926,0.51232177,423029844.70308
1709247600000,2024-02-29 23:00:00,0.48925397,0.95792025,274052502.27449,0.51074603,286091146.91519
1709251200000,2024-03-01 00:00:00,0.5252066,1.10617921,298363285.6665,0.4747934,269724183.88836
1709254800000,2024-03-01 01:00:00,0.44344738,0.79677528,198512397.70436,0.55655262,249144773.84734
1709258400000,2024-03-01 02:00:00,0.49248598,0.97038892,314317858.50991,0.50751402,323909156.89039
1709262000000,2024-03-01 03:00:00,0.52404735,1.10104934,227013839.77171,0.47595265,206179533.53943
1709265600000,2024-03-01 04:00:00,0.54927391,1.21864238,232041118.25799,0.45072609,190409525.4873
1709269200000,2024-03-01 05:00:00,0.40163582,0.67122303,134385253.62826,0.59836418,200209540.70317
1709272800000,2024-03-01 06:00:00,0.52125843,1.08880965,285114198.07994,0.47874157,261858625.75976
1709276400000,2024-03-01 07:00:00,0.48147602,0.92855111,255904481.8497,0.51852398,275595473.24516
1709280000000,2024-03-01 08:00:00,0.50567514,1.02296118,557114771.66183,0.49432486,544609887.78703
1709283600000,2024-03-01 09:00:00,0.51681339,1.06959378,272489529.94007,0.48318661,254759831.4878
1709287200000,2024-03-01 10:00:00,0.48704481,0.94948802,242692193.96107,0.51295519,255603219.63512
1709290800000,2024-03-01 11:00:00,0.47237647,0.89529075,187801903.5664,0.52762353,209766384.2732
1709294400000,2024-03-01 12:00:00,0.52989355,1.12717779,549892851.201,0.47010645,487849259.4115
1709298000000,2024-03-01 13:00:00,0.50186393,1.0074836,345566327.76214,0.49813607,342999457.0139
1709301600000,2024-03-01 14:00:00,0.45443009,0.83294568,729629864.37308,0.54556991,875963325.15781
1709305200000,2024-03-01 15:00:00,0.48283597,0.93362249,694906129.13526,0.51716403,744311681.74058
1709308800000,2024-03-01 16:00:00,0.52103974,1.08785591,435519023.39359,0.47896026,400346239.65994
1709312400000,2024-03-01 17:00:00,0.53675933,1.1587051,576240557.46146,0.46324067,497314249.12576
1709316000000,2024-03-01 18:00:00,0.51794904,1.07446949,398838751.99263,0.48205096,371195976.5626
1709319600000,2024-03-01 19:00:00,0.45636106,0.83945616,288253277.6149,0.54363894,343380977.74637
1709323200000,2024-03-01 20:00:00,0.50839303,1.03414529,600625825.04034,0.49160697,580794430.97516
1709326800000,2024-03-01 21:00:00,0.50265889,1.01069242,630714925.05833,0.49734111,624042399.02906
1709330400000,2024-03-01 22:00:00,0.50078,1.00312488,298783973.29674,0.49922,297853218.9382
1709334000000,2024-03-01 23:00:00,0.4990082,0.99604064,327804141.47239,0.5009918,329107196.51114
1709337600000,2024-03-02 00:00:00,0.47580229,0.90767718,228557818.304,0.52419771,251805183.29307
1709341200000,2024-03-02 01:00:00,0.4749547,0.90459757,179973881.35347,0.5250453,198954638.1279
1709344800000,2024-03-02 02:00:00,0.56591704,1.30370711,209604785.26937,0.43408296,160775977.86876
1709348400000,2024-03-02 03:00:00,0.55860703,1.26555488,294425909.3725,0.44139297,232645706.7806
1709352000000,2024-03-02 04:00:00,0.45720763,0.84232509,176740393.0104,0.54279237,209824443.89957
1709355600000,2024-03-02 05:00:00,0.45328622,0.82911067,314662483.804,0.54671378,379518072.5267
1709359200000,2024-03-02 06:00:00,0.51948559,1.08110305,249454717.84997,0.48051441,230740925.80766
1709362800000,2024-03-02 07:00:00,0.50548535,1.02218477,174612763.0943,0.49451465,170823092.4661
1709366400000,2024-03-02 08:00:00,0.49661095,0.98653506,205196625.96217,0.50338905,207997297.6155
1709370000000,2024-03-02 09:00:00,0.43948184,0.78406353,298866192.71516,0.56051816,381175992.03327
1709373600000,2024-03-02 10:00:00,0.51426558,1.05873819,176352852.08916,0.48573442,166568895.8165
1709377200000,2024-03-02 11:00:00,0.47480894,0.90406898,154064049.5029,0.52519106,170411830.7198
1709380800000,2024-03-02 12:00:00,0.56182114,1.28217306,228852046.47202,0.43817886,178487642.5318
1709384400000,2024-03-02 13:00:00,0.44306879,0.7955539,166520823.337,0.55693121,209314320.17006
1709388000000,2024-03-02 14:00:00,0.49040126,0.96232824,409531374.06876,0.50959874,425563082.28132
1709391600000,2024-03-02 15:00:00,0.4855168,0.94369805,234974114.64526,0.5144832,248992900.99496
1709395200000,2024-03-02 16:00:00,0.52223666,1.09308648,158668826.9751,0.47776334,145156700.0256
1709398800000,2024-03-02 17:00:00,0.48064243,0.92545573,126529081.90996,0.51935757,136720836.9657
1709402400000,2024-03-02 18:00:00,0.53907894,1.16956891,120587797.45956,0.46092106,103104482.40966
1709406000000,2024-03-02 19:00:00,0.48014775,0.92362349,111236477.43043,0.51985225,120434872.2397
1709409600000,2024-03-02 20:00:00,0.45751841,0.84338051,237114275.34867,0.54248159,281147443.15612
1709413200000,2024-03-02 21:00:00,0.50373105,1.01503641,89254334.39466,0.49626895,87932150.8065
1709416800000,2024-03-02 22:00:00,0.33620592,0.5064913,66528466.4245,0.66379408,131351647.84576
1709420400000,2024-03-02 23:00:00,0.53659497,1.15793945,170240774.43946,0.46340503,147020445.7408
1709424000000,2024-03-03 00:00:00,0.5000502,1.00020083,149208825.5567,0.4999498,149178866.14326
1709427600000,2024-03-03 01:00:00,0.56472198,1.29738226,88409758.55,0.43527802,68144725.8871
1709431200000,2024-03-03 02:00:00,0.4641958,0.86635342,101361575.2602,0.5358042,116997950.84708
1709434800000,2024-03-03 03:00:00,0.49247642,0.9703518,136205371.71466,0.50752358,140367000.8639
1709438400000,2024-03-03 04:00:00,0.51610016,1.06654337,116265525.60455,0.48389984,109011530.8271
1709442000000,2024-03-03 05:00:00,0.48829316,0.95424397,83141327.7913,0.51170684,87127956.8685
1709445600000,2024-03-03 06:00:00,0.49684036,0.98744082,171763357.63186,0.50315964,173948002.05086
1709449200000,2024-03-03 07:00:00,0.42064362,0.72605332,563805807.71766,0.57935638,776534989.55778
1709452800000,2024-03-03 08:00:00,0.51173649,1.0480744,318367220.4873,0.48826351,303763950.726
1709456400000,2024-03-03 09:00:00,0.54142703,1.18067802,243175463.43286,0.45857297,205962556.9566
1709460000000,2024-03-03 10:00:00,0.48234317,0.93178173,111263009.0023,0.51765683,119408876.0425
1709463600000,2024-03-03 11:00:00,0.53565194,1.15355698,94328278.4093,0.46434806,81771667.6915
1709467200000,2024-03-03 12:00:00,0.52459746,1.10348057,988447122.5178,0.47540254,895753992.88807
1709470800000,2024-03-03 13:00:00,0.48739829,0.95083234,356059487.83187,0.51260171,374471368.82469
1709474400000,2024-03-03 14:00:00,0.42078409,0.72647192,208351530.193,0.57921591,286799150.96527
1709478000000,2024-03-03 15:00:00,0.55066954,1.2255335,143037915.9865,0.44933046,116714815.2046
1709481600000,2024-03-03 16:00:00,0.56857281,1.31788822,568599353.65332,0.43142719,431447329.0985
1709485200000,2024-03-03 17:00:00,0.46378491,0.86492327,412501809.43264,0.53621509,476923011.29485
1709488800000,2024-03-03 18:00:00,0.52286352,1.0958364,175027776.00469,0.47713648,159720718.1401
1709492400000,2024-03-03 19:00:00,0.46079798,0.85459245,106742687.5614,0.53920202,124904786.9398
1709496000000,2024-03-03 20:00:00,0.5532143,1.23820952,162928852.4114,0.4467857,131584234.745
1709499600000,2024-03-03 21:00:00,0.57178202,1.33525924,139066267.5532,0.42821798,104149264.0246
1709503200000,2024-03-03 22:00:00,0.50902964,1.03678285,487427142.44914,0.49097036,470134263.76685
1709506800000,2024-03-03 23:00:00,0.55841389,1.26456397,276228054.02482,0.44158611,218437391.4048
1709510400000,2024-03-04 00:00:00,0.52478116,1.10429367,2026863674.74287,0.47521884,1835439008.63339
1709514000000,2024-03-04 01:00:00,0.49392136,0.9759775,554332278.41606,0.50607864,567976491.55329
1709517600000,2024-03-04 02:00:00,0.48793248,0.95286748,570211061.82725,0.51206752,598415913.07203
1709521200000,2024-03-04 03:00:00,0.46020317,0.85254887,246534816.43317,0.53979683,289173823.41352
1709524800000,2024-03-04 04:00:00,0.49892152,0.99569535,228588628.20197,0.50107848,229576877.3779
1709528400000,2024-03-04 05:00:00,0.45576303,0.83743491,231663549.7591,0.54423697,276634694.20518
1709532000000,2024-03-04 06:00:00,0.52253329,1.09438685,210249060.10101,0.47746671,192115850.2967
1709535600000,2024-03-04 07:00:00,0.54096027,1.17846069,554438669.74282,0.45903973,470477015.72776
1709539200000,2024-03-04 08:00:00,0.5289367,1.12285697,1891213507.45528,0.4710633,1684287100.00224
1709542800000,2024-03-04 09:00:00,0.48894206,0.9567253,1011575508.79713,0.51105794,1057331204.25552
1709546400000,2024-03-04 10:00:00,0.47841337,0.91722706,555841883.3047,0.52158663,606002490.73631
1709550000000,2024-03-04 11:00:00,0.54428371,1.1943477,324260352.6047,0.45571629,271495774.5704
1709553600000,2024-03-04 12:00:00,0.5071971,1.02920885,280587907.4663,0.4928029,272624848.4366
1709557200000,2024-03-04 13:00:00,0.46750125,0.87793867,589332788.78697,0.53249875,671268743.51047
1709560800000,2024-03-04 14:00:00,0.50670951,1.02720308,1972141733.61936,0.49329049,1919914163.62892
1709564400000,2024-03-04 15:00:00,0.48676992,0.94844387,994858461.95562,0.51323008,1048937621.7009
1709568000000,2024-03-04 16:00:00,0.47869047,0.91824615,995880269.77532,0.52130953,1084546088.87843
1709571600000,2024-03-04 17:00:00,0.50363995,1.01466659,1720794766.3799,0.49636005,1695921388.4295
1709575200000,2024-03-04 18:00:00,0.47296971,0.89742414,1011115602.1341,0.52703029,1126686425.62306
1709578800000,2024-03-04 19:00:00,0.50916927,1.03736225,748086265.91404,0.49083073,721142748.869
1709582400000,2024-03-04 20:00:00,0.45747697,0.84323972,915183161.40257,0.54252303,1085317902.67348
1709586000000,2024-03-04 21:00:00,0.47169274,0.89283788,684410326.7233,0.52830726,766556104.4276
1709589600000,2024-03-04 22:00:00,0.51804873,1.07489856,694535739.9751,0.48195127,646140731.79438
1709593200000,2024-03-04 23:00:00,0.50887141,1.03612662,1437144223.80512,0.49112859,1387035325.48235
1709596800000,2024-03-05 00:00:00,0.49089517,0.96423201,573514154.79381,0.50910483,594788548.23743
1709600400000,2024-03-05 01:00:00,0.51750604,1.07256479,895833351.51666,0.48249396,835225396.9819
1709604000000,2024-03-05 02:00:00,0.4620036,0.8587485,673435103.00021,0.5379964,784205273.80117
1709607600000,2024-03-05 03:00:00,0.46968287,0.88566417,471603025.2877,0.53031713,532485160.35463
1709611200000,2024-03-05 04:00:00,0.4496628,0.81706778,790144161.78395,0.5503372,967048489.41038
1709614800000,2024-03-05 05:00:00,0.47712183,0.91249141,1798789435.83088,0.52287817,1971294657.20583
1709618400000,2024-03-05 06:00:00,0.50726392,1.02948403,553384215.45612,0.49273608,537535502.6173999
1709622000000,2024-03-05 07:00:00,0.43400714,0.76680674,695269530.0068,0.56599286,906707636.03796
1709625600000,2024-03-05 08:00:00,0.49947517,0.99790287,1005581403.36984,0.50052483,1007694674.51724
1709629200000,2024-03-05 09:00:00,0.49612176,0.98460642,478704229.0855,0.50387824,486188408.81793
1709632800000,2024-03-05 10:00:00,0.54555727,1.20049731,516500553.55545,0.45444273,430238826.3763
1709636400000,2024-03-05 11:00:00,0.46761572,0.87834248,352839522.4396,0.53238428,401710643.8273
1709640000000,2024-03-05 12:00:00,0.54473136,1.19650536,489278202.87548,0.45526864,408922700.3207
1709643600000,2024-03-05 13:00:00,0.50088623,1.00355122,977350559.45309,0.49911377,973892056.687
1709647200000,2024-03-05 14:00:00,0.50514664,1.02080068,1556204761.28882,0.49485336,1524494247.504
1709650800000,2024-03-05 15:00:00,0.47139554,0.89177366,3490027009.90228,0.52860446,3913579400.30615
1709654400000,2024-03-05 16:00:00,0.48463631,0.94037728,3661713650.05884,0.51536369,3893877217.28926
1709658000000,2024-03-05 17:00:00,0.47910832,0.91978492,2485841601.07151,0.52089168,2702633566.38934
1709661600000,2024-03-05 18:00:00,0.45433669,0.83263192,1073810126.3242,0.54566331,1289657654.8605
1709665200000,2024-03-05 19:00:00,0.44110663,0.78925007,3968146869.02043,0.55889337,5027743463.51692
1709668800000,2024-03-05 20:00:00,0.48523014,0.94261567,2816457753.9247,0.51476986,2987917386.91716
1709672400000,2024-03-05 21:00:00,0.52989538,1.12718607,1747891934.01538,0.47010462,1550668503.25744
1709676000000,2024-03-05 22:00:00,0.51247845,1.05119139,988265321.72965,0.48752155,940138336.45417
1709679600000,2024-03-05 23:00:00,0.51063413,1.04346088,723222080.50186,0.48936587,693099373.9489
1709683200000,2024-03-06 00:00:00,0.4792828,0.92042822,522579224.29685,0.5207172,567756631.09802
1709686800000,2024-03-06 01:00:00,0.49019837,0.96154726,391780155.5995,0.50980163,407447631.7251
1709690400000,2024-03-06 02:00:00,0.45517032,0.83543599,362592440.2703,0.54482968,434015827.24358
1709694000000,2024-03-06 03:00:00,0.56198024,1.28300202,412125937.1908,0.43801976,321220023.1026
1709697600000,2024-03-06 04:00:00,0.56182359,1.28218582,603372715.2507,0.43817641,470581334.9099
1709701200000,2024-03-06 05:00:00,0.52442257,1.10270704,1559617466.67348,0.47557743,1414353416.1825
1709704800000,2024-03-06 06:00:00,0.47604148,0.90854802,801993384.3621,0.52395852,882719859.16268
1709708400000,2024-03-06 07:00:00,0.55660615,1.25533122,667895443.66025,0.44339385,532047184.39625
1709712000000,2024-03-06 08:00:00,0.50051202,1.00205017,1241434970.23811,0.49948798,1238895029.12584
1709715600000,2024-03-06 09:00:00,0.44832493,0.8126612,699681054.37688,0.55167507,860975094.65933
1709719200000,2024-03-06 10:00:00,0.54050378,1.17629646,486540800.61192,0.45949622,413620901.3902
1709722800000,2024-03-06 11:00:00,0.51106418,1.0452582,651220408.7237,0.48893582,623023487.8214
1709726400000,2024-03-06 12:00:00,0.46310403,0.86255821,1801361069.82031,0.53689597,2088393627.72291
1709730000000,2024-03-06 13:00:00,0.50812408,1.03303304,1226740565.50043,0.49187592,1187513393.91795
1709733600000,2024-03-06 14:00:00,0.47789695,0.91533069,1240535714.72207,0.52210305,1355286928.3903
1709737200000,2024-03-06 15:00:00,0.49836409,0.99347769,1178313706.16503,0.50163591,1186049486.12343
1709740800000,2024-03-06 16:00:00,0.51415049,1.05825052,696038756.03237,0.48584951,657725883.013
1709744400000,2024-03-06 17:00:00,0.49380232,0.97551282,547743082.63298,0.50619768,561492447.7219
1709748000000,2024-03-06 18:00:00,0.48523097,0.9426188,527154761.75594,0.51476903,559244903.34352
1709751600000,2024-03-06 19:00:00,0.4921964,0.96926528,318051751.34098,0.5078036,328136949.04342
1709755200000,2024-03-06 20:00:00,0.49396023,0.97612927,427304743.07308,0.50603977,437754257.9284
1709758800000,2024-03-06 21:00:00,0.45309144,0.82845921,357101852.9684,0.54690856,431043372.80113
1709762400000,2024-03-06 22:00:00,0.43703986,0.7763247,202483304.8473,0.56296014,260822957.1092
1709766000000,2024-03-06 23:00:00,0.52039019,1.08502825,246556541.7701,0.47960981,227235135.31448
1709769600000,2024-03-07 00:00:00,0.53235114,1.13835654,279877898.1083,0.46764886,245861370.4725
1709773200000,2024-03-07 01:00:00,0.51562364,1.06451033,364853642.83473,0.48437636,342743168.25335
1709776800000,2024-03-07 02:00:00,0.50287983,1.01158606,302848008.3237,0.49712017,299379380.8974
1709780400000,2024-03-07 03:00:00,0.50809713,1.03292165,252208883.7698,0.49190287,244170392.632
1709784000000,2024-03-07 04:00:00,0.47881384,0.91870023,237512210.9292,0.52118616,258530696.14278
1709787600000,2024-03-07 05:00:00,0.493112,0.97282241,291246890.5688,0.506888,299383409.8064
1709791200000,2024-03-07 06:00:00,0.50709567,1.02879126,298999674.6257,0.49290433,290632011.5515
1709794800000,2024-03-07 07:00:00,0.55015392,1.22298256,344373353.9281,0.44984608,281584843.6291
1709798400000,2024-03-07 08:00:00,0.49883168,0.9953376,543399579.80794,0.50116832,545944991.1081
1709802000000,2024-03-07 09:00:00,0.50822227,1.03343898,253185090.9603,0.49177773,244992782.7762
1709805600000,2024-03-07 10:00:00,0.50399171,1.01609532,242385763.6486,0.49600829,238546284.3461
1709809200000,2024-03-07 11:00:00,0.49424744,0.97725148,563584146.92171,0.50575256,576703291.34152
1709812800000,2024-03-07 12:00:00,0.47654585,0.91038698,309919226.4781,0.52345415,340425812.8751
1709816400000,2024-03-07 13:00:00,0.5183487,1.07619082,282461261.7646,0.4816513,262463920.6214
1709820000000,2024-03-07 14:00:00,0.50411423,1.01659345,1489470508.72039,0.49588577,1465158468.6862
1709823600000,2024-03-07 15:00:00,0.51384947,1.05697606,722589685.54912,0.48615053,683638646.7538
1709827200000,2024-03-07 16:00:00,0.45507962,0.83513048,409008385.8037,0.54492038,489753873.9239
1709830800000,2024-03-07 17:00:00,0.51069287,1.04370617,818136529.57133,0.48930713,783876295.4901999
1709834400000,2024-03-07 18:00:00,0.4934458,0.9741224,303553270.4282,0.5065542,311617174.0495
1709838000000,2024-03-07 19:00:00,0.50278875,1.01121757,337518083.3712,0.49721125,333773950.62128
1709841600000,2024-03-07 20:00:00,0.46644885,0.87423454,379846723.6453,0.53355115,434490640.9648
1709845200000,2024-03-07 21:00:00,0.47205677,0.89414306,380916449.7947,0.52794323,426012869.36098
1709848800000,2024-03-07 22:00:00,0.48823384,0.95401742,163208526.1339,0.51176616,171074996.0338
1709852400000,2024-03-07 23:00:00,0.46993649,0.88656638,207728127.9584,0.53006351,234306345.59032
1709856000000,2024-03-08 00:00:00,0.53420102,1.14684886,214436820.7454,0.46579898,186979146.5066
1709859600000,2024-03-08 01:00:00,0.53778983,1.16351794,257424565.8444,0.46221017,221246752.8991
1709863200000,2024-03-08 02:00:00,0.52754305,1.11659495,167721702.2434,0.47245695,150208185.8249
1709866800000,2024-03-08 03:00:00,0.54794903,1.2121399,200386529.1109,0.45205097,165316337.2083
1709870400000,2024-03-08 04:00:00,0.45840853,0.84641017,91947786.2337,0.54159147,108632657.3788
1709874000000,2024-03-08 05:00:00,0.41992661,0.7239198,145975713.0944,0.58007339,201646251.1738
1709877600000,2024-03-08 06:00:00,0.60842783,1.55380764,356156078.08664,0.39157217,229215038.0249
1709881200000,2024-03-08 07:00:00,0.43849677,0.78093366,312290712.9063,0.56150323,399894034.7775
1709884800000,2024-03-08 08:00:00,0.49293727,0.97214259,253700057.7371,0.50706273,260970005.6615
1709888400000,2024-03-08 09:00:00,0.50494056,1.01995948,205271360.4074,0.49505944,201254427.2106
1709892000000,2024-03-08 10:00:00,0.5062135,1.02516673,141335288.0109,0.4937865,137865659.6366
1709895600000,2024-03-08 11:00:00,0.53150875,1.13451159,330307262.1082,0.46849125,291144900.0138
1709899200000,2024-03-08 12:00:00,0.44807469,0.81183936,214344706.57673,0.55192531,264023544.861
1709902800000,2024-03-08 13:00:00,0.51065018,1.04352787,507181631.9305,0.48934982,486025959.2627
1709906400000,2024-03-08 14:00:00,0.52865156,1.12157272,1263365959.74147,0.47134844,1126423585.2508
1709910000000,2024-03-08 15:00:00,0.5038364,1.01546425,3781595791.68942,0.4961636,3724006812.6399703
1709913600000,2024-03-08 16:00:00,0.49159485,0.96693522,2976324879.03974,0.50840515,3078101636.65042
1709917200000,2024-03-08 17:00:00,0.52136975,1.08929545,1031997707.38684,0.47863025,947399264.1295
1709920800000,2024-03-08 18:00:00,0.48057658,0.92521161,573571912.20988,0.51942342,619935924.54376
1709924400000,2024-03-08 19:00:00,0.4757332,0.90742577,451502981.6595,0.5242668,497564644.1082
1709928000000,2024-03-08 20:00:00,0.53152063,1.13456572,949545910.87596,0.46847937,836924556.5906
1709931600000,2024-03-08 21:00:00,0.4559392,0.83802986,606954045.7155,0.5440608,724263026.4693
1709935200000,2024-03-08 22:00:00,0.55009628,1.22269778,274355658.60971,0.44990372,224385504.7957
1709938800000,2024-03-08 23:00:00,0.50437282,1.0176456,238377254.2144,0.49562718,234243879.792
1709942400000,2024-03-09 00:00:00,0.47690276,0.91169044,178288756.1107,0.52309724,195558435.3721
1709946000000,2024-03-09 01:00:00,0.47133887,0.89157087,148118028.7107,0.52866113,166131524.9939
1709949600000,2024-03-09 02:00:00,0.59136565,1.44717557,159996138.2415,0.40863435,110557517.1438
1709953200000,2024-03-09 03:00:00,0.58508285,1.41011972,134062250.5349,0.41491715,95071538.1384
1709956800000,2024-03-09 04:00:00,0.52283788,1.09572376,119185044.6327,0.47716212,108772893.9038
1709960400000,2024-03-09 05:00:00,0.47193328,0.89370011,73264897.8272,0.52806672,81979286.7906
1709964000000,2024-03-09 06:00:00,0.50715082,1.0290183,184833743.7514,0.49284918,179621434.3141
1709967600000,2024-03-09 07:00:00,0.39967044,0.66575173,113455800.9323,0.60032956,170417582.1081
1709971200000,2024-03-09 08:00:00,0.42857828,0.75002099,158352684.991,0.57142172,211131005.1004
1709974800000,2024-03-09 09:00:00,0.46335354,0.86342421,119777207.2783,0.53664646,138723475.7551
1709978400000,2024-03-09 10:00:00,0.41718652,0.71581481,261086909.7671,0.58281348,364740862.0611
1709982000000,2024-03-09 11:00:00,0.53987641,1.17332914,129464394.0309,0.46012359,110339366.2605
1709985600000,2024-03-09 12:00:00,0.50587537,1.02378094,157476266.0847,0.49412463,153818322.4125
1709989200000,2024-03-09 13:00:00,0.50272807,1.01097213,124296971.8953,0.49727193,122947970.8045
1709992800000,2024-03-09 14:00:00,0.36205572,0.56753503,157506961.8672,0.63794428,277528177.0126
1709996400000,2024-03-09 15:00:00,0.51857619,1.07717187,111876162.3157,0.48142381,103861013.9444
1710000000000,2024-03-09 16:00:00,0.49413091,0.97679602,137457588.8915,0.50586909,140722920.9063
1710003600000,2024-03-09 17:00:00,0.4871232,0.949786,108567019.4317,0.5128768,114306822.0368
1710007200000,2024-03-09 18:00:00,0.4835538,0.93631013,86159356.2938,0.5164462,92020104.6362
1710010800000,2024-03-09 19:00:00,0.44317263,0.79588875,56760109.597,0.55682737,71316637.938
1710014400000,2024-03-09 20:00:00,0.57403293,1.3475993,98725874.9448,0.42596707,73260556.5011
1710018000000,2024-03-09 21:00:00,0.57279961,1.34082185,98533032.8672,0.42720039,73487042.73
1710021600000,2024-03-09 22:00:00,0.48899494,0.95692778,50919878.8005,0.51100506,53211830.2846
1710025200000,2024-03-09 23:00:00,0.44971669,0.81724572,90923648.8545,0.55028331,111256194.0561
1710028800000,2024-03-10 00:00:00,0.52083578,1.08696719,187399925.9937,0.47916422,172406239.068
1710032400000,2024-03-10 01:00:00,0.52812452,1.11920314,876277707.68654,0.47187548,782947862.85588
1710036000000,2024-03-10 02:00:00,0.46190806,0.85841848,265629277.1465,0.53809194,309440305.1433
1710039600000,2024-03-10 03:00:00,0.5545656,1.24499949,221430302.4865,0.4454344,177855737.2816
1710043200000,2024-03-10 04:00:00,0.52370404,1.09953491,554535697.87721,0.47629596,504336599.8553
1710046800000,2024-03-10 05:00:00,0.47016739,0.88738856,180817141.7609,0.52983261,203763210.2193
1710050400000,2024-03-10 06:00:00,0.48050397,0.92494254,153351216.0568,0.51949603,165795398.359
1710054000000,2024-03-10 07:00:00,0.52408674,1.10122324,165955460.6485,0.47591326,150701015.2506
1710057600000,2024-03-10 08:00:00,0.52860826,1.12137786,223330610.9321,0.47139174,199157321.6537
1710061200000,2024-03-10 09:00:00,0.50311229,1.01252712,677020806.53522,0.49688771,668644617.1642
1710064800000,2024-03-10 10:00:00,0.47851165,0.91758837,447476553.2229,0.52148835,487665893.1017
1710068400000,2024-03-10 11:00:00,0.47356644,0.89957495,250194113.2499,0.52643356,278124811.3968
1710072000000,2024-03-10 12:00:00,0.51521348,1.06276364,368246478.9605,0.48478652,346498943.0937
1710075600000,2024-03-10 13:00:00,0.43336034,0.76478999,311158779.2393,0.56663966,406855194.6567
1710079200000,2024-03-10 14:00:00,0.50124523,1.00499336,683770928.9942,0.49875477,680373581.96594
1710082800000,2024-03-10 15:00:00,0.50916443,1.03734217,332600848.392,0.49083557,320627907.4449
1710086400000,2024-03-10 16:00:00,0.53289688,1.14085489,425110208.92751,0.46710312,372624258.8999
1710090000000,2024-03-10 17:00:00,0.49647585,0.98600207,136144417.3571,0.50352415,138077212.9548
1710093600000,2024-03-10 18:00:00,0.3949226,0.65268114,125359739.1123,0.6050774,192068886.1141
1710097200000,2024-03-10 19:00:00,0.55648856,1.25473328,148203570.6296,0.44351144,118115597.1416
1710100800000,2024-03-10 20:00:00,0.53362501,1.14419729,93594916.9931,0.46637499,81799631.465
1710104400000,2024-03-10 21:00:00,0.47035244,0.88804797,105155316.9174,0.52964756,118411752.5445
1710108000000,2024-03-10 22:00:00,0.43878544,0.78184971,647691750.1549,0.56121456,828409532.09937
1710111600000,2024-03-10 23:00:00,0.53531066,1.15197532,386979171.36466,0.46468934,335926616.5964
1710115200000,2024-03-11 00:00:00,0.45048243,0.81977803,959878503.09869,0.54951757,1170900499.61639
1710118800000,2024-03-11 01:00:00,0.50821966,1.03342818,773780576.80803,0.49178034,748751189.60133
1710122400000,2024-03-11 02:00:00,0.46841666,0.88117257,291967965.81981,0.53158334,331340279.9842
1710126000000,2024-03-11 03:00:00,0.54295454,1.18796618,218610282.4486,0.45704546,184020627.8541
1710129600000,2024-03-11 04:00:00,0.49234613,0.96984609,182295173.56198,0.50765387,187962992.3175
1710133200000,2024-03-11 05:00:00,0.55009853,1.22270888,200837626.3214,0.44990147,164256292.1529
1710136800000,2024-03-11 06:00:00,0.59882772,1.49269465,415945480.84096,0.40117228,278654096.8901
1710140400000,2024-03-11 07:00:00,0.51402025,1.05769891,3295720221.41975,0.48597975,3115934212.8937
1710144000000,2024-03-11 08:00:00,0.50395786,1.01595777,1160010060.57594,0.49604214,1141789641.69204
1710147600000,2024-03-11 09:00:00,0.49996005,0.99984023,686566640.89426,0.50003995,686676350.0057
1710151200000,2024-03-11 10:00:00,0.45373959,0.83062872,418482069.5784,0.54626041,503813630.8856
1710154800000,2024-03-11 11:00:00,0.49569444,0.98292479,1133227377.5305,0.50430556,1152913615.05308
1710158400000,2024-03-11 12:00:00,0.5220196,1.09213599,753022774.1584,0.4779804,689495427.8294001
1710162000000,2024-03-11 13:00:00,0.49284745,0.9717933,1050596987.61638,0.50715255,1081090992.04884
1710165600000,2024-03-11 14:00:00,0.51424438,1.05864834,785362811.25418,0.48575562,741854289.4061
1710169200000,2024-03-11 15:00:00,0.50985035,1.04019322,947042524.46103,0.49014965,910448657.2429
1710172800000,2024-03-11 16:00:00,0.50799684,1.03250729,722449388.6999,0.49200316,699703912.4043
