start_time,datetime,flow_mean,flow_total,transactions_count_flow
1705370400000,2024-01-16 02:00:00,4.02538263,165.0406878,41
1705374000000,2024-01-16 03:00:00,4.22365083,122.48587403,29
1705377600000,2024-01-16 04:00:00,5.08684736,651.11646268,128
1705381200000,2024-01-16 05:00:00,3.75257195,131.34001834,35
1705384800000,2024-01-16 06:00:00,6.3788057,274.28864502,43
1705388400000,2024-01-16 07:00:00,8.3947422,75.55267977,9
1705392000000,2024-01-16 08:00:00,2.0669795,117.81783129,57
1705395600000,2024-01-16 09:00:00,406.11027551,12183.30826529,30
1705399200000,2024-01-16 10:00:00,2.08616553,75.10195892,36
1705402800000,2024-01-16 11:00:00,1.78057159,78.34514979,44
1705406400000,2024-01-16 12:00:00,1.50396423,40.60703424,27
1705410000000,2024-01-16 13:00:00,1.08860885,38.10130963,35
1705413600000,2024-01-16 14:00:00,3.44778052,124.12009859,36
1705417200000,2024-01-16 15:00:00,4.64313331,185.7253325,40
1705420800000,2024-01-16 16:00:00,4.26374373,144.9672868,34
1705424400000,2024-01-16 17:00:00,3.94998786,98.74969648,25
1705428000000,2024-01-16 18:00:00,2.76856185,113.51103567,41
1705431600000,2024-01-16 19:00:00,3.32474739,79.79393743,24
1705435200000,2024-01-16 20:00:00,3.71375272,178.26013046,48
1705438800000,2024-01-16 21:00:00,4.05832531,105.51645817,26
1705442400000,2024-01-16 22:00:00,7.13436265,114.14980244,16
1705446000000,2024-01-16 23:00:00,4.29683221,171.87328851,40
1705449600000,2024-01-17 00:00:00,5.39102236,404.32667718,75
1705453200000,2024-01-17 01:00:00,0.89227151,26.76814523,30
1705456800000,2024-01-17 02:00:00,6.77391976,311.60030917,46
1705460400000,2024-01-17 03:00:00,3.27413288,114.59465089,35
1705464000000,2024-01-17 04:00:00,6.78245084,67.82450841,10
1705467600000,2024-01-17 05:00:00,2.1153784,109.99967698,52
1705471200000,2024-01-17 06:00:00,3.21427658,102.85685067,32
1705474800000,2024-01-17 07:00:00,4.29130181,98.69994169,23
1705478400000,2024-01-17 08:00:00,1.76707263,93.65484914,53
1705482000000,2024-01-17 09:00:00,2.36418557,70.92556712,30
1705485600000,2024-01-17 10:00:00,5.6432479,270.87589928,48
1705489200000,2024-01-17 11:00:00,0.93902983,34.74410358,37
1705492800000,2024-01-17 12:00:00,2.11310157,54.94064089,26
1705496400000,2024-01-17 13:00:00,2.21790714,66.53721428,30
1705500000000,2024-01-17 14:00:00,2.78386486,108.57072948,39
1705503600000,2024-01-17 15:00:00,6.94419912,263.87956654,38
1705507200000,2024-01-17 16:00:00,6.57921085,276.32685563,42
1705510800000,2024-01-17 17:00:00,0.63606762,19.08202861,30
1705514400000,2024-01-17 18:00:00,4.12851138,268.35323986,65
1705518000000,2024-01-17 19:00:00,1.18483999,45.02391955,38
1705521600000,2024-01-17 20:00:00,10.65257673,95.87319056,9
1705525200000,2024-01-17 21:00:00,4.58469482,256.74291018,56
1705528800000,2024-01-17 22:00:00,0.99379183,17.88825301,18
1705532400000,2024-01-17 23:00:00,1.46271476,64.35944942,44
1705536000000,2024-01-18 00:00:00,1.6069137,33.74518765,21
1705539600000,2024-01-18 01:00:00,1.12706019,56.35300947,50
1705543200000,2024-01-18 02:00:00,1.60012692,48.00380758,30
1705546800000,2024-01-18 03:00:00,1.27226274,50.8905094,40
1705550400000,2024-01-18 04:00:00,1.53402738,41.41873937,27
1705554000000,2024-01-18 05:00:00,0.71026089,21.30782677,30
1705557600000,2024-01-18 06:00:00,2.33303672,102.6536155,44
1705561200000,2024-01-18 07:00:00,0.79786608,23.13811633,29
1705564800000,2024-01-18 08:00:00,3.61577486,112.08902052,31
1705568400000,2024-01-18 09:00:00,3.61827664,155.58589571,43
1705572000000,2024-01-18 10:00:00,3.90579854,218.7247181,56
1705575600000,2024-01-18 11:00:00,0.55903047,17.32994448,31
