start_time,datetime,long_liquidations,long_liquidations_usd,short_liquidations,short_liquidations_usd
1712383200000,2024-04-06 06:00:00,0.04,2705.64376,1.026,70187.76296
1712386800000,2024-04-06 07:00:00,0.006,406.41018,0.381,26028.89134
1712390400000,2024-04-06 08:00:00,0.129,8721.48991,1.068,72894.60625
1712394000000,2024-04-06 09:00:00,0.48679951,32886.19148,0.227,15520.50472
1712397600000,2024-04-06 10:00:00,2.891,195074.7609,0.0,0.0
1712401200000,2024-04-06 11:00:00,1.56016471,105125.42904,0.0,0.0
1712404800000,2024-04-06 12:00:00,0.30093394,20277.57582,0.002,135.56034
1712408400000,2024-04-06 13:00:00,4.328,291303.7207,0.0,0.0
1712412000000,2024-04-06 14:00:00,0.0,0.0,2.95164495,201326.23748
1712415600000,2024-04-06 15:00:00,0.012,814.37172,3.42662711,234704.82098
1712419200000,2024-04-06 16:00:00,0.23302954,15775.63452,0.097,6592.74458
1712422800000,2024-04-06 17:00:00,0.139,9443.21591,3.34448963,229638.29359
1712426400000,2024-04-06 18:00:00,0.0,0.0,0.091,6239.34165
1712430000000,2024-04-06 19:00:00,0.115,7821.66441,0.059,4039.17084
1712433600000,2024-04-06 20:00:00,0.0,0.0,0.123,8444.42142
1712437200000,2024-04-06 21:00:00,0.0,0.0,0.088,6046.13657
1712440800000,2024-04-06 22:00:00,0.0,0.0,21.10223803,1460341.30487
1712444400000,2024-04-06 23:00:00,2.93921762,202290.10256,55.05843783,3844948.91933
1712448000000,2024-04-07 00:00:00,0.175,12007.05988,1.235,85686.27284
1712451600000,2024-04-07 01:00:00,0.167,11537.78515,8.17081088,569789.45723
1712455200000,2024-04-07 02:00:00,1.85760524,128301.28993,2.2225344,155468.10866
1712458800000,2024-04-07 03:00:00,1.779,122755.48444,0.56,39080.5968
1712462400000,2024-04-07 04:00:00,2.58182726,177774.97102,0.076,5282.72863
1712466000000,2024-04-07 05:00:00,0.002,138.23346,0.583,40630.3496
1712469600000,2024-04-07 06:00:00,0.211,14547.43286,0.407,28302.51038
1712473200000,2024-04-07 07:00:00,0.02,1383.19854,2.269,158248.4896
1712476800000,2024-04-07 08:00:00,0.034,2354.82606,4.2131575,294420.91812
1712480400000,2024-04-07 09:00:00,0.477,32918.57622,0.052,3626.3032
1712484000000,2024-04-07 10:00:00,0.006,414.31696,0.377,26297.84048
1712487600000,2024-04-07 11:00:00,0.22901451,15790.50722,0.004,278.2492
1712491200000,2024-04-07 12:00:00,0.002,137.99896,0.211,14697.59565
1712494800000,2024-04-07 13:00:00,0.023,1600.50039,0.261,18204.21221
1712498400000,2024-04-07 14:00:00,0.03,2071.68175,2.54924451,177813.31968
1712502000000,2024-04-07 15:00:00,2.60760182,180535.46584,6.72290058,471084.97511
1712505600000,2024-04-07 16:00:00,0.20315762,14149.20905,130.78673316,9269665.63916
1712509200000,2024-04-07 17:00:00,7.84269054,545248.01043,0.007,491.11272
1712512800000,2024-04-07 18:00:00,10.41861912,720146.42938,0.184,12832.68624
1712516400000,2024-04-07 19:00:00,4.71387103,323751.57288,0.059,4118.39662
1712520000000,2024-04-07 20:00:00,0.2,13847.014,1.099,76427.10451
1712523600000,2024-04-07 21:00:00,1.213,83507.57129,0.069,4809.21412
1712527200000,2024-04-07 22:00:00,4.86412162,334519.68034,0.283,19685.62372
1712530800000,2024-04-07 23:00:00,2.497,172492.86294,2.532,176531.12489
1712534400000,2024-04-08 00:00:00,8.1872032,562925.35081,0.089,6200.94047
1712538000000,2024-04-08 01:00:00,0.43143135,29835.69014,6.52462231,456353.07159
1712541600000,2024-04-08 02:00:00,1.08820313,75027.1675,0.025,1736.33125
1712545200000,2024-04-08 03:00:00,0.904,62310.33334,0.744,51901.16486
1712548800000,2024-04-08 04:00:00,0.078,5384.5233,0.009,628.2216
1712552400000,2024-04-08 05:00:00,0.0,0.0,2.90310088,203182.23217
1712556000000,2024-04-08 06:00:00,0.003,210.78618,1.019,71426.01677
1712559600000,2024-04-08 07:00:00,0.03,2109.77751,99.71597611,7067721.70301
1712563200000,2024-04-08 08:00:00,3.263,232082.19726,45.88518933,3291693.97801
1712566800000,2024-04-08 09:00:00,6.83712638,490815.8067,12.61692318,917565.44735
1712570400000,2024-04-08 10:00:00,7.03730653,504109.54199,5.00626631,363211.76131
1712574000000,2024-04-08 11:00:00,1.25759602,90635.95073,14.58183629,1063417.04041
1712577600000,2024-04-08 12:00:00,3.59241696,258799.92392,3.01656078,219827.0286
1712581200000,2024-04-08 13:00:00,3.80199939,272669.81478,3.194,231442.53548
1712584800000,2024-04-08 14:00:00,7.00389624,499182.9356,2.13106924,153575.49849
1712588400000,2024-04-08 15:00:00,0.40732212,29077.26605,1.769,127793.84735
1712592000000,2024-04-08 16:00:00,7.34411212,523929.66968,1.247,90154.67158
1712595600000,2024-04-08 17:00:00,13.97009827,993787.7948,0.337,24258.23327
1712599200000,2024-04-08 18:00:00,0.286,20473.86704,6.32066301,456682.63796
1712602800000,2024-04-08 19:00:00,1.37915746,98529.08122,0.044,3169.63912
1712606400000,2024-04-08 20:00:00,0.69,49189.0781,0.019,1366.78927
1712610000000,2024-04-08 21:00:00,0.158,11308.53609,1.6123878,116334.4657
1712613600000,2024-04-08 22:00:00,0.066,4710.62291,0.75323192,54366.68063
1712617200000,2024-04-08 23:00:00,0.14719621,10509.02254,0.56901383,40996.36806
1712620800000,2024-04-09 00:00:00,11.08331695,788307.23383,0.111,7993.27525
1712624400000,2024-04-09 01:00:00,12.62826181,894032.07125,1.641,117518.99272
1712628000000,2024-04-09 02:00:00,0.415,29440.823,3.86401391,277548.19518
1712631600000,2024-04-09 03:00:00,2.18715502,155376.97837,0.815,58607.09639
1712635200000,2024-04-09 04:00:00,1.71949487,121733.61534,0.551,39478.06508
1712638800000,2024-04-09 05:00:00,0.206,14590.63784,0.021,1502.12703
1712642400000,2024-04-09 06:00:00,22.75065139,1604518.15079,1.378,98331.54759
1712646000000,2024-04-09 07:00:00,7.73215598,542803.11272,0.43,30474.60374
1712649600000,2024-04-09 08:00:00,4.97332306,346483.39144,18.80009595,1329571.25436
1712653200000,2024-04-09 09:00:00,3.58027141,251035.33663,1.616,114754.18505
1712656800000,2024-04-09 10:00:00,0.09801755,6865.25553,1.08922657,77243.67809
1712660400000,2024-04-09 11:00:00,0.056,3951.08942,6.56149265,467164.68821
1712664000000,2024-04-09 12:00:00,0.244,17193.48205,0.73005616,52006.18077
1712667600000,2024-04-09 13:00:00,12.76007983,893705.33186,5.94,422857.6014
1712671200000,2024-04-09 14:00:00,24.25800472,1677880.36203,5.206,365173.65215
1712674800000,2024-04-09 15:00:00,7.99328383,548296.58357,2.45651439,170424.44937
1712678400000,2024-04-09 16:00:00,5.74869207,394240.68128,2.89436282,201370.4304
1712682000000,2024-04-09 17:00:00,6.17383093,421229.65845,4.033,278610.22425
1712685600000,2024-04-09 18:00:00,0.0,0.0,0.073,5059.38205
1712689200000,2024-04-09 19:00:00,0.295,20205.04794,2.06816402,143576.13307
1712692800000,2024-04-09 20:00:00,0.002,137.58984,0.456,31686.56244
1712696400000,2024-04-09 21:00:00,0.272,18710.09444,0.97055431,67425.69806
1712700000000,2024-04-09 22:00:00,0.001,69.10318,9.99318685,696200.30335
1712703600000,2024-04-09 23:00:00,4.32457895,297419.5634,8.408,585315.11621
1712707200000,2024-04-10 00:00:00,0.044,3027.7739,0.199,13852.51568
1712710800000,2024-04-10 01:00:00,5.64166999,386508.34014,5.665,393515.6159
1712714400000,2024-04-10 02:00:00,11.83272597,810675.62146,17.12609609,1194416.78052
1712718000000,2024-04-10 03:00:00,0.081,5544.73781,3.37213025,233956.0311
1712721600000,2024-04-10 04:00:00,0.024,1652.93832,0.131,9105.08839
1712725200000,2024-04-10 05:00:00,0.05,3448.0475,3.49609156,243525.88899
1712728800000,2024-04-10 06:00:00,0.0,0.0,1.04301435,72743.87893
1712732400000,2024-04-10 07:00:00,0.011,760.55917,1.594,111299.50348
1712736000000,2024-04-10 08:00:00,3.1890144,219134.41614,3.857,268135.73564
1712739600000,2024-04-10 09:00:00,0.056,3850.04064,0.072,5000.85172
1712743200000,2024-04-10 10:00:00,13.01316945,892730.26161,1.16802889,80931.1309
1712746800000,2024-04-10 11:00:00,0.02,1375.40046,5.468,379604.1779
1712750400000,2024-04-10 12:00:00,19.52987654,1326117.51488,7.111,486097.43234
1712754000000,2024-04-10 13:00:00,2.87246955,193699.20393,6.54440768,447916.34691
1712757600000,2024-04-10 14:00:00,0.7257459,49572.58387,12.14050049,837113.26215
1712761200000,2024-04-10 15:00:00,5.24344984,357185.44743,4.758,328441.24645
1712764800000,2024-04-10 16:00:00,0.122,8360.8915,19.59987916,1363687.97757
1712768400000,2024-04-10 17:00:00,12.774,881275.46883,9.80261588,686652.34563
1712772000000,2024-04-10 18:00:00,5.04334755,347514.64617,0.701,48856.82168
1712775600000,2024-04-10 19:00:00,0.0,0.0,5.57058364,390235.4304
1712779200000,2024-04-10 20:00:00,1.427,99338.55452,2.23694077,157475.08148
1712782800000,2024-04-10 21:00:00,0.125,8678.52064,0.90669801,63660.86258
1712786400000,2024-04-10 22:00:00,3.1188476,219816.5343,44.31019439,3156535.42624
1712790000000,2024-04-10 23:00:00,0.317,22271.04168,0.709,50429.79191
1712793600000,2024-04-11 00:00:00,1.85815681,130362.26266,0.298,21079.17248
1712797200000,2024-04-11 01:00:00,0.322,22636.41068,2.705,192134.36441
1712800800000,2024-04-11 02:00:00,0.085,5995.44383,3.82071072,272344.17361
1712804400000,2024-04-11 03:00:00,0.0,0.0,0.147,10468.80372
1712808000000,2024-04-11 04:00:00,1.77116314,124592.9992,0.043,3050.84398
1712811600000,2024-04-11 05:00:00,0.058,4077.54152,0.249,17676.55264
1712815200000,2024-04-11 06:00:00,0.0,0.0,1.34605626,95699.93079
1712818800000,2024-04-11 07:00:00,1.87907817,132662.93434,120.3494335,8660239.41182
1712822400000,2024-04-11 08:00:00,2.88029197,202833.6156,1.787,127697.59516
1712826000000,2024-04-11 09:00:00,2.00356155,141334.04009,0.055,3912.52586
1712829600000,2024-04-11 10:00:00,1.14674022,80625.40883,0.0,0.0
1712833200000,2024-04-11 11:00:00,9.93480066,695257.0109,0.717,50619.10301
1712836800000,2024-04-11 12:00:00,1.985,139155.91471,9.38511458,665729.0125
1712840400000,2024-04-11 13:00:00,10.74504126,750510.69792,3.48,245759.38977
1712844000000,2024-04-11 14:00:00,12.80622522,891965.20297,1.476,103717.58846
1712847600000,2024-04-11 15:00:00,0.35433004,24579.30429,1.005,70491.13505
1712851200000,2024-04-11 16:00:00,6.40156289,444378.61325,4.2984643,302296.07417
1712854800000,2024-04-11 17:00:00,0.04,2796.61342,3.64404252,257491.68209
1712858400000,2024-04-11 18:00:00,1.461,101957.21919,0.683,48140.1413
1712862000000,2024-04-11 19:00:00,0.00984665,688.20675,2.23470127,158116.1981
1712865600000,2024-04-11 20:00:00,0.0,0.0,1.77560689,126014.42971
1712869200000,2024-04-11 21:00:00,2.23658676,156431.91252,0.029,2047.93331
1712872800000,2024-04-11 22:00:00,0.446,31138.07724,0.0,0.0
1712876400000,2024-04-11 23:00:00,3.56705748,248740.75235,0.0,0.0
1712880000000,2024-04-12 00:00:00,0.0,0.0,0.81,57182.56457
1712883600000,2024-04-12 01:00:00,0.0,0.0,0.376,26565.69478
1712887200000,2024-04-12 02:00:00,0.0,0.0,10.22115517,724990.41182
1712890800000,2024-04-12 03:00:00,0.0,0.0,3.0113623,214535.67156
1712894400000,2024-04-12 04:00:00,0.007,494.76462,4.16552462,297859.53944
1712898000000,2024-04-12 05:00:00,0.61162241,43254.88749,0.438,31152.49972
1712901600000,2024-04-12 06:00:00,1.02327601,72269.79223,0.022,1567.6793
1712905200000,2024-04-12 07:00:00,1.16605684,82108.9418,0.08,5676.8253
1712908800000,2024-04-12 08:00:00,0.471,33208.26499,1.053,74976.16293
1712912400000,2024-04-12 09:00:00,0.66429491,46726.06943,0.032,2278.5296
1712916000000,2024-04-12 10:00:00,0.019,1337.58081,0.677,48141.12917
1712919600000,2024-04-12 11:00:00,0.005,353.44985,0.494,35195.54322
1712923200000,2024-04-12 12:00:00,2.8394697,199694.67152,1.091,77690.25679
1712926800000,2024-04-12 13:00:00,25.16274469,1751765.30208,1.708,120268.94805
1712930400000,2024-04-12 14:00:00,5.57551534,386520.42575,0.983,69011.54575
1712934000000,2024-04-12 15:00:00,0.514,35538.30406,1.532,107119.90018
1712937600000,2024-04-12 16:00:00,21.85726535,1502819.11625,0.902,62583.213
1712941200000,2024-04-12 17:00:00,56.34443781,3803006.00485,18.18189288,1241077.52225
1712944800000,2024-04-12 18:00:00,44.39969607,2944653.98475,15.99302895,1070306.97588
1712948400000,2024-04-12 19:00:00,6.42186493,426888.2744,16.43900573,1105258.34606
1712952000000,2024-04-12 20:00:00,5.411675,361222.35527,9.05736982,611864.38493
1712955600000,2024-04-12 21:00:00,5.75139778,382648.7776,0.011,739.83163
1712959200000,2024-04-12 22:00:00,1.214,81020.05221,2.42901487,163888.44202
1712962800000,2024-04-12 23:00:00,2.74815017,183019.77837,2.17605928,146597.84572
1712966400000,2024-04-13 00:00:00,1.60601501,107014.44255,0.038,2552.46076
1712970000000,2024-04-13 01:00:00,27.58214932,1820295.63299,1.254,83401.18779
1712973600000,2024-04-13 02:00:00,0.0,0.0,6.20148063,412581.86377
1712977200000,2024-04-13 03:00:00,0.062,4118.34694,45.35387064,3059627.46559
1712980800000,2024-04-13 04:00:00,1.50850588,101569.92057,34.46194373,2338488.87906
1712984400000,2024-04-13 05:00:00,3.43525302,230730.84021,0.71651622,48816.10824
1712988000000,2024-04-13 06:00:00,0.30756699,20623.96439,0.742,50283.82632
1712991600000,2024-04-13 07:00:00,9.46764239,633361.25646,2.65139819,179767.35648
1712995200000,2024-04-13 08:00:00,2.40742145,161226.32369,0.007,473.69007
1712998800000,2024-04-13 09:00:00,0.033,2213.63022,0.596,40374.85288
1713002400000,2024-04-13 10:00:00,0.002,134.60598,0.232,15706.73881
1713006000000,2024-04-13 11:00:00,1.00932687,67798.57839,15.24810295,1037205.02636
1713009600000,2024-04-13 12:00:00,3.46310178,232011.44235,2.16291423,146824.42068
1713013200000,2024-04-13 13:00:00,0.202,13582.84223,1.48011756,100675.86887
1713016800000,2024-04-13 14:00:00,0.709,47671.0849,0.163,11056.37429
1713020400000,2024-04-13 15:00:00,0.252,16949.33086,7.43316002,505804.96037
1713024000000,2024-04-13 16:00:00,13.93595025,935854.46092,0.738,50064.74381
1713027600000,2024-04-13 17:00:00,26.15110452,1737629.17668,3.77331174,253730.21838
1713031200000,2024-04-13 18:00:00,3.64304762,241349.63792,5.69679103,383596.42161
1713034800000,2024-04-13 19:00:00,195.70095683,12492207.42283,11.42464301,741467.58922
1713038400000,2024-04-13 20:00:00,174.45941939,10712940.11326,40.09547218,2508849.25001
1713042000000,2024-04-13 21:00:00,7.16547251,443010.11605,26.72572562,1674242.43776
1713045600000,2024-04-13 22:00:00,7.33443362,461298.30706,21.96799146,1405160.35142
1713049200000,2024-04-13 23:00:00,17.4169426,1117735.90412,8.38198051,546261.64976
1713052800000,2024-04-14 00:00:00,15.32522129,969963.62911,13.11362102,840070.20285
1713056400000,2024-04-14 01:00:00,1.69014241,106936.53879,7.78479828,498511.22127
1713060000000,2024-04-14 02:00:00,3.92087086,247254.09616,0.856,54399.93651
1713063600000,2024-04-14 03:00:00,12.93863325,806693.65468,7.77877598,492691.47158
1713067200000,2024-04-14 04:00:00,0.114,7251.26491,11.1215614,712627.0794
1713070800000,2024-04-14 05:00:00,0.78129756,50025.55418,5.94688439,384047.41491
1713074400000,2024-04-14 06:00:00,1.17597009,75230.77299,9.06410941,588299.63208
1713078000000,2024-04-14 07:00:00,3.25033137,208536.55932,0.916,59576.11328
1713081600000,2024-04-14 08:00:00,2.837,182174.96516,1.9292463,125389.91529
1713085200000,2024-04-14 09:00:00,10.76271635,687537.18676,0.679,43797.84636
1713088800000,2024-04-14 10:00:00,0.0,0.0,4.1148781,266147.10258
1713092400000,2024-04-14 11:00:00,16.70181456,1063796.98643,0.35964438,23157.45748
1713096000000,2024-04-14 12:00:00,2.79623358,179496.9937,8.88584775,575494.63916
1713099600000,2024-04-14 13:00:00,10.85648258,696129.09458,6.16,400505.5814
1713103200000,2024-04-14 14:00:00,14.30691266,913733.96563,2.07573091,133153.48323
1713106800000,2024-04-14 15:00:00,1.3418527,85592.45794,4.99485676,322004.17239
1713110400000,2024-04-14 16:00:00,1.81063926,115997.82441,5.76422574,373125.46367
1713114000000,2024-04-14 17:00:00,14.43886783,909224.70846,18.00989435,1151457.92185
1713117600000,2024-04-14 18:00:00,0.333,21342.22748,11.0329831,713714.14576
1713121200000,2024-04-14 19:00:00,2.54217185,162520.13353,0.176,11355.06583
1713124800000,2024-04-14 20:00:00,5.26879672,335076.64037,0.072,4642.06721
1713128400000,2024-04-14 21:00:00,4.14570057,262025.28559,1.185,75743.01288
1713132000000,2024-04-14 22:00:00,5.02631477,325236.43469,17.57212556,1145983.4695
1713135600000,2024-04-14 23:00:00,1.44030688,93569.00819,2.41850593,159152.14814
1713139200000,2024-04-15 00:00:00,4.42153804,287793.59224,3.44727219,227173.27125
1713142800000,2024-04-15 01:00:00,2.06812325,134392.57587,0.656,43199.11093
1713146400000,2024-04-15 02:00:00,2.55762148,165656.07894,0.025,1635.3985
1713150000000,2024-04-15 03:00:00,1.081,70092.56969,0.213,13951.11431
1713153600000,2024-04-15 04:00:00,9.3947182,605756.08064,0.085,5541.04307
1713157200000,2024-04-15 05:00:00,0.0,0.0,5.22620918,342407.12233
1713160800000,2024-04-15 06:00:00,1.206,79387.8389,23.76264955,1572046.75239
1713164400000,2024-04-15 07:00:00,0.828,54596.21249,1.648,110052.89018
1713168000000,2024-04-15 08:00:00,1.49127333,98202.13571,1.726,114964.05236
1713171600000,2024-04-15 09:00:00,0.817,53805.18044,1.46098975,97677.96007
1713175200000,2024-04-15 10:00:00,0.28273965,18706.37646,0.033,2203.65541
1713178800000,2024-04-15 11:00:00,7.33479565,482589.79044,0.164,10973.8714
1713182400000,2024-04-15 12:00:00,1.13819817,74687.55595,4.386,291358.3243
1713186000000,2024-04-15 13:00:00,5.93370881,389151.68621,4.02226341,267443.07064
1713189600000,2024-04-15 14:00:00,17.10393478,1108438.78429,1.29718491,84926.70842
1713193200000,2024-04-15 15:00:00,6.97659398,445370.15602,8.60590504,556797.8409
1713196800000,2024-04-15 16:00:00,15.45052576,986589.16482,3.54042101,229078.81052
1713200400000,2024-04-15 17:00:00,0.0,0.0,0.0,0.0
1713204000000,2024-04-15 18:00:00,0.0,0.0,0.0,0.0
1713207600000,2024-04-15 19:00:00,0.0,0.0,0.0,0.0
1713211200000,2024-04-15 20:00:00,0.0,0.0,0.0,0.0
1713214800000,2024-04-15 21:00:00,0.0,0.0,0.0,0.0
1713218400000,2024-04-15 22:00:00,0.0,0.0,0.0,0.0
1713222000000,2024-04-15 23:00:00,0.0,0.0,0.0,0.0
1713225600000,2024-04-16 00:00:00,0.0,0.0,0.0,0.0
1713229200000,2024-04-16 01:00:00,0.0,0.0,0.0,0.0
1713232800000,2024-04-16 02:00:00,0.0,0.0,0.0,0.0
1713236400000,2024-04-16 03:00:00,0.0,0.0,0.0,0.0
1713240000000,2024-04-16 04:00:00,0.0,0.0,0.0,0.0
1713243600000,2024-04-16 05:00:00,0.0,0.0,0.0,0.0
1713247200000,2024-04-16 06:00:00,0.0,0.0,0.0,0.0
1713250800000,2024-04-16 07:00:00,0.0,0.0,0.028,1785.67667
1713254400000,2024-04-16 08:00:00,4.011,252479.94095,0.249,15897.46191
1713258000000,2024-04-16 09:00:00,1.21860315,76772.21196,1.63101567,103952.98637
1713261600000,2024-04-16 10:00:00,16.67835299,1036726.31435,6.89645408,431519.24057
1713265200000,2024-04-16 11:00:00,1.05604244,65667.07569,8.91667439,562554.60157
1713268800000,2024-04-16 12:00:00,5.72877429,359098.80917,2.4001577,152432.35153
1713272400000,2024-04-16 13:00:00,7.67218293,477793.48886,5.87803173,370736.86445
1713276000000,2024-04-16 14:00:00,20.28049393,1256048.80632,8.49241207,534418.93856
1713279600000,2024-04-16 15:00:00,22.04027129,1357352.82768,2.73549232,170879.45552
1713283200000,2024-04-16 16:00:00,2.32616255,143062.33143,15.49616194,970733.61897
1713286800000,2024-04-16 17:00:00,10.66887002,665421.43022,9.34216093,590894.82253
1713290400000,2024-04-16 18:00:00,2.66,165762.36737,4.21972521,266041.89457
1713294000000,2024-04-16 19:00:00,1.20428806,75231.65936,1.802,114023.06595
1713297600000,2024-04-16 20:00:00,0.60509118,37710.87872,1.107,69883.93975
1713301200000,2024-04-16 21:00:00,0.981,62481.06632,20.07703539,1287310.55044
1713304800000,2024-04-16 22:00:00,1.34,85118.97169,0.0,0.0
1713308400000,2024-04-16 23:00:00,0.0,0.0,0.04,2563.85178
1713312000000,2024-04-17 00:00:00,0.99335663,62955.30106,6.68865315,430424.60294
1713315600000,2024-04-17 01:00:00,1.97444639,125336.54421,1.30229162,83533.981
1713319200000,2024-04-17 02:00:00,3.92922737,249833.11789,1.64302105,105800.90051
1713322800000,2024-04-17 03:00:00,0.38696766,24571.00306,0.444,28528.01415
1713326400000,2024-04-17 04:00:00,0.20603152,13067.48436,4.93218031,317332.48154
1713330000000,2024-04-17 05:00:00,1.65553864,105482.53651,0.82002332,53005.61322
1713333600000,2024-04-17 06:00:00,1.234,78428.56509,0.0,0.0
1713337200000,2024-04-17 07:00:00,1.46352257,92501.71544,0.207,13208.55327
1713340800000,2024-04-17 08:00:00,0.17990489,11337.08588,0.0,0.0
1713344400000,2024-04-17 09:00:00,0.948,59708.50459,0.069,4397.55776
1713348000000,2024-04-17 10:00:00,16.33971712,1022652.29693,0.631,39921.26573
1713351600000,2024-04-17 11:00:00,2.89505418,181082.24569,0.30515775,19319.9416
1713355200000,2024-04-17 12:00:00,10.19652814,632546.37244,0.762,47813.73651
1713358800000,2024-04-17 13:00:00,1.04456538,64841.30433,14.73930337,928520.43798
1713362400000,2024-04-17 14:00:00,43.97229061,2696032.30737,28.68065267,1772115.75872
1713366000000,2024-04-17 15:00:00,22.6792722,1361309.41235,8.3589348,508561.18799
1713369600000,2024-04-17 16:00:00,17.77181687,1064946.25786,10.65146865,645735.13205
1713373200000,2024-04-17 17:00:00,1.79,107693.37261,14.08230145,861499.80094
1713376800000,2024-04-17 18:00:00,3.40241877,208754.97571,10.24599192,634120.83555
1713380400000,2024-04-17 19:00:00,14.69358536,894879.24773,1.428,87608.25007
1713384000000,2024-04-17 20:00:00,4.97334677,301764.80083,2.0342551,125254.76452
1713387600000,2024-04-17 21:00:00,5.3022341,323330.70423,7.67032416,472925.31736
1713391200000,2024-04-17 22:00:00,0.0,0.0,7.77838781,481441.08132
1713394800000,2024-04-17 23:00:00,1.94901638,119117.60313,0.15682321,9716.73159
1713398400000,2024-04-18 00:00:00,6.47308634,393660.64893,10.3828038,640207.97311
1713402000000,2024-04-18 01:00:00,0.146,8923.12143,1.76965617,109438.90182
1713405600000,2024-04-18 02:00:00,3.494,214251.95986,1.53291792,95022.4417
1713409200000,2024-04-18 03:00:00,0.496,30559.23344,3.92362544,244276.24846
1713412800000,2024-04-18 04:00:00,2.62744696,161582.71483,0.067,4169.0326
1713416400000,2024-04-18 05:00:00,14.02928655,854181.61314,0.216,13377.49761
1713420000000,2024-04-18 06:00:00,3.90326261,237013.47981,6.481,397717.83099
1713423600000,2024-04-18 07:00:00,0.9945433,60423.39753,3.081244,189390.76065
1713427200000,2024-04-18 08:00:00,3.65211964,221711.07437,5.20047581,320068.77973
1713430800000,2024-04-18 09:00:00,0.345,21103.4352,7.90522629,489244.92601
1713434400000,2024-04-18 10:00:00,0.093,5713.77957,2.49932243,154975.61973
1713438000000,2024-04-18 11:00:00,1.91000479,119219.39936,19.50246463,1220545.90641
1713441600000,2024-04-18 12:00:00,8.00981421,494940.55862,2.875,178919.82074
1713445200000,2024-04-18 13:00:00,17.80645328,1100883.3716,9.64480391,604413.76947
1713448800000,2024-04-18 14:00:00,8.56615415,541275.51166,26.38396582,1678367.99968
1713452400000,2024-04-18 15:00:00,5.55,351709.88555,6.45407771,414750.45704
1713456000000,2024-04-18 16:00:00,7.42010194,467938.21695,3.59510931,229798.7302
1713459600000,2024-04-18 17:00:00,14.4427283,907481.17316,0.004,254.63584
1713463200000,2024-04-18 18:00:00,13.95571914,866320.5554,9.64672138,609261.97329
1713466800000,2024-04-18 19:00:00,0.189,11902.18267,3.43226747,218470.50565
1713470400000,2024-04-18 20:00:00,0.01226383,772.9571,0.371,23664.19638
1713474000000,2024-04-18 21:00:00,1.66020574,104875.96348,9.67939095,619639.56691
1713477600000,2024-04-18 22:00:00,1.45813001,91953.87801,1.263,80529.89667
1713481200000,2024-04-18 23:00:00,0.4,25250.04655,0.08,5109.19672
1713484800000,2024-04-19 00:00:00,15.61465649,980565.82558,0.211,13375.02334
1713488400000,2024-04-19 01:00:00,55.95228309,3448407.52535,7.96550552,489882.38291
1713492000000,2024-04-19 02:00:00,34.87383205,2095612.6885,33.83086786,2061460.64106
1713495600000,2024-04-19 03:00:00,5.47,335014.3143,8.2140385,509008.8445
1713499200000,2024-04-19 04:00:00,0.928,57595.66006,13.62866841,853655.65192
1713502800000,2024-04-19 05:00:00,3.69951908,228490.88513,3.466,216342.56786
1713506400000,2024-04-19 06:00:00,2.04201556,129115.21256,40.67984645,2577981.40812
1713510000000,2024-04-19 07:00:00,5.58077949,357594.32148,4.35612809,283193.98714
1713513600000,2024-04-19 08:00:00,11.60498456,745277.70567,6.37450655,415262.93222
1713517200000,2024-04-19 09:00:00,0.081,5205.80115,5.471,356050.0513
1713520800000,2024-04-19 10:00:00,2.20614014,141913.58268,3.64064217,237099.59793
1713524400000,2024-04-19 11:00:00,1.48169901,95763.26394,6.53659606,426248.42931
1713528000000,2024-04-19 12:00:00,3.60612891,233365.21855,3.20755849,210110.97078
1713531600000,2024-04-19 13:00:00,16.74665278,1079039.10396,7.05540511,459587.58557
1713535200000,2024-04-19 14:00:00,5.79274334,370738.08816,9.44020197,611444.92165
1713538800000,2024-04-19 15:00:00,0.318,20384.56709,1.8820308,122101.42803
1713542400000,2024-04-19 16:00:00,11.67251505,740355.86651,5.49191308,353097.83734
1713546000000,2024-04-19 17:00:00,0.36414314,23199.11511,5.41305828,350343.6547
1713549600000,2024-04-19 18:00:00,2.14704681,137477.68554,0.039,2520.999
1713553200000,2024-04-19 19:00:00,0.714,45574.9152,0.896,57880.50089
1713556800000,2024-04-19 20:00:00,4.35821024,276573.04656,0.587,37693.92156
1713560400000,2024-04-19 21:00:00,0.002,128.53642,3.48200463,224664.22556
1713564000000,2024-04-19 22:00:00,2.20717818,140944.01707,1.3362472,86470.00237
1713567600000,2024-04-19 23:00:00,6.70580588,424688.73798,10.94116038,700695.83593
1713571200000,2024-04-20 00:00:00,6.35678011,403024.47343,3.24845265,208357.88836
1713574800000,2024-04-20 01:00:00,3.97414374,250318.66928,2.43907846,155643.33931
1713578400000,2024-04-20 02:00:00,0.117,7412.5461,2.62605745,168763.68784
1713582000000,2024-04-20 03:00:00,0.251,15939.37793,0.219,14051.06139
1713585600000,2024-04-20 04:00:00,0.074,4715.29934,2.586,166512.20326
1713589200000,2024-04-20 05:00:00,0.12,7644.7022,0.737,47490.41464
1713592800000,2024-04-20 06:00:00,0.105,6686.96405,0.49665448,32002.83005
1713596400000,2024-04-20 07:00:00,0.019,1209.58904,0.006,386.12658
1713600000000,2024-04-20 08:00:00,10.31679331,654764.53482,0.0,0.0
1713603600000,2024-04-20 09:00:00,4.02262972,253935.06551,7.606,485734.67686
1713607200000,2024-04-20 10:00:00,1.0811424,68312.00553,3.055,195351.89446
