start_time,longShortRatio,time,c,h,l,o,t,longAccount,shortAccount,buy,sell
1723028400000,0.95,1723028400,-0.004575,-0.004575,-0.006358,-0.00633,1723028400,58.0,42.0,6811.504,7496.415
1723032000000,1.02,1723032000,-0.002988,-0.002963,-0.004575,-0.004575,1723032000,58.05,41.95,7045.43,7345.751
1723035600000,0.91,1723035600,-0.00258,-0.002346,-0.003161,-0.002988,1723035600,58.79,41.21,9564.104,10281.064
1723039200000,0.94,1723039200,0.000295,0.000295,-0.00258,-0.00258,1723039200,58.41,41.59,19744.159,21156.233
1723042800000,0.93,1723042800,0.003207,0.003207,0.000295,0.000295,1723042800,58.41,41.59,8393.122,9168.161
1723046400000,0.87,1723046400,0.004066,0.004135,0.003207,0.003207,1723046400,59.22,40.78,6194.572,6690.307
1723050000000,0.84,1723050000,0.004588,0.004595,0.003635,0.004066,1723050000,59.38,40.62,8725.107,10170.586
1723053600000,0.96,1723053600,0.006982,0.006982,0.004588,0.004588,1723053600,58.84,41.16,12823.554,13433.952
1723057200000,1.17,1723057200,0.008217,0.008259,0.006982,0.006982,1723057200,59.26,40.74,7852.722,6302.869
1723060800000,1.14,1723060800,0.009076,0.009249,0.008217,0.008217,1723060800,60.53,39.47,9642.353,9042.36
1723064400000,1.01,1723064400,0.007921,0.009247,0.007921,0.009076,1723064400,61.39,38.61,5193.953,5679.394
1723068000000,0.76,1723068000,0.005015,0.007921,0.005015,0.007921,1723068000,61.99,38.01,6451.717,9149.169
1723071600000,0.98,1723071600,0.002748,0.005015,0.002748,0.005015,1723071600,62.56,37.44,3600.76,3788.788
1723075200000,1.06,1723075200,0.000174,0.002748,0.000172,0.002748,1723075200,62.67,37.33,5261.038,4990.233
1723078800000,1.33,1723078800,-0.001478,0.000174,-0.001877,0.000174,1723078800,62.04,37.96,21253.374,15902.539
1723082400000,1.06,1723082400,-0.001463,-0.001387,-0.002045,-0.001478,1723082400,64.81,35.19,10194.159,9469.573
1723086000000,0.76,1723086000,-0.000741,-0.000741,-0.001485,-0.001463,1723086000,62.89,37.11,4805.627,6290.592
1723089600000,0.97,1723089600,0.000999,0.000999,-0.000741,-0.000741,1723089600,60.65,39.35,5872.232,5454.325
1723093200000,1.34,1723093200,0.002977,0.002977,0.000999,0.000999,1723093200,60.65,39.35,3094.382,2369.284
1723096800000,1.3,1723096800,0.004246,0.004246,0.002977,0.002977,1723096800,61.44,38.56,4930.143,3876.975
1723100400000,0.91,1723100400,0.003087,0.004246,0.003087,0.004246,1723100400,61.44,38.56,3885.34,4733.752
1723104000000,0.88,1723104000,0.004334,0.004432,0.003037,0.003087,1723104000,59.74,40.26,2544.771,2863.36
1723107600000,1.13,1723107600,0.005647,0.00566,0.004334,0.004334,1723107600,59.23,40.77,4937.73,4214.78
1723111200000,0.93,1723111200,0.005717,0.006029,0.005517,0.005647,1723111200,59.23,40.77,3761.622,3878.397
1723114800000,1.06,1723114800,0.005474,0.006121,0.005474,0.005717,1723114800,57.93,42.07,4338.819,4642.652
1723118400000,1.11,1723118400,0.005452,0.005855,0.004923,0.005474,1723118400,57.93,42.07,22403.297,19397.829
1723122000000,0.85,1723122000,0.005109,0.005474,0.004834,0.005452,1723122000,58.01,41.99,17044.349,18671.855
1723125600000,1.18,1723125600,0.003929,0.005272,0.003924,0.005109,1723125600,58.75,41.25,24014.826,21055.293
1723129200000,1.13,1723129200,0.001217,0.003929,0.001217,0.003929,1723129200,58.75,41.25,20358.439,18087.582
1723132800000,1.04,1723132800,-0.000468,0.001217,-0.000644,0.001217,1723132800,53.07,46.93,15447.006,14642.867
1723136400000,0.99,1723136400,-0.000221,2e-06,-0.000784,-0.000468,1723136400,53.07,46.93,6859.109,6540.106
1723140000000,0.98,1723140000,-0.001005,-0.0002,-0.001078,-0.000221,1723140000,50.68,49.32,3992.736,3898.408
1723143600000,0.99,1723143600,-0.001806,-0.00082,-0.001806,-0.001005,1723143600,50.68,49.32,5136.713,5227.554
1723147200000,1.23,1723147200,-0.001438,-0.00135,-0.001813,-0.001806,1723147200,50.0,50.0,3330.151,2448.817
1723150800000,1.81,1723150800,-4.5e-05,3.1e-05,-0.001487,-0.001438,1723150800,50.0,50.0,15614.275,9400.521
1723154400000,1.28,1723154400,0.00184,0.001841,-4.5e-05,-4.5e-05,1723154400,53.34,46.66,24809.343,18430.0
1723158000000,0.94,1723158000,0.00493,0.00493,0.00184,0.00184,1723158000,53.34,46.66,14617.112,15119.045
1723161600000,1.0,1723161600,0.005318,0.005617,0.00493,0.00493,1723161600,51.53,48.47,9273.9,8635.063
1723165200000,0.92,1723165200,0.004169,0.005343,0.00416,0.005318,1723165200,51.53,48.47,7152.44,8656.38
1723168800000,0.85,1723168800,0.002654,0.004169,0.002654,0.004169,1723168800,53.53,46.47,2569.619,3226.596
1723172400000,1.01,1723172400,0.001387,0.002699,0.001343,0.002654,1723172400,53.53,46.47,2941.449,2912.629
1723176000000,0.75,1723176000,0.000687,0.001394,0.000475,0.001387,1723176000,53.69,46.31,4101.824,5137.02
1723179600000,0.96,1723179600,0.001877,0.001884,0.000687,0.000687,1723179600,53.69,46.31,3729.457,4042.829
1723183200000,1.13,1723183200,0.001987,0.002133,0.001802,0.001877,1723183200,52.98,47.02,4273.564,3787.853
1723186800000,1.14,1723186800,0.002184,0.002184,0.001909,0.001987,1723186800,53.69,46.31,4153.365,3647.233
1723190400000,1.2,1723190400,0.003427,0.003452,0.002184,0.002184,1723190400,54.13,45.87,4263.321,3643.71
1723194000000,0.83,1723194000,0.002659,0.003537,0.002659,0.003427,1723194000,54.13,45.87,3793.397,4699.201
1723197600000,0.85,1723197600,0.002998,0.002998,0.002265,0.002659,1723197600,54.52,45.48,9380.463,10506.288
1723201200000,0.96,1723201200,0.004365,0.004365,0.002998,0.002998,1723201200,54.27,45.73,3843.685,3923.091
1723204800000,1.0,1723204800,0.004093,0.004398,0.003864,0.004365,1723204800,54.47,45.53,4559.581,4678.805
1723208400000,0.95,1723208400,0.005296,0.00536,0.004093,0.004093,1723208400,54.93,45.07,13116.257,13113.513
1723212000000,0.96,1723212000,0.004175,0.005489,0.003902,0.005296,1723212000,55.41,44.59,21099.772,22330.842
1723215600000,0.83,1723215600,0.00477,0.00477,0.003959,0.004175,1723215600,56.8,43.2,7759.555,9031.495
1723219200000,1.36,1723219200,0.006506,0.006518,0.00477,0.00477,1723219200,56.44,43.56,9668.821,7198.825
1723222800000,1.12,1723222800,0.006794,0.006934,0.006506,0.006506,1723222800,57.17,42.83,5823.758,4969.754
1723226400000,1.06,1723226400,0.008432,0.008432,0.006794,0.006794,1723226400,57.05,42.95,4806.727,4503.87
1723230000000,0.96,1723230000,0.008238,0.009168,0.008238,0.008432,1723230000,57.55,42.45,3518.962,3995.439
1723233600000,0.93,1723233600,0.005007,0.008238,0.005007,0.008238,1723233600,57.22,42.78,3679.597,3891.534
1723237200000,1.01,1723237200,0.00131,0.005007,0.00131,0.005007,1723237200,57.59,42.41,8965.216,7556.862
1723240800000,1.07,1723240800,-0.002196,0.00131,-0.002196,0.00131,1723240800,58.2,41.8,7410.191,6749.744
1723244400000,1.09,1723244400,-0.003912,-0.002196,-0.003912,-0.002196,1723244400,58.1,41.9,3994.659,3604.933
1723248000000,1.02,1723248000,-0.004745,-0.003424,-0.004745,-0.003912,1723248000,58.1,41.9,8568.354,8472.221
1723251600000,0.96,1723251600,-0.005825,-0.004744,-0.005825,-0.004745,1723251600,58.73,41.27,2953.161,3352.127
1723255200000,0.92,1723255200,-0.005498,-0.005498,-0.006019,-0.005825,1723255200,58.65,41.35,2253.046,2372.236
1723258800000,1.0,1723258800,-0.004358,-0.004328,-0.005498,-0.005498,1723258800,58.48,41.52,2680.111,2141.273
1723262400000,0.89,1723262400,-0.003083,-0.003083,-0.004358,-0.004358,1723262400,58.48,41.52,1364.236,1664.809
1723266000000,1.02,1723266000,-0.001931,-0.001931,-0.003083,-0.003083,1723266000,58.56,41.44,1389.337,1216.957
1723269600000,0.97,1723269600,-0.001371,-0.001357,-0.001931,-0.001931,1723269600,58.93,41.07,1209.694,1274.796
1723273200000,1.28,1723273200,-0.001379,-0.001335,-0.001634,-0.001371,1723273200,59.31,40.69,2945.666,2156.686
1723276800000,0.79,1723276800,-0.001964,-0.001379,-0.002105,-0.001379,1723276800,59.47,40.53,1937.832,2616.776
1723280400000,0.95,1723280400,-0.00198,-0.001544,-0.00198,-0.001964,1723280400,59.47,40.53,3327.603,3579.69
1723284000000,0.76,1723284000,-0.002626,-0.001943,-0.002643,-0.00198,1723284000,57.83,42.17,2509.17,3446.938
1723287600000,1.31,1723287600,-0.003068,-0.002626,-0.003179,-0.002626,1723287600,58.32,41.68,1716.902,1290.057
1723291200000,0.63,1723291200,-0.002185,-0.002185,-0.003068,-0.003068,1723291200,57.83,42.17,1201.516,2004.088
1723294800000,0.76,1723294800,-0.002181,-0.001863,-0.002185,-0.002185,1723294800,57.76,42.24,3208.431,4004.949
1723298400000,1.29,1723298400,-0.002054,-0.001814,-0.002264,-0.002181,1723298400,57.76,42.24,2198.568,1731.395
1723302000000,0.95,1723302000,-0.001881,-0.001629,-0.002096,-0.002054,1723302000,57.79,42.21,1697.055,1816.335
1723305600000,1.13,1723305600,-0.000926,-0.000926,-0.002202,-0.001881,1723305600,57.97,42.03,2364.961,2381.486
1723309200000,1.16,1723309200,0.000809,0.000809,-0.000926,-0.000926,1723309200,57.9,42.1,1599.841,1460.654
1723312800000,1.3,1723312800,0.002202,0.002202,0.000809,0.000809,1723312800,58.15,41.85,5947.433,4473.227
1723316400000,0.96,1723316400,0.00296,0.003043,0.002202,0.002202,1723316400,57.6,42.4,1622.229,1728.776
1723320000000,1.05,1723320000,0.003248,0.003411,0.00296,0.00296,1723320000,57.27,42.73,1211.554,1244.048
1723323600000,0.94,1723323600,0.003835,0.003873,0.003248,0.003248,1723323600,57.27,42.73,1099.382,1137.569
1723327200000,0.87,1723327200,0.003691,0.003835,0.003545,0.003835,1723327200,57.11,42.89,920.953,1212.708
1723330800000,0.85,1723330800,0.00404,0.004046,0.003596,0.003691,1723330800,57.12,42.88,1396.808,1489.71
1723334400000,1.21,1723334400,0.00379,0.004064,0.00379,0.00404,1723334400,57.24,42.76,2847.128,2443.972
1723338000000,0.93,1723338000,0.003453,0.00379,0.003299,0.00379,1723338000,57.0,43.0,1041.107,1182.988
1723341600000,0.88,1723341600,0.003311,0.003453,0.00284,0.003453,1723341600,56.84,43.16,738.207,900.245
1723345200000,1.03,1723345200,0.003382,0.003801,0.003239,0.003311,1723345200,56.71,43.29,3601.683,3294.184
1723348800000,0.71,1723348800,0.00082,0.003382,0.00082,0.003382,1723348800,57.15,42.85,2566.118,3527.236
1723352400000,1.52,1723352400,-0.000581,0.00082,-0.000585,0.00082,1723352400,57.53,42.47,1496.325,932.551
1723356000000,0.81,1723356000,-0.001565,-0.000581,-0.001565,-0.000581,1723356000,57.75,42.25,1145.72,1253.792
1723359600000,0.87,1723359600,-0.001819,-0.001486,-0.001873,-0.001565,1723359600,57.75,42.25,1577.895,1923.119
1723363200000,1.1,1723363200,-0.002366,-0.00179,-0.002366,-0.001819,1723363200,57.17,42.83,3075.62,2595.663
1723366800000,1.01,1723366800,-0.002639,-0.002021,-0.002642,-0.002366,1723366800,57.17,42.83,8021.383,8440.355
1723370400000,0.93,1723370400,-0.002284,-0.002172,-0.002651,-0.002639,1723370400,57.63,42.37,2744.513,2811.964
1723374000000,0.74,1723374000,-0.002314,-0.002267,-0.002653,-0.002284,1723374000,57.51,42.49,6404.079,8238.331
1723377600000,0.93,1723377600,0.000473,0.000473,-0.002314,-0.002314,1723377600,57.18,42.82,4822.126,4838.473
1723381200000,1.11,1723381200,0.001342,0.001519,0.000473,0.000473,1723381200,57.18,42.82,4892.54,4312.385
1723384800000,1.03,1723384800,0.000734,0.001559,0.000734,0.001342,1723384800,57.69,42.31,4743.523,4655.78
1723388400000,0.84,1723388400,0.00117,0.001215,0.000634,0.000734,1723388400,57.8,42.2,5311.853,6124.446
1723392000000,1.13,1723392000,0.002451,0.002451,0.00117,0.00117,1723392000,57.3,42.7,3311.057,2876.511
1723395600000,1.11,1723395600,0.003595,0.003595,0.002451,0.002451,1723395600,57.76,42.24,2244.964,2008.166
1723399200000,0.99,1723399200,0.003555,0.003678,0.003342,0.003595,1723399200,57.76,42.24,1364.55,1314.719
1723402800000,0.82,1723402800,0.0044,0.0044,0.003555,0.003555,1723402800,58.1,41.9,5414.935,6201.844
1723406400000,0.81,1723406400,0.004288,0.004597,0.004288,0.0044,1723406400,58.1,41.9,13745.103,16870.401
1723410000000,1.22,1723410000,0.003536,0.004681,0.003536,0.004288,1723410000,58.47,41.53,7051.36,5853.234
1723413600000,1.01,1723413600,0.002024,0.003536,0.002024,0.003536,1723413600,58.47,41.53,7873.989,8577.273
1723417200000,0.81,1723417200,0.0011,0.002024,0.001025,0.002024,1723417200,59.9,40.1,2494.175,2831.475
1723420800000,0.89,1723420800,0.002119,0.002119,0.0011,0.0011,1723420800,59.97,40.03,7934.093,8013.743
1723424400000,1.09,1723424400,0.004663,0.004663,0.002119,0.002119,1723424400,59.97,40.03,4441.327,4051.838
1723428000000,1.1,1723428000,0.006786,0.006786,0.004663,0.004663,1723428000,60.46,39.54,2862.554,2731.819
1723431600000,0.94,1723431600,0.007732,0.007732,0.006786,0.006786,1723431600,60.46,39.54,2007.171,2233.279
1723435200000,1.01,1723435200,0.00855,0.008831,0.007732,0.007732,1723435200,61.15,38.85,1843.941,1627.75
1723438800000,1.03,1723438800,0.009571,0.009571,0.008501,0.00855,1723438800,61.24,38.76,1921.334,1950.98
1723442400000,0.86,1723442400,0.01,0.01,0.009571,0.009571,1723442400,61.24,38.76,3307.178,3810.117
1723446000000,0.95,1723446000,0.008783,0.01,0.008783,0.01,1723446000,61.57,38.43,12639.817,13421.511
1723449600000,0.82,1723449600,0.006,0.008783,0.006,0.008783,1723449600,61.57,38.43,5671.178,6680.894
1723453200000,0.98,1723453200,0.004803,0.006,0.004709,0.006,1723453200,62.75,37.25,4696.507,4212.24
1723456800000,1.14,1723456800,0.00337,0.004803,0.00337,0.004803,1723456800,62.75,37.25,6208.485,5987.946
1723460400000,1.11,1723460400,-4.3e-05,0.00337,-4.3e-05,0.00337,1723460400,64.21,35.79,15143.549,13060.497
1723464000000,0.93,1723464000,-0.002127,-4.3e-05,-0.002127,-4.3e-05,1723464000,64.21,35.79,6634.546,7082.129
1723467600000,0.79,1723467600,-0.001976,-0.001976,-0.002601,-0.002127,1723467600,62.99,37.01,15511.943,18666.099
1723471200000,1.16,1723471200,-0.001574,-0.001006,-0.001976,-0.001976,1723471200,62.99,37.01,32527.396,29801.025
1723474800000,0.96,1723474800,-0.002224,-0.001547,-0.002743,-0.001574,1723474800,61.36,38.64,16643.344,17116.95
1723478400000,0.91,1723478400,-0.000429,-0.000429,-0.002323,-0.002224,1723478400,61.67,38.33,8480.689,8751.833
1723482000000,0.9,1723482000,0.002528,0.002528,-0.000429,-0.000429,1723482000,61.67,38.33,4907.444,4954.228
1723485600000,0.78,1723485600,0.005141,0.005173,0.002528,0.002528,1723485600,61.51,38.49,6665.614,7468.213
1723489200000,1.08,1723489200,0.006673,0.006673,0.005141,0.005141,1723489200,61.97,38.03,6615.156,5991.898
1723492800000,0.88,1723492800,0.008307,0.00836,0.006673,0.006673,1723492800,61.97,38.03,5071.363,5645.811
1723496400000,1.06,1723496400,0.008088,0.008569,0.008037,0.008307,1723496400,62.75,37.25,3893.322,3811.025
1723500000000,1.02,1723500000,0.007533,0.008088,0.007261,0.008088,1723500000,62.75,37.25,2291.953,2222.048
1723503600000,1.25,1723503600,0.006152,0.007656,0.006143,0.007533,1723503600,63.26,36.74,5334.323,4576.767
1723507200000,1.09,1723507200,0.003898,0.006152,0.003898,0.006152,1723507200,63.26,36.74,4921.246,4739.589
1723510800000,0.83,1723510800,0.002497,0.003898,0.002497,0.003898,1723510800,64.4,35.6,3032.704,3931.499
1723514400000,0.82,1723514400,0.00219,0.002582,0.002112,0.002497,1723514400,64.5,35.5,2584.376,2992.089
1723518000000,0.83,1723518000,0.002217,0.002217,0.001966,0.00219,1723518000,64.5,35.5,5613.573,6068.464
1723521600000,1.15,1723521600,0.001347,0.002282,0.001347,0.002217,1723521600,63.63,36.37,2772.628,2159.632
1723525200000,1.09,1723525200,0.00099,0.001368,0.000977,0.001347,1723525200,63.63,36.37,1798.418,1601.741
1723528800000,0.97,1723528800,0.001155,0.0014,0.000779,0.00099,1723528800,64.07,35.93,2772.472,2780.885
1723532400000,0.8,1723532400,0.000511,0.001263,0.000511,0.001155,1723532400,64.07,35.93,2149.075,2633.669
1723536000000,0.82,1723536000,0.000795,0.000813,0.000427,0.000511,1723536000,64.1,35.9,2568.378,2960.353
1723539600000,0.96,1723539600,-0.000184,0.000898,-0.000184,0.000795,1723539600,64.1,35.9,3810.008,3677.405
1723543200000,0.75,1723543200,3.2e-05,3.2e-05,-0.000728,-0.000184,1723543200,63.8,36.2,4368.436,4852.645
1723546800000,1.07,1723546800,0.000239,0.000392,3.2e-05,3.2e-05,1723546800,63.8,36.2,2541.157,2442.103
1723550400000,1.15,1723550400,0.000417,0.000424,3.1e-05,0.000239,1723550400,64.68,35.32,7573.608,6857.697
1723554000000,0.93,1723554000,-0.000207,0.000471,-0.000207,0.000417,1723554000,64.68,35.32,7672.486,8318.209
1723557600000,0.95,1723557600,-0.002299,-0.000207,-0.002299,-0.000207,1723557600,64.03,35.97,10025.439,10566.745
1723561200000,0.85,1723561200,-0.003857,-0.002299,-0.003857,-0.002299,1723561200,64.03,35.97,3312.546,3974.42
1723564800000,1.36,1723564800,-0.003673,-0.003673,-0.004394,-0.003857,1723564800,61.95,38.05,19350.525,14330.819
1723568400000,0.9,1723568400,-0.004418,-0.003532,-0.004549,-0.003673,1723568400,59.49,40.51,14118.275,15460.278
1723572000000,1.02,1723572000,-0.001203,-0.001203,-0.004432,-0.004418,1723572000,59.49,40.51,6767.198,6205.093
1723575600000,1.09,1723575600,0.001711,0.001711,-0.001203,-0.001203,1723575600,55.33,44.67,8950.787,8463.864
1723579200000,0.95,1723579200,0.002921,0.002944,0.001711,0.001711,1723579200,55.33,44.67,2791.217,2841.011
1723582800000,1.33,1723582800,0.003435,0.00368,0.002921,0.002921,1723582800,56.62,43.38,3371.552,2784.684
1723586400000,0.76,1723586400,0.002103,0.003551,0.002103,0.003435,1723586400,56.62,43.38,3968.762,4875.375
1723590000000,1.05,1723590000,0.001152,0.002103,0.00114,0.002103,1723590000,57.59,42.41,1953.562,1613.341
1723593600000,1.04,1723593600,-0.00051,0.001152,-0.00051,0.001152,1723593600,57.59,42.41,2548.69,2476.975
1723597200000,0.76,1723597200,-0.002717,-0.00051,-0.002717,-0.00051,1723597200,58.32,41.68,1693.174,2194.251
1723600800000,1.18,1723600800,-0.003946,-0.002717,-0.003946,-0.002717,1723600800,58.32,41.68,2243.416,2040.293
1723604400000,1.06,1723604400,-0.004172,-0.003899,-0.004172,-0.003946,1723604400,57.78,42.22,4158.868,4215.287
1723608000000,0.96,1723608000,-0.004001,-0.00384,-0.004199,-0.004172,1723608000,56.98,43.02,2116.795,2271.743
1723611600000,0.85,1723611600,-0.003152,-0.003152,-0.004012,-0.004001,1723611600,56.98,43.02,1493.539,1859.315
1723615200000,0.93,1723615200,-0.002667,-0.002667,-0.003404,-0.003152,1723615200,56.37,43.63,3763.713,3734.139
1723618800000,1.13,1723618800,-0.001386,-0.001386,-0.00269,-0.002667,1723618800,56.37,43.63,1590.207,1435.74
1723622400000,0.89,1723622400,-0.000725,-0.00068,-0.001386,-0.001386,1723622400,57.91,42.09,2556.923,2635.603
1723626000000,1.09,1723626000,-0.001374,-0.000555,-0.001374,-0.000725,1723626000,57.91,42.09,1589.381,1568.2
1723629600000,1.18,1723629600,-0.001688,-0.000939,-0.001688,-0.001374,1723629600,58.08,41.92,5067.474,4598.614
1723633200000,1.08,1723633200,-0.001878,-0.001481,-0.001948,-0.001688,1723633200,58.08,41.92,5763.001,5478.203
1723636800000,0.93,1723636800,-0.002636,-0.001399,-0.002636,-0.001878,1723636800,57.56,42.44,17314.669,18421.213
1723640400000,0.8,1723640400,-0.004197,-0.002636,-0.00422,-0.002636,1723640400,57.56,42.44,20384.049,24225.291
1723644000000,1.01,1723644000,-0.006169,-0.004171,-0.006169,-0.004197,1723644000,60.44,39.56,22802.129,22301.297
1723647600000,0.99,1723647600,-0.007739,-0.006169,-0.007739,-0.006169,1723647600,65.44,34.56,16064.323,16105.141
1723651200000,0.85,1723651200,-0.008799,-0.007739,-0.008845,-0.007739,1723651200,65.44,34.56,10374.806,11873.23
1723654800000,0.89,1723654800,-0.009442,-0.008799,-0.009511,-0.008799,1723654800,67.12,32.88,3939.919,4451.717
1723658400000,0.77,1723658400,-0.009925,-0.009368,-0.009977,-0.009442,1723658400,67.12,32.88,4312.708,5457.771
1723662000000,0.79,1723662000,-0.010083,-0.009869,-0.010248,-0.009925,1723662000,67.64,32.36,3214.624,4111.789
1723665600000,1.15,1723665600,-0.010052,-0.010052,-0.010335,-0.010083,1723665600,67.64,32.36,2141.164,1872.927
1723669200000,0.79,1723669200,-0.009032,-0.00897,-0.010133,-0.010052,1723669200,67.85,32.15,1308.168,1801.803
1723672800000,0.84,1723672800,-0.008449,-0.008449,-0.009032,-0.009032,1723672800,67.85,32.15,4705.315,5185.718
1723676400000,0.76,1723676400,-0.008476,-0.008381,-0.008525,-0.008449,1723676400,67.8,32.2,1830.31,2369.183
1723680000000,1.33,1723680000,-0.007788,-0.007761,-0.008501,-0.008476,1723680000,68.0,32.0,3000.203,2431.918
1723683600000,0.57,1723683600,-0.00576,-0.005649,-0.007825,-0.007788,1723683600,68.0,32.0,4421.707,6370.122
1723687200000,1.15,1723687200,-0.001129,-0.001129,-0.005835,-0.00576,1723687200,68.62,31.38,8646.613,7356.611
1723690800000,1.2,1723690800,0.002854,0.002854,-0.001129,-0.001129,1723690800,68.62,31.38,1634.535,1260.258
1723694400000,1.02,1723694400,0.005041,0.005041,0.002854,0.002854,1723694400,69.47,30.53,2860.676,2424.464
1723698000000,1.02,1723698000,0.00644,0.006509,0.005041,0.005041,1723698000,69.47,30.53,3152.814,3179.24
1723701600000,0.83,1723701600,0.00719,0.00719,0.00644,0.00644,1723701600,69.75,30.25,5219.411,6045.998
1723705200000,0.91,1723705200,0.006417,0.007293,0.006417,0.00719,1723705200,69.75,30.25,4919.466,5771.39
1723708800000,1.15,1723708800,0.004747,0.006417,0.004747,0.006417,1723708800,69.85,30.15,3899.921,3570.879
1723712400000,1.07,1723712400,0.000983,0.004747,0.000983,0.004747,1723712400,70.42,29.58,3837.264,3864.049
1723716000000,0.82,1723716000,-0.001976,0.000983,-0.001976,0.000983,1723716000,70.42,29.58,2207.109,2662.443
1723719600000,1.22,1723719600,-0.003676,-0.001976,-0.003676,-0.001976,1723719600,69.5,30.5,5698.753,5227.151
1723723200000,0.96,1723723200,-0.0047,-0.003676,-0.0047,-0.003676,1723723200,69.5,30.5,13758.995,13690.772
1723726800000,1.09,1723726800,-0.004788,-0.004572,-0.004957,-0.0047,1723726800,70.21,29.79,10858.598,10706.538
1723730400000,0.89,1723730400,-0.005801,-0.004722,-0.005801,-0.004788,1723730400,70.21,29.79,9600.295,10392.032
1723734000000,0.96,1723734000,-0.006181,-0.005603,-0.006383,-0.005801,1723734000,67.32,32.68,6079.439,6684.474
1723737600000,0.94,1723737600,-0.006766,-0.006019,-0.006766,-0.006181,1723737600,67.32,32.68,5908.043,6458.758
1723741200000,0.77,1723741200,-0.006646,-0.006341,-0.006932,-0.006766,1723741200,65.23,34.77,6556.46,8383.731
1723744800000,0.87,1723744800,-0.008665,-0.006646,-0.008712,-0.006646,1723744800,64.36,35.64,21367.484,24203.38
1723748400000,0.84,1723748400,-0.011437,-0.008665,-0.011437,-0.008665,1723748400,64.36,35.64,19039.192,22305.462
1723752000000,0.8,1723752000,-0.013444,-0.011437,-0.013444,-0.011437,1723752000,68.77,31.23,11441.186,14494.009
1723755600000,1.5,1723755600,-0.013586,-0.012905,-0.013767,-0.013444,1723755600,68.77,31.23,12441.483,8021.145
1723759200000,0.93,1723759200,-0.012794,-0.012794,-0.013858,-0.013586,1723759200,71.08,28.92,5610.75,6386.133
1723762800000,0.91,1723762800,-0.011235,-0.011235,-0.012794,-0.012794,1723762800,70.78,29.22,3249.127,3528.993
1723766400000,0.96,1723766400,-0.008927,-0.008927,-0.011235,-0.011235,1723766400,70.14,29.86,3381.778,3434.236
1723770000000,0.93,1723770000,-0.00621,-0.00621,-0.008927,-0.008927,1723770000,70.14,29.86,4521.187,5084.761
1723773600000,1.39,1723773600,-0.003741,-0.003741,-0.00621,-0.00621,1723773600,69.62,30.38,10733.513,7891.256
1723777200000,0.65,1723777200,-0.004978,-0.003687,-0.005034,-0.003741,1723777200,69.62,30.38,3151.919,4409.967
1723780800000,1.42,1723780800,-0.005063,-0.004723,-0.005181,-0.004978,1723780800,69.42,30.58,4045.96,3050.647
1723784400000,0.76,1723784400,-0.005887,-0.004995,-0.005887,-0.005063,1723784400,69.82,30.18,1820.804,2453.993
1723788000000,1.14,1723788000,-0.006582,-0.005887,-0.006582,-0.005887,1723788000,69.82,30.18,5163.45,4371.059
1723791600000,0.71,1723791600,-0.00736,-0.006582,-0.007448,-0.006582,1723791600,68.52,31.48,2318.377,3348.23
1723795200000,0.77,1723795200,-0.00842,-0.007355,-0.008431,-0.00736,1723795200,68.52,31.48,2369.152,2956.873
1723798800000,1.41,1723798800,-0.005984,-0.005984,-0.008438,-0.00842,1723798800,66.11,33.89,5306.202,3664.407
1723802400000,0.72,1723802400,-0.004096,-0.004096,-0.006075,-0.005984,1723802400,65.59,34.41,2553.234,3113.9
1723806000000,0.87,1723806000,-0.002427,-0.002427,-0.004096,-0.004096,1723806000,65.59,34.41,3882.68,4251.809
1723809600000,0.85,1723809600,-0.000577,-0.000577,-0.002427,-0.002427,1723809600,63.61,36.39,11137.117,12406.882
1723813200000,1.01,1723813200,0.000652,0.0011,-0.000577,-0.000577,1723813200,63.61,36.39,17740.864,17182.239
1723816800000,1.0,1723816800,-5.3e-05,0.000831,-5.3e-05,0.000652,1723816800,64.4,35.6,8790.42,8590.727
1723820400000,0.98,1723820400,-0.000554,-5.3e-05,-0.000636,-5.3e-05,1723820400,64.39,35.61,5990.231,5620.301
1723824000000,1.09,1723824000,-0.000668,-0.000355,-0.000736,-0.000554,1723824000,64.39,35.61,8098.104,7347.547
1723827600000,1.32,1723827600,-0.00174,-0.000668,-0.001906,-0.000668,1723827600,63.74,36.26,9079.682,7694.112
1723831200000,0.99,1723831200,-0.003856,-0.001641,-0.003856,-0.00174,1723831200,63.74,36.26,7964.74,8073.401
1723834800000,1.02,1723834800,-0.005993,-0.003856,-0.005993,-0.003856,1723834800,60.94,39.06,5972.722,6208.542
1723838400000,0.79,1723838400,-0.00411,-0.00411,-0.006093,-0.005993,1723838400,58.92,41.08,3895.267,4563.517
1723842000000,0.81,1723842000,-0.002356,-0.002356,-0.00411,-0.00411,1723842000,58.92,41.08,2346.147,3052.932
1723845600000,1.5,1723845600,-0.000417,-0.000417,-0.002356,-0.002356,1723845600,57.83,42.17,2178.336,1477.428
1723849200000,0.92,1723849200,0.00189,0.001914,-0.000417,-0.000417,1723849200,58.38,41.62,2910.108,3146.417
1723852800000,1.58,1723852800,0.004066,0.004109,0.00189,0.00189,1723852800,58.89,41.11,3723.517,2405.464
1723856400000,1.21,1723856400,0.003761,0.004252,0.003761,0.004066,1723856400,60.19,39.81,2422.053,2221.781
1723860000000,0.71,1723860000,0.003437,0.003833,0.003372,0.003761,1723860000,60.32,39.68,1222.05,1600.84
