start_time,longShortRatio,time,c,h,l,o,t,longAccount,shortAccount,buy,sell
1704067200000,1.29,1704067200,0.036737,0.037552,0.036737,0.037499,1704067200,60.11,39.89,4686.412,3771.501
1704070800000,1.22,1704070800,0.035642,0.036737,0.035642,0.036737,1704070800,59.61,40.39,4783.838,4259.573
1704074400000,0.85,1704074400,0.034971,0.035642,0.034793,0.035642,1704074400,59.37,40.63,2141.259,2511.808
1704078000000,0.75,1704078000,0.033575,0.035091,0.03354,0.034971,1704078000,59.44,40.56,3501.132,4618.859
1704081600000,1.14,1704081600,0.032568,0.033575,0.032567,0.033575,1704081600,59.76,40.24,3155.432,3200.993
1704085200000,0.68,1704085200,0.031234,0.032597,0.031142,0.032568,1704085200,60.08,39.92,1696.938,2442.619
1704088800000,1.42,1704088800,0.029379,0.031235,0.029379,0.031234,1704088800,60.1,39.9,2299.336,1633.683
1704092400000,1.05,1704092400,0.027213,0.029379,0.027213,0.029379,1704092400,60.37,39.63,2086.176,2368.874
1704096000000,0.91,1704096000,0.028246,0.028246,0.027213,0.027213,1704096000,60.16,39.84,1791.092,1882.654
1704099600000,1.03,1704099600,0.030443,0.030443,0.028246,0.028246,1704099600,59.62,40.38,2833.184,2946.696
1704103200000,1.02,1704103200,0.032309,0.032309,0.030443,0.030443,1704103200,58.63,41.37,2905.867,2900.871
1704106800000,0.82,1704106800,0.033969,0.033969,0.032309,0.032309,1704106800,57.73,42.27,2717.682,3247.356
1704110400000,1.15,1704110400,0.03576,0.03576,0.033959,0.033969,1704110400,56.55,43.45,3286.281,3094.207
1704114000000,1.18,1704114000,0.036268,0.036454,0.03576,0.03576,1704114000,56.3,43.7,1772.165,1497.585
1704117600000,0.81,1704117600,0.035226,0.036268,0.035226,0.036268,1704117600,56.23,43.77,2391.936,2942.023
1704121200000,1.27,1704121200,0.033656,0.035226,0.033656,0.035226,1704121200,55.97,44.03,4388.174,3789.113
1704124800000,0.94,1704124800,0.032462,0.033776,0.032462,0.033656,1704124800,56.16,43.84,3469.787,3656.171
1704128400000,0.94,1704128400,0.030866,0.032462,0.030866,0.032462,1704128400,56.06,43.94,1670.386,1740.633
1704132000000,1.22,1704132000,0.031883,0.031914,0.030747,0.030866,1704132000,55.62,44.38,10240.301,8655.225
1704135600000,1.22,1704135600,0.03218,0.032281,0.031882,0.031883,1704135600,55.52,44.48,9415.678,7621.605
1704139200000,1.26,1704139200,0.041163,0.041163,0.03218,0.03218,1704139200,55.19,44.81,13207.671,10440.526
1704142800000,0.8,1704142800,0.051017,0.051017,0.041163,0.041163,1704142800,53.21,46.79,4713.037,5823.907
1704146400000,0.9,1704146400,0.058779,0.058779,0.051017,0.051017,1704146400,52.33,47.67,3314.391,3318.516
1704150000000,1.35,1704150000,0.065743,0.065743,0.058779,0.058779,1704150000,51.85,48.15,14789.843,10799.584
1704153600000,1.18,1704153600,0.077835,0.077835,0.065743,0.065743,1704153600,51.99,48.01,32022.042,27348.96
1704157200000,0.89,1704157200,0.090053,0.090053,0.077835,0.077835,1704157200,51.97,48.03,16237.08,17504.896
1704160800000,1.15,1704160800,0.087263,0.091374,0.087263,0.090053,1704160800,50.96,49.04,9533.905,9024.093
1704164400000,0.96,1704164400,0.073419,0.087263,0.073419,0.087263,1704164400,50.65,49.35,8677.513,10200.852
1704168000000,0.89,1704168000,0.058725,0.073419,0.058725,0.073419,1704168000,49.73,50.27,5063.767,6262.827
1704171600000,1.05,1704171600,0.048714,0.058725,0.048714,0.058725,1704171600,48.14,51.86,3793.405,4138.166
1704175200000,0.88,1704175200,0.040209,0.048714,0.040209,0.048714,1704175200,47.77,52.23,2587.299,3124.831
1704178800000,1.14,1704178800,0.035179,0.040209,0.035179,0.040209,1704178800,47.65,52.35,11037.717,10609.827
1704182400000,1.13,1704182400,0.034302,0.035179,0.033589,0.035179,1704182400,48.25,51.75,14021.427,13077.421
1704186000000,1.05,1704186000,0.03733,0.03733,0.034302,0.034302,1704186000,48.7,51.3,7137.204,7080.167
1704189600000,0.8,1704189600,0.048489,0.048489,0.035505,0.03733,1704189600,48.99,51.01,6111.266,7709.656
1704193200000,0.89,1704193200,0.059678,0.059678,0.048489,0.048489,1704193200,48.2,51.8,8695.374,9294.581
1704196800000,1.03,1704196800,0.065766,0.065766,0.059678,0.059678,1704196800,48.15,51.85,7592.758,7935.516
1704200400000,1.0,1704200400,0.067907,0.067958,0.065766,0.065766,1704200400,47.97,52.03,7510.783,7479.999
1704204000000,0.87,1704204000,0.06103,0.067907,0.06103,0.067907,1704204000,47.96,52.04,16659.632,19177.72
1704207600000,0.95,1704207600,0.053942,0.06103,0.053942,0.06103,1704207600,47.26,52.74,15877.88,16711.608
1704211200000,1.07,1704211200,0.049513,0.053942,0.049513,0.053942,1704211200,47.85,52.15,10396.844,10286.647
1704214800000,0.88,1704214800,0.0402,0.049513,0.0402,0.049513,1704214800,48.43,51.57,5811.239,6515.102
1704218400000,1.14,1704218400,0.031987,0.0402,0.031987,0.0402,1704218400,48.69,51.31,5894.458,4986.839
1704222000000,0.9,1704222000,0.026557,0.031987,0.026517,0.031987,1704222000,48.71,51.29,7326.83,8447.911
1704225600000,0.95,1704225600,0.024466,0.026557,0.0244,0.026557,1704225600,48.93,51.07,7428.451,7601.83
1704229200000,1.06,1704229200,0.025008,0.025008,0.023729,0.024466,1704229200,49.31,50.69,8602.161,8318.825
1704232800000,0.87,1704232800,0.023963,0.025512,0.023963,0.025008,1704232800,49.63,50.37,5287.486,6307.004
1704236400000,0.94,1704236400,0.021201,0.023963,0.021201,0.023963,1704236400,50.37,49.63,3466.335,3880.377
1704240000000,1.05,1704240000,0.021715,0.021715,0.020982,0.021201,1704240000,50.69,49.31,5218.655,4672.517
1704243600000,1.46,1704243600,0.022034,0.022034,0.021711,0.021715,1704243600,51.15,48.85,3680.884,2743.479
1704247200000,0.97,1704247200,0.022714,0.022841,0.022034,0.022034,1704247200,51.39,48.61,3455.295,3661.554
1704250800000,0.94,1704250800,0.02239,0.022742,0.021911,0.022714,1704250800,51.28,48.72,1848.242,1969.226
1704254400000,0.8,1704254400,0.02221,0.022691,0.022158,0.02239,1704254400,51.06,48.94,1804.188,2331.641
1704258000000,0.92,1704258000,0.020919,0.022261,0.020919,0.02221,1704258000,51.11,48.89,2311.378,2668.307
1704261600000,1.37,1704261600,0.019528,0.020919,0.019515,0.020919,1704261600,51.49,48.51,3247.465,2400.04
1704265200000,0.75,1704265200,0.017204,0.019668,0.017204,0.019528,1704265200,51.51,48.49,5309.503,6974.914
1704268800000,1.17,1704268800,0.014341,0.017204,0.014341,0.017204,1704268800,51.79,48.21,4922.759,4157.553
1704272400000,1.24,1704272400,0.015587,0.015663,0.01428,0.014341,1704272400,52.06,47.94,7875.88,6747.882
1704276000000,0.78,1704276000,0.014736,0.015952,0.014736,0.015587,1704276000,51.43,48.57,4814.244,6265.578
1704279600000,0.75,1704279600,0.012069,0.014756,0.012069,0.014736,1704279600,52.21,47.79,36390.229,47032.135
1704283200000,0.95,1704283200,0.01,0.012069,0.01,0.012069,1704283200,56.42,43.58,82597.933,91862.937
1704286800000,0.9,1704286800,0.01,0.01,0.01,0.01,1704286800,62.34,37.66,16032.125,17860.009
1704290400000,1.0,1704290400,0.01,0.01,0.01,0.01,1704290400,61.84,38.16,13427.7,13811.341
1704294000000,1.18,1704294000,0.01,0.01,0.01,0.01,1704294000,61.85,38.15,18377.224,15304.747
1704297600000,0.99,1704297600,0.01,0.01,0.01,0.01,1704297600,62.83,37.17,23928.52,25373.358
1704301200000,0.95,1704301200,0.01,0.01,0.01,0.01,1704301200,61.83,38.17,9646.098,10291.414
1704304800000,0.78,1704304800,0.01,0.01,0.01,0.01,1704304800,61.88,38.12,11731.755,14822.05
1704308400000,1.12,1704308400,0.01,0.01,0.01,0.01,1704308400,62.01,37.99,13313.954,12539.576
1704312000000,1.08,1704312000,0.01,0.01,0.01,0.01,1704312000,62.18,37.82,4275.01,4498.473
1704315600000,1.08,1704315600,0.01,0.01,0.01,0.01,1704315600,62.61,37.39,5600.679,5465.35
1704319200000,0.9,1704319200,0.01,0.01,0.01,0.01,1704319200,62.5,37.5,3091.132,4051.13
1704322800000,1.1,1704322800,0.01,0.01,0.01,0.01,1704322800,62.16,37.84,2837.243,2611.919
1704326400000,0.97,1704326400,0.01,0.01,0.01,0.01,1704326400,62.19,37.81,3965.734,4243.527
1704330000000,0.94,1704330000,0.01,0.01,0.01,0.01,1704330000,62.07,37.93,3954.613,3945.297
1704333600000,1.34,1704333600,0.01,0.01,0.01,0.01,1704333600,61.55,38.45,5597.103,4599.673
1704337200000,0.89,1704337200,0.01,0.01,0.01,0.01,1704337200,61.6,38.4,3046.084,3602.399
1704340800000,0.9,1704340800,0.01,0.01,0.01,0.01,1704340800,61.15,38.85,2483.379,2875.339
1704344400000,1.08,1704344400,0.01,0.01,0.01,0.01,1704344400,60.96,39.04,2613.726,2498.786
1704348000000,0.81,1704348000,0.01,0.01,0.01,0.01,1704348000,60.73,39.27,2033.486,2632.365
1704351600000,0.77,1704351600,0.01,0.01,0.01,0.01,1704351600,60.62,39.38,8260.092,10643.976
1704355200000,1.16,1704355200,0.01,0.01,0.01,0.01,1704355200,60.62,39.38,4928.379,4571.065
1704358800000,1.11,1704358800,0.01,0.01,0.01,0.01,1704358800,60.22,39.78,4029.619,3851.303
1704362400000,0.96,1704362400,0.01,0.01,0.01,0.01,1704362400,60.22,39.78,6888.84,7002.557
1704366000000,1.09,1704366000,0.01,0.01,0.01,0.01,1704366000,59.29,40.71,5150.681,4930.804
1704369600000,1.15,1704369600,0.01,0.01,0.01,0.01,1704369600,58.48,41.52,8250.237,7370.795
1704373200000,1.05,1704373200,0.01,0.01,0.01,0.01,1704373200,58.01,41.99,5346.643,5253.09
1704376800000,1.08,1704376800,0.01,0.01,0.01,0.01,1704376800,57.67,42.33,10985.426,10027.412
1704380400000,1.14,1704380400,0.01,0.01,0.01,0.01,1704380400,57.54,42.46,21532.054,20766.038
1704384000000,0.86,1704384000,0.01,0.01,0.01,0.01,1704384000,55.48,44.52,9302.538,10916.832
1704387600000,1.03,1704387600,0.01,0.01,0.01,0.01,1704387600,54.95,45.05,9176.035,8701.869
1704391200000,1.09,1704391200,0.01,0.01,0.01,0.01,1704391200,54.66,45.34,4072.983,3839.454
1704394800000,1.01,1704394800,0.01,0.01,0.01,0.01,1704394800,54.32,45.68,10557.116,10721.492
1704398400000,1.18,1704398400,0.01,0.01,0.01,0.01,1704398400,54.72,45.28,14676.699,12565.316
1704402000000,1.04,1704402000,0.01,0.01,0.01,0.01,1704402000,54.57,45.43,8994.715,8424.021
1704405600000,0.95,1704405600,0.01,0.01,0.01,0.01,1704405600,54.1,45.9,7822.864,8502.081
1704409200000,0.85,1704409200,0.01,0.01,0.01,0.01,1704409200,54.31,45.69,3646.777,4064.949
1704412800000,1.03,1704412800,0.01,0.01,0.01,0.01,1704412800,54.01,45.99,5116.358,4930.134
1704416400000,0.86,1704416400,0.01,0.01,0.01,0.01,1704416400,53.74,46.26,22745.98,26173.121
1704420000000,1.1,1704420000,0.01,0.01,0.01,0.01,1704420000,54.41,45.59,12866.753,11718.525
1704423600000,0.99,1704423600,0.01,0.01,0.01,0.01,1704423600,54.43,45.57,4511.064,4432.024
1704427200000,1.0,1704427200,0.01,0.01,0.01,0.01,1704427200,54.57,45.43,6534.389,6442.65
1704430800000,1.0,1704430800,0.01,0.01,0.01,0.01,1704430800,54.95,45.05,3440.786,3534.625
1704434400000,1.25,1704434400,0.01,0.01,0.01,0.01,1704434400,55.04,44.96,5485.239,4326.539
1704438000000,0.94,1704438000,0.01,0.01,0.01,0.01,1704438000,55.05,44.95,3254.353,3801.884
1704441600000,1.03,1704441600,0.01,0.01,0.01,0.01,1704441600,54.78,45.22,3167.536,3135.857
1704445200000,1.08,1704445200,0.01,0.01,0.01,0.01,1704445200,54.84,45.16,10845.511,10306.642
1704448800000,0.74,1704448800,0.01,0.01,0.01,0.01,1704448800,54.82,45.18,6748.669,8596.919
1704452400000,1.03,1704452400,0.01,0.01,0.01,0.01,1704452400,54.03,45.97,5671.041,5460.936
1704456000000,1.14,1704456000,0.01,0.01,0.01,0.01,1704456000,54.18,45.82,7097.437,6907.544
1704459600000,1.03,1704459600,0.01,0.01,0.01,0.01,1704459600,54.44,45.56,8538.973,8124.049
1704463200000,0.87,1704463200,0.01,0.01,0.01,0.01,1704463200,54.49,45.51,14618.468,17059.919
1704466800000,0.98,1704466800,0.01,0.01,0.01,0.01,1704466800,55.31,44.69,9820.955,10198.582
1704470400000,0.94,1704470400,0.01,0.01,0.01,0.01,1704470400,56.16,43.84,7373.39,7753.426
1704474000000,1.11,1704474000,0.01,0.01,0.01,0.01,1704474000,56.57,43.43,9889.906,8646.258
1704477600000,1.0,1704477600,0.01,0.01,0.01,0.01,1704477600,57.16,42.84,3819.267,3866.986
1704481200000,1.11,1704481200,0.01,0.01,0.01,0.01,1704481200,57.14,42.86,4641.308,4586.269
1704484800000,1.18,1704484800,0.01,0.01,0.01,0.01,1704484800,57.01,42.99,13943.848,11326.161
1704488400000,0.95,1704488400,0.01,0.01,0.01,0.01,1704488400,56.5,43.5,6040.857,6643.518
1704492000000,1.01,1704492000,0.01,0.01,0.01,0.01,1704492000,56.68,43.32,2851.88,3036.27
1704495600000,1.01,1704495600,0.01,0.01,0.01,0.01,1704495600,56.04,43.96,7360.929,7574.034
1704499200000,0.93,1704499200,0.01,0.01,0.01,0.01,1704499200,54.99,45.01,2956.319,3193.368
1704502800000,0.88,1704502800,0.01,0.01,0.01,0.01,1704502800,54.25,45.75,2709.968,2916.536
1704506400000,0.79,1704506400,0.01,0.01,0.01,0.01,1704506400,53.67,46.33,2523.284,3108.216
1704510000000,1.17,1704510000,0.01,0.01,0.01,0.01,1704510000,54.21,45.79,2528.505,2407.843
1704513600000,0.85,1704513600,0.01,0.01,0.01,0.01,1704513600,54.19,45.81,1418.226,1534.521
1704517200000,0.93,1704517200,0.01,0.01,0.01,0.01,1704517200,54.03,45.97,4591.271,4835.157
1704520800000,0.89,1704520800,0.01,0.01,0.01,0.01,1704520800,53.54,46.46,5358.555,5688.526
1704524400000,1.31,1704524400,0.01,0.01,0.01,0.01,1704524400,54.56,45.44,4795.681,4001.628
1704528000000,1.12,1704528000,0.01,0.01,0.01,0.01,1704528000,55.66,44.34,3003.528,2539.172
1704531600000,0.94,1704531600,0.01,0.01,0.01,0.01,1704531600,55.93,44.07,1987.473,2254.335
1704535200000,1.2,1704535200,0.01,0.01,0.01,0.01,1704535200,56.07,43.93,2958.697,2312.237
1704538800000,0.76,1704538800,0.01,0.01,0.01,0.01,1704538800,55.92,44.08,1498.642,2017.512
1704542400000,0.83,1704542400,0.01,0.01,0.01,0.01,1704542400,56.05,43.95,1906.254,2326.496
1704546000000,1.23,1704546000,0.01,0.01,0.01,0.01,1704546000,56.06,43.94,2596.482,2012.405
1704549600000,1.11,1704549600,0.01,0.01,0.01,0.01,1704549600,55.86,44.14,4580.862,4028.195
1704553200000,1.02,1704553200,0.01,0.01,0.01,0.01,1704553200,56.21,43.79,2194.301,2035.92
1704556800000,1.03,1704556800,0.01,0.01,0.01,0.01,1704556800,56.07,43.93,2508.196,2476.331
1704560400000,1.18,1704560400,0.01,0.01,0.01,0.01,1704560400,56.06,43.94,2703.367,2360.083
1704564000000,1.04,1704564000,0.01,0.01,0.01,0.01,1704564000,55.9,44.1,4372.22,4068.783
1704567600000,0.79,1704567600,0.01,0.01,0.01,0.01,1704567600,55.71,44.29,2284.556,2642.003
1704571200000,0.76,1704571200,0.01,0.01,0.01,0.01,1704571200,55.35,44.65,3081.932,4265.905
1704574800000,1.23,1704574800,0.01,0.01,0.01,0.01,1704574800,55.42,44.58,2400.024,2142.892
1704578400000,1.06,1704578400,0.01,0.01,0.01,0.01,1704578400,55.42,44.58,1710.858,1593.395
1704582000000,1.16,1704582000,0.01,0.01,0.01,0.01,1704582000,55.36,44.64,2604.402,2507.735
1704585600000,1.23,1704585600,0.01,0.01,0.01,0.01,1704585600,55.33,44.67,5621.541,4773.693
1704589200000,0.75,1704589200,0.01,0.01,0.01,0.01,1704589200,54.57,45.43,2143.709,3003.331
1704592800000,0.85,1704592800,0.01,0.01,0.01,0.01,1704592800,53.79,46.21,3117.005,3554.693
1704596400000,1.18,1704596400,0.01,0.01,0.01,0.01,1704596400,53.9,46.1,1699.38,1590.85
1704600000000,1.07,1704600000,0.01,0.01,0.01,0.01,1704600000,54.03,45.97,1765.006,1750.003
1704603600000,0.78,1704603600,0.01,0.01,0.01,0.01,1704603600,53.85,46.15,1670.82,2358.413
1704607200000,1.26,1704607200,0.01,0.01,0.01,0.01,1704607200,54.12,45.88,3202.528,2570.822
1704610800000,1.22,1704610800,0.01,0.01,0.01,0.01,1704610800,53.76,46.24,1778.911,1702.152
1704614400000,0.89,1704614400,0.01,0.01,0.01,0.01,1704614400,53.75,46.25,2572.08,3138.461
1704618000000,0.85,1704618000,0.01,0.01,0.01,0.01,1704618000,53.46,46.54,2908.657,3379.586
1704621600000,1.07,1704621600,0.01,0.01,0.01,0.01,1704621600,53.66,46.34,1788.73,1752.916
1704625200000,1.14,1704625200,0.01,0.01,0.01,0.01,1704625200,54.02,45.98,2977.058,2545.463
1704628800000,0.99,1704628800,0.01,0.01,0.01,0.01,1704628800,53.71,46.29,2487.525,2435.517
1704632400000,1.19,1704632400,0.01,0.01,0.01,0.01,1704632400,53.38,46.62,9872.529,7959.515
1704636000000,1.05,1704636000,0.01,0.01,0.01,0.01,1704636000,52.4,47.6,5293.373,5297.09
1704639600000,0.73,1704639600,0.01,0.01,0.01,0.01,1704639600,51.7,48.3,6626.09,9049.114
1704643200000,0.91,1704643200,0.01,0.01,0.01,0.01,1704643200,52.79,47.21,5573.115,6120.254
1704646800000,1.06,1704646800,0.01,0.01,0.01,0.01,1704646800,53.2,46.8,5913.085,5640.565
1704650400000,0.92,1704650400,0.01,0.01,0.01,0.01,1704650400,53.48,46.52,1942.951,2084.468
1704654000000,1.55,1704654000,0.01,0.01,0.01,0.01,1704654000,53.15,46.85,2879.158,2008.817
1704657600000,0.68,1704657600,0.01,0.01,0.01,0.01,1704657600,52.88,47.12,1257.061,2038.532
1704661200000,0.9,1704661200,0.01,0.01,0.01,0.01,1704661200,52.92,47.08,1642.622,1739.562
1704664800000,0.83,1704664800,0.01,0.01,0.01,0.01,1704664800,52.82,47.18,5572.132,6147.379
1704668400000,0.99,1704668400,0.01,0.01,0.01,0.01,1704668400,53.48,46.52,8725.969,9038.483
1704672000000,0.88,1704672000,0.01,0.01,0.01,0.01,1704672000,53.64,46.36,5293.239,6027.876
1704675600000,1.11,1704675600,0.01,0.01,0.01,0.01,1704675600,53.84,46.16,3615.055,3350.366
1704679200000,0.75,1704679200,0.01,0.01,0.01,0.01,1704679200,54.19,45.81,7876.639,10586.134
1704682800000,1.24,1704682800,0.01,0.01,0.01,0.01,1704682800,54.42,45.58,6664.656,5791.449
1704686400000,1.06,1704686400,0.01,0.01,0.01,0.01,1704686400,55.1,44.9,3546.313,3410.743
1704690000000,1.11,1704690000,0.01,0.01,0.01,0.01,1704690000,55.5,44.5,3217.625,3043.102
1704693600000,1.12,1704693600,0.01,0.01,0.01,0.01,1704693600,55.85,44.15,15287.414,13681.432
1704697200000,1.15,1704697200,0.01,0.01,0.01,0.01,1704697200,54.92,45.08,5602.267,4898.249
1704700800000,0.89,1704700800,0.01,0.01,0.01,0.01,1704700800,54.84,45.16,2481.462,2792.151
1704704400000,0.74,1704704400,0.01,0.01,0.01,0.01,1704704400,54.5,45.5,2991.111,3939.361
1704708000000,1.35,1704708000,0.01,0.01,0.01,0.01,1704708000,55.02,44.98,5776.695,4324.271
1704711600000,1.2,1704711600,0.01,0.01,0.01,0.01,1704711600,54.23,45.77,14338.359,11908.319
1704715200000,1.04,1704715200,0.01,0.01,0.01,0.01,1704715200,52.11,47.89,30362.082,29455.649
1704718800000,0.78,1704718800,0.01,0.01,0.01,0.01,1704718800,50.57,49.43,9092.793,11545.483
1704722400000,0.9,1704722400,0.01,0.01,0.01,0.01,1704722400,48.44,51.56,6602.089,7327.883
1704726000000,1.1,1704726000,0.01,0.01,0.01,0.01,1704726000,47.96,52.04,16075.6,14004.242
1704729600000,0.91,1704729600,0.01,0.01,0.01,0.01,1704729600,48.65,51.35,6430.02,7245.465
1704733200000,1.25,1704733200,0.01,0.01,0.01,0.01,1704733200,48.62,51.38,15514.934,13161.577
1704736800000,1.17,1704736800,0.01,0.01,0.01,0.01,1704736800,48.23,51.77,45765.663,40166.166
1704740400000,1.03,1704740400,0.01,0.01,0.01,0.01,1704740400,48.34,51.66,20291.147,19861.342
1704744000000,0.98,1704744000,0.01,0.01,0.01,0.01,1704744000,47.07,52.93,8477.952,9001.72
1704747600000,1.03,1704747600,0.01,0.01,0.01,0.01,1704747600,45.6,54.4,8548.975,8370.642
1704751200000,0.88,1704751200,0.01,0.01,0.01,0.01,1704751200,45.0,55.0,4289.504,4814.617
1704754800000,1.05,1704754800,0.01,0.01,0.01,0.01,1704754800,44.89,55.11,4227.233,4010.917
1704758400000,0.92,1704758400,0.01,0.01,0.01,0.01,1704758400,44.13,55.87,13760.507,15504.997
1704762000000,1.0,1704762000,0.01,0.01,0.01,0.01,1704762000,42.94,57.06,8053.993,8286.361
1704765600000,0.98,1704765600,0.01,0.01,0.01,0.01,1704765600,43.07,56.93,3726.107,4114.05
1704769200000,0.98,1704769200,0.01,0.01,0.01,0.01,1704769200,42.9,57.1,4294.624,4534.91
1704772800000,0.85,1704772800,0.01,0.01,0.01,0.01,1704772800,42.68,57.32,3380.497,4114.132
1704776400000,0.88,1704776400,0.01,0.01,0.01,0.01,1704776400,42.63,57.37,3117.772,3552.959
1704780000000,1.2,1704780000,0.01,0.01,0.01,0.01,1704780000,42.67,57.33,3110.316,2376.084
1704783600000,1.2,1704783600,0.01,0.01,0.01,0.01,1704783600,42.71,57.29,2760.065,2738.891
1704787200000,0.74,1704787200,0.01,0.01,0.01,0.01,1704787200,42.82,57.18,4122.679,5388.214
1704790800000,0.92,1704790800,0.01,0.01,0.01,0.01,1704790800,42.87,57.13,5930.712,6515.231
1704794400000,1.03,1704794400,0.01,0.01,0.01,0.01,1704794400,43.45,56.55,4161.918,4196.924
1704798000000,1.25,1704798000,0.01,0.01,0.01,0.01,1704798000,44.33,55.67,3851.158,3398.023
1704801600000,0.95,1704801600,0.01,0.01,0.01,0.01,1704801600,44.97,55.03,20857.451,21477.846
1704805200000,1.15,1704805200,0.01,0.01,0.01,0.01,1704805200,44.5,55.5,19758.046,17949.798
1704808800000,0.89,1704808800,0.01,0.01,0.01,0.01,1704808800,45.42,54.58,9923.965,11068.352
1704812400000,1.02,1704812400,0.01,0.01,0.01,0.01,1704812400,46.1,53.9,13204.716,12256.122
1704816000000,1.04,1704816000,0.01,0.01,0.01,0.01,1704816000,45.43,54.57,6699.307,6230.023
1704819600000,0.85,1704819600,0.01,0.01,0.01,0.01,1704819600,45.31,54.69,4958.342,5988.845
1704823200000,0.91,1704823200,0.01,0.01,0.01,0.01,1704823200,45.72,54.28,5070.743,5435.108
1704826800000,1.06,1704826800,0.01,0.01,0.01,0.01,1704826800,46.56,53.44,3879.946,4000.629
1704830400000,0.94,1704830400,0.01,0.01,0.01,0.01,1704830400,46.26,53.74,4175.349,4389.7
1704834000000,0.98,1704834000,0.01,0.01,0.01,0.01,1704834000,46.05,53.95,82477.35,82556.684
1704837600000,1.15,1704837600,0.01,0.01,0.01,0.01,1704837600,52.21,47.79,16903.587,15169.842
1704841200000,1.0,1704841200,0.01,0.01,0.01,0.01,1704841200,53.73,46.27,5924.326,5855.193
1704844800000,0.98,1704844800,0.01,0.01,0.01,0.01,1704844800,53.76,46.24,7745.103,7728.816
1704848400000,1.08,1704848400,0.01,0.01,0.01,0.01,1704848400,54.01,45.99,5377.312,4359.912
1704852000000,1.02,1704852000,0.01,0.01,0.01,0.01,1704852000,54.45,45.55,2679.013,2636.179
1704855600000,0.97,1704855600,0.01,0.01,0.01,0.01,1704855600,54.3,45.7,3036.795,3118.192
1704859200000,0.79,1704859200,0.01,0.01,0.01,0.01,1704859200,54.43,45.57,2704.753,3324.172
1704862800000,1.02,1704862800,0.01,0.01,0.01,0.01,1704862800,54.72,45.28,2103.796,2033.311
1704866400000,0.99,1704866400,0.01,0.01,0.01,0.01,1704866400,55.11,44.89,1858.212,1977.449
1704870000000,0.8,1704870000,0.01,0.01,0.01,0.01,1704870000,55.32,44.68,3519.337,4234.195
1704873600000,0.72,1704873600,0.01,0.01,0.01,0.01,1704873600,55.42,44.58,6759.417,9376.377
1704877200000,1.09,1704877200,0.01,0.01,0.01,0.01,1704877200,56.15,43.85,7418.393,7465.266
1704880800000,0.94,1704880800,0.01,0.01,0.01,0.01,1704880800,58.17,41.83,2891.951,3055.152
1704884400000,0.83,1704884400,0.01,0.01,0.01,0.01,1704884400,58.35,41.65,7475.021,9613.188
1704888000000,0.83,1704888000,0.01,0.01,0.01,0.01,1704888000,58.91,41.09,25055.845,30173.75
1704891600000,1.11,1704891600,0.01,0.01,0.01,0.01,1704891600,59.46,40.54,19598.68,18482.152
1704895200000,0.94,1704895200,0.01,0.01,0.01,0.01,1704895200,60.34,39.66,11088.99,12552.641
1704898800000,1.13,1704898800,0.01,0.01,0.01,0.01,1704898800,60.62,39.38,17069.56,15705.999
1704902400000,0.95,1704902400,0.01,0.01,0.01,0.01,1704902400,60.81,39.19,11553.888,12340.18
1704906000000,1.11,1704906000,0.01,0.01,0.01,0.01,1704906000,61.47,38.53,19021.395,17114.458
1704909600000,0.99,1704909600,0.01,0.01,0.01,0.01,1704909600,61.74,38.26,19927.164,19144.487
1704913200000,0.92,1704913200,0.01,0.01,0.01,0.01,1704913200,60.01,39.99,15007.432,15956.433
1704916800000,0.94,1704916800,0.01,0.01,0.01,0.01,1704916800,60.5,39.5,54732.732,59870.567
1704920400000,0.98,1704920400,0.01,0.01,0.01,0.01,1704920400,61.86,38.14,30373.68,30796.653
1704924000000,1.1,1704924000,0.01,0.01,0.01,0.01,1704924000,62.94,37.06,21058.305,18838.896
1704927600000,0.96,1704927600,0.01,0.01,0.01,0.01,1704927600,62.06,37.94,29406.997,29985.842
1704931200000,0.95,1704931200,0.01,0.01,0.01,0.01,1704931200,61.65,38.35,7964.47,8260.504
1704934800000,0.87,1704934800,0.01,0.01,0.01,0.01,1704934800,61.88,38.12,4266.76,4266.311
1704938400000,0.86,1704938400,0.01,0.01,0.01,0.01,1704938400,61.67,38.33,2099.559,2112.131
1704942000000,0.75,1704942000,0.01,0.01,0.01,0.01,1704942000,61.5,38.5,5195.285,6598.082
1704945600000,0.82,1704945600,0.01,0.01,0.01,0.01,1704945600,61.22,38.78,2450.658,3021.836
1704949200000,0.7,1704949200,0.01,0.01,0.01,0.01,1704949200,61.12,38.88,5239.86,7039.605
1704952800000,0.87,1704952800,0.01,0.01,0.01,0.01,1704952800,61.43,38.57,7485.455,8753.683
1704956400000,1.23,1704956400,0.01,0.01,0.01,0.01,1704956400,61.64,38.36,4376.562,3794.479
1704960000000,1.3,1704960000,0.01,0.01,0.01,0.01,1704960000,62.13,37.87,3815.69,3169.484
1704963600000,0.84,1704963600,0.01,0.01,0.01,0.01,1704963600,62.4,37.6,2696.185,2937.532
1704967200000,1.24,1704967200,0.01,0.01,0.01,0.01,1704967200,62.09,37.91,9282.041,7993.746
1704970800000,1.05,1704970800,0.01,0.01,0.01,0.01,1704970800,61.22,38.78,10472.739,9889.325
1704974400000,1.09,1704974400,0.01,0.01,0.01,0.01,1704974400,59.42,40.58,10758.27,10451.226
1704978000000,0.88,1704978000,0.01,0.01,0.01,0.01,1704978000,58.22,41.78,14818.181,16576.348
