start_time,c,h,l,o,t
1704067200000,73693.02,74009.91,73688.31,74001.36,1704067200
1704070800000,73859.79,73996.24,73503.94,73693.02,1704070800
1704074400000,73713.73,73859.79,73671.38,73859.79,1704074400
1704078000000,73467.81,73757.5,73315.11,73713.73,1704078000
1704081600000,73690.09,73710.01,73339.06,73467.81,1704081600
1704085200000,73624.16,73720.29,73606.05,73690.09,1704085200
1704088800000,73504.25,73695.99,73494.69,73624.16,1704088800
1704092400000,73672.34,73709.64,73463.93,73504.25,1704092400
1704096000000,73815.96,73822.86,73623.04,73672.34,1704096000
1704099600000,74105.05,74106.02,73815.96,73815.96,1704099600
1704103200000,74848.28,74848.28,74103.42,74105.05,1704103200
1704106800000,75367.29,75468.88,74848.28,74848.28,1704106800
1704110400000,75309.89,75624.59,75302.75,75367.29,1704110400
1704114000000,75346.74,75409.91,75305.77,75309.89,1704114000
1704117600000,75178.52,75418.35,75162.75,75346.74,1704117600
1704121200000,75040.71,75178.52,74812.06,75178.52,1704121200
1704124800000,75356.29,75365.08,75036.01,75040.71,1704124800
1704128400000,75270.19,75367.17,75257.43,75356.29,1704128400
1704132000000,75205.44,75500.23,74925.02,75270.19,1704132000
1704135600000,75858.68,75858.68,75049.29,75205.44,1704135600
1704139200000,77409.46,77464.79,75858.68,75858.68,1704139200
1704142800000,77533.21,77879.3,77409.46,77409.46,1704142800
1704146400000,77589.25,77589.25,77356.15,77533.21,1704146400
1704150000000,76601.28,77739.58,76283.27,77589.25,1704150000
1704153600000,76319.21,77686.08,76012.41,76601.28,1704153600
1704157200000,76323.63,76662.73,76112.02,76319.21,1704157200
1704160800000,78327.52,78327.52,76307.7,76323.63,1704160800
1704164400000,79145.09,79311.92,78327.52,78327.52,1704164400
1704168000000,79275.6,79609.84,79145.09,79145.09,1704168000
1704171600000,79544.96,79563.59,79147.84,79275.6,1704171600
1704175200000,79733.17,79733.17,79532.92,79544.96,1704175200
1704178800000,80272.46,80272.46,79664.72,79733.17,1704178800
1704182400000,80570.91,80570.91,79944.89,80272.46,1704182400
1704186000000,81272.17,81287.32,80515.77,80570.91,1704186000
1704189600000,80703.04,81326.05,80624.17,81272.17,1704189600
1704193200000,80154.94,80758.47,80154.94,80703.04,1704193200
1704196800000,79932.55,80215.8,79900.37,80154.94,1704196800
1704200400000,80958.3,80958.3,79684.07,79932.55,1704200400
1704204000000,79881.21,81491.88,79309.89,80958.3,1704204000
1704207600000,80147.23,80285.45,79075.65,79881.21,1704207600
1704211200000,80983.6,81029.28,80147.23,80147.23,1704211200
1704214800000,80625.44,81117.94,80513.97,80983.6,1704214800
1704218400000,81328.89,81328.89,80622.46,80625.44,1704218400
1704222000000,80323.39,81478.16,80321.77,81328.89,1704222000
1704225600000,80374.35,80842.01,80134.23,80323.39,1704225600
1704229200000,80510.91,80510.91,79837.79,80374.35,1704229200
1704232800000,79834.3,80511.46,79814.66,80510.91,1704232800
1704236400000,79785.33,80247.63,79743.35,79834.3,1704236400
1704240000000,80287.16,80348.02,79785.33,79785.33,1704240000
1704243600000,80587.28,80587.28,80274.37,80287.16,1704243600
1704247200000,80596.39,80670.72,80380.68,80587.28,1704247200
1704250800000,80439.88,80611.2,80428.73,80596.39,1704250800
1704254400000,80445.67,80468.51,80379.21,80439.88,1704254400
1704258000000,80389.94,80445.67,80211.69,80445.67,1704258000
1704261600000,80328.04,80389.94,80186.93,80389.94,1704261600
1704265200000,80406.07,80820.14,80261.77,80328.04,1704265200
1704268800000,80277.82,80473.42,80117.42,80406.07,1704268800
1704272400000,79931.99,80595.4,79887.38,80277.82,1704272400
1704276000000,79498.11,80069.23,79366.96,79931.99,1704276000
1704279600000,74970.51,79614.7,74761.83,79498.11,1704279600
1704283200000,67604.43,74970.51,67252.25,74970.51,1704283200
1704286800000,68090.44,68330.81,67442.5,67604.43,1704286800
1704290400000,68925.37,68931.97,68090.44,68090.44,1704290400
1704294000000,69515.97,69580.99,68571.48,68925.37,1704294000
1704297600000,68713.12,69738.01,68439.68,69515.97,1704297600
1704301200000,68308.21,68884.22,68134.58,68713.12,1704301200
1704304800000,67540.62,68562.32,67464.08,68308.21,1704304800
1704308400000,67867.23,68324.45,67540.62,67540.62,1704308400
1704312000000,68209.1,68209.1,67861.51,67867.23,1704312000
1704315600000,68267.75,68268.44,67914.09,68209.1,1704315600
1704319200000,68285.26,68506.08,68259.86,68267.75,1704319200
1704322800000,68680.72,68680.72,68285.26,68285.26,1704322800
1704326400000,68535.65,68709.09,68330.03,68680.72,1704326400
1704330000000,68521.9,68647.04,68485.23,68535.65,1704330000
1704333600000,68399.43,68777.38,68399.43,68521.9,1704333600
1704337200000,68662.47,68662.47,68367.85,68399.43,1704337200
1704340800000,69023.38,69023.38,68662.47,68662.47,1704340800
1704344400000,69055.24,69168.3,69018.43,69023.38,1704344400
1704348000000,69303.18,69315.85,69054.1,69055.24,1704348000
1704351600000,68726.07,69325.78,68700.41,69303.18,1704351600
1704355200000,68867.95,68916.05,68646.5,68646.5,1704355200
1704358800000,69099.49,69102.52,68862.44,68867.95,1704358800
1704362400000,69076.81,69194.87,68861.4,69099.49,1704362400
1704366000000,69689.2,69703.48,69054.7,69076.81,1704366000
1704369600000,70113.5,70113.5,69504.21,69689.2,1704369600
1704373200000,70636.34,70676.38,70113.5,70113.5,1704373200
1704376800000,70447.94,71048.27,70238.27,70636.34,1704376800
1704380400000,72077.76,72249.22,70380.03,70447.94,1704380400
1704384000000,71405.08,72312.35,71119.43,72077.76,1704384000
1704387600000,71535.83,71915.68,71195.47,71405.08,1704387600
1704391200000,72066.66,72066.66,71535.83,71535.83,1704391200
1704394800000,72377.27,72485.54,71992.99,72066.66,1704394800
1704398400000,72162.43,72791.53,71924.35,72377.27,1704398400
1704402000000,71792.88,72162.43,71755.93,72162.43,1704402000
1704405600000,71401.03,72076.33,71369.7,71792.88,1704405600
1704409200000,71338.93,71476.59,71312.02,71401.03,1704409200
1704412800000,71183.64,71363.54,71069.52,71338.93,1704412800
1704416400000,67535.78,71257.77,67335.87,71183.64,1704416400
1704420000000,68374.06,68381.52,67404.01,67535.78,1704420000
1704423600000,68544.82,68660.12,68335.64,68374.06,1704423600
1704427200000,68110.59,68571.5,68031.91,68544.82,1704427200
1704430800000,68304.3,68480.07,68084.76,68110.59,1704430800
1704434400000,68795.42,68795.42,68304.3,68304.3,1704434400
1704438000000,69153.74,69188.73,68795.42,68795.42,1704438000
1704441600000,69489.62,69544.58,69111.48,69153.74,1704441600
1704445200000,70158.13,70158.13,69271.35,69489.62,1704445200
1704448800000,69801.08,70349.46,69801.08,70158.13,1704448800
1704452400000,70230.48,70336.06,69801.08,69801.08,1704452400
1704456000000,70187.78,70354.64,70111.74,70230.48,1704456000
1704459600000,69831.27,70500.69,69831.27,70187.78,1704459600
1704463200000,69218.41,70244.59,69079.07,69831.27,1704463200
1704466800000,69552.56,69570.54,69108.56,69218.41,1704466800
1704470400000,68726.93,69552.56,68726.93,69552.56,1704470400
1704474000000,68407.26,68752.23,68261.17,68726.93,1704474000
1704477600000,68199.56,68548.26,68171.9,68407.26,1704477600
1704481200000,67851.65,68366.71,67849.29,68199.56,1704481200
1704484800000,67706.06,68565.4,67706.06,67851.65,1704484800
1704488400000,67461.48,67748.54,67413.02,67706.06,1704488400
1704492000000,67361.04,67477.94,67317.25,67461.48,1704492000
1704495600000,67287.05,67487.85,67090.16,67361.04,1704495600
1704499200000,67493.13,67524.67,67277.37,67287.05,1704499200
1704502800000,67367.32,67550.25,67279.89,67493.13,1704502800
1704506400000,67043.31,67415.92,67014.6,67367.32,1704506400
1704510000000,67004.72,67196.18,66932.69,67043.31,1704510000
1704513600000,67091.57,67129.77,66967.96,67004.72,1704513600
1704517200000,67401.07,67401.07,66908.64,67091.57,1704517200
1704520800000,67623.73,67748.27,67400.84,67401.07,1704520800
1704524400000,67972.74,68119.12,67623.73,67623.73,1704524400
1704528000000,68125.22,68180.56,67916.56,67972.74,1704528000
1704531600000,68067.12,68247.11,68039.46,68125.22,1704531600
1704535200000,68272.94,68297.31,67983.48,68067.12,1704535200
1704538800000,68357.26,68372.89,68124.4,68272.94,1704538800
1704542400000,68161.93,68415.12,68156.28,68357.26,1704542400
1704546000000,68509.96,68554.91,68143.49,68161.93,1704546000
1704549600000,68359.28,68533.21,68305.69,68509.96,1704549600
1704553200000,68598.42,68602.1,68355.44,68359.28,1704553200
1704556800000,68551.98,68796.19,68550.86,68598.42,1704556800
1704560400000,68697.96,68701.63,68518.17,68551.98,1704560400
1704564000000,68850.46,69223.81,68609.76,68697.96,1704564000
1704567600000,68836.2,68924.01,68726.11,68850.46,1704567600
1704571200000,68317.5,68847.71,68317.5,68836.2,1704571200
1704574800000,68199.37,68317.5,68159.86,68317.5,1704574800
1704578400000,67986.1,68210.63,67976.96,68199.37,1704578400
1704582000000,68338.43,68338.43,67982.75,67986.1,1704582000
1704585600000,69187.07,69289.04,68338.43,68338.43,1704585600
1704589200000,69313.37,69417.3,69184.66,69187.07,1704589200
1704592800000,69330.6,69367.49,69202.4,69313.37,1704592800
1704596400000,69255.1,69351.71,69246.96,69330.6,1704596400
1704600000000,69380.27,69380.27,69144.99,69255.1,1704600000
1704603600000,69425.18,69550.09,69348.57,69380.27,1704603600
1704607200000,69267.74,69483.62,69175.41,69425.18,1704607200
1704610800000,69303.25,69317.94,69186.35,69267.74,1704610800
1704614400000,69330.2,69464.45,69280.71,69303.25,1704614400
1704618000000,69435.92,69464.53,69323.32,69330.2,1704618000
1704621600000,69414.08,69472.71,69240.13,69435.92,1704621600
1704625200000,69489.24,69490.79,69163.68,69414.08,1704625200
1704628800000,69679.25,69682.18,69442.69,69489.24,1704628800
1704632400000,72150.44,72150.44,69672.35,69679.25,1704632400
1704636000000,73525.39,73525.39,72150.44,72150.44,1704636000
1704639600000,72885.75,73885.16,72885.75,73525.39,1704639600
1704643200000,72298.85,73023.92,72285.38,72885.75,1704643200
1704646800000,71719.54,72302.29,71604.51,72298.85,1704646800
1704650400000,71744.71,71849.11,71719.54,71719.54,1704650400
1704654000000,71920.93,71936.45,71589.22,71744.71,1704654000
1704657600000,71822.63,72006.57,71822.63,71920.93,1704657600
1704661200000,71906.39,71928.12,71817.18,71822.63,1704661200
1704664800000,70973.38,71927.74,70897.91,71906.39,1704664800
1704668400000,70528.96,71316.06,70062.82,70973.38,1704668400
1704672000000,70126.18,70605.81,69894.24,70528.96,1704672000
1704675600000,70390.16,70471.28,70126.18,70126.18,1704675600
1704679200000,69719.05,70402.8,69631.24,70390.16,1704679200
1704682800000,69869.99,69869.99,69533.15,69719.05,1704682800
1704686400000,70324.94,70343.84,69803.04,69869.99,1704686400
1704690000000,70722.01,70722.01,70307.19,70324.94,1704690000
1704693600000,70304.61,70847.66,69914.41,70722.01,1704693600
1704697200000,70472.83,70630.85,70237.55,70304.61,1704697200
1704700800000,70560.08,70712.67,70472.83,70472.83,1704700800
1704704400000,70414.96,70885.84,70376.61,70560.08,1704704400
1704708000000,71281.06,71284.03,70391.76,70414.96,1704708000
1704711600000,73299.02,73367.48,71281.06,71281.06,1704711600
1704715200000,73787.27,73787.27,72515.15,73299.02,1704715200
1704718800000,74419.33,74643.84,73564.51,73787.27,1704718800
1704722400000,74895.98,75066.23,74286.63,74419.33,1704722400
1704726000000,74525.27,74945.41,74178.22,74895.98,1704726000
1704729600000,74859.58,75107.41,74499.33,74525.27,1704729600
1704733200000,75440.86,76011.5,74828.31,74859.58,1704733200
1704736800000,74575.2,76713.43,74195.95,75440.86,1704736800
1704740400000,73939.11,74754.9,73452.47,74575.2,1704740400
1704744000000,73617.36,73995.06,73481.52,73939.11,1704744000
1704747600000,74059.6,74196.54,73617.36,73617.36,1704747600
1704751200000,73879.8,74115.28,73729.48,74059.6,1704751200
1704754800000,74597.29,74608.55,73879.8,73879.8,1704754800
1704758400000,73053.97,74831.35,73053.97,74597.29,1704758400
1704762000000,73693.68,73863.8,73034,73053.97,1704762000
1704765600000,73481.52,73693.68,73449.6,73693.68,1704765600
1704769200000,73877.57,73877.57,73481.22,73481.52,1704769200
1704772800000,73679.76,73970.2,73631.82,73877.57,1704772800
1704776400000,73599,73684.36,73454.57,73679.76,1704776400
1704780000000,74329.21,74329.21,73599,73599,1704780000
1704783600000,74567.49,74588.91,74271.22,74329.21,1704783600
1704787200000,74206.33,74645.8,74206.33,74567.49,1704787200
1704790800000,73882.59,74207.31,73622.74,74206.33,1704790800
1704794400000,73689.76,74163.81,73687.19,73882.59,1704794400
1704798000000,73585.71,73726.91,73585.71,73689.76,1704798000
1704801600000,72543.29,74694.17,72490.55,73585.71,1704801600
1704805200000,73808.29,74062.41,72543.29,72543.29,1704805200
1704808800000,73623.66,74178.37,73341.62,73808.29,1704808800
1704812400000,74649.5,74666.17,73340.21,73623.66,1704812400
1704816000000,75337.66,75442.57,74649.5,74649.5,1704816000
1704819600000,74664.07,75353,74629.78,75337.66,1704819600
1704823200000,74584.41,74849.68,74431.26,74664.07,1704823200
1704826800000,74591.64,74591.64,74273.15,74584.41,1704826800
1704830400000,74111.08,74628.65,74020.43,74591.64,1704830400
1704834000000,70445.05,75527.09,70203.92,74111.08,1704834000
1704837600000,70618.16,70910.55,70003.75,70445.05,1704837600
1704841200000,70790.91,70966.87,70598.31,70618.16,1704841200
1704844800000,70903.49,71183.66,70790.91,70790.91,1704844800
1704848400000,71090.03,71155.29,70636.3,70903.49,1704848400
1704852000000,71370.03,71370.03,71078.22,71090.03,1704852000
1704855600000,71535.95,71663.91,71370.03,71370.03,1704855600
1704859200000,71312.02,71686.65,71309.17,71535.95,1704859200
1704862800000,71283.82,71376.48,71261.95,71312.02,1704862800
1704866400000,71439.4,71469.42,71283.82,71283.82,1704866400
1704870000000,71392.28,71583.62,71267.39,71439.4,1704870000
1704873600000,71587.08,71611.88,71085.46,71392.28,1704873600
1704877200000,70326.23,71923.48,70313.73,71587.08,1704877200
1704880800000,70476.76,70504.49,70118.48,70326.23,1704880800
1704884400000,70772.15,70772.15,70339.7,70476.76,1704884400
1704888000000,72287.27,72287.27,70772.15,70772.15,1704888000
1704891600000,71585.5,72407.6,71563.08,72287.27,1704891600
1704895200000,71620.72,71855.3,71342.73,71585.5,1704895200
1704898800000,70773.61,71798.78,70514.65,71620.72,1704898800
1704902400000,71120.25,71148.15,70225.62,70773.61,1704902400
1704906000000,72910.06,72910.06,70827.13,71120.25,1704906000
1704909600000,70795.69,72929.95,70479.5,72910.06,1704909600
1704913200000,70295.46,71273.91,70268.89,70795.69,1704913200
1704916800000,69669.55,70522.62,68206.86,70295.46,1704916800
1704920400000,68928.42,70028.67,68578.02,69669.55,1704920400
1704924000000,69150.9,69150.9,68335.19,68928.42,1704924000
1704927600000,68565.25,69652.37,68459.06,69150.9,1704927600
1704931200000,68858.38,68918.03,68458.86,68565.25,1704931200
1704934800000,68991.13,69000.84,68812.23,68858.38,1704934800
1704938400000,68891.47,69027.1,68887.87,68991.13,1704938400
1704942000000,68157.82,68945.3,68157.82,68891.47,1704942000
1704945600000,68125.66,68193.79,68063.59,68157.82,1704945600
1704949200000,68016.62,68317.5,67907.09,68125.66,1704949200
1704952800000,67284.58,68025.6,67220.44,68016.62,1704952800
1704956400000,67489.15,67551.59,67205.9,67284.58,1704956400
1704960000000,67734.86,67734.86,67470.64,67489.15,1704960000
1704963600000,67732.51,67737.34,67569.56,67734.86,1704963600
1704967200000,67757.02,67953.91,67415.23,67732.51,1704967200
1704970800000,68187.06,68339.87,67320.48,67757.02,1704970800
1704974400000,69393.84,69393.84,68093.08,68187.06,1704974400
1704978000000,69112.83,69662.35,68862.53,69393.84,1704978000
1704981600000,71999.05,72476.35,69112.83,69112.83,1704981600
1704985200000,71194.49,72251.13,70473.45,71999.05,1704985200
1704988800000,72611.12,72623.84,70722.65,71194.49,1704988800
1704992400000,72455.18,73241.67,72455.18,72611.12,1704992400
1704996000000,72260.04,72521.6,72182.44,72455.18,1704996000
1704999600000,72415.26,72429.83,72181.94,72260.04,1704999600
1705003200000,70848.55,72664.11,70848.55,72415.26,1705003200
1705006800000,71173.49,71197.04,70848.55,70848.55,1705006800
1705010400000,71299.11,71392.31,71046.13,71173.49,1705010400
1705014000000,71404.04,71485.39,71253.86,71299.11,1705014000
1705017600000,72435.61,72529.16,71404.04,71404.04,1705017600
1705021200000,72659.74,72681.39,72358.68,72435.61,1705021200
1705024800000,72689.64,72781.37,72625.88,72659.74,1705024800
1705028400000,72743.51,72887.41,72642.25,72689.64,1705028400
1705032000000,73031.66,73161.8,72743.51,72743.51,1705032000
1705035600000,73447.19,73503.16,73031.66,73031.66,1705035600
1705039200000,73021.68,73447.19,72910.03,73447.19,1705039200
1705042800000,73378.2,73378.2,72896.93,73021.68,1705042800
1705046400000,73401.5,73602.19,73329.69,73378.2,1705046400
1705050000000,73354.59,74186.77,73354.59,73401.5,1705050000
1705053600000,73366.08,73601.71,73289.43,73354.59,1705053600
1705057200000,73237.57,73366.08,73022.27,73366.08,1705057200
1705060800000,73981.04,73981.04,73237.57,73237.57,1705060800
1705064400000,75204.32,75305.39,73831.28,73981.04,1705064400
1705068000000,77179.16,77257.23,75161.02,75204.32,1705068000
1705071600000,79662.51,79689.51,77179.16,77179.16,1705071600
1705075200000,81303.7,81303.7,79662.51,79662.51,1705075200
1705078800000,82769.66,82817.51,81303.7,81303.7,1705078800
1705082400000,82915.89,83033.25,82369.25,82769.66,1705082400
1705086000000,83154.19,83392.35,82833.54,82915.89,1705086000
1705089600000,82281.92,83220.69,82281.92,83154.19,1705089600
1705093200000,81319.96,82436.05,81299.14,82281.92,1705093200
1705096800000,75522.24,81387.7,75522.21,81319.96,1705096800
1705100400000,74727.99,75621.3,74716.29,75522.24,1705100400
1705104000000,74858.39,74858.39,74588.71,74727.99,1705104000
1705107600000,75222.15,75253.61,74858.39,74858.39,1705107600
1705111200000,75071.2,75222.15,74909.51,75222.15,1705111200
1705114800000,75346.54,75369.19,75071.2,75071.2,1705114800
1705118400000,75639.83,75802.25,75346.54,75346.54,1705118400
1705122000000,75120.7,75783.21,75120.7,75639.83,1705122000
1705125600000,74568.37,75226.72,74568.37,75120.7,1705125600
1705129200000,74899.82,74934.69,74568.37,74568.37,1705129200
1705132800000,74806.76,74910.31,74806.76,74899.82,1705132800
1705136400000,74814.82,74841.41,74552.18,74806.76,1705136400
1705140000000,74532.19,74840.95,74430.55,74814.82,1705140000
1705143600000,74039.72,74790.86,74004.12,74532.19,1705143600
1705147200000,74704.54,74738.26,74009.91,74039.72,1705147200
1705150800000,75606.05,75625.42,74704.54,74704.54,1705150800
1705154400000,76549.7,76558.49,75579.17,75606.05,1705154400
1705158000000,76382.27,76725.94,76339.21,76549.7,1705158000
1705161600000,75338.28,76415.97,75271.18,76382.27,1705161600
1705165200000,75282.7,75415.31,75173.19,75338.28,1705165200
1705168800000,75364.94,75368.81,75185.43,75282.7,1705168800
1705172400000,75483.8,75483.8,75241.08,75364.94,1705172400
1705176000000,75668.21,75703.1,75446.04,75483.8,1705176000
1705179600000,75688.16,75739.79,75647.06,75668.21,1705179600
1705183200000,74947.87,75688.16,74947.87,75688.16,1705183200
1705186800000,75148.15,75184.34,74938.06,74947.87,1705186800
1705190400000,75523.46,75623.41,75121.77,75148.15,1705190400
1705194000000,75631.04,75631.04,75518.56,75523.46,1705194000
1705197600000,75721.35,75899.72,75610.25,75631.04,1705197600
1705201200000,75955.24,75959.32,75608.84,75721.35,1705201200
1705204800000,76407.48,76407.48,75793.81,75955.24,1705204800
1705208400000,76374.47,76483.71,76372.57,76407.48,1705208400
1705212000000,76159.55,76426.65,76135.08,76374.47,1705212000
1705215600000,76047.81,76182.19,75916.13,76159.55,1705215600
1705219200000,75802.72,76062.22,75792,76047.81,1705219200
1705222800000,75948.03,75948.03,75641.94,75802.72,1705222800
1705226400000,75994.74,76058.38,75932.53,75948.03,1705226400
1705230000000,75943.53,75994.74,75703.94,75994.74,1705230000
1705233600000,76241.75,76329.26,75943.53,75943.53,1705233600
1705237200000,76274.02,76358.54,76208.26,76241.75,1705237200
1705240800000,76333.77,76348.76,76196.44,76274.02,1705240800
1705244400000,76157.12,76353.22,76131.68,76333.77,1705244400
1705248000000,76063.77,76174.88,75940.89,76157.12,1705248000
1705251600000,76212.73,76343.81,76044.45,76063.77,1705251600
1705255200000,76255.16,76355.68,76160.5,76212.73,1705255200
1705258800000,76516.85,76603.63,76199.73,76255.16,1705258800
1705262400000,75648.59,76540.18,75563.46,76516.85,1705262400
1705266000000,76323.18,76764.48,75613.46,75648.59,1705266000
1705269600000,76127.96,76391.82,75970.52,76323.18,1705269600
1705273200000,77077.01,77185.9,76127.96,76127.96,1705273200
1705276800000,76954.48,77292.77,76895.64,77077.01,1705276800
1705280400000,76798.95,77055.13,76798.95,76954.48,1705280400
1705284000000,76692.43,76866.52,76692.43,76798.95,1705284000
1705287600000,75855.5,76692.43,75843.95,76692.43,1705287600
1705291200000,76054.81,76068.15,75843.15,75855.5,1705291200
1705294800000,75707.45,76073.4,75627.23,76054.81,1705294800
1705298400000,75484.34,75718.28,75405,75707.45,1705298400
1705302000000,75642.75,75714.39,75266.5,75484.34,1705302000
1705305600000,75762.93,75769.14,75585.76,75642.75,1705305600
1705309200000,75843.54,75963.55,75728.56,75762.93,1705309200
1705312800000,76266.92,76266.92,75823.53,75843.54,1705312800
1705316400000,76235.69,76340.96,76235.69,76266.92,1705316400
1705320000000,76356.21,76356.21,76179.62,76235.69,1705320000
1705323600000,76038.72,76597.12,76019.12,76356.21,1705323600
1705327200000,76339.71,76339.71,75728.7,76038.72,1705327200
1705330800000,76971.9,76971.9,76296.4,76339.71,1705330800
1705334400000,77222,77235.2,76933.71,76971.9,1705334400
1705338000000,76630.63,77222,76630.63,77222,1705338000
1705341600000,75403.72,77098.71,75403.72,76630.63,1705341600
1705345200000,74858.03,75403.72,74858.03,75403.72,1705345200
1705348800000,74251.95,74858.03,74153.61,74858.03,1705348800
1705352400000,73984.78,74251.95,73970.75,74251.95,1705352400
1705356000000,73443.71,74125.04,73437.97,73984.78,1705356000
1705359600000,73897.82,74117.03,73443.71,73443.71,1705359600
1705363200000,73930.32,74002.77,73880.08,73897.82,1705363200
1705366800000,73931.69,73950.12,73803.69,73930.32,1705366800
1705370400000,73968.61,74130.02,73856.55,73931.69,1705370400
1705374000000,74167.67,74167.67,73814.26,73968.61,1705374000
1705377600000,74457.87,74458.01,74156.01,74167.67,1705377600
1705381200000,74411.15,74543.21,74397.87,74457.87,1705381200
1705384800000,74405.4,74463.78,74301.64,74411.15,1705384800
1705388400000,74845.99,74894.87,74403.58,74405.4,1705388400
1705392000000,74874.55,74959.7,74768.37,74845.99,1705392000
1705395600000,74363.67,75028.49,74195.75,74874.55,1705395600
1705399200000,74141.48,74363.67,74076.75,74363.67,1705399200
1705402800000,73971.12,74143.7,73948.22,74141.48,1705402800
1705406400000,75060.88,75060.88,73962.08,73971.12,1705406400
1705410000000,75605.65,75605.65,75060.88,75060.88,1705410000
1705413600000,76684.33,77378.37,75585.4,75605.65,1705413600
1705417200000,74821.52,76684.33,74766.28,76684.33,1705417200
1705420800000,75046.18,75357.49,74821.52,74821.52,1705420800
1705424400000,75105.95,75235.19,74941.58,75046.18,1705424400
1705428000000,74685.59,75295.1,74659.31,75105.95,1705428000
1705431600000,74408.79,74703.86,74394.67,74685.59,1705431600
1705435200000,74600.04,74608.82,74231.65,74408.79,1705435200
1705438800000,74398.29,74600.04,74339.61,74600.04,1705438800
1705442400000,74207.46,74475.25,73980.38,74398.29,1705442400
1705446000000,74126.74,74257.36,73984.93,74207.46,1705446000
1705449600000,74014.99,74210.06,74006.26,74126.74,1705449600
1705453200000,74067.69,74221.1,73968.52,74014.99,1705453200
1705456800000,74168.96,74266.04,74048.34,74067.69,1705456800
1705460400000,74148.15,74266.54,74128.88,74168.96,1705460400
1705464000000,74355.03,74421.11,74129.9,74148.15,1705464000
1705467600000,74537.06,74544.55,74305,74355.03,1705467600
1705471200000,74833.65,74840.76,74537.06,74537.06,1705471200
1705474800000,74549.17,75100.13,74494.7,74833.65,1705474800
1705478400000,74999.72,75003.22,74549.17,74549.17,1705478400
1705482000000,75230.57,75296.69,74983.63,74999.72,1705482000
1705485600000,75331.97,75331.97,75110.89,75230.57,1705485600
1705489200000,75349.56,75353.28,75166.27,75331.97,1705489200
1705492800000,75901.61,75901.61,75180.86,75349.56,1705492800
1705496400000,75772.4,75901.61,75605.93,75901.61,1705496400
1705500000000,76113.6,76712.03,75677.89,75772.4,1705500000
1705503600000,76285.7,76488.9,75948.75,76113.6,1705503600
1705507200000,76362.12,76567.89,76121.74,76285.7,1705507200
1705510800000,76577.45,76746.29,76362.12,76362.12,1705510800
1705514400000,76391,76745.7,76348.72,76577.45,1705514400
1705518000000,76152.73,76542.54,76120.91,76391,1705518000
1705521600000,76487.78,76535.36,75974.18,76152.73,1705521600
1705525200000,76122.48,76487.78,76116.74,76487.78,1705525200
1705528800000,75767.57,76141.56,75675.02,76122.48,1705528800
1705532400000,75755.55,75970.27,75728.51,75767.57,1705532400
1705536000000,75718.86,75818.94,75637.32,75755.55,1705536000
1705539600000,75969.15,75983.72,75710.82,75718.86,1705539600
1705543200000,75961.48,75994.3,75890.84,75969.15,1705543200
1705546800000,76128.7,76188.41,75953.69,75961.48,1705546800
1705550400000,76064.55,76138.29,75984.35,76128.7,1705550400
1705554000000,76216.65,76259.08,76040.97,76064.55,1705554000
1705557600000,76512.1,76512.1,76118.9,76216.65,1705557600
1705561200000,76602.02,76605.69,76285.78,76512.1,1705561200
1705564800000,76230.19,76765.65,76227.41,76602.02,1705564800
1705568400000,76319.77,76381.45,76150.18,76230.19,1705568400
1705572000000,76262.28,76438.04,76150.84,76319.77,1705572000
1705575600000,76717.09,76746.08,76262.28,76262.28,1705575600
1705579200000,76921.38,76924.69,76579.33,76717.09,1705579200
1705582800000,76513.51,77001.63,76475.33,76921.38,1705582800
1705586400000,76218.05,76674.17,76218.05,76513.51,1705586400
1705590000000,75765.28,76326.33,75765.28,76218.05,1705590000
1705593600000,76566.63,76587.14,74958.55,75765.28,1705593600
1705597200000,77540.36,77540.36,76566.63,76566.63,1705597200
1705600800000,78212.05,78212.05,77364.85,77540.36,1705600800
1705604400000,76974.49,78504.21,76974.49,78212.05,1705604400
1705608000000,77536.39,77555.34,76974.49,76974.49,1705608000
1705611600000,77799.55,77986.33,77536.39,77536.39,1705611600
1705615200000,77596.62,77799.55,77497.22,77799.55,1705615200
1705618800000,77720.96,77720.96,77434.67,77596.62,1705618800
1705622400000,77583.03,77757.84,77475.03,77720.96,1705622400
1705626000000,77726.83,77727.35,77512.93,77583.03,1705626000
1705629600000,77942.8,78030.29,77721.98,77726.83,1705629600
1705633200000,78216.46,78365.43,77736.8,77942.8,1705633200
1705636800000,78371.26,78387.3,78150.55,78216.46,1705636800
1705640400000,78550,78550,78361.59,78371.26,1705640400
1705644000000,78082.5,78594.25,78082.5,78550,1705644000
1705647600000,77521.25,78232.69,77506.42,78082.5,1705647600
1705651200000,77611.06,77632.66,77434.85,77521.25,1705651200
1705654800000,77794.23,77957.44,77608.49,77611.06,1705654800
1705658400000,77720.32,77897.45,77714.18,77794.23,1705658400
1705662000000,78109.76,78109.76,77720.32,77720.32,1705662000
1705665600000,78505.74,78505.74,78091.26,78109.76,1705665600
1705669200000,78982.8,79001.66,78505.74,78505.74,1705669200
1705672800000,79969.51,80050.25,78966.29,78982.8,1705672800
1705676400000,80501.77,80752.44,79969.51,79969.51,1705676400
1705680000000,80334.06,80865.07,80064.74,80501.77,1705680000
1705683600000,79095.5,80723.09,78960.92,80334.06,1705683600
1705687200000,76460.3,79137.84,76460.3,79095.5,1705687200
1705690800000,76430.85,76589.53,76299.95,76460.3,1705690800
