start_time,open_interest,high open interest,low open interest,open value of open interest,funding_rate,high funding rate,low funding rate,open funding rate,long_account,longShortRatio,shortAccount
1.7128E+12,80092.42,80149.31,79853.06,79853.06,0.019454,0.019454,0.017762,0.017762,57.8,1.37,42.2
1.7128E+12,80348.13,80363.39,80028.1,80092.42,0.020617,0.020617,0.019454,0.019454,57.82,1.37,42.18
1.7128E+12,80530.56,80530.56,80339.29,80348.13,0.020754,0.020878,0.020508,0.020617,57.42,1.35,42.58
1.71281E+12,80365.85,80553.56,80228.92,80530.56,0.021918,0.021918,0.020571,0.020754,56.76,1.31,43.24
1.71281E+12,80584.81,80584.81,80297.26,80365.85,0.020983,0.02206,0.020983,0.021918,56.36,1.29,43.64
1.71282E+12,81166.9,81166.9,80577.73,80584.81,0.021157,0.021335,0.020814,0.020983,56.1,1.28,43.9
1.71282E+12,81102.71,81174.86,80699.7,81166.9,0.020153,0.021447,0.020153,0.021157,55.67,1.26,44.33
1.71282E+12,82185.15,82339.1,81007.36,81102.71,0.021642,0.021642,0.01994,0.020153,55.2,1.23,44.8
1.71283E+12,82571.31,82614.62,82135.5,82185.15,0.023299,0.023299,0.021634,0.021642,54.85,1.22,45.15
1.71283E+12,82373.09,82779.75,82373.09,82571.31,0.025681,0.025681,0.023299,0.023299,54.75,1.21,45.25
1.71283E+12,82579.98,82877.38,82353.69,82373.09,0.027258,0.027258,0.025681,0.025681,54.5,1.2,45.5
1.71284E+12,83677.12,83677.12,82579.98,82579.98,0.028519,0.028533,0.027247,0.027258,54.6,1.2,45.4
1.71284E+12,82529.27,83737.49,82321.61,83677.12,0.025982,0.028553,0.025898,0.028519,54.05,1.18,45.95
1.71284E+12,83000.8,83250.28,82529.27,82529.27,0.023596,0.025982,0.023596,0.025982,55.52,1.25,44.48
1.71285E+12,83045.66,83213.65,82929.54,83000.8,0.019771,0.023596,0.019771,0.023596,56.11,1.28,43.89
1.71285E+12,82200.37,83050.38,82145.34,83045.66,0.017129,0.019771,0.017125,0.019771,57.18,1.34,42.82
1.71285E+12,82344.09,82350.72,81958.46,82200.37,0.015612,0.017129,0.015612,0.017129,57.16,1.33,42.84
1.71286E+12,82232.38,82421.05,82146.43,82344.09,0.014377,0.015612,0.014353,0.015612,56.71,1.31,43.29
1.71286E+12,82003.49,82237,81938.77,82232.38,0.011616,0.014422,0.011616,0.014377,56.5,1.3,43.5
1.71287E+12,81675.62,82019.06,81673.83,82003.49,0.01,0.011616,0.01,0.011616,56.43,1.3,43.57
1.71287E+12,81745.51,81745.51,81624.74,81675.62,0.01,0.01,0.01,0.01,56.1,1.28,43.9
1.71287E+12,81947.47,81956.09,81739.79,81745.51,0.01,0.01,0.01,0.01,56.26,1.29,43.74
1.71288E+12,81697.86,81962.73,81685.85,81947.47,0.011258,0.011308,0.01,0.01,56.53,1.3,43.47
1.71288E+12,81743.92,81799.28,81683.15,81697.86,0.012204,0.012341,0.011258,0.011258,56.62,1.31,43.38
1.71288E+12,81740.01,81747.01,81658.41,81743.92,0.013364,0.013364,0.012175,0.012204,56.52,1.3,43.48
1.71289E+12,81822.94,81853.25,81552.73,81740.01,0.013359,0.013807,0.013344,0.013364,56.4,1.29,43.6
1.71289E+12,84053.01,84053.01,81800.91,81822.94,0.018184,0.018184,0.013343,0.013359,55.46,1.25,44.54
1.71289E+12,84121.8,84289.84,84036.73,84053.01,0.02159,0.021615,0.018184,0.018184,54.22,1.18,45.78
1.7129E+12,84106.19,84133.91,83617.02,84121.8,0.022215,0.022316,0.021324,0.02159,53.31,1.14,46.69
1.7129E+12,84134.74,84213.74,83953.78,84106.19,0.023028,0.023028,0.022076,0.022215,52.23,1.09,47.77
1.71291E+12,84103.16,84346.52,84085.55,84134.74,0.025537,0.025537,0.023028,0.023028,51.8,1.08,48.2
1.71291E+12,84192.91,84240.38,84014.05,84103.16,0.029692,0.029692,0.025537,0.025537,51.95,1.08,48.05
1.71291E+12,84009.61,84333.6,83943.52,84192.91,0.032435,0.032435,0.029692,0.029692,51.91,1.08,48.09
1.71292E+12,84364.54,84364.54,84000.27,84009.61,0.03324,0.033762,0.032435,0.032435,52.33,1.1,47.67
1.71292E+12,84642.59,84642.59,84333.72,84364.54,0.031262,0.03324,0.031262,0.03324,52.47,1.1,47.53
1.71292E+12,84642.86,84985.92,84520.94,84642.59,0.027949,0.031262,0.027949,0.031262,52.48,1.1,47.52
1.71293E+12,83658.44,84769.04,83635.95,84642.86,0.023296,0.027949,0.023296,0.027949,52.75,1.12,47.25
1.71293E+12,83744.46,84419.71,83634.96,83658.44,0.018667,0.023296,0.018667,0.023296,55.89,1.27,44.11
1.71293E+12,83386.97,83744.46,82684.24,83744.46,0.012351,0.018667,0.012351,0.018667,57.84,1.37,42.16
1.71294E+12,84693.5,84747.66,83248.58,83386.97,0.011736,0.012351,0.010784,0.012351,59.56,1.47,40.44
1.71294E+12,82730.46,84905.28,82635.61,84693.5,0.011287,0.011739,0.010592,0.011736,61.29,1.58,38.71
1.71294E+12,79412.29,83249.46,79254.76,82730.46,0.01,0.012456,0.01,0.011287,64.58,1.82,35.42
1.71295E+12,79932.59,80542.78,79412.29,79412.29,0.01,0.01,0.01,0.01,63.82,1.76,36.18
1.71295E+12,80144.1,80300.99,79840.64,79932.59,0.01,0.01,0.01,0.01,64.97,1.86,35.03
1.71296E+12,79833.28,80261.88,79833.28,80144.1,0.01,0.01,0.01,0.01,65.43,1.89,34.57
1.71296E+12,79958.34,79986.52,79833.28,79833.28,0.01,0.01,0.01,0.01,65.71,1.92,34.29
1.71296E+12,80082.93,80117.09,79958.34,79958.34,0.01,0.01,0.01,0.01,66.18,1.96,33.82
1.71297E+12,79866.25,80089.28,79738.93,80082.93,0.01,0.01,0.01,0.01,66.75,2.01,33.25
1.71297E+12,79448.07,79939.77,79195.54,79866.25,0.01,0.01,0.01,0.01,66.86,2.02,33.14
1.71297E+12,79894.42,79915.68,79448.07,79448.07,0.01,0.01,0.01,0.01,66.52,1.99,33.48
1.71298E+12,79800.5,79919.63,79720.89,79894.42,0.01,0.01,0.01,0.01,67.43,2.07,32.57
1.71298E+12,79256.9,79811.83,79231.4,79800.5,0.01,0.01,0.01,0.01,68.5,2.18,31.5
1.71298E+12,79229.24,79574.85,79194.01,79256.9,0.01,0.01,0.01,0.01,67.81,2.11,32.19
1.71299E+12,78972.7,79359.1,78964.11,79229.24,0.01,0.01,0.01,0.01,66.99,2.03,33.01
1.71299E+12,78782.3,78972.7,78690.34,78972.7,0.01,0.01,0.01,0.01,67.38,2.07,32.62
1.713E+12,78850.81,78853.91,78772.3,78782.3,0.01,0.01,0.01,0.01,67.06,2.04,32.94
1.713E+12,78676.79,78906.21,78676.04,78850.81,0.01,0.01,0.01,0.01,66.83,2.02,33.17
1.713E+12,78590.54,78724.32,78495.04,78676.79,0.01,0.01,0.01,0.01,67.06,2.04,32.94
1.71301E+12,78447.17,78630.15,78251.86,78590.54,0.01,0.01,0.01,0.01,67.1,2.04,32.9
1.71301E+12,78432.34,78451.5,78200.64,78447.17,0.01,0.01,0.01,0.01,67.14,2.04,32.86
1.71301E+12,78941.39,78995.88,78402.54,78432.34,0.01,0.01,0.01,0.01,66.85,2.02,33.15
1.71302E+12,78943.38,78948.08,78834.78,78941.39,0.01,0.01,0.01,0.01,66.55,1.99,33.45
1.71302E+12,78397.25,78950.72,78273.37,78943.38,0.01,0.01,0.01,0.01,66.21,1.96,33.79
1.71302E+12,78234.29,78397.25,78093.32,78397.25,0.01,0.01,0.01,0.01,65.72,1.92,34.28
1.71303E+12,77761.98,78265.58,77616.43,78234.29,0.01,0.01,0.01,0.01,65.49,1.9,34.51
1.71303E+12,77591.63,78083.35,77587.84,77761.98,0.01,0.01,0.01,0.01,64.93,1.85,35.07
1.71303E+12,72497.27,77744.65,72497.27,77591.63,0.01,0.01,0.01,0.01,65.66,1.91,34.34
1.71304E+12,66607.39,73235.64,66454.54,72497.27,0.01,0.01,0.01,0.01,66.35,1.97,33.65
1.71304E+12,67144.34,67331.32,66339.01,66607.39,0.01,0.01,0.01,0.01,65.89,1.93,34.11
1.71305E+12,66919.92,67144.34,66270.65,67144.34,0.01,0.01,0.01,0.01,66.38,1.97,33.62
1.71305E+12,66895.91,67567.32,66895.91,66919.92,0.01,0.01,0.01,0.01,66.78,2.01,33.22
1.71305E+12,67188.15,67450.87,66750.94,66895.91,0.01,0.01,0.01,0.01,65.8,1.92,34.2
1.71306E+12,66608.78,67306.17,66591.02,67188.15,0.01,0.01,0.01,0.01,65.8,1.92,34.2
1.71306E+12,66712.5,66757.76,66411.01,66608.78,0.01,0.01,0.01,0.01,66.37,1.97,33.63
1.71306E+12,66240.89,66712.5,66128.53,66712.5,0.01,0.01,0.01,0.01,66.13,1.95,33.87
1.71307E+12,66722.68,67006.48,66240.89,66240.89,0.01,0.01,0.01,0.01,65.88,1.93,34.12
1.71307E+12,66796.3,66822.93,66581.7,66722.68,0.01,0.01,0.01,0.01,65.88,1.93,34.12
1.71307E+12,67077.43,67242.16,66688.82,66796.3,0.01,0.01,0.01,0.01,65.97,1.94,34.03
1.71308E+12,67127.87,67160.9,66925.1,67077.43,0.01,0.01,0.01,0.01,64.75,1.84,35.25
1.71308E+12,67077.74,67383.72,67076.19,67127.87,0.01,0.01,0.01,0.01,63.9,1.77,36.1
1.71309E+12,67036.97,67296.1,66923.91,67077.74,0.01,0.01,0.01,0.01,63.34,1.73,36.66
1.71309E+12,66904.98,67091.63,66807.6,67036.97,0.01,0.01,0.01,0.01,62.36,1.66,37.64
1.71309E+12,66950.61,67065.66,66834.2,66904.98,0.01,0.01,0.01,0.01,62.35,1.66,37.65
1.7131E+12,67211.26,67590.32,66868.62,66950.61,0.01,0.01,0.01,0.01,62.07,1.64,37.93
1.7131E+12,67470.93,67508.56,67211.26,67211.26,0.01,0.01,0.01,0.01,61.55,1.6,38.45
1.7131E+12,68149.62,68208,67430.5,67470.93,0.01,0.01,0.01,0.01,60.84,1.55,39.16
1.71311E+12,67985.69,68149.69,67738.2,68149.62,0.01,0.01,0.01,0.01,60.84,1.55,39.16
1.71311E+12,68079.35,68187.92,67977.74,67985.69,0.01,0.01,0.01,0.01,61.41,1.59,38.59
1.71311E+12,66733.95,68196.06,66347.29,68079.35,0.01,0.01,0.01,0.01,60.25,1.52,39.75
1.71312E+12,66399.24,66867.37,65836.41,66733.95,0.01,0.01,0.01,0.01,61.41,1.59,38.59
1.71312E+12,66223.9,66427.24,66202.41,66399.24,0.01,0.01,0.01,0.01,60.34,1.52,39.66
1.71312E+12,66376.52,66438.7,66145.22,66223.9,0.01,0.01,0.01,0.01,60.9,1.56,39.1
1.71313E+12,66288.2,66566.71,66285.03,66376.52,0.01,0.01,0.01,0.01,60.9,1.56,39.1
1.71313E+12,67384.21,67385.04,65695.28,66288.2,0.01,0.01,0.01,0.01,62.2,1.65,37.8
1.71314E+12,67004.72,67448.82,66832.51,67384.21,0.01,0.01,0.01,0.01,62.2,1.65,37.8
1.71314E+12,67247.87,67268.14,67004.72,67004.72,0.008345,0.01,0.008345,0.01,63.19,1.72,36.81
1.71314E+12,68279.25,68279.25,67247.87,67247.87,0.006678,0.008345,0.006678,0.008345,62.3,1.65,37.7
1.71315E+12,68169.37,68301.63,68053.5,68279.25,0.006585,0.006794,0.006374,0.006678,62.59,1.67,37.41
1.71315E+12,68125.02,68208.26,68125.02,68169.37,0.00439,0.006585,0.00439,0.006585,62.4,1.66,37.6
1.71315E+12,68183.24,68247.87,67987.75,68125.02,0.002837,0.00439,0.002782,0.00439,62.96,1.7,37.04
1.71316E+12,68117.12,68278.32,68038.84,68183.24,0.002524,0.002918,0.002324,0.002837,62.96,1.7,37.04
1.71316E+12,68290.23,68437.25,67874.9,68117.12,0.003802,0.004009,0.002501,0.002524,63.96,1.78,36.04
1.71316E+12,68421.68,68797.47,68183.94,68290.23,0.001752,0.003802,0.001752,0.003802,63.48,1.74,36.52
1.71317E+12,68532.36,68652.53,68246.8,68421.68,0.001376,0.002041,0.001376,0.001752,62.05,1.64,37.95
1.71317E+12,68459.65,68534.43,68018.64,68532.36,0.003212,0.003212,0.001376,0.001376,61.74,1.61,38.26
1.71318E+12,68258.23,68459.65,68113.51,68459.65,0.005156,0.005156,0.003166,0.003212,61.18,1.58,38.82
1.71318E+12,68229.13,68517.42,68200.19,68258.23,0.006601,0.006601,0.005126,0.005156,61.15,1.57,38.85
1.71318E+12,69027.28,69028.28,68156.22,68229.13,0.007993,0.00833,0.006601,0.006601,60.8,1.55,39.2
1.71319E+12,68920.72,69287.69,68902.52,69027.28,0.007402,0.008129,0.007402,0.007993,61.62,1.61,38.38
1.71319E+12,68377.5,68947.39,68108.53,68920.72,0.008598,0.008598,0.007307,0.007402,61.33,1.59,38.67
1.71319E+12,67757.73,68406.6,67643.78,68377.5,0.01,0.01,0.008598,0.008598,62.17,1.64,37.83
1.7132E+12,68461.11,68461.11,67631.74,67757.73,0.01,0.01,0.01,0.01,62.17,1.64,37.83
1.7132E+12,67360.7,68471.9,67251.06,68461.11,0.01,0.01,0.01,0.01,63.89,1.77,36.11
1.7132E+12,67878.32,68311.64,67360.07,67360.7,0.01,0.01,0.01,0.01,63.89,1.77,36.11
1.71321E+12,67093.77,67878.32,66640.88,67878.32,0.01,0.01,0.01,0.01,64.33,1.8,35.67
1.71321E+12,67419.35,67560.64,67045.65,67093.77,0.01,0.01,0.01,0.01,66.28,1.97,33.72
1.71321E+12,66276.49,67419.35,66236.12,67419.35,0.01,0.01,0.01,0.01,66,1.94,34
1.71322E+12,66214.44,66389.66,66074.46,66276.49,0.008892,0.01,0.008792,0.01,66,1.94,34
1.71322E+12,65969.33,66310.91,65969.33,66214.44,0.006058,0.008956,0.006058,0.008892,67.87,2.11,32.13
1.71323E+12,66187.59,66187.59,65891.35,65969.33,0.005325,0.006058,0.004979,0.006058,67.87,2.11,32.13
1.71323E+12,66655.18,66655.18,66187.59,66187.59,0.00386,0.005483,0.00386,0.005325,68.1,2.14,31.9
1.71323E+12,66501.05,66795.6,66501.05,66655.18,0.003973,0.004085,0.00294,0.00386,68.1,2.14,31.9
1.71324E+12,66318.54,66501.05,66279.28,66501.05,0.004863,0.004863,0.003973,0.003973,69.04,2.23,30.96
1.71324E+12,65747.6,66446.49,65356.26,66318.54,0.00872,0.00872,0.004863,0.004863,68.56,2.18,31.44
1.71324E+12,65909.34,65987.72,65691.04,65747.6,0.01,0.01,0.00872,0.00872,67.93,2.12,32.07
1.71325E+12,66303.46,66400.37,65909.34,65909.34,0.01,0.01,0.01,0.01,67.56,2.08,32.44
1.71325E+12,65710.86,66303.46,65398.24,66303.46,0.009548,0.01,0.009548,0.01,68.2,2.15,31.8
1.71325E+12,66120.39,66123.94,65710.86,65710.86,0.0097,0.0097,0.009035,0.009548,68.09,2.13,31.91
1.71326E+12,66145.96,66321.12,66079.91,66120.39,0.01,0.01,0.0097,0.0097,66.58,1.99,33.42
1.71326E+12,67427.38,67636.71,65979.75,66145.96,0.007225,0.01,0.007225,0.01,66.58,1.99,33.42
1.71327E+12,67427.59,67883.25,67223.83,67427.38,0.005631,0.007225,0.005631,0.007225,68.79,2.2,31.21
1.71327E+12,67059.95,67443.41,66907.37,67427.59,0.003786,0.005631,0.003786,0.005631,68.1,2.14,31.9
1.71327E+12,67258.85,67696.67,66981.39,67059.95,0.002128,0.003786,0.001705,0.003786,67.11,2.04,32.89
1.71328E+12,67105.75,67346.69,66886.58,67258.85,0.002129,0.002135,0.001357,0.002128,67.11,2.04,32.89
1.71328E+12,67173.8,67201.32,66850.45,67105.75,0.003513,0.003513,0.001945,0.002129,67.77,2.1,32.23
1.71328E+12,66905.82,67524.98,66905.82,67173.8,0.006391,0.006391,0.003513,0.003513,67.77,2.1,32.23
1.71329E+12,66414.91,66972.29,65911.25,66905.82,0.008302,0.008321,0.006391,0.006391,68.65,2.19,31.35
1.71329E+12,66265.04,66414.91,65938.54,66414.91,0.01,0.01,0.008302,0.008302,67.4,2.07,32.6
1.71329E+12,66095.89,66265.04,66042.03,66265.04,0.01,0.01,0.009533,0.01,67.2,2.05,32.8
1.7133E+12,65772.7,66095.89,65649.9,66095.89,0.01,0.01,0.00979,0.01,66.97,2.03,33.03
1.7133E+12,64382.07,65795.13,64348.43,65772.7,0.009808,0.01,0.009808,0.01,66.63,2,33.37
1.7133E+12,64361.05,64438.96,64240.52,64382.07,0.007937,0.009808,0.007937,0.009808,66.63,2,33.37
1.71331E+12,64172.47,64361.05,64139.49,64361.05,0.006331,0.007937,0.006231,0.007937,66.16,1.96,33.84
1.71331E+12,64298.65,64335.48,64157.4,64172.47,0.00644,0.007036,0.006155,0.006331,65.82,1.93,34.18
1.71332E+12,64348.77,64350.49,64210.76,64298.65,0.005209,0.006444,0.005056,0.00644,65.87,1.93,34.13
1.71332E+12,64876.54,64876.54,64348.77,64348.77,0.004619,0.005586,0.004288,0.005209,65.41,1.89,34.59
1.71332E+12,64854.52,64948.45,64850.82,64876.54,0.004488,0.005199,0.004413,0.004619,65.24,1.88,34.76
1.71333E+12,65034.8,65039.66,64848.94,64854.52,0.002635,0.004565,0.002635,0.004488,65.08,1.86,34.92
1.71333E+12,65072.26,65158.74,64899.67,65034.8,0.000446,0.002635,0.000446,0.002635,64.8,1.84,35.2
1.71333E+12,65463.99,65463.99,65072.26,65072.26,0.001369,0.001369,0.00035,0.000446,64.68,1.83,35.32
1.71334E+12,65563.78,65563.78,64877.12,65463.99,0.003655,0.003679,0.001257,0.001369,65.17,1.87,34.83
1.71334E+12,65686.24,65686.24,65502.27,65563.78,0.005205,0.005205,0.003574,0.003655,64.6,1.83,35.4
1.71334E+12,65947.99,65947.99,65596.74,65686.24,0.006422,0.006422,0.005205,0.005205,64.42,1.81,35.58
1.71335E+12,66305.24,66355.13,65947.99,65947.99,0.009225,0.009225,0.006422,0.006422,64.42,1.81,35.58
1.71335E+12,66006.61,66345.43,65836.31,66305.24,0.01,0.01,0.009225,0.009225,65.2,1.87,34.8
1.71336E+12,67223.95,67424.46,66006.61,66006.61,0.009302,0.01,0.009267,0.01,65.2,1.87,34.8
1.71336E+12,67191.07,67643.04,66986.4,67223.95,0.008145,0.00941,0.008145,0.009302,66.54,1.99,33.46
1.71336E+12,67864.58,67864.58,66727.78,67191.07,0.006151,0.008145,0.006082,0.008145,66.54,1.99,33.46
1.71337E+12,69364.41,69553.64,67857.21,67864.58,0.006534,0.006534,0.00569,0.006151,69.34,2.26,30.66
1.71337E+12,69813.37,69853.15,68889.29,69364.41,0.006114,0.006896,0.00587,0.006534,69.34,2.26,30.66
1.71337E+12,68713.43,69843.36,68702.48,69813.37,0.006368,0.006732,0.006114,0.006114,71.67,2.53,28.33
1.71338E+12,67829.35,68828.59,67662.7,68713.43,0.004201,0.006368,0.004201,0.006368,71.67,2.53,28.33
1.71338E+12,67769.24,68005.77,67620.23,67829.35,0.003864,0.004201,0.003126,0.004201,70.37,2.38,29.63
1.71338E+12,67764.85,68029.86,67726.61,67769.24,0.00405,0.004675,0.003864,0.003864,70.37,2.38,29.63
1.71339E+12,66977.41,67764.85,66872.42,67764.85,0.005646,0.005646,0.004044,0.00405,71.15,2.47,28.85
1.71339E+12,67291.9,67355.12,66977.41,66977.41,0.007157,0.007157,0.005646,0.005646,71.12,2.46,28.88
1.71339E+12,67052.98,67291.9,66970.59,67291.9,0.006937,0.007184,0.00682,0.007157,70.97,2.45,29.03
1.7134E+12,67285.37,67406.7,67047.84,67052.98,0.007285,0.007285,0.006901,0.006937,70.72,2.42,29.28
1.7134E+12,67156.5,67319.36,67156.02,67285.37,0.007731,0.007731,0.007113,0.007285,70.4,2.38,29.6
1.71341E+12,67049.12,67157.65,66914.25,67156.5,0.007246,0.007968,0.007246,0.007731,69.69,2.3,30.31
1.71341E+12,66634.7,67049.12,66620.86,67049.12,0.004246,0.007481,0.004246,0.007246,69.55,2.28,30.45
1.71341E+12,66571.47,66634.7,66446.82,66634.7,0.003042,0.004246,0.002974,0.004246,69.25,2.25,30.75
1.71342E+12,67097.83,67196.11,66445.87,66571.47,0.003471,0.003551,0.003024,0.003042,68.89,2.21,31.11
1.71342E+12,68174.86,68465.5,67097.83,67097.83,0.004829,0.004829,0.003444,0.003471,68.83,2.21,31.17
1.71342E+12,68428.96,68487.8,68174.32,68174.86,0.005951,0.005951,0.004829,0.004829,68.39,2.16,31.61
1.71343E+12,68644.16,68646.85,68285.07,68428.96,0.006449,0.006472,0.005933,0.005951,68.38,2.16,31.62
1.71343E+12,68706.28,68809.54,68644.16,68644.16,0.0082,0.0082,0.006449,0.006449,68.09,2.13,31.91
1.71343E+12,68829.83,68997.35,68704.83,68706.28,0.008627,0.008747,0.0082,0.0082,67.35,2.06,32.65
1.71344E+12,68024.38,69011.77,67876.46,68829.83,0.007035,0.008796,0.007035,0.008627,67.08,2.04,32.92
1.71344E+12,67143.72,68086.77,66746.4,68024.38,0.005713,0.007043,0.005713,0.007035,64.01,1.78,35.99
1.71345E+12,67578.04,68275.86,66982.68,67143.72,0.002906,0.00573,0.002906,0.005713,64.01,1.78,35.99
1.71345E+12,69050.06,69050.06,67578.04,67578.04,-0.001476,0.00294,-0.001476,0.002906,65.19,1.87,34.81
1.71345E+12,69108.74,69224.57,68698.24,69050.06,-0.003312,-0.001476,-0.003425,-0.001476,61.46,1.6,38.54
1.71346E+12,68627.32,69230.18,68506.97,69108.74,-0.002877,-0.002847,-0.003334,-0.003312,60.34,1.52,39.66
1.71346E+12,68629.36,68980.4,68547.01,68627.32,-0.001727,-0.001549,-0.002967,-0.002877,60.22,1.51,39.78
1.71346E+12,67868.27,68773.62,67868.27,68629.36,-0.001426,-0.001415,-0.001939,-0.001727,60.22,1.51,39.78
1.71347E+12,67259.61,67868.27,67259.61,67868.27,-0.002807,-0.001363,-0.002807,-0.001426,62.55,1.67,37.45
1.71347E+12,67224.95,67447.19,67224.95,67259.61,-0.005099,-0.002807,-0.005099,-0.002807,62.59,1.67,37.41
1.71347E+12,67403.58,67466.14,67039.33,67224.95,-0.004692,-0.004682,-0.005435,-0.005099,62.3,1.65,37.7
1.71348E+12,67693.3,67763.65,67298.96,67403.58,-0.004065,-0.003966,-0.004929,-0.004692,61.89,1.62,38.11
1.71348E+12,67625.09,67714.52,67507.19,67693.3,-0.003168,-0.003168,-0.004065,-0.004065,61.75,1.61,38.25
1.71348E+12,67896.76,67941.97,67625.09,67625.09,-0.001058,-0.001058,-0.003168,-0.003168,61.57,1.6,38.43
1.71349E+12,66780.68,67974.1,66361.8,67896.76,0.002452,0.002452,-0.001058,-0.001058,61.21,1.58,38.79
1.71349E+12,66042.24,66996.74,66042.24,66780.68,0.004963,0.004963,0.002452,0.002452,61.21,1.58,38.79
1.7135E+12,66591.62,66781.06,65549.95,66042.24,0.008214,0.008214,0.004963,0.004963,68.85,2.21,31.15
1.7135E+12,66769.62,67030.13,66526.96,66591.62,0.007321,0.008567,0.007306,0.008214,66.33,1.97,33.67
1.7135E+12,66696.78,66801.74,66405.71,66769.62,0.00639,0.007408,0.00639,0.007321,65.16,1.87,34.84
1.71351E+12,65155.05,67025.91,65155.05,66696.78,0.007502,0.007516,0.00559,0.00639,64.35,1.81,35.65
1.71351E+12,64953.75,65523.5,64234.35,65155.05,0.006678,0.007669,0.006678,0.007502,61.41,1.59,38.59
1.71351E+12,66281.82,66281.82,64953.75,64953.75,0.004863,0.007129,0.004863,0.006678,58.49,1.41,41.51
1.71352E+12,66508.48,66508.48,66121.71,66281.82,0.003251,0.004863,0.003157,0.004863,57.63,1.36,42.37
1.71352E+12,66738.94,67246.76,66508.48,66508.48,0.00302,0.003251,0.00257,0.003251,57.26,1.34,42.74
1.71352E+12,66743.61,67017.78,66461.22,66738.94,0.001957,0.003111,0.001957,0.00302,56.28,1.29,43.72
1.71353E+12,67374.11,67484.12,66686.28,66743.61,-0.000113,0.001957,-0.000113,0.001957,56.28,1.29,43.72
1.71353E+12,67680.21,67760.79,67066.97,67374.11,-0.0002,-0.000048,-0.000863,-0.000113,55.77,1.26,44.23
1.71354E+12,66958.13,67908.72,66907.4,67680.21,0.000906,0.000906,-0.00138,-0.0002,55.36,1.24,44.64
1.71354E+12,66893.07,67093.14,66730.7,66958.13,0.005717,0.005717,0.000906,0.000906,55.36,1.24,44.64
1.71354E+12,66005.26,67011.47,65645.44,66893.07,0.008649,0.008649,0.005717,0.005717,55.77,1.26,44.23
1.71355E+12,66142.75,66364.42,65615.33,66005.26,0.01,0.01,0.008649,0.008649,55.77,1.26,44.23
1.71355E+12,66582.61,66584.51,65963.83,66142.75,0.01,0.01,0.01,0.01,57.22,1.34,42.78
1.71355E+12,66447.24,66648.43,66418.22,66582.61,0.01,0.01,0.01,0.01,57.26,1.34,42.74
1.71356E+12,66417.67,66645.62,66385.73,66447.24,0.01,0.01,0.01,0.01,57.26,1.34,42.74
1.71356E+12,66383.19,66476.67,66283.06,66417.67,0.01,0.01,0.01,0.01,57.52,1.35,42.48
1.71356E+12,65983.46,66450.16,65714.84,66383.19,0.01,0.01,0.01,0.01,57.52,1.35,42.48
1.71357E+12,65864.34,66032.78,65484.08,65983.46,0.01,0.01,0.01,0.01,57.95,1.38,42.05
1.71357E+12,66301.42,66401.38,65858.82,65864.34,0.01,0.01,0.01,0.01,57.95,1.38,42.05
1.71357E+12,65768.47,66301.42,65662.19,66301.42,0.01,0.01,0.01,0.01,59.25,1.45,40.75
1.71358E+12,65533.02,65874.44,65533.02,65768.47,0.01,0.01,0.01,0.01,59.25,1.45,40.75
1.71358E+12,65840.03,65874.97,65513.68,65533.02,0.007743,0.01,0.007743,0.01,60.76,1.55,39.24
1.71359E+12,65778.26,65956.62,65771.64,65840.03,0.005517,0.007743,0.005517,0.007743,60.76,1.55,39.24
1.71359E+12,65709.58,65814.7,65700.04,65778.26,0.001965,0.005517,0.001965,0.005517,61.3,1.58,38.7
1.71359E+12,66160.25,66161.62,65675.24,65709.58,-0.000938,0.001965,-0.000938,0.001965,61.3,1.58,38.7
1.7136E+12,66298.95,66329.27,66160.25,66160.25,-0.000766,-0.000712,-0.001623,-0.000938,60.99,1.56,39.01
1.7136E+12,66448.96,66463.9,66219.02,66298.95,0.000585,0.000585,-0.000891,-0.000766,60.48,1.53,39.52
1.7136E+12,65754.23,66543.44,65754.23,66448.96,0.001295,0.001295,0.000585,0.000585,60.26,1.52,39.74
1.71361E+12,65589.73,65754.23,65530.19,65754.23,0.001298,0.001447,0.001103,0.001295,61.31,1.59,38.69
1.71361E+12,65753.99,65753.99,65457.6,65589.73,0.002449,0.002476,0.001271,0.001298,61.31,1.59,38.69
1.71361E+12,65911.14,65911.44,65735.18,65753.99,0.004398,0.004441,0.002449,0.002449,62.25,1.65,37.75
1.71362E+12,65925.48,65925.48,65763.38,65911.14,0.004891,0.00508,0.004326,0.004398,62.21,1.65,37.79
1.71362E+12,65961.01,66002.89,65879.98,65925.48,0.004072,0.00492,0.003928,0.004891,62.1,1.64,37.9
1.71363E+12,66114.69,66114.69,65551.63,65961.01,0.004204,0.004618,0.003831,0.004072,61.85,1.62,38.15
1.71363E+12,66323.72,66498.47,66099.7,66114.69,0.003749,0.004204,0.003607,0.004204,61.52,1.6,38.48
1.71363E+12,66899.87,66899.87,66323.72,66323.72,0.002293,0.004104,0.002293,0.003749,60.34,1.52,39.66
1.71364E+12,66954.36,67003.83,66641.32,66899.87,0.001647,0.002365,0.001644,0.002293,59.65,1.48,40.35
1.71364E+12,67053.85,67063.49,66954.36,66954.36,0.002755,0.002755,0.001344,0.001647,58.81,1.43,41.19
1.71364E+12,66799.43,67053.85,66783.38,67053.85,0.002754,0.003078,0.002709,0.002755,58.93,1.44,41.07
